#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T00:42:31 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T00:42:31	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJ/843/16/table2&-out=PGC1,Nm,logK,Dist,sigmaV,R2t,Rg,logMK,logMd&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18430016
#Name: J/ApJ/843/16
#Title: Galaxy groups within 3500km/s (Kourkchi+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/apj/843/16	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/843/16	    IVOID of underlying data collection
#INFO	creator=Kourkchi E.	    First author or institution
#INFO	cites=bibcode:2017ApJ...843...16K	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/843/16	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18430016	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-05-14	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_ApJ_843_16_table2:
#Name: J/ApJ/843/16/table2
#Title: Catalog of galaxy groups
#Column	PGC1	(I7)	[35/9002824] Group Principal Galaxies Catalog ID (1)	[ucd=meta.id]
#Column	Nm	(I3)	[1/714] Number of galaxies in the group	[ucd=meta.number]
#Column	logK	(F5.2)	[1.7/13]? log Ks band absolute luminosity of group	[ucd=phys.luminosity;em.IR]
#Column	Dist	(F5.2)	[0.01/94.2]? Distance of group (G2)	[ucd=pos.distance;pos.heliocentric]
#Column	sigmaV	(I3)	[0/800] Group line-of-sight velocity dispersion (6)	[ucd=phys.veloc.dispersion]
#Column	R2t	(F6.3)	[0.003/1.7] Second turnaround radius of group from luminosity (7)	[ucd=phys.size.radius;pos.lg]
#Column	Rg	(F6.3)	[0.001/8.3]? Projected virial radius of group (8)	[ucd=phys.size.radius]
#Column	logMK	(F6.3)	[6.5/15] log of group mass from luminosity (9)	[ucd=phys.mass]
#Column	logMd	(F6.3)	[2.5/15]? log of group dynamic mass (10)	[ucd=phys.mass]
PGC1	Nm	logK	Dist	sigmaV	R2t	Rg	logMK	logMd
  38822	  1	 8.91	     	  0	 0.097	      	10.960	
  41660	  1	 8.91	     	  0	 0.097	      	10.960	
1263558	  1	 8.91	     	  0	 0.097	      	10.959	
1074301	  4	 8.90	     	 17	 0.097	 0.130	10.958	10.533
  38117	  1	 8.90	 9.95	  0	 0.097	      	10.957	
  46241	  1	 8.90	     	  0	 0.096	      	10.954	
  35382	  3	 8.89	     	 10	 0.096	 0.001	10.948	 8.137
 170228	  1	 8.87	     	  0	 0.095	      	10.943	
  91195	  1	 8.87	     	  0	 0.095	      	10.941	
  38113	  1	 8.86	     	  0	 0.095	      	10.935	
 986100	  1	 8.85	     	  0	 0.095	      	10.931	
  34198	  1	 8.85	     	  0	 0.095	      	10.930	
  36305	  1	 8.85	     	  0	 0.095	      	10.929	
  32630	  1	 8.84	     	  0	 0.094	      	10.926	
  37737	  1	 8.84	     	  0	 0.094	      	10.924	
  33816	  1	 8.84	     	  0	 0.094	      	10.924	
1016614	  1	 8.83	     	  0	 0.094	      	10.921	
3105735	  1	 8.82	     	  0	 0.094	      	10.918	
  32474	  1	 8.82	     	  0	 0.094	      	10.916	
4074731	  2	 8.82	     	  1	 0.093	 0.001	10.915	 5.824
 936912	  1	 8.81	     	  0	 0.093	      	10.910	
3271869	  1	 8.81	     	  0	 0.093	      	10.908	
  42692	  1	 8.81	     	  0	 0.093	      	10.908	
4112990	  1	 8.80	     	  0	 0.093	      	10.906	
  40093	  1	 8.80	     	  0	 0.093	      	10.903	
  37162	  1	 8.80	     	  0	 0.093	      	10.903	
  33562	  1	 8.79	     	  0	 0.092	      	10.901	
  43746	  1	 8.78	     	  0	 0.092	      	10.895	
  42429	  1	 8.78	10.38	  0	 0.092	      	10.893	
  41323	  1	 8.77	     	  0	 0.092	      	10.891	
  45931	  1	 8.77	11.80	  0	 0.092	      	10.888	
3090074	  1	 8.77	     	  0	 0.092	      	10.888	
4720565	  1	 8.76	     	  0	 0.091	      	10.883	
  42340	  1	 8.75	     	  0	 0.091	      	10.880	
  45858	  1	 8.75	     	  0	 0.091	      	10.878	
  32486	  2	 8.74	     	 19	 0.091	 0.003	10.878	 8.975
  44858	  1	 8.74	     	  0	 0.091	      	10.877	
  33270	  1	 8.74	     	  0	 0.091	      	10.876	
  32645	  1	 8.74	     	  0	 0.091	      	10.873	
  91112	  1	 8.73	     	  0	 0.090	      	10.872	
  33981	  1	 8.72	     	  0	 0.090	      	10.867	
1031692	  1	 8.72	     	  0	 0.090	      	10.865	
  42081	  1	 8.71	 9.52	  0	 0.075	      	10.622	
  39150	  2	 8.71	     	 13	 0.090	 0.002	10.862	 8.384
3270297	  1	 8.71	     	  0	 0.090	      	10.861	
3271328	  1	 8.71	     	  0	 0.090	      	10.860	
  43508	  1	 8.71	17.22	  0	 0.090	      	10.859	
1687001	  1	 8.70	     	  0	 0.089	      	10.857	
  44549	  1	 8.70	     	  0	 0.089	      	10.854	
  37392	  1	 8.70	     	  0	 0.089	      	10.853	
5064846	  1	 8.69	     	  0	 0.089	      	10.852	
  42910	  1	 8.69	     	  0	 0.089	      	10.851	
  41626	  1	 8.69	     	  0	 0.089	      	10.851	
 157141	  1	 8.69	     	  0	 0.089	      	10.851	
1145528	  1	 8.68	     	  0	 0.089	      	10.846	
  37779	  1	 8.68	     	  0	 0.089	      	10.845	
 101490	  1	 8.67	     	  0	 0.088	      	10.840	
  36551	  1	 8.67	     	  0	 0.088	      	10.839	
 880363	  1	 8.66	     	  0	 0.088	      	10.836	
1166209	  1	 8.66	     	  0	 0.088	      	10.835	
  46065	  1	 8.65	     	  0	 0.088	      	10.831	
  40040	  1	 8.65	15.42	  0	 0.088	      	10.829	
4275959	  1	 8.65	     	  0	 0.088	      	10.829	
  41893	  2	 8.64	16.00	 17	 0.087	 0.170	10.826	10.672
  41758	  1	 8.63	     	  0	 0.087	      	10.822	
  32708	  2	 8.63	14.00	 30	 0.087	 0.031	10.821	10.396
  35565	  2	 8.63	     	  2	 0.087	 0.114	10.821	 8.474
  87259	  2	 8.63	     	 22	 0.087	 0.122	10.818	10.742
  38190	  1	 8.62	     	  0	 0.087	      	10.816	
  48786	  1	 8.62	     	  0	 0.087	      	10.816	
1371096	  1	 8.62	     	  0	 0.087	      	10.816	
  36750	  1	 8.62	     	  0	 0.087	      	10.814	
  41647	  2	 8.61	     	 14	 0.086	 0.001	10.810	 8.354
  37597	  1	 8.61	     	  0	 0.086	      	10.809	
  35991	  1	 8.61	20.99	  0	 0.086	      	10.808	
  86634	  1	 8.60	     	  0	 0.086	      	10.807	
 135818	  1	 8.60	     	  0	 0.086	      	10.806	
  38905	  1	 8.60	     	  0	 0.086	      	10.805	
  40339	  2	 8.59	     	 27	 0.086	 0.073	10.801	10.698
  33905	  1	 8.59	     	  0	 0.086	      	10.800	
  38567	  1	 8.58	15.63	  0	 0.085	      	10.795	
  38244	  1	 8.57	15.21	  0	 0.085	      	10.792	
  39799	  2	 8.57	     	 22	 0.085	 0.047	10.789	10.322
  42143	  1	 8.56	     	  0	 0.085	      	10.787	
  42931	  1	 8.56	     	  0	 0.085	      	10.784	
  37954	  1	 8.56	     	  0	 0.085	      	10.783	
  35044	  1	 8.56	     	  0	 0.084	      	10.783	
  41196	  1	 8.56	     	  0	 0.084	      	10.783	
  45274	  1	 8.56	     	  0	 0.084	      	10.783	
  40026	  1	 8.54	     	  0	 0.084	      	10.777	
 101479	  1	 8.54	     	  0	 0.084	      	10.777	
  47101	  1	 8.54	     	  0	 0.084	      	10.775	
1128047	  1	 8.53	     	  0	 0.084	      	10.772	
  39317	  1	 8.53	     	  0	 0.084	      	10.771	
  48822	  1	 8.52	     	  0	 0.083	      	10.763	
  46556	  1	 8.52	     	  0	 0.083	      	10.763	
  37956	  1	 8.51	     	  0	 0.083	      	10.757	
  87171	  1	 8.50	     	  0	 0.083	      	10.753	
  32861	  1	 8.48	     	  0	 0.082	      	10.747	
  46578	  1	 8.47	     	  0	 0.082	      	10.740	
  43851	  1	 8.46	     	  0	 0.081	      	10.734	
  42173	  1	 8.45	     	  0	 0.081	      	10.730	
  40356	  1	 8.44	     	  0	 0.081	      	10.727	
3395075	  1	 8.44	     	  0	 0.081	      	10.726	
  37582	  1	 8.43	     	  0	 0.081	      	10.721	
  43072	  1	 8.43	 9.63	  0	 0.067	      	10.484	
  40285	  1	 8.41	     	  0	 0.080	      	10.713	
  42921	  1	 8.41	     	  0	 0.080	      	10.708	
1085283	  2	 8.40	     	 20	 0.079	 0.001	10.703	 8.415
  38153	  1	 8.39	     	  0	 0.079	      	10.702	
  37213	  2	 8.38	     	  3	 0.079	 0.058	10.695	 8.728
  35271	  2	 8.38	     	  6	 0.079	 0.028	10.694	 9.004
  40229	  2	 8.38	16.00	 18	 0.079	 0.080	10.693	10.378
 952909	  1	 8.37	     	  0	 0.079	      	10.692	
4011025	  1	 8.37	     	  0	 0.079	      	10.690	
  32364	  1	 8.37	16.67	  0	 0.079	      	10.690	
  44264	  1	 8.37	     	  0	 0.079	      	10.689	
  34382	  1	 8.36	     	  0	 0.078	      	10.686	
  36295	  1	 8.35	     	  0	 0.078	      	10.682	
  42666	  1	 8.35	16.00	  0	 0.078	      	10.681	
4614582	  1	 8.35	     	  0	 0.078	      	10.681	
1207185	  1	 8.35	     	  0	 0.078	      	10.680	
  40045	  1	 8.35	 9.29	  0	 0.064	      	10.430	
 157245	  1	 8.34	     	  0	 0.078	      	10.677	
  37048	  2	 8.33	10.26	178	 0.078	 0.086	10.672	12.396
  45512	  1	 8.33	     	  0	 0.078	      	10.672	
 135829	  1	 8.33	     	  0	 0.078	      	10.671	
  32732	  1	 8.30	     	  0	 0.076	      	10.653	
1278091	  1	 8.29	     	  0	 0.076	      	10.649	
 214054	  1	 8.28	     	  0	 0.076	      	10.646	
  41522	  1	 8.28	     	  0	 0.076	      	10.645	
4125733	  2	 8.28	     	 14	 0.076	 0.001	10.644	 8.250
  31693	  1	 8.28	10.42	  0	 0.076	      	10.644	
1218144	  2	 8.27	     	 23	 0.076	 0.009	10.637	 9.622
  41395	  1	 8.26	     	  0	 0.075	      	10.636	
  83572	  1	 8.25	     	  0	 0.075	      	10.631	
  36006	  1	 8.25	     	  0	 0.075	      	10.631	
  45684	  2	 8.25	14.93	 21	 0.075	 0.026	10.631	10.029
  42110	  1	 8.25	     	  0	 0.075	      	10.628	
  39395	  1	 8.24	     	  0	 0.075	      	10.623	
  34461	  1	 8.22	     	  0	 0.074	      	10.616	
  32833	  1	 8.22	     	  0	 0.074	      	10.613	
  39474	  1	 8.21	     	  0	 0.074	      	10.613	
1191771	  1	 8.21	     	  0	 0.074	      	10.611	
 894987	  1	 8.21	     	  0	 0.074	      	10.610	
4002741	  1	 8.21	     	  0	 0.074	      	10.609	
1159978	  1	 8.20	     	  0	 0.074	      	10.603	
  45370	  1	 8.20	     	  0	 0.074	      	10.603	
  42772	  1	 8.20	     	  0	 0.074	      	10.603	
  39432	  1	 8.19	22.28	  0	 0.073	      	10.598	
1620526	  1	 8.18	     	  0	 0.073	      	10.595	
1262899	  1	 8.18	     	  0	 0.073	      	10.595	
  37007	  1	 8.18	     	  0	 0.073	      	10.593	
1132599	  1	 8.17	     	  0	 0.073	      	10.592	
  91219	  1	 8.17	     	  0	 0.073	      	10.592	
  32687	  2	 8.16	     	  3	 0.073	 0.030	10.587	 8.433
4002904	  1	 8.16	     	  0	 0.073	      	10.585	
1304980	  1	 8.15	     	  0	 0.072	      	10.582	
4581258	  1	 8.15	     	  0	 0.072	      	10.582	
  41716	  1	 8.15	     	  0	 0.072	      	10.581	
4344711	  1	 8.14	     	  0	 0.072	      	10.576	
  44733	  1	 8.14	     	  0	 0.072	      	10.574	
  47938	  1	 8.13	     	  0	 0.072	      	10.571	
 135801	  1	 8.13	     	  0	 0.072	      	10.571	
 135791	  1	 8.11	     	  0	 0.071	      	10.560	
1142230	  1	 8.11	     	  0	 0.071	      	10.559	
1598409	  1	 8.10	     	  0	 0.071	      	10.554	
1260930	  1	 8.08	     	  0	 0.070	      	10.547	
  44121	  1	 8.08	     	  0	 0.070	      	10.545	
 884856	  1	 8.08	     	  0	 0.070	      	10.545	
  38017	  1	 8.07	     	  0	 0.070	      	10.543	
4000316	  1	 8.07	     	  0	 0.070	      	10.542	
3272073	  1	 8.07	     	  0	 0.070	      	10.540	
  40191	  1	 8.06	     	  0	 0.070	      	10.535	
3111475	  1	 8.04	     	  0	 0.069	      	10.526	
  32471	  1	 8.04	     	  0	 0.080	      	10.711	
  40825	  1	 8.03	     	  0	 0.069	      	10.522	
  45254	  1	 8.03	     	  0	 0.069	      	10.519	
4550282	  1	 8.02	     	  0	 0.069	      	10.517	
 166105	  1	 8.02	     	  0	 0.069	      	10.513	
3292822	  1	 8.01	     	  0	 0.069	      	10.512	
  35227	  1	 8.01	     	  0	 0.068	      	10.509	
3272734	  1	 8.01	     	  0	 0.068	      	10.509	
  31819	  1	 8.01	     	  0	 0.068	      	10.508	
1263785	  1	 8.00	     	  0	 0.068	      	10.507	
1407849	  1	 8.00	     	  0	 0.068	      	10.504	
1642581	  1	 7.99	     	  0	 0.068	      	10.500	
3291470	  1	 7.99	     	  0	 0.068	      	10.498	
4338913	  1	 7.98	     	  0	 0.068	      	10.497	
  47020	  1	 7.98	     	  0	 0.068	      	10.496	
1271536	  1	 7.98	     	  0	 0.068	      	10.496	
  45416	  1	 7.98	     	  0	 0.068	      	10.494	
  45875	  1	 7.98	     	  0	 0.068	      	10.493	
1133831	  1	 7.97	     	  0	 0.068	      	10.493	
3097708	  1	 7.97	     	  0	 0.068	      	10.493	
4614908	  1	 7.97	     	  0	 0.068	      	10.491	
3289762	  1	 7.96	     	  0	 0.067	      	10.483	
1664006	  1	 7.95	     	  0	 0.067	      	10.481	
  39033	  1	 7.95	     	  0	 0.067	      	10.479	
 139923	  1	 7.95	     	  0	 0.067	      	10.479	
1383640	  1	 7.95	     	  0	 0.067	      	10.477	
1724397	  1	 7.94	     	  0	 0.067	      	10.476	
  86645	  1	 7.94	     	  0	 0.067	      	10.474	
3298046	  1	 7.93	     	  0	 0.067	      	10.473	
 135828	  1	 7.93	     	  0	 0.067	      	10.473	
3266312	  1	 7.93	     	  0	 0.066	      	10.468	
4334931	  1	 7.93	     	  0	 0.066	      	10.468	
3289704	  1	 7.92	     	  0	 0.066	      	10.467	
 135803	  1	 7.92	     	  0	 0.066	      	10.467	
  46161	  1	 7.92	     	  0	 0.066	      	10.465	
1218595	  1	 7.92	     	  0	 0.066	      	10.465	
  43104	  1	 7.92	     	  0	 0.066	      	10.465	
1170677	  1	 7.92	     	  0	 0.066	      	10.464	
1164263	  1	 7.92	     	  0	 0.066	      	10.464	
1104651	  1	 7.91	     	  0	 0.066	      	10.462	
 104765	  1	 7.91	     	  0	 0.066	      	10.461	
1083027	  1	 7.91	     	  0	 0.066	      	10.461	
  39999	  1	 7.90	     	  0	 0.066	      	10.456	
4281130	  1	 7.90	     	  0	 0.066	      	10.455	
5064992	  1	 7.90	     	  0	 0.066	      	10.453	
1383447	  1	 7.89	     	  0	 0.065	      	10.450	
3291243	  1	 7.89	     	  0	 0.065	      	10.450	
1398872	  1	 7.89	     	  0	 0.065	      	10.449	
  32496	  1	 7.89	     	  0	 0.065	      	10.449	
1453627	  1	 7.88	     	  0	 0.065	      	10.446	
2807138	  1	 7.88	     	  0	 0.065	      	10.446	
3291071	  1	 7.87	     	  0	 0.065	      	10.442	
 142873	  1	 7.87	     	  0	 0.065	      	10.441	
1219195	  1	 7.87	     	  0	 0.065	      	10.439	
1700854	  1	 7.87	     	  0	 0.065	      	10.439	
1614069	  1	 7.87	     	  0	 0.065	      	10.438	
3261625	  1	 7.87	     	  0	 0.065	      	10.438	
3302700	  1	 7.86	     	  0	 0.065	      	10.436	
3288593	  1	 7.86	     	  0	 0.065	      	10.436	
  41701	  1	 7.86	     	  0	 0.065	      	10.436	
2832117	  1	 7.86	     	  0	 0.065	      	10.435	
3294456	  1	 7.85	     	  0	 0.065	      	10.433	
1441868	  1	 7.85	     	  0	 0.065	      	10.431	
  34124	  1	 7.85	     	  0	 0.064	      	10.430	
1053624	  1	 7.85	     	  0	 0.064	      	10.428	
2816775	  1	 7.84	     	  0	 0.064	      	10.428	
3471336	  1	 7.84	     	  0	 0.064	      	10.427	
1224534	  1	 7.84	     	  0	 0.064	      	10.425	
5064996	  1	 7.84	     	  0	 0.064	      	10.425	
5065020	  1	 7.83	     	  0	 0.064	      	10.420	
4270300	  1	 7.83	     	  0	 0.064	      	10.420	
4239519	  1	 7.83	     	  0	 0.064	      	10.418	
 166116	  1	 7.82	     	  0	 0.064	      	10.415	
  37940	  1	 7.82	     	  0	 0.064	      	10.413	
3297205	  1	 7.81	     	  0	 0.063	      	10.410	
  42115	  1	 7.81	     	  0	 0.063	      	10.408	
  48501	  1	 7.81	     	  0	 0.063	      	10.408	
4018203	  1	 7.80	     	  0	 0.063	      	10.407	
 166113	  1	 7.80	     	  0	 0.063	      	10.405	
4279332	  1	 7.79	     	  0	 0.063	      	10.401	
1183373	  1	 7.79	     	  0	 0.063	      	10.398	
1827165	  1	 7.79	     	  0	 0.063	      	10.398	
4563662	  1	 7.78	     	  0	 0.063	      	10.398	
4095057	  1	 7.78	     	  0	 0.063	      	10.396	
1280390	  1	 7.78	     	  0	 0.063	      	10.394	
3393428	  1	 7.77	     	  0	 0.062	      	10.389	
4011678	  1	 7.77	     	  0	 0.062	      	10.389	
3303692	  1	 7.77	     	  0	 0.062	      	10.387	
 125787	  1	 7.76	     	  0	 0.062	      	10.386	
2139249	  1	 7.76	     	  0	 0.062	      	10.386	
 126724	  1	 7.76	     	  0	 0.062	      	10.386	
 166153	  1	 7.76	     	  0	 0.062	      	10.382	
5064998	  1	 7.75	     	  0	 0.062	      	10.382	
3123526	  1	 7.74	     	  0	 0.062	      	10.375	
1289721	  1	 7.74	     	  0	 0.062	      	10.375	
1228108	  1	 7.73	     	  0	 0.062	      	10.371	
3290101	  1	 7.73	     	  0	 0.062	      	10.371	
1954347	  1	 7.73	     	  0	 0.062	      	10.369	
3097707	  1	 7.72	     	  0	 0.061	      	10.367	
  48318	  1	 7.72	     	  0	 0.061	      	10.367	
4017582	  1	 7.72	     	  0	 0.061	      	10.365	
  83336	  1	 7.72	     	  0	 0.071	      	10.551	
  31801	  1	 7.72	     	  0	 0.071	      	10.551	
3267479	  1	 7.72	     	  0	 0.061	      	10.365	
4689209	  1	 7.72	     	  0	 0.061	      	10.364	
  35385	  1	 7.71	     	  0	 0.061	      	10.362	
4301895	  1	 7.71	     	  0	 0.061	      	10.360	
1519757	  1	 7.71	     	  0	 0.061	      	10.360	
3276067	  1	 7.70	     	  0	 0.061	      	10.354	
1480186	  1	 7.69	     	  0	 0.061	      	10.350	
2807202	  1	 7.69	     	  0	 0.061	      	10.350	
3091844	  1	 7.69	     	  0	 0.061	      	10.350	
  36344	  1	 7.69	     	  0	 0.060	      	10.348	
4103522	  1	 7.68	     	  0	 0.060	      	10.346	
  37227	  1	 7.68	     	  0	 0.060	      	10.346	
  87294	  1	 7.68	     	  0	 0.060	      	10.346	
5064956	  1	 7.68	     	  0	 0.060	      	10.344	
1073579	  1	 7.68	     	  0	 0.060	      	10.344	
4001104	  1	 7.68	     	  0	 0.060	      	10.342	
5059102	  1	 7.67	     	  0	 0.060	      	10.342	
4254710	  1	 7.67	     	  0	 0.060	      	10.340	
4572214	  1	 7.67	     	  0	 0.060	      	10.338	
1846725	  1	 7.67	     	  0	 0.060	      	10.338	
1068339	  1	 7.67	     	  0	 0.060	      	10.338	
4301309	  1	 7.66	     	  0	 0.060	      	10.336	
4242664	  1	 7.66	     	  0	 0.060	      	10.334	
  33447	  1	 7.66	     	  0	 0.060	      	10.334	
2807141	  1	 7.65	     	  0	 0.060	      	10.332	
1773926	  1	 7.65	     	  0	 0.060	      	10.328	
1097431	  1	 7.65	     	  0	 0.060	      	10.328	
  45840	  1	 7.65	     	  0	 0.060	      	10.328	
2832121	  1	 7.65	     	  0	 0.060	      	10.328	
1833985	  1	 7.64	     	  0	 0.060	      	10.326	
  46982	  1	 7.64	     	  0	 0.059	      	10.326	
1456087	  1	 7.63	     	  0	 0.059	      	10.320	
4236142	  1	 7.63	     	  0	 0.059	      	10.318	
4548254	  1	 7.63	     	  0	 0.059	      	10.318	
3298900	  1	 7.62	     	  0	 0.059	      	10.314	
3269538	  1	 7.61	     	  0	 0.059	      	10.312	
1700671	  1	 7.61	     	  0	 0.059	      	10.310	
4104055	  1	 7.61	     	  0	 0.059	      	10.307	
3261085	  1	 7.61	     	  0	 0.059	      	10.307	
3097706	  1	 7.60	     	  0	 0.059	      	10.307	
1341784	  1	 7.59	     	  0	 0.058	      	10.303	
4297993	  1	 7.59	     	  0	 0.058	      	10.301	
4010732	  1	 7.59	     	  0	 0.058	      	10.299	
1367320	  1	 7.58	     	  0	 0.058	      	10.297	
  38129	  1	 7.57	     	  0	 0.058	      	10.292	
4257588	  1	 7.57	     	  0	 0.058	      	10.288	
  33208	  1	 7.56	     	  0	 0.058	      	10.288	
  43457	  1	 7.56	     	  0	 0.058	      	10.286	
4102660	  1	 7.56	     	  0	 0.058	      	10.283	
1143249	  1	 7.56	     	  0	 0.058	      	10.283	
4297036	  1	 7.55	     	  0	 0.057	      	10.281	
3537249	  1	 7.55	     	  0	 0.057	      	10.281	
2806928	  1	 7.54	     	  0	 0.057	      	10.274	
  36412	  1	 7.54	     	  0	 0.057	      	10.274	
3273256	  1	 7.53	     	  0	 0.057	      	10.272	
1209232	  1	 7.53	     	  0	 0.057	      	10.267	
  41667	  1	 7.52	     	  0	 0.057	      	10.265	
1129663	  1	 7.52	     	  0	 0.057	      	10.265	
  37927	  1	 7.51	     	  0	 0.057	      	10.262	
3395480	  1	 7.51	     	  0	 0.057	      	10.258	
3391758	  1	 7.50	     	  0	 0.056	      	10.255	
2806914	  1	 7.50	     	  0	 0.056	      	10.253	
4260762	  1	 7.49	     	  0	 0.056	      	10.250	
4098734	  1	 7.49	     	  0	 0.056	      	10.250	
4574632	  1	 7.48	     	  0	 0.056	      	10.248	
1084547	  1	 7.48	     	  0	 0.056	      	10.243	
1031551	  1	 7.48	     	  0	 0.056	      	10.243	
2832105	  1	 7.48	     	  0	 0.056	      	10.243	
1263098	  1	 7.47	     	  0	 0.056	      	10.241	
1275866	  1	 7.44	     	  0	 0.055	      	10.225	
1136400	  1	 7.42	     	  0	 0.055	      	10.215	
4365303	  1	 7.42	     	  0	 0.055	      	10.215	
1187621	  1	 7.42	     	  0	 0.055	      	10.212	
 166149	  1	 7.41	     	  0	 0.054	      	10.210	
1509123	  1	 7.41	     	  0	 0.054	      	10.210	
 166178	  1	 7.40	     	  0	 0.054	      	10.207	
4099053	  1	 7.40	     	  0	 0.054	      	10.207	
 166151	  1	 7.39	     	  0	 0.054	      	10.199	
  43987	  1	 7.39	     	  0	 0.054	      	10.199	
 135798	  1	 7.38	     	  0	 0.054	      	10.196	
1100776	  1	 7.37	     	  0	 0.054	      	10.190	
  36594	  1	 7.37	     	  0	 0.053	      	10.188	
3120683	  1	 7.36	     	  0	 0.053	      	10.185	
 166150	  1	 7.35	     	  0	 0.053	      	10.179	
1040545	  1	 7.34	     	  0	 0.053	      	10.176	
4271433	  1	 7.32	     	  0	 0.053	      	10.164	
  45019	  1	 7.32	     	  0	 0.052	      	10.164	
4015807	  1	 7.31	     	  0	 0.052	      	10.158	
1129667	  1	 7.30	     	  0	 0.052	      	10.155	
4668303	  1	 7.30	     	  0	 0.052	      	10.152	
1024539	  1	 7.29	     	  0	 0.052	      	10.149	
4578261	  1	 7.26	     	  0	 0.051	      	10.134	
1728559	  1	 7.25	     	  0	 0.051	      	10.130	
  87257	  1	 7.24	     	  0	 0.051	      	10.127	
2806927	  1	 7.17	     	  0	 0.050	      	10.090	
4689204	  1	 7.15	     	  0	 0.049	      	10.079	
  43654	  1	 7.09	     	  0	 0.048	      	10.049	
2806917	  1	 7.07	     	  0	 0.048	      	10.037	
4040289	  1	 7.06	     	  0	 0.048	      	10.033	
  87256	  1	 7.04	     	  0	 0.054	      	10.212	
3122921	  1	 7.03	     	  0	 0.047	      	10.017	
2807142	  1	 7.01	     	  0	 0.047	      	10.009	
1170050	  1	 7.00	     	  0	 0.047	      	10.009	
 135809	  1	 6.98	     	  0	 0.046	      	 9.997	
2832115	  1	 6.92	     	  0	 0.045	      	 9.964	
5059096	  1	 6.90	     	  0	 0.045	      	 9.956	
  31727	  1	 6.89	     	  0	 0.045	      	 9.951	
  40682	  1	 6.35	 9.51	  0	 0.036	      	 9.680	
  40087	  1	 3.62	     	  0	 0.013	      	 8.316	
  40801	  1	 3.45	15.49	  0	 0.012	      	 8.230	
  40321	  1	 2.99	     	  0	 0.010	      	 8.000	
1279440	  1	 2.64	     	  0	 0.009	      	 7.827	
3394197	  1	 1.72	     	  0	 0.006	      	 7.365	
  30308	 76	11.96	34.40	440	 0.832	 0.437	13.763	13.889
  33871	 20	11.91	30.87	294	 0.791	 0.477	13.697	13.577
  30988	 10	11.76	36.81	163	 0.696	 0.265	13.531	12.810
  30785	 10	11.68	35.97	128	 0.646	 0.340	13.433	12.708
  28960	 17	11.65	31.34	185	 0.629	 0.523	13.400	13.215
  30671	 11	11.63	42.69	155	 0.621	 0.528	13.382	13.064
  28806	  8	11.50	39.49	107	 0.551	 0.759	13.225	12.899
  31974	  9	11.45	29.55	206	 0.531	 0.306	13.179	13.076
  28376	  8	11.43	33.46	148	 0.518	 0.516	13.146	13.013
  28845	  8	11.37	28.64	122	 0.493	 0.355	13.079	12.685
  32877	  5	11.19	     	 55	 0.421	 0.252	12.874	11.848
  31035	  2	11.19	     	 67	 0.419	 0.360	12.869	12.173
  31014	  1	11.07	     	  0	 0.377	      	12.732	
  29319	  3	11.00	     	163	 0.356	 0.256	12.655	12.791
  31335	  1	10.96	     	  0	 0.343	      	12.607	
  29993	  6	10.96	32.36	158	 0.343	 0.228	12.606	12.713
  31533	  2	10.88	35.16	 42	 0.321	 0.106	12.520	11.241
  29637	  1	10.82	32.66	  0	 0.303	      	12.449	
  28909	  3	10.78	36.48	  7	 0.293	 0.242	12.405	10.000
  30277	  1	10.71	     	  0	 0.275	      	12.320	
  31995	  1	10.69	36.48	  0	 0.270	      	12.299	
  31730	  2	10.68	34.69	 15	 0.267	 0.047	12.283	 9.971
  28732	  1	10.68	     	  0	 0.267	      	12.281	
  28882	  2	10.67	36.78	  7	 0.265	 0.278	12.274	10.041
  31493	  1	10.65	39.26	  0	 0.261	      	12.250	
  33919	  1	10.65	     	  0	 0.260	      	12.248	
  28606	  1	10.64	33.42	  0	 0.260	      	12.246	
  28908	  1	10.64	     	  0	 0.259	      	12.243	
  29096	  1	10.62	     	  0	 0.254	      	12.217	
  31747	  3	10.59	     	 53	 0.247	 0.081	12.179	11.320
  31876	  1	10.57	     	  0	 0.243	      	12.158	
  28744	  1	10.56	     	  0	 0.242	      	12.152	
  27606	  1	10.56	36.14	  0	 0.241	      	12.149	
