#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T10:46:07 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T10:46:07	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=VII/155/rc3&-out=name,altname,PGC,T,BT,e_BT,B-VT,e_B-VT,B-VoT,U-BT,Ai,Ag&-out.add=_RAJ2000,_DEJ2000&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7155
#Name: VII/155
#Title: Third Reference Cat. of Bright Galaxies (RC3) (de Vaucouleurs+ 1991)
#INFO	ivoid=ivo://cds.vizier/vii/155	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/155	    IVOID of underlying data collection
#INFO	creator=de Vaucouleurs G.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/155	    Dataset landing page
#INFO	publication_date=2002-08-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_155_rc3:
#Name: VII/155/rc3
#Title: The revised RC3 catalog
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	name	(a12)	Name	[ucd=meta.id]
#Column	altname	(a15)	Alternate name	[ucd=meta.id]
#Column	PGC	(a11)	PGC number	[ucd=meta.id;meta.main]
#Column	T	(F4.1)	? T (Hubble stage)	[ucd=src.morph.type]
#Column	BT	(F5.2)	? BT (total B magnitude)	[ucd=phot.mag;em.opt.B]
#Column	e_BT	(F5.2)	? Mean error on BT	[ucd=stat.error]
#Column	B-VT	(F5.2)	? (B-V)T (total (B-V))	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-VT	(F5.2)	? Mean error on (B-V)T	[ucd=stat.error]
#Column	B-VoT	(F5.2)	? (B-V)oT	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	U-BT	(F5.2)	? (U-B)T (total (U-B))	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	Ai	(F5.2)	? Ai (internal B extinction)	[ucd=phys.absorption]
#Column	Ag	(F5.2)	? Ag (galactic extinction in B)	[ucd=phys.absorption]
_RAJ2000	_DEJ2000	name	altname	PGC	T	BT	e_BT	B-VT	e_B-VT	B-VoT	U-BT	Ai	Ag
002.086175	-29.914946	NGC     7   	 ESO  409- 22  	PGC  627   	 4.5	14.40	 0.20	 0.51	 0.04	 0.31	-0.18	 0.92	 0.02
002.143676	-33.858274	NGC    10   	 ESO  349- 32  	PGC  634   	 3.6	13.30	 0.40	 0.78	 0.05	 0.63	     	 0.44	 0.02
002.143673	-10.949418	            	 MCG -2- 1- 28 	PGC  635   	 1.0	     	     	     	     	     	     	 0.03	 0.10
002.149506	 -5.217483	            	 MCG -1- 1- 36 	PGC  637   	 1.0	     	     	     	     	     	     	 0.23	 0.10
002.150346	+44.096330	            	 UGC    71     	PGC  638   	 4.0	     	     	     	     	     	     	 0.33	 0.39
002.150339	 -0.733323	            	 UGC    72     	PGC  639   	 1.0	     	     	     	     	     	     	 0.30	 0.07
002.177010	+37.450506	NGC    11   	 UGC    73     	PGC  642   	 1.0	     	     	     	     	     	     	 0.77	 0.32
002.187008	+24.542747	            	 UGC    76     	PGC  644   	    	     	     	     	     	     	     	 0.81	 0.16
002.187423	 +4.612779	NGC    12   	 UGC    74     	PGC  645   	 4.5	13.80	 0.40	 0.66	 0.06	 0.59	     	 0.08	 0.11
002.193673	+15.814983	NGC    14   	 UGC    75     	PGC  647   	10.0	12.71	 0.16	 0.58	 0.04	 0.54	 0.10	 0.09	 0.13
002.200759	+33.433845	NGC    13   	 UGC    77     	PGC  650   	 2.3	     	     	     	     	     	     	 0.76	 0.15
002.205348	-49.901590	            	 ESO  193- 31  	PGC  651   	    	     	     	     	     	     	     	 0.00	 0.04
002.229091	+23.818026	NGC     9   	 UGC    78     	PGC  652   	 3.0	     	     	     	     	     	     	 0.33	 0.22
002.225341	+25.616634	            	 UGC    79     	PGC  654   	 6.0	     	     	     	     	     	     	 0.21	 0.11
002.250339	+10.883324	            	 UGC    81     	PGC  658   	 3.0	     	     	     	     	     	     	 0.73	 0.20
002.268259	-32.914942	            	 ESO  349- 33  	PGC  659   	    	     	     	     	     	     	     	 1.13	 0.02
002.269925	+27.730242	NGC    16   	 UGC    80     	PGC  660   	-3.0	13.00	 0.14	 1.00	 0.03	 0.93	 0.41	 0.00	 0.19
002.250340	+21.616640	NGC    15   	 UGC    82     	PGC  661   	 1.0	     	     	     	     	     	     	 0.21	 0.12
002.279510	-37.354936	            	 ESO  293- 43  	PGC  662   	    	     	     	     	     	     	     	 0.31	 0.03
002.325339	 +0.600008	            	 UGC    83     	PGC  670   	 3.0	     	     	     	     	     	     	 1.30	 0.09
002.354510	-36.718271	            	 ESO  349- 34  	PGC  671   	    	     	     	     	     	     	     	 0.73	 0.02
002.371597	+47.357160	            	 UGC    85     	PGC  676   	 4.0	     	     	     	     	     	     	 0.51	 0.49
002.387425	+33.309400	NGC    20   	 UGC    84     	PGC  679   	-3.0	     	     	     	     	     	     	 0.00	 0.15
002.401592	-32.276609	IC   1531   	 ESO  349- 35  	PGC  684   	-3.0	     	     	     	     	     	     	 0.00	 0.02
002.425341	+28.349963	            	 UGC    87     	PGC  687   	-5.0	     	     	     	     	     	     	 0.00	 0.10
002.448674	+27.829686	NGC    22   	 UGC    86     	PGC  690   	 3.0	     	     	     	     	     	     	 0.15	 0.13
002.464924	+26.789966	            	 CGCG 478- 35  	PGC  693   	    	     	     	     	     	     	     	     	 0.15
002.465359	-64.371579	IC   1532   	 ESO   78- 17  	PGC  695   	 4.3	     	     	     	     	     	     	 0.82	 0.00
002.450339	 +4.683334	            	 UGC    88     	PGC  696   	 0.0	     	     	     	     	     	     	 0.10	 0.12
002.473674	+25.923023	NGC    23   	 UGC    89     	PGC  698   	 1.0	12.85	 0.17	 0.82	 0.05	 0.69	     	 0.19	 0.16
002.486174	-24.961897	NGC    24   	 ESO  472- 16  	PGC  701   	 5.0	12.19	 0.13	 0.58	 0.02	 0.40	-0.07	 0.95	 0.06
002.475340	+16.933314	            	 UGC    90     	PGC  703   	10.0	     	     	     	     	     	     	 0.41	 0.13
002.499935	-57.019917	NGC    25   	 ESO  149- 19  	PGC  706   	-3.3	13.00	 0.20	     	     	     	     	 0.00	 0.00
002.507424	+28.209408	            	 UGC    92     	PGC  707   	 3.0	     	     	     	     	     	     	 0.07	 0.13
002.514091	+28.150241	            	 UGC    91     	PGC  709   	    	     	     	     	     	     	     	 0.92	 0.13
002.529089	 -6.321926	            	 MCG -1- 1- 42 	PGC  714   	 9.0	     	     	     	     	     	     	 0.21	 0.15
002.574923	-18.264962	            	 ESO  538- 24  	PGC  721   	10.0	     	     	     	     	     	     	 0.05	 0.05
002.583679	-46.418537	            	 ESO  241- 21  	PGC  725   	 2.8	     	     	     	     	     	     	 0.86	 0.03
002.593675	+30.849126	            	 UGC    93     	PGC  726   	 8.0	     	     	     	     	     	     	 0.16	 0.17
002.604512	-46.491593	            	 ESO  241- 22  	PGC  729   	 4.0	     	     	     	     	     	     	 0.55	 0.03
002.609924	+28.989129	            	 UGC    95     	PGC  731   	 6.0	     	     	     	     	     	     	 1.47	 0.14
002.610340	+25.832467	NGC    26   	 UGC    94     	PGC  732   	 2.0	     	     	     	     	     	     	 0.18	 0.13
002.629505	+10.974713	            	               	PGC  737   	    	     	     	     	     	     	     	     	 0.21
002.637841	+28.997185	NGC    27   	 UGC    96     	PGC  742   	    	     	     	     	     	     	     	 0.55	 0.14
002.625341	+28.666630	            	 UGC    97     	PGC  748   	-2.0	     	     	     	     	     	     	 0.00	 0.10
002.661185	-56.984917	NGC    28   	 ESO  149- 20  	PGC  751   	-4.0	     	     	     	     	     	     	 0.00	 0.00
002.665351	-56.801862	            	 ESO  149- 21  	PGC  753   	 1.0	     	     	     	     	     	     	 0.27	 0.00
002.650339	+13.716653	            	 UGC    99     	PGC  757   	 9.0	     	     	     	     	     	     	 0.00	 0.16
002.673258	+32.983012	NGC    21   	 UGC    98     	PGC  759   	 3.5	     	     	     	     	     	     	 0.45	 0.16
002.681591	+28.564130	            	 MCG  5- 1- 47 	PGC  762   	    	     	     	     	     	     	     	 0.00	 0.10
002.687012	-47.074926	            	 ESO  241- 23  	PGC  764   	 2.1	13.92	 0.15	 0.85	 0.02	 0.67	     	 0.39	 0.04
002.696591	+33.351345	NGC    29   	 UGC   100     	PGC  767   	 3.5	     	     	     	     	     	     	 0.50	 0.15
002.700340	+25.549968	            	 UGC   101     	PGC  772   	 1.0	     	     	     	     	     	     	 0.34	 0.13
002.728256	-21.068569	            	 ESO  538- 25  	PGC  774   	-1.3	15.10	 0.20	 0.93	 0.03	 0.85	 0.01	 0.00	 0.03
002.741175	-35.210217	            	 ESO  349- 37  	PGC  775   	-0.1	     	     	     	     	     	     	 0.03	 0.02
002.756591	+30.055794	            	 UGC   102     	PGC  779   	 1.0	     	     	     	     	     	     	 0.07	 0.14
002.778255	-12.107472	NGC    34   	 MCG -2- 1- 32 	PGC  781   	99.0	     	     	     	     	     	     	 0.59	 0.07
002.797840	+29.085240	            	 CGCG 499- 70  	PGC  786   	    	     	     	     	     	     	     	     	 0.14
002.804091	-33.580219	            	 ESO  349- 38  	PGC  789   	 3.3	     	     	     	     	     	     	 0.52	 0.02
002.813257	+28.903851	            	 UGC   105     	PGC  791   	-0.6	     	     	     	     	     	     	 0.00	 0.10
002.800338	 +2.666671	            	 MCG  0- 1- 35 	PGC  793   	    	     	     	     	     	     	     	 0.13	 0.05
002.838674	-28.855225	            	 ESO  409- 25  	PGC  796   	-4.0	14.10	 0.20	 1.20	 0.05	 1.02	     	 0.00	 0.04
002.844088	 +6.389720	NGC    36   	 UGC   106     	PGC  798   	 3.0	     	     	     	     	     	     	 0.28	 0.18
002.851176	-41.396876	            	 ESO  293- 45  	PGC  800   	 8.0	     	     	     	     	     	     	 0.73	 0.03
002.851184	-56.956861	NGC    37   	 ESO  149- 22  	PGC  801   	-1.5	     	     	     	     	     	     	 0.00	 0.00
002.906592	-36.938548	            	 ESO  349- 39  	PGC  809   	 6.8	     	     	     	     	     	     	 0.55	 0.02
002.908257	+27.948297	            	 UGC   107     	PGC  810   	    	     	     	     	     	     	     	 1.09	 0.13
002.929089	+20.974419	            	 CGCG 456- 37  	PGC  814   	    	     	     	     	     	     	     	     	 0.11
002.939923	+28.500241	            	 UGC   108     	PGC  816   	 3.0	     	     	     	     	     	     	 0.40	 0.10
002.946588	 -5.586927	NGC    38   	 MCG -1- 1- 47 	PGC  818   	 1.0	     	     	     	     	     	     	 0.02	 0.12
002.950338	 -1.083323	            	 UGC   109     	PGC  825   	 8.0	     	     	     	     	     	     	 0.01	 0.10
002.982006	+23.024416	            	 CGCG 478- 38  	PGC  828   	    	     	     	     	     	     	     	     	 0.21
002.975340	+26.383300	            	 UGC   110     	PGC  830   	 6.0	     	     	     	     	     	     	 0.30	 0.13
003.018678	-47.295203	            	 ESO  193- 35  	PGC  831   	 3.0	     	     	     	     	     	     	 0.26	 0.04
003.024506	+24.987191	            	 CGCG 478- 40  	PGC  832   	    	     	     	     	     	     	     	     	 0.13
003.033672	+12.044711	            	 UGC   111     	PGC  833   	 6.0	     	     	     	     	     	     	 0.73	 0.21
003.038673	+27.911075	            	 CGCG 499- 74  	PGC  835   	    	     	     	     	     	     	     	 0.70	 0.13
003.041173	+29.319406	            	 CGCG 499- 75  	PGC  837   	    	     	     	     	     	     	     	 0.39	 0.15
003.050343	+41.733278	            	 UGC   112     	PGC  841   	 9.0	     	     	     	     	     	     	 0.00	 0.29
003.066172	+22.321917	            	 UGC   113     	PGC  847   	 1.0	     	     	     	     	     	     	 0.46	 0.11
003.080757	+31.062181	NGC    39   	 UGC   114     	PGC  852   	 5.0	     	     	     	     	     	     	 0.06	 0.21
003.154088	 +5.503889	            	 UGC   116     	PGC  859   	    	     	     	     	     	     	     	 0.69	 0.17
003.200755	+22.023862	NGC    41   	 MCG  4- 1- 39 	PGC  865   	    	     	     	     	     	     	     	 0.30	 0.13
003.200339	+22.099973	NGC    42   	 UGC   118     	PGC  867   	-3.0	     	     	     	     	     	     	 0.00	 0.13
003.229090	+33.359400	            	 UGC   117     	PGC  869   	 6.0	     	     	     	     	     	     	 0.27	 0.16
003.252842	+39.246614	            	 UGC   121     	PGC  874   	 5.0	     	     	     	     	     	     	 0.34	 0.31
003.254507	+30.915793	NGC    43   	 UGC   120     	PGC  875   	-2.0	     	     	     	     	     	     	 0.00	 0.21
003.262838	+14.410818	            	 UGC   119     	PGC  878   	    	     	     	     	     	     	     	 0.32	 0.22
003.264089	-24.215231	            	 ESO  472- 20  	PGC  879   	 5.6	     	     	     	     	     	     	 0.22	 0.00
003.315762	-49.341868	            	 ESO  193- 36  	PGC  887   	    	     	     	     	     	     	     	 0.00	 0.04
003.300338	+17.016648	            	 UGC   122     	PGC  889   	10.0	     	     	     	     	     	     	 0.61	 0.12
003.334508	-37.513547	            	 MCG -6- 1- 35 	PGC  892   	-3.0	     	     	     	     	     	     	 0.00	 0.02
003.350339	+28.366630	            	 UGC   124     	PGC  896   	 1.0	     	     	     	     	     	     	 0.74	 0.09
003.364088	+17.484980	IC      4   	 UGC   123     	PGC  897   	    	     	     	     	     	     	     	 0.11	 0.09
003.393254	 -5.093594	            	 MCG -1- 1- 52 	PGC  902   	 3.0	     	     	     	     	     	     	 0.34	 0.13
003.431589	+30.194683	            	 MCG  5- 1- 55 	PGC  908   	    	     	     	     	     	     	     	 0.35	 0.16
003.439511	+48.151047	IC   1534   	 UGC   125     	PGC  910   	-2.0	     	     	     	     	     	     	 0.00	 0.63
003.450339	+26.966632	            	 UGC   127     	PGC  912   	 6.0	     	     	     	     	     	     	 0.84	 0.10
003.450341	+35.983285	            	 UGC   128     	PGC  913   	 8.0	     	     	     	     	     	     	 0.11	 0.20
003.450337	 -4.466651	            	 MCG -1- 1- 53 	PGC  916   	    	     	     	     	     	     	     	 0.65	 0.13
003.450337	 +3.700003	            	 UGC   129     	PGC  917   	 2.0	     	     	     	     	     	     	 0.08	 0.04
003.482839	+28.762740	            	 MCG  5- 1- 56 	PGC  919   	    	     	     	     	     	     	     	 0.04	 0.07
003.487423	+30.882737	            	 UGC   130     	PGC  921   	    	     	     	     	     	     	     	 0.15	 0.19
003.475338	+12.966654	            	 UGC   132     	PGC  924   	 8.0	     	     	     	     	     	     	 0.56	 0.16
003.498281	-70.021853	            	 ESO   50-  6  	PGC  926   	 6.0	     	     	     	     	     	     	 0.15	 0.03
003.509511	+48.234936	NGC    48   	 UGC   133     	PGC  929   	 4.0	     	     	     	     	     	     	 0.28	 0.63
003.513672	-23.183566	NGC    45   	 ESO  473-  1  	PGC  930   	 8.0	11.32	 0.08	 0.71	 0.03	 0.69	-0.05	 0.20	 0.06
003.525337	 +7.416663	            	 UGC   135     	PGC  937   	 7.0	     	     	     	     	     	     	 1.38	 0.19
003.594094	+48.246325	NGC    49   	 UGC   136     	PGC  952   	-2.0	     	     	     	     	     	     	 0.00	 0.63
003.618677	+48.670491	            	 UGC   137     	PGC  962   	 4.0	     	     	     	     	     	     	 0.86	 0.61
003.620754	 -0.745268	            	 UGC   139     	PGC  963   	 4.7	     	     	     	     	     	     	 0.51	 0.13
003.629504	 -7.168313	NGC    47   	 MCG -1- 1- 55 	PGC  967   	 4.0	     	     	     	     	     	     	 0.05	 0.14
003.625339	+28.433296	            	 UGC   141     	PGC  970   	 0.0	     	     	     	     	     	     	 0.22	 0.07
003.645761	+48.256047	NGC    51   	 UGC   138     	PGC  974   	-2.0	     	     	     	     	     	     	 0.00	 0.63
003.650338	+18.566645	NGC    52   	 UGC   140     	PGC  978   	    	     	     	     	     	     	     	 1.05	 0.11
003.665341	-39.615211	            	 ESO  293- 48  	PGC  979   	    	     	     	     	     	     	     	     	 0.03
003.670340	-37.655214	            	 ESO  293- 49  	PGC  981   	 3.0	     	     	     	     	     	     	 0.34	 0.02
003.674934	-60.328803	NGC    53   	 ESO  111- 20  	PGC  982   	 2.6	13.33	 0.16	 0.72	 0.04	 0.63	     	 0.22	 0.00
003.686587	 -7.345535	NGC    50   	 MCG -1- 1- 58 	PGC  983   	-3.0	     	     	     	     	     	     	 0.00	 0.13
003.675337	 +5.216667	            	 UGC   142     	PGC  986   	 3.0	     	     	     	     	     	     	 0.69	 0.15
003.729505	-24.090232	            	 ESO  473-  2  	PGC  991   	 2.2	     	     	     	     	     	     	 0.00	 0.03
003.731832	-86.993795	            	 ESO    2-  6  	PGC  993   	-3.7	     	     	     	     	     	     	 0.00	 0.53
003.731588	+26.330522	            	 MCG  4- 1- 44 	PGC  994   	    	     	     	     	     	     	     	 0.11	 0.15
003.775340	-35.143828	            	 ESO  350-  3  	PGC 1009   	    	     	     	     	     	     	     	     	 0.02
003.782420	 -7.107202	NGC    54   	 MCG -1- 1- 60 	PGC 1011   	 1.0	     	     	     	     	     	     	 0.46	 0.14
003.785757	-39.220212	NGC    55   	 ESO  293- 50  	PGC 1014   	 9.0	 8.42	 0.05	 0.55	 0.03	 0.54	 0.12	 0.77	 0.03
003.800337	 +5.883332	            	 UGC   143     	PGC 1021   	 1.0	     	     	     	     	     	     	 0.08	 0.08
003.822848	-57.243805	            	 ESO  111- 22  	PGC 1024   	 2.8	     	     	     	     	     	     	 0.35	 0.00
003.825337	 -8.166645	            	               	PGC 1027   	 8.0	     	     	     	     	     	     	 0.23	 0.14
003.855337	-21.443847	NGC    59   	 ESO  539-  4  	PGC 1034   	-2.5	13.12	 0.14	 0.69	 0.02	 0.67	 0.01	 0.00	 0.06
003.879504	+17.326647	NGC    57   	 UGC   145     	PGC 1037   	-5.0	12.67	 0.15	 1.05	 0.03	 0.96	 0.56	 0.00	 0.15
003.880339	-32.182165	            	 ESO  410-  5  	PGC 1038   	-5.0	     	     	     	     	     	     	 0.07	 0.02
003.922005	+25.113857	            	 CGCG 478- 46  	PGC 1042   	    	     	     	     	     	     	     	     	 0.11
003.925338	+27.433298	            	 UGC   146     	PGC 1044   	-2.0	     	     	     	     	     	     	 0.00	 0.06
003.925338	+29.649961	            	 UGC   147     	PGC 1046   	 0.0	     	     	     	     	     	     	 0.53	 0.13
003.934089	-33.030497	            	 ESO  350-  4  	PGC 1047   	-0.1	     	     	     	     	     	     	 0.12	 0.02
003.964087	+16.090260	            	 UGC   148     	PGC 1051   	    	     	     	     	     	     	     	 0.87	 0.11
003.969504	+19.774421	            	 MCG  3- 1- 33 	PGC 1052   	    	     	     	     	     	     	     	 0.00	 0.07
003.986170	+14.072208	            	 UGC   149     	PGC 1056   	    	     	     	     	     	     	     	 0.98	 0.16
003.993670	 -0.304157	NGC    60   	 UGC   150     	PGC 1058   	 6.0	     	     	     	     	     	     	 0.04	 0.04
004.057003	+10.332492	            	 UGC   151     	PGC 1074   	-2.0	     	     	     	     	     	     	 0.00	 0.25
004.101586	 -6.318314	NGC    61A  	 MCG -1- 1- 62 	PGC 1083   	-2.0	     	     	     	     	     	     	 0.00	 0.12
004.127005	+29.920239	            	 UGC   152     	PGC 1089   	 6.0	     	     	     	     	     	     	 0.86	 0.14
004.150343	+47.933270	            	 UGC   153     	PGC 1099   	 8.0	     	     	     	     	     	     	 0.46	 0.50
004.175336	 +2.450005	            	 UGC   154     	PGC 1105   	 9.0	     	     	     	     	     	     	 0.00	 0.10
004.175336	 +7.049997	            	 UGC   155     	PGC 1106   	    	     	     	     	     	     	     	 0.91	 0.12
004.175336	+12.333322	            	 UGC   156     	PGC 1107   	10.0	     	     	     	     	     	     	 0.14	 0.23
004.212838	+29.614406	            	 CGCG 499- 95  	PGC 1108   	    	     	     	     	     	     	     	     	 0.13
004.212836	 -5.268594	            	 MCG -1- 1- 64 	PGC 1109   	 1.0	     	     	     	     	     	     	 0.48	 0.13
004.225338	+27.849964	            	 UGC   157     	PGC 1113   	 3.0	     	     	     	     	     	     	 0.07	 0.04
004.261171	+29.940794	            	 CGCG 499- 98  	PGC 1119   	    	     	     	     	     	     	     	     	 0.15
004.271174	+42.161055	            	 UGC   158     	PGC 1123   	 3.0	     	     	     	     	     	     	 0.82	 0.42
004.250337	+17.516647	            	 UGC   159     	PGC 1124   	10.0	     	     	     	     	     	     	 0.00	 0.16
004.273253	-13.486636	NGC    62   	 MCG -2- 1- 43 	PGC 1125   	 1.0	     	     	     	     	     	     	 0.11	 0.06
004.274086	 -6.374148	            	 MCG -1- 1- 65 	PGC 1126   	 6.0	     	     	     	     	     	     	 0.02	 0.13
004.276586	 -4.610817	            	 MCG -1- 1- 66 	PGC 1127   	-1.0	     	     	     	     	     	     	 0.00	 0.13
004.275339	+34.466621	            	 UGC   160     	PGC 1128   	 8.0	     	     	     	     	     	     	 0.01	 0.14
004.290337	+23.751915	            	 CGCG 478- 49  	PGC 1129   	    	     	     	     	     	     	     	     	 0.09
004.292837	-19.300516	            	 ESO  539-  5  	PGC 1130   	 4.5	     	     	     	     	     	     	 0.28	 0.06
004.275336	 +6.716664	            	 UGC   161     	PGC 1131   	10.0	     	     	     	     	     	     	 0.07	 0.12
004.321171	+30.213571	            	 MCG  5- 1- 61 	PGC 1138   	    	     	     	     	     	     	     	 0.12	 0.15
004.330753	 +6.723331	            	 UGC   163     	PGC 1139   	 6.0	     	     	     	     	     	     	 0.29	 0.12
004.350336	+18.083312	            	 UGC   164     	PGC 1144   	 4.0	     	     	     	     	     	     	 0.52	 0.08
004.373671	+26.260800	            	 CGCG 478- 50  	PGC 1147   	    	     	     	     	     	     	     	     	 0.14
004.377002	 -6.825536	NGC    64   	 MCG -1- 1- 68 	PGC 1149   	 4.0	     	     	     	     	     	     	 0.22	 0.13
004.400337	+22.483306	LGS 1       	               	PGC 1153   	    	     	     	     	     	     	     	     	 0.13
004.400754	+30.205238	            	 UGC   166     	PGC 1154   	 6.0	     	     	     	     	     	     	 0.45	 0.17
004.425337	+24.666635	            	 UGC   165     	PGC 1158   	 2.0	     	     	     	     	     	     	 0.83	 0.03
004.440336	+11.449434	NGC    63   	 UGC   167     	PGC 1160   	    	     	     	     	     	     	     	 0.27	 0.23
004.452440	-68.358798	            	 ESO   50-  7  	PGC 1162   	 5.0	     	     	     	     	     	     	 1.15	 0.00
004.481175	-47.928813	            	 ESO  194-  1  	PGC 1166   	 4.5	     	     	     	     	     	     	 0.23	 0.04
004.499920	+24.561636	            	 MCG  4- 1- 48 	PGC 1170   	    	     	     	     	     	     	     	 0.17	 0.03
004.507014	-59.085471	            	 ESO  111- 24  	PGC 1172   	 2.3	     	     	     	     	     	     	 0.85	 0.00
004.519088	-33.874107	            	 ESO  350-  7  	PGC 1173   	 0.3	     	     	     	     	     	     	 0.09	 0.02
004.500336	+18.283312	            	 UGC   168     	PGC 1175   	 1.0	     	     	     	     	     	     	 0.67	 0.11
004.525339	-37.710491	            	 ESO  294-  2  	PGC 1176   	 3.0	     	     	     	     	     	     	 0.80	 0.02
004.562837	+30.062461	NGC    67   	 MCG  5- 1- 64 	PGC 1185   	-5.0	     	     	     	     	     	     	 0.00	 0.17
004.550336	+19.383310	            	 UGC   169     	PGC 1186   	 6.0	     	     	     	     	     	     	 0.13	 0.13
004.576587	+30.071905	NGC    68   	 UGC   170     	PGC 1187   	-3.0	     	     	     	     	     	     	 0.00	 0.17
004.586171	+30.039405	NGC    69   	 MCG  5- 1- 66 	PGC 1191   	-2.8	15.80	 0.20	 1.05	 0.08	 0.95	     	 0.00	 0.17
004.588282	-73.152130	            	 ESO   28- 12  	PGC 1193   	-1.3	     	     	     	     	     	     	 0.00	 0.08
004.594087	+30.080516	NGC    70   	 UGC   174     	PGC 1194   	 5.0	     	     	     	     	     	     	 0.09	 0.17
004.575336	+17.833313	            	 UGC   172     	PGC 1195   	 6.0	     	     	     	     	     	     	 1.33	 0.11
004.599087	+30.062738	NGC    71   	 UGC   173     	PGC 1197   	-3.0	14.20	 0.30	 1.02	 0.03	 0.92	     	 0.00	 0.17
004.599508	+48.730491	            	 UGC   171     	PGC 1198   	10.0	     	     	     	     	     	     	 0.11	 0.62
004.600342	+49.983267	            	 UGC   175     	PGC 1202   	 6.0	     	     	     	     	     	     	 0.24	 0.66
004.619087	+30.039961	NGC    72   	 UGC   176     	PGC 1204   	 2.0	14.50	 0.30	 1.04	 0.05	 0.92	     	 0.09	 0.17
004.643671	+30.035794	NGC    72A  	 MCG  5- 1- 70 	PGC 1208   	-5.0	15.70	 0.20	 1.03	 0.08	 0.93	     	 0.00	 0.17
004.663252	-15.322189	NGC    73   	 MCG -3- 1- 26 	PGC 1211   	 4.0	     	     	     	     	     	     	 0.22	 0.04
004.700336	-19.007461	A   0016-19 	 ESO  539-  7  	PGC 1218   	 8.7	14.83	 0.16	 0.52	 0.12	 0.49	-0.37	 0.06	 0.05
004.709085	-10.361086	            	 MCG -2- 1- 52 	PGC 1221   	 4.5	13.60	 0.30	     	     	     	     	 0.26	 0.12
004.712002	 -8.459700	            	 MCG -2- 1- 50 	PGC 1223   	 0.0	     	     	     	     	     	     	 0.07	 0.13
004.712419	-10.377197	            	 MCG -2- 1- 51 	PGC 1224   	 3.0	14.81	 0.13	 0.48	 0.02	 0.31	     	 0.33	 0.12
004.783679	-57.643249	            	               	PGC 1225   	 0.4	15.36	 0.15	 0.63	 0.03	 0.59	-0.07	 0.08	 0.00
004.750336	+23.466637	            	 UGC   179     	PGC 1231   	 6.0	     	     	     	     	     	     	 0.33	 0.13
004.769503	-22.937455	NGC    66   	 ESO  473- 10  	PGC 1236   	 3.0	     	     	     	     	     	     	 0.30	 0.00
004.750336	+15.733316	            	 UGC   180     	PGC 1237   	 2.0	     	     	     	     	     	     	 0.53	 0.11
004.775336	+19.383310	            	 UGC   181     	PGC 1238   	 1.0	     	     	     	     	     	     	 0.59	 0.13
004.789503	-24.522453	            	 ESO  473- 11  	PGC 1241   	    	     	     	     	     	     	     	 0.42	 0.09
004.799503	-22.670511	            	 MCG -4- 2-  3 	PGC 1242   	10.0	     	     	     	     	     	     	 0.07	 0.07
004.825335	 +6.433331	NGC    75   	 UGC   182     	PGC 1255   	-2.0	     	     	     	     	     	     	 0.00	 0.07
004.896174	+47.241326	            	 UGC   183     	PGC 1264   	 2.0	     	     	     	     	     	     	 0.45	 0.44
004.875335	+13.183320	            	 UGC   184     	PGC 1265   	10.0	     	     	     	     	     	     	 0.00	 0.15
004.907837	+29.935238	NGC    76   	 UGC   185     	PGC 1267   	    	     	     	     	     	     	     	 0.06	 0.19
