#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T06:11:19 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T06:11:19	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/AJ/145/101/catalog&-out=Name,_RA,_DE,Kmag,W50,TT,HRV,Dist,f_Dist,i,vAmp,KLum,MHI,Vlg,Ti1,MD,Ti5&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51450101
#Name: J/AJ/145/101
#Title: Updated nearby galaxy catalog (Karachentsev+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/aj/145/101	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/145/101	    IVOID of underlying data collection
#INFO	creator=Karachentsev I.D.	    First author or institution
#INFO	cites=bibcode:2013AJ....145..101K	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2013	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51450101	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_145_101_catalog:
#Name: J/AJ/145/101/catalog
#Title: Catalog of galaxies in the  the Local Volume
#Column	Name	(a18)	Galaxy name in well-known catalogs	[ucd=meta.id;meta.main]
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Kmag	(F5.2)	[-1.75/17.54]? 2MASS Ks band magnitude (6)	[ucd=phot.mag;em.IR.K]
#Column	W50	(I3)	? HI line width at 50% level from maximum (9)	[ucd=spect.line.width;em.line.HI]
#Column	TT	(I2)	[-3/11]? Morphology T-type code (10)	[ucd=src.morph]
#Column	HRV	(I4)	[-556/2219]? Heliocentric radial velocity (12)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Dist	(F5.2)	[0.01/26.2] Distance to galaxy	[ucd=pos.distance;pos.heliocentric]
#Column	f_Dist	(A4)	Method used to obtain Dist (G1)	[ucd=meta.code]
#Column	i	(I2)	[0/90]? Inclination of galaxy from the face-on (i=0) position	[ucd=src]
#Column	vAmp	(I3)	? Amplitude of rotational velocity (14)	[ucd=phys.veloc.rotat]
#Column	KLum	(F5.2)	[3.19/11.3]? log(luminosity) in Ks band (18)	[ucd=phys.luminosity;em.IR.K]
#Column	MHI	(F5.2)	[1.12/10.19]? log(Hydrogen mass) (20)	[ucd=arith.zp]
#Column	Vlg	(I4)	[-303/2094]? Local group radial velocity (21)	[ucd=phys.veloc;pos.lg]
#Column	Ti1	(F4.1)	[-3/6.5]? Tidal index {Theta}_1_ (22)	[ucd=src.class.struct]
#Column	MD	(a15)	Main disturber name (23)	[ucd=meta.id.assoc]
#Column	Ti5	(F4.1)	[-2.5/6.5]? Tidal index {Theta}_5_ (24)	[ucd=src.class.struct]
Name	_RAJ2000	_DEJ2000	Kmag	W50	TT	HRV	Dist	f_Dist	i	vAmp	KLum	MHI	Vlg	Ti1	MD	Ti5
NGC4625           	190.469583	+41.273889	 9.75	 51	 7	 606	 7.90	mem 	39	 33	 9.21	 8.49	 646	 3.8	NGC4618        	 3.8
NGC4627           	190.498750	+32.573611	 8.85	   	-3	 542	 7.30	mem 	59	   	 9.50	     	 541	 2.8	NGC4631        	 2.8
NGC4631           	190.533333	+32.541389	 6.47	183	 7	 583	 7.38	TRGB	86	 81	10.49	 9.72	 581	 1.8	NGC4627        	 1.9
IC3687            	190.562917	+38.501944	11.12	 36	10	 350	 4.57	TRGB	32	 24	 8.19	 7.90	 377	 1.4	NGC4736        	 1.4
BTS151            	190.852500	+32.482222	13.24	   	-2	    	 7.30	mem 	64	   	 7.75	     	    	 2.7	NGC4627        	 3.1
LV J1243+3232     	190.935833	+32.534444	14.84	   	-1	    	 7.30	mem 	57	   	 7.11	     	    	 2.7	NGC4631        	 3.1
KDG192            	190.937500	+53.958889	14.20	 69	10	 443	 7.45	h   	59	 35	 7.38	 7.88	 544	-0.1	NGC4258        	 0.2
LV J1243+4127     	190.982083	+41.456944	14.78	 16	10	 402	 6.09	h   	83	  3	 6.97	 7.02	 444	 0.2	NGC4490        	 0.3
KK160             	190.989167	+43.661389	14.98	 22	10	 293	 4.31	TRGB	47	  3	 6.59	 6.59	 346	 0.8	NGC4736        	 1.0
NGC4656           	190.990000	+32.170278	 8.00	146	 8	 638	 5.40	TF  	87	 64	 9.59	 9.19	 635	-0.5	NGC4736        	 0.0
[KK2000] 51       	191.089583	-42.939722	14.60	   	10	    	 3.60	mem 	81	   	 6.60	 6.32	    	 0.8	NGC5128        	 1.1
DDO143            	191.104583	+34.386389	13.58	 50	10	 607	 9.10	TF  	90	 21	 7.80	 8.43	 616	-0.5	NGC4414        	-0.1
UGCA294           	191.158750	+28.472500	12.41	 60	 9	 955	 9.90	TF  	65	 28	 8.34	 8.09	 935	-0.2	NGC4414        	-0.1
ESO381-018        	191.177917	-35.966667	13.52	 40	10	 624	 5.32	TRGB	64	 17	 7.37	 7.39	 367	-0.3	NGC5236        	-0.1
IC3718            	191.191667	+12.351389	11.91	 71	 8	 849	 6.80	TF  	74	 32	 8.22	 7.13	 754	-1.5	NGC4594        	-1.0
ESO381-020        	191.501667	-33.838056	12.11	 78	10	 589	 5.45	TRGB	90	 34	 7.95	 8.37	 336	-0.3	NGC5236        	-0.1
VCC2033           	191.518750	 +8.476389	12.45	 23	 9	1485	 9.80	TF  	27	  5	 8.32	 7.01	1373	-0.7	NGC4472        	 0.0
VCC2037           	191.563750	+10.203333	13.35	 29	10	1142	 7.40	TF  	78	  8	 7.71	 6.67	1038	-1.4	NGC4594        	-0.9
UGCA298           	191.730833	+26.564167	12.43	 65	 9	 844	11.00	TF  	44	 41	 8.43	 7.29	 817	-0.8	NGC4414        	-0.5
UGC07950          	191.735000	+51.613056	12.12	 57	 9	 508	 8.90	TF  	48	 33	 8.36	 8.05	 599	-0.4	NGC5194        	 0.1
DDO147            	191.749167	+36.476389	12.70	 30	10	 331	 5.40	TF  	42	 12	 7.70	 7.98	 351	-0.1	NGC4736        	 0.2
FGC1497           	191.752500	+32.651389	14.13	 91	 8	 519	23.40	TF  	84	 40	 8.40	 8.26	 521	-2.2	NGC4565        	-1.6
HIPASS J1247-77   	191.885833	-77.583611	13.50	 32	10	 413	 3.16	TRGB	75	 11	 7.02	 7.11	 154	-0.8	CIRCINUS       	-0.4
NGC4707           	192.095417	+51.164722	11.73	 67	10	 468	 5.80	TF  	41	 44	 8.15	 7.95	 558	-0.8	NGC4736        	-0.3
DDO148            	192.179583	 -5.253889	10.99	 43	 8	1337	 9.00	TF  	43	 25	 8.83	 7.82	1170	 0.2	NGC4594        	 0.3
KK165             	192.219583	+31.970278	13.34	   	-1	    	 5.40	mem 	24	   	 7.44	     	    	 1.6	NGC4656        	 1.6
NGC4700           	192.281667	-11.411389	10.49	123	 7	1411	 7.30	TF  	82	 54	 8.86	 8.43	1222	-0.6	NGC4594        	-0.5
KK166             	192.305417	+35.612500	13.47	   	-3	    	 4.74	TRGB	73	   	 7.28	     	    	 0.7	NGC4736        	 0.7
MAPS1249+44       	192.379167	+44.359167	14.69	 36	 9	 513	 7.84	h   	69	 14	 7.23	 7.08	 572	 0.2	NGC4258        	 0.5
UGC07983          	192.445833	 +3.842222	13.69	 28	10	 694	 9.40	TF  	54	  9	 7.79	 8.02	 565	-0.1	NGC4586        	 0.2
UGC07990          	192.613333	+28.352778	13.51	 87	 8	 512	20.40	TF  	60	 44	 8.53	 8.40	 495	-1.5	NGC4565        	-0.9
NGC4736           	192.722917	+41.119444	 5.11	207	 2	 308	 4.66	TRGB	38	150	10.61	 8.32	 352	-0.6	NGC4449        	-0.1
BTS157            	192.805417	+47.070833	15.01	 18	10	 572	 8.83	mem 	39	  4	 7.20	 6.96	 644	 0.0	NGC5055        	 0.4
KK167             	192.935000	+26.110556	14.00	 37	10	1248	 9.20	TF  	50	 18	 7.64	 7.68	1221	-0.8	NGC4414        	-0.5
IC3840            	192.942083	+21.735278	14.39	 33	10	 557	 5.50	TF  	75	 11	 7.04	 7.21	 510	-0.7	NGC4826        	-0.4
NGC4765           	193.310000	 +4.463056	10.82	 77	 9	 722	 9.70	TF  	49	 44	 8.96	 8.43	 598	-0.5	NGC4624        	 0.1
KKSG38            	193.381667	 -5.927778	14.51	 44	10	1071	10.40	TF  	78	 18	 7.55	 7.36	 953	-0.3	NGC4594        	-0.1
DDO153            	193.489583	-12.108611	12.03	 68	 9	 821	 8.00	TF  	90	 29	 8.31	 8.54	 731	-0.1	NGC4594        	-0.1
DDO154            	193.521667	+27.148611	12.33	 80	10	 374	 4.04	TRGB	49	 46	 7.59	 8.28	 354	 0.4	NGC4826        	 0.4
UGC08030          	193.622500	+26.305000	14.21	 53	10	 628	15.30	TF  	66	 24	 8.00	 7.89	 604	 0.2	NGC4725        	 0.3
ESO443-009        	193.723333	-28.340833	14.40	 29	10	 645	 5.78	TRGB	47	 11	 7.08	 7.14	 409	-0.4	NGC5236        	-0.2
KDG215            	193.918750	+19.209167	14.47	 25	10	 419	 5.50	TF  	68	  4	 7.01	 7.50	 362	-0.7	NGC4826        	-0.5
ESO219-010        	194.040000	-50.143889	11.44	   	-3	    	 4.29	SBF 	47	   	 8.03	 5.72	    	 0.7	NGC4945        	 0.8
KDG216            	194.104167	+15.085833	12.73	   	-3	    	 6.00	txt 	37	   	 7.78	 6.77	    	-1.2	NGC4826        	-0.9
UGC08061          	194.180833	+11.931111	13.50	 56	10	 563	 6.49	h   	41	 36	 7.54	 7.32	 474	-1.6	NGC4594        	-1.0
NGC4826           	194.184167	+21.684722	 5.33	302	 2	 409	 4.37	TRGB	63	155	10.48	 8.26	 365	-0.8	KK177          	-0.5
CVnII             	194.291667	+34.320833	12.81	   	-3	-129	 0.16	HB  	70	   	 4.59	 4.10	-113	 2.0	Milky Way      	 2.0
MCG-02-33-075     	194.617917	-10.576944	11.80	 53	 8	1267	 8.70	TF  	64	 25	 8.48	 7.57	1173	 0.4	NGC4594        	 0.4
GR8               	194.668333	+14.217500	12.90	 26	10	 217	 2.13	TRGB	27	 11	 6.81	 6.89	 139	-1.4	Milky Way      	-0.8
HIPASS J1258-04   	194.706667	 -4.888611	12.81	 46	10	1318	 6.50	TF  	87	 19	 7.82	 7.67	1199	-1.1	NGC4594        	-0.9
NGC4861           	194.758333	+34.860278	10.46	103	 9	 842	 7.30	TF  	90	 45	 8.86	 8.59	 861	 0.3	NGC4631        	 0.4
KK176             	194.984583	-19.413056	14.00	 37	10	 825	 6.90	TF  	64	 15	 7.39	 7.76	 618	-1.0	NGC4594        	-0.6
UGCA319           	195.560000	-17.237500	12.07	 94	10	 755	 7.30	mem 	53	 51	 8.22	 7.97	 555	 2.2	DDO161         	 2.2
KK177             	195.674583	+21.997500	13.15	   	-2	    	 4.40	mem 	28	   	 7.34	     	    	 2.3	NGC4826        	 2.3
DDO161            	195.820000	-17.423056	10.38	113	 8	 744	 7.30	TF  	90	 49	 8.91	 8.99	 545	 1.5	UGCA319        	 1.5
ESO269-037        	195.890000	-46.584167	13.42	 15	10	 744	 3.48	TRGB	47	  3	 7.05	 5.60	 481	 1.1	NGC4945        	 1.4
KK180             	196.124583	+17.758889	13.11	   	-2	    	 4.40	mem 	55	   	 7.36	     	    	 0.9	NGC4826        	 1.0
KK182             	196.262083	-40.082778	13.47	 33	10	 617	 5.78	TRGB	62	 12	 7.46	 7.62	 364	-0.6	NGC5236        	-0.3
NGC4945           	196.358750	-49.471111	 4.49	361	 6	 563	 3.80	TRGB	86	169	10.74	 8.79	 299	 0.9	NGC5128        	 1.0
KDG218            	196.433333	 -7.755556	12.52	   	-1	    	 5.00	txt 	51	   	 7.71	 6.61	    	-1.0	NGC5236        	-0.7
IC4182            	196.455417	+37.605833	 9.72	 35	 8	 321	 4.70	Cep 	23	 31	 8.77	 8.36	 357	 0.9	NGC4736        	 0.9
DDO165            	196.611667	+67.704167	11.14	 46	 9	  31	 4.57	TRGB	68	 20	 8.18	 8.04	 196	-0.2	NGC4236        	 0.1
MCG -03-34-002    	196.985833	-16.689167	12.55	 57	 9	 959	 7.90	TF  	59	 28	 8.10	 7.72	 765	-0.5	NGC4594        	-0.4
UGC08215          	197.015000	+46.828056	13.64	 25	10	 224	 4.55	TRGB	52	  3	 7.17	 7.27	 304	 0.5	NGC4736        	 0.5
UGC08245          	197.142500	+78.936944	12.20	   	 9	 -58	 1.99	h   	90	   	 7.04	     	 145	-0.8	MESSIER081     	-0.3
MCG -04-31-038    	197.402500	-27.140556	10.80	 59	10	 684	 7.80	TF  	55	 31	 8.79	 7.98	 461	-1.1	NGC4594        	-0.9
ESO269-058        	197.637083	-46.990833	 9.04	 62	 9	 400	 3.80	TRGB	62	 30	 8.87	 7.38	 140	 2.1	NGC4945        	 2.2
[KK2000] 53       	197.809167	-38.906111	12.85	   	-3	    	 3.60	mem 	36	   	 7.30	 6.32	    	 1.3	NGC5128        	 1.4
NGC5023           	198.049583	+44.038611	 9.74	178	 7	 407	 6.61	TRGB	90	 78	 9.08	 8.65	 476	-0.6	NGC5195        	-0.1
KK189             	198.187500	-41.831944	13.20	   	-3	    	 4.21	TRGB	62	   	 7.30	 5.22	    	 0.9	NGC5128        	 1.0
CGCG 217-018      	198.215833	+40.543056	12.59	   	 9	 555	 8.33	mem 	55	   	 8.12	     	 608	 0.5	NGC5055        	 0.6
KKH82             	198.244583	+41.786667	14.00	   	10	 529	 8.06	h   	42	   	 7.53	     	 588	 0.1	NGC5055        	 0.5
ESO269-066        	198.288333	-44.890000	10.12	   	-1	 784	 3.82	TRGB	34	   	 8.44	 4.94	 528	 2.0	NGC5128        	 2.1
NGC5011C          	198.299583	-43.265556	11.24	   	-1	 647	 3.60	mem 	56	   	 7.95	 7.12	 394	 2.0	NGC5128        	 2.0
DDO167            	198.345000	+46.319722	13.45	 19	10	 150	 4.19	TRGB	67	  3	 7.18	 7.19	 230	 0.1	NGC4736        	 0.4
KK191             	198.415417	+42.044167	15.80	   	10	    	 6.00	txt 	18	   	 6.55	 6.21	    	-0.8	NGC4736        	-0.3
DDO168            	198.619167	+45.919444	11.11	 59	10	 191	 4.33	TRGB	90	 25	 8.14	 8.35	 270	 0.3	NGC4736        	 0.4
DDO169NW          	198.833750	+47.543611	15.61	 30	10	 242	 4.20	mem 	51	 11	 6.31	 6.97	 328	 0.0	NGC4736        	 0.3
DDO169            	198.877917	+47.496389	12.17	 48	10	 262	 4.41	TRGB	90	 20	 7.73	 7.75	 348	 0.2	NGC4736        	 0.4
KK193             	198.880000	+41.501389	16.29	   	10	    	 8.90	mem 	27	   	 6.70	     	    	 2.7	NGC5055        	 2.7
NGC5055           	198.955417	+42.029167	 5.61	381	 4	 500	 8.99	TRGB	58	211	10.99	 9.62	 562	-0.1	NGC5194        	 0.1
CGCG 189-050      	199.270417	+37.952500	13.20	   	 9	 324	 5.04	h   	45	   	 7.44	     	 368	 0.2	NGC4736        	 0.3
KK194             	199.331250	+44.396667	15.19	   	10	    	10.00	txt 	64	   	 7.24	     	    	-0.1	NGC5055        	 0.1
NGC5068           	199.730417	-21.039167	 7.55	 74	 6	 668	 5.45	PNLF	29	 66	 9.78	 8.87	 469	-0.1	NGC5236        	-0.1
AGC732602         	200.270000	+24.143333	14.71	 27	10	 925	 7.20	TF  	83	  6	 7.14	 7.00	 908	-1.0	NGC4631        	-0.7
KK195             	200.284167	-31.529722	14.50	 24	10	 572	 5.22	TRGB	78	  3	 6.96	 7.56	 345	 0.9	NGC5236        	 0.9
[KK2000] 54       	200.385000	-31.886389	15.51	   	10	    	 4.60	mem 	54	   	 6.44	 5.78	    	 0.9	NGC5236        	 1.0
KK196             	200.446250	-45.063333	13.46	   	10	 741	 3.98	TRGB	45	   	 7.14	 6.29	 490	 1.6	NGC5128        	 1.7
NGC5102           	200.490833	-36.629722	 6.92	204	 1	 464	 3.40	TRGB	90	 91	 9.63	 8.40	 227	 0.8	NGC5128        	 0.9
KK197             	200.507500	-42.535556	10.98	   	-3	    	 3.87	TRGB	48	   	 8.12	 5.47	    	 2.6	NGC5128        	 2.6
[KK2000] 55       	200.551667	-42.730833	13.82	   	-3	    	 3.94	TRGB	34	   	 7.00	 6.32	    	 2.0	NGC5128        	 2.1
KK198             	200.733750	-33.572778	13.28	   	-3	    	 4.60	mem 	41	   	 7.34	 5.82	    	 0.8	NGC5236        	 0.8
AM1320-230        	200.874583	-23.393056	13.11	   	-3	    	 4.60	mem 	77	   	 7.41	 5.78	    	 0.4	NGC5236        	 0.5
KK200             	201.150000	-30.972222	13.42	 17	10	 494	 4.63	TRGB	60	  3	 7.29	 6.84	 271	 1.2	NGC5236        	 1.2
NGC5128           	201.370417	-43.016667	 3.94	477	-2	 556	 3.75	TRGB	45	318	10.91	 8.46	 310	 0.7	NGC4945        	 1.0
IC4247            	201.685000	-30.362500	11.25	 33	10	 420	 4.97	TRGB	90	 11	 8.21	 7.56	 200	 2.0	NGC5236        	 2.0
KK203             	201.867083	-45.352500	14.95	   	10	    	 3.60	mem 	 9	   	 6.46	 6.32	    	 2.0	NGC5128        	 2.1
ESO324-024        	201.905833	-41.480556	10.35	 80	 8	 514	 3.73	TRGB	44	 50	 8.33	 8.16	 272	 2.9	NGC5128        	 2.9
CVnI              	202.014583	+33.555833	 9.79	   	-3	  31	 0.22	TRGB	70	   	 6.10	 4.50	  62	 1.5	Milky Way      	 1.6
LV J1328+4937     	202.130000	+49.627222	14.91	   	10	 395	 8.02	mem 	67	   	 7.16	     	 497	 0.9	NGC5194        	 1.1
PGC170257         	202.337500	-21.179167	12.60	 50	 9	 650	 6.50	mem 	47	 28	 7.92	 7.16	 457	-0.9	NGC5236        	-0.6
NGC5204           	202.401667	+58.417778	 9.51	115	 8	 201	 4.66	TRGB	54	 62	 8.85	 8.60	 339	-0.9	NGC4736        	-0.4
NGC5194           	202.469583	+47.234444	 5.50	175	 5	 446	 8.40	SN  	53	 96	10.97	 9.32	 538	 0.0	NGC5195        	 0.4
NGC5195           	202.494583	+47.268056	 6.25	165	 0	 455	 7.66	SBF 	25	171	10.59	 8.14	 548	 0.4	NGC5194        	 0.5
UGC08508          	202.685000	+54.910000	11.57	 46	10	  56	 2.69	TRGB	63	 21	 7.55	 7.30	 181	-0.8	MESSIER081     	-0.5
AGC238890         	203.126250	+25.123611	14.20	 20	 9	 360	 6.80	TF  	59	  3	 7.30	 6.58	 356	-1.2	NGC4631        	-0.8
UGCA361           	203.150833	+49.830278	12.57	   	-1	    	 8.00	mem 	63	   	 8.09	     	    	 0.8	NGC5194        	 1.0
NGC5206           	203.432917	-48.151111	 8.48	   	-3	 583	 3.47	TRGB	37	   	 9.02	 6.61	 334	 1.0	NGC5128        	 1.3
NGC5229           	203.512083	+47.915278	11.67	126	 7	 359	 8.00	mem 	90	 55	 8.47	 8.47	 456	 1.1	NGC5194        	 1.4
NGC5238           	203.677917	+51.613889	11.50	 40	10	 229	 4.51	TRGB	39	 24	 8.02	 7.42	 342	-0.4	NGC4736        	-0.2
ESO270-017        	203.697083	-45.547500	 8.20	147	 8	 827	 3.60	mem 	90	 64	 9.18	 8.60	 583	 1.8	NGC5128        	 1.8
UGCA365           	204.128333	-29.236389	12.64	 31	10	 577	 5.25	TRGB	87	  9	 7.70	 7.26	 367	 1.3	NGC5236        	 1.3
KK208             	204.147917	-29.570833	10.03	   	-3	    	 4.68	TRGB	90	   	 8.65	 6.63	    	 1.7	NGC5236        	 1.7
MCG +08-25-028    	204.186667	+44.599167	13.49	   	10	 480	 7.74	h   	70	   	 7.70	     	 565	 0.8	NGC5195        	 1.0
NGC5236           	204.250417	-29.867778	 4.62	261	 5	 519	 4.92	TRGB	28	254	10.86	10.00	 307	-0.5	KK208          	 0.0
HIDEEP J1337-33   	204.252500	-33.363056	14.76	 20	10	 591	 4.37	TRGB	20	  7	 6.70	 6.67	 371	 0.5	NGC5236        	 0.7
ESO444-084        	204.334167	-28.046111	12.60	 56	10	 587	 4.61	TRGB	45	 34	 7.61	 7.90	 380	 1.3	NGC5236        	 1.4
HIPASS J1337-39   	204.354583	-39.897778	13.80	 37	10	 492	 4.83	TRGB	38	 22	 7.17	 7.56	 258	 0.1	NGC5236        	 0.3
NGC5237           	204.412083	-42.847500	 9.85	 77	 9	 361	 3.40	TRGB	37	 56	 8.45	 7.50	 122	 1.2	NGC5128        	 1.3
UGC08638          	204.830833	+24.775833	11.53	 31	10	 276	 4.27	TRGB	55	 11	 7.96	 7.08	 275	-0.2	NGC4826        	-0.1
DDO181            	204.974167	+40.739167	11.85	 39	10	 214	 3.01	TRGB	65	 16	 7.53	 7.33	 284	-1.1	NGC4736        	-0.6
NGC5253           	204.982500	-31.640000	 8.29	 67	 8	 407	 3.56	TRGB	69	 31	 9.11	 7.94	 193	 0.3	NGC5128        	 0.6
IC4316            	205.075417	-28.894444	10.96	 22	10	 576	 4.41	TRGB	59	  3	 8.22	 7.05	 369	 0.7	NGC5236        	 0.9
NGC5264           	205.404167	-29.913889	 9.50	 35	 8	 478	 4.53	TRGB	54	 15	 8.83	 7.65	 269	 1.1	NGC5236        	 1.2
[KK2000] 57       	205.408750	-42.581944	13.64	   	-3	    	 3.93	TRGB	36	   	 7.06	 6.40	    	 1.7	NGC5128        	 1.7
KK211             	205.523333	-45.205000	11.78	   	-2	 600	 3.58	TRGB	34	   	 7.72	 5.76	 360	 1.6	NGC5128        	 1.8
LV J1342+4840     	205.583750	+48.682500	13.91	   	 9	 438	 7.44	h   	53	   	 7.49	     	 543	 0.8	NGC5195        	 1.0
DDO182            	205.635833	+39.658333	13.30	 38	10	 663	 8.90	TF  	48	 19	 7.89	 8.03	 730	 0.2	NGC5055        	 0.4
KK213             	205.899167	-43.769167	13.52	   	-3	    	 3.63	TRGB	90	   	 7.04	 6.33	    	 1.8	NGC5128        	 1.8
ESO325-011        	206.253333	-41.858889	11.32	 58	10	 544	 3.40	TRGB	75	 26	 7.86	 7.87	 311	 1.1	NGC5128        	 1.2
[KK2000] 58       	206.503333	-36.328889	13.06	   	-3	    	 3.60	mem 	58	   	 7.21	 5.56	    	 0.8	NGC5128        	 1.1
KK217             	206.571667	-45.684722	12.99	   	-3	    	 3.84	TRGB	41	   	 7.30	 5.14	    	 1.4	NGC5128        	 1.5
KK218             	206.664583	-29.979167	13.26	   	-3	    	 4.60	mem 	90	   	 7.34	 5.30	    	 1.2	NGC5236        	 1.4
ESO174-001        	206.990417	-53.351111	11.50	 71	10	 686	 3.60	TF  	83	 31	 7.90	 8.17	 438	 0.6	NGC4945        	 0.8
CenN              	207.038333	-47.565000	12.84	   	-3	    	 3.66	TRGB	48	   	 7.32	 6.34	    	 1.1	NGC5128        	 1.3
HIPASS J1348-37   	207.141250	-37.967500	14.90	 39	10	 582	 5.75	TRGB	41	 23	 6.88	 7.29	 359	-0.3	NGC5236        	-0.1
KK221             	207.193333	-46.996944	14.40	   	10	 507	 3.98	TRGB	55	   	 6.77	 6.41	 268	 1.0	NGC5128        	 1.1
ESO383-087        	207.328333	-36.061389	 8.20	 33	 8	 326	 3.45	TRGB	37	 18	 9.12	 7.88	 108	 0.6	NGC5128        	 0.8
DDO183            	207.712917	+38.021111	12.04	 29	10	 188	 3.22	TRGB	90	  8	 7.52	 7.31	 254	-1.0	NGC4736        	-0.6
HIPASS J1351-47   	207.841667	-47.000000	14.60	 39	10	 529	 5.73	TRGB	62	 17	 7.01	 7.42	 291	-0.9	NGC5236        	-0.4
KDG229            	208.423333	+60.051111	14.10	   	10	    	 8.00	txt 	65	   	 7.48	     	    	-0.1	MESSIER101     	 0.0
KKH86             	208.640000	 +4.243056	14.09	 14	10	 287	 2.59	TRGB	51	  3	 6.51	 5.91	 209	-1.4	NGC5128        	-0.9
HolmIV            	208.687917	+53.904722	11.04	 78	 8	 140	 7.21	TRGB	74	 35	 8.61	 8.35	 272	 1.8	MESSIER101     	 1.8
UGC08833          	208.702917	+35.837500	12.31	 28	10	 221	 3.08	TRGB	30	 14	 7.37	 7.00	 280	-1.1	NGC4736        	-0.6
GBT 1355+5439     	208.710833	+54.647222	     	 27	11	 210	 7.41	mem 	  	   	     	 7.15	 345	 2.2	MESSIER101     	 2.2
KK227             	209.042083	+40.303333	13.36	   	-2	    	10.00	txt 	42	   	 7.97	     	    	-0.6	NGC5055        	-0.4
ESO384-016        	209.256667	-35.333889	12.00	 17	 9	 561	 4.53	TRGB	53	  3	 7.83	 6.70	 350	 0.4	NGC5236        	 0.5
BootesIII         	209.280833	+26.775000	 8.41	   	-3	 198	 0.05	HB  	64	   	 5.29	     	 219	 3.6	Milky Way      	 3.6
UGC08882          	209.310833	+54.100833	13.72	   	-1	 348	 8.32	SBF 	49	   	 7.67	     	 482	 0.0	MESSIER101     	 0.3
BootesII          	209.500000	+12.833333	12.15	   	-2	-117	 0.04	CMD 	51	   	 3.70	 1.62	-156	 3.8	Milky Way      	 3.8
BootesI           	210.000000	+14.500000	 9.49	   	-2	  99	 0.07	HB  	64	   	 5.15	 2.01	  69	 3.2	Milky Way      	 3.2
NGC5398           	210.342500	-33.064444	10.34	 98	 7	1220	 8.10	TF  	60	 49	 9.00	 8.46	1017	-1.6	NGC4594        	-1.2
MESSIER101        	210.803333	+54.350556	 5.51	147	 6	 240	 7.38	Cep 	22	171	10.85	 9.91	 378	 0.4	NGC5474        	 0.5
NGC5408           	210.839583	-41.376389	10.50	 70	 9	 502	 4.81	TRGB	87	 30	 8.49	 8.39	 281	-0.2	NGC5236        	 0.2
NGC5474           	211.258750	+53.663056	 9.48	 39	 8	 288	 7.20	BS  	26	 34	 9.23	 9.04	 424	 2.0	MESSIER101     	 2.0
NGC5477           	211.387917	+54.460833	11.79	 53	 9	 312	 7.70	BS  	46	 31	 8.37	 8.71	 451	 1.4	MESSIER101     	 1.4
KK230             	211.794583	+35.060278	14.55	 17	10	  63	 2.14	TRGB	38	  4	 6.15	 6.32	 127	-1.3	MESSIER081     	-0.8
CIRCINUS          	213.288750	-65.339167	 5.28	251	 3	 434	 4.20	TF  	69	121	10.60	 9.30	 189	-0.6	NGC4945        	-0.3
KKH87             	213.789167	+57.087500	13.70	 38	10	 320	 7.20	TF  	90	 14	 7.55	 7.79	 473	 0.9	MESSIER101     	 1.0
DDO187            	213.985417	+23.055278	12.46	 31	10	 160	 2.20	TRGB	46	 13	 7.02	 7.06	 180	-1.4	Milky Way      	-0.8
KKR08             	214.811667	 +3.123889	13.76	   	-2	    	 8.00	txt 	41	   	 7.62	 7.02	    	-1.6	NGC4594        	-1.3
NGC5585           	214.951250	+56.730278	 9.50	145	 7	 303	 5.70	BS  	51	 81	 9.03	 8.82	 457	-0.8	MESSIER101     	-0.5
DDO190            	216.181250	+44.525833	10.72	 45	 9	 150	 2.74	TRGB	30	 36	 7.90	 7.50	 263	-1.2	MESSIER081     	-0.7
