#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T12:17:03 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T12:17:03	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/686/A42/clusters&-out.max=unlimited&-out=Name,Type,CST,N,Nt,GLON,GLAT,r50pc,rcpc,rtpc,s_pmRA,e_pmRA,s_pmDE,e_pmDE,Plx,s_Plx,e_Plx,dist16,dist50,dist84,X,Y,Z,RV,s_RV,e_RV,n_RV,logAge50,AV50,r50Jpc,rJpc,probJ,NJ,MassJ,e_MassJ,MassTot,e_MassTot,CMDCl50	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36860042
#Name: J/A+A/686/A42
#Title: Improving the open cluster census. III. (Hunt+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	creator=Hunt E.L.	    First author or institution
#INFO	cites=bibcode:2024A&A...686A..42H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/686/A42	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36860042	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	J_A_A_686_A42_clusters:
#Name: J/A+A/686/A42/clusters
#Title: Main catalogue (table 1)
#Column	Name	(a20)	Main accepted cluster name	[ucd=meta.id;meta.main]
#Column	Type	(A1)	[omgdr] Estimated type of object (1)	[ucd=src.class]
#Column	CST	(F11.8)	[3/99] Astrometric SNR (cluster significance test) (2)	[ucd=stat.snr]
#Column	N	(I6)	[10/153797] Number of member stars	[ucd=meta.number]
#Column	Nt	(I5)	[10/53464] Number of stars within tidal radius	[ucd=meta.number]
#Column	GLON	(F12.8)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(E10.3)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	r50pc	(F13.8)	Radius containing 50% of members in parsecs	[ucd=phys.size.radius]
#Column	rcpc	(F13.8)	Core radius in parsecs	[ucd=phys.size.radius]
#Column	rtpc	(F13.8)	Tidal radius in parsecs	[ucd=phys.size.radius]
#Column	s_pmRA	(F11.8)	Standard deviation of pmra	[ucd=stat.stdev]
#Column	e_pmRA	(F11.8)	Standard error of pmra	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	s_pmDE	(F11.8)	Standard deviation of pmdec	[ucd=stat.stdev]
#Column	e_pmDE	(F11.8)	Standard error of pmdec	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Plx	(F12.8)	Mean parallax	[ucd=pos.parallax;stat.mean]
#Column	s_Plx	(F11.8)	Standard deviation of parallax	[ucd=stat.stdev;pos.parallax]
#Column	e_Plx	(F11.8)	Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	dist16	(F15.8)	16th percentile of maximum likelihood distance	[ucd=pos.distance]
#Column	dist50	(F15.8)	50th percentile of maximum likelihood distance	[ucd=pos.distance]
#Column	dist84	(F16.8)	84th percentile of maximum likelihood distance	[ucd=pos.distance]
#Column	X	(F16.8)	X coordinate in heliocentric galactic coordinates	[ucd=pos.cartesian.x;pos.galactic;pos.heliocentric]
#Column	Y	(F16.8)	Y coordinate in heliocentric galactic coordinates	[ucd=pos.cartesian.y;pos.galactic;pos.heliocentric]
#Column	Z	(F16.8)	Z coordinate in heliocentric galactic coordinates	[ucd=pos.cartesian.z;pos.galactic;pos.heliocentric]
#Column	RV	(F13.8)	? Mean Gaia DR3 radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(F13.8)	? Standard deviation of radial velocity	[ucd=stat.stdev;spect.dopplerVeloc]
#Column	e_RV	(F13.8)	? Standard error of radial velocity	[ucd=stat.error]
#Column	n_RV	(I4)	Number of member stars with a radial velocity	[ucd=meta.note]
#Column	logAge50	(F11.8)	? 50th percentile of logarithm of cluster age	[ucd=time.age]
#Column	AV50	(F11.8)	? 50th percentile of V-band cluster extinction	[ucd=phys.absorption]
#Column	r50Jpc	(F12.8)	? Radius containing 50% of members within the Jacobi radius in parsecs	[ucd=phys.size.radius]
#Column	rJpc	(F13.8)	? Jacobi radius in parsecs	[ucd=phys.size.radius]
#Column	probJ	(E10.3)	? Probability of the cluster having a valid Jacobi radius	[ucd=stat.fit.goodness]
#Column	NJ	(I4)	[9/4171]? Number of stars within best-fit Jacobi radius	[ucd=meta.number]
#Column	MassJ	(F15.8)	? Cluster mass within the Jacobi radius	[ucd=phys.mass]
#Column	e_MassJ	(F15.8)	? Error on cluster mass within the Jacobi radius	[ucd=stat.error]
#Column	MassTot	(F15.8)	? Total observed cluster mass	[ucd=phys.mass]
#Column	e_MassTot	(F15.8)	? Error on total observed cluster mass	[ucd=stat.error]
#Column	CMDCl50	(F11.8)	[0/1] 50th percentile of CMD class	[ucd=meta.code]
Name	Type	CST	N	Nt	GLON	GLAT	r50pc	rcpc	rtpc	s_pmRA	e_pmRA	s_pmDE	e_pmDE	Plx	s_Plx	e_Plx	dist16	dist50	dist84	X	Y	Z	RV	s_RV	e_RV	n_RV	logAge50	AV50	r50Jpc	rJpc	probJ	NJ	MassJ	e_MassJ	MassTot	e_MassTot	CMDCl50
ASCC_66             	o	 5.87319675	    49	   25	289.26347300	 4.822e+00	   1.28003434	   1.66830514	   3.95804517	 0.15227442	 0.03045488	 0.14075792	 0.02815158	  1.02918688	 0.04222103	 0.00844421	   947.70245748	   950.90684753	    954.13298059	  -7809.16465509	   -894.49067562	     99.92631803	  -8.81039784	  13.16352369	   4.97534430	   7	 7.96060228	 0.29233563	  1.66986586	   6.03672983	 1.000e+00	  29	    89.21632893	    13.06304974	   131.06492838	    20.11640696	 0.80683938
ASCC_67             	o	10.60079154	    78	   78	294.57101719	 6.748e-01	   4.60187963	   4.79822236	  16.35505918	 0.05070590	 0.00574131	 0.05958273	 0.00674642	  0.49314213	 0.01551392	 0.00175661	  1877.01159469	  1884.62966784	   1892.30983068	  -7338.30684619	  -1713.85187110	     40.98748092	             	             	             	   0	 7.63634229	 0.58400285	  4.07797514	   9.46611001	 1.000e+00	  69	   372.28341809	    56.48873141	   427.14219031	    62.48198274	 0.99999869
ASCC_69             	m	 6.76881817	    38	   33	299.04262223	-7.326e+00	  10.69276262	  16.94299689	  16.94299689	 0.21016392	 0.03658484	 0.22148965	 0.03855640	  1.34232620	 0.02864160	 0.00498586	   725.00799158	   726.69589916	    728.39168438	  -7772.31051759	   -630.13374130	    -72.76436435	   4.67615707	   8.16736788	   2.58274850	  10	 7.86272621	 0.60552713	  6.18581740	   7.63395114	 0.000e+00	  13	    24.64745829	     7.70258261	   100.53592374	    10.37762047	 0.99852926
ASCC_71             	o	17.08517550	   147	  134	299.98870607	-4.826e+00	   3.51517637	   4.02298761	  11.73991398	 0.17064001	 0.01474105	 0.15573595	 0.01345354	  0.78226603	 0.04064579	 0.00351126	  1219.42284488	  1222.37045043	   1225.33234049	  -7513.42877483	  -1054.97179123	    -83.59117877	 -14.30120359	  12.11540658	   3.12818453	  15	 8.32504606	 0.74932903	  3.21343651	   9.05301095	 1.000e+00	 121	   318.50048993	    54.52309166	   397.13661412	    61.00724343	 0.99935108
ASCC_72             	o	14.62847761	   147	  134	303.36979775	 1.815e+00	   2.99651274	   2.86440187	  11.34013406	 0.10724323	 0.00926440	 0.09544223	 0.00824495	  0.31238690	 0.04280947	 0.00369818	  2855.19313917	  2878.75977980	   2902.71869431	  -6539.10718948	  -2402.95674101	    107.92885572	 -12.77776931	  22.80198328	  13.16473118	   3	 8.25167894	 1.91785264	  3.22131699	  12.65308401	 1.000e+00	 138	  1047.89097960	   105.01073820	  1122.87317003	    99.88322574	 0.23758468
ASCC_73             	m	11.45248292	    80	   75	301.54685390	-4.377e+00	   6.35587370	   5.79540258	  24.97127708	 0.34555761	 0.03990156	 0.48288663	 0.05575894	  1.55051383	 0.04714932	 0.00544433	   627.11489424	   628.01129984	    628.91027178	  -7794.48304547	   -533.63858559	    -27.96620320	 -20.24526526	   8.85180845	   1.67283456	  28	 8.19946527	 0.20976344	  2.79920235	   4.44306815	 9.985e-01	  24	    36.91375916	    11.38085261	   129.95338879	    27.70722631	 0.99622232
ASCC_75             	o	 7.20351302	    36	   35	309.38873563	-2.885e-01	   5.09235515	  10.89625391	  10.89625391	 0.14008503	 0.02367869	 0.07209454	 0.01218620	  0.47568959	 0.03075827	 0.00519910	  1959.44373526	  1976.15269486	   1993.14907335	  -6867.99609109	  -1527.26789600	      7.63789623	             	             	             	   0	 8.01176929	 1.54704767	  4.01438178	   5.86436752	 9.998e-01	  19	   102.16906617	    21.31099205	   171.66505840	    33.70956895	 0.98268175
ASCC_77             	o	20.10097025	   220	  208	311.99031000	-8.924e-01	   2.82474318	   2.70312376	  10.68672279	 0.14335863	 0.00994013	 0.17602262	 0.01220497	  0.87470636	 0.03951544	 0.00273990	  1095.93388488	  1098.04317020	   1100.16059043	  -7387.51311867	   -816.03102637	      1.81809971	 -16.42211428	  14.15714884	   2.11042314	  45	 7.83674169	 0.69624913	  2.83441003	  11.08822232	 1.000e+00	 209	   614.38833502	    60.49840228	   665.99247815	    54.52659883	 0.99932769
ASCC_79             	o	22.35109796	   214	  214	319.67947629	-3.044e+00	   4.62519702	   5.10061716	  15.82288033	 0.21750489	 0.01486833	 0.21910827	 0.01497793	  1.18666478	 0.04127104	 0.00282123	   814.72223514	   816.38055552	    818.04564050	  -7500.52688365	   -527.50460669	    -24.14853470	  -8.85988937	  33.17155504	   5.86395788	  32	 6.73967695	 0.62529668	  3.70732456	   8.13519807	 1.000e+00	 163	   240.17645839	    41.78333076	   358.20026996	    49.63827213	 0.97300878
ASCC_84             	m	 3.79649723	    13	   13	323.56692280	-5.411e+00	   1.58764443	   1.81712396	   5.30266206	 0.23174595	 0.06427476	 0.22124404	 0.06136206	  1.15191099	 0.03461696	 0.00960102	   842.30031318	   851.03464242	    859.95201298	  -7440.53174851	   -503.16371783	    -61.19730147	  -1.96194839	  12.25273178	   8.66398973	   2	 7.46561384	 0.77999344	  1.15889925	   3.76542568	 1.000e+00	  11	    23.38266391	    10.85221892	    41.15406253	     9.88256426	 0.94181365
ASCC_85             	o	20.66174166	   201	  201	339.83354568	-3.075e-01	   5.22401666	   2.31633066	  41.36796928	 0.14086535	 0.00993588	 0.16435063	 0.01159240	  1.13670081	 0.04774286	 0.00336752	   851.09383659	   852.49738503	    853.90557033	  -7321.76444457	   -293.89384247	     14.17559768	   8.01273128	  12.33898200	   1.49632136	  68	 8.09499693	 0.52044892	  4.29086292	  10.40467106	 1.000e+00	 164	   531.03764684	    27.39736140	   643.15584077	    34.60527760	 0.99980798
ASCC_87             	o	10.41221912	    90	   77	355.11587164	 8.042e+00	   3.72566927	   6.96870958	   9.85797363	 0.26014927	 0.02964676	 0.23437931	 0.02671000	  1.29819646	 0.05881735	 0.00670286	   749.74265352	   751.41860654	    753.10206911	  -7380.38010391	    -63.34809799	    124.02971561	  -0.21994449	  12.61093735	   2.01936611	  39	 8.63451099	 0.43246703	  2.85524280	   6.96966333	 9.995e-01	  64	   156.23565933	    34.34867840	   231.01818428	    37.64013668	 0.99293166
ASCC_88             	o	11.45384078	    96	   96	349.99941629	 3.000e+00	   2.82729389	   6.84586947	   6.84586947	 0.16307661	 0.01664394	 0.17525569	 0.01788696	  1.10312782	 0.03187462	 0.00325319	   870.81133270	   872.94765245	    875.09447983	  -7263.35382511	   -151.38757373	     64.29586446	 -17.81535017	  33.44370528	   6.82666775	  24	 8.08216143	 1.87654996	  2.82729389	   9.27442775	 1.000e+00	  96	   376.40642741	    70.45215959	   376.40642741	    70.45215959	 0.99970466
ASCC_90             	o	17.13616171	   184	  181	354.26553406	-1.913e+00	   9.41835628	   5.69920320	  53.80707075	 0.27344188	 0.02032478	 0.31633675	 0.02351313	  1.70642716	 0.05592639	 0.00415698	   570.39622676	   571.03444960	    571.67410226	  -7554.16392820	    -57.02549432	      0.28469280	   6.27788425	  12.89289450	   1.42378202	  82	 8.61197948	 0.68440089	  3.88294265	   8.45739743	 1.000e+00	  88	   271.55111482	    38.12473635	   540.07609641	    49.98705349	 0.94543242
ASCC_93             	o	 5.78006806	    40	   37	  8.24540420	-9.464e-01	   2.50459558	   3.65491949	   7.31312014	 0.14937887	 0.02455774	 0.20741076	 0.03409812	  0.45283924	 0.08158935	 0.01341321	  1766.75104200	  1821.68428269	   1880.14320344	  -6319.44864619	    261.21637213	    -13.90254689	  -5.39344212	   6.22418460	   3.11209230	   1	 9.65392399	 4.22203445	  2.64840113	  12.99633217	 1.000e+00	  38	  1362.08148728	   284.72360770	  1465.83239944	   301.36431697	 0.12712985
ASCC_94             	o	 7.93641575	    85	   64	 15.62646622	 9.337e-01	   5.08580971	   8.64257630	   8.64257630	 0.14428787	 0.01803598	 0.12608339	 0.01576042	  0.60065837	 0.02042325	 0.00255291	  1545.48383435	  1552.28516124	   1559.14661495	  -6627.20164482	    418.07387804	     42.26987384	  -9.44262971	  40.38051147	  20.19025574	   4	 6.93041539	 1.94104439	  5.62138701	  10.72050518	 1.000e+00	  74	   697.56186635	    62.79242422	   807.54616308	    76.07343102	 0.97188056
ASCC_95             	o	11.23206249	    81	   79	  6.06525761	-4.365e+00	   3.46011953	   3.37690975	  12.89689182	 0.16092271	 0.01810522	 0.19850848	 0.02233395	  0.83059175	 0.03992695	 0.00449213	  1139.67662318	  1144.17378894	   1148.70658696	  -6987.73071901	    120.54312865	    -69.18128081	  13.75669731	  15.30862032	   6.84622314	   5	 8.10593224	 0.78544772	  3.43405978	   8.93935406	 1.000e+00	  76	   365.40627400	    48.05645555	   389.88965451	    46.30211449	 0.99415323
ASCC_99             	o	19.24533953	   193	  176	 16.16547486	-7.682e+00	   5.01340941	   8.60727785	  13.67819258	 0.51039041	 0.03847212	 0.57645200	 0.04345170	  3.28096245	 0.18099249	 0.01364282	   298.75333421	   298.96316195	    299.17328464	  -7837.51088043	     82.48783796	    -19.89180541	 -29.85613033	  12.35086516	   1.58136624	  61	 7.94974232	 0.69083807	  3.77143350	   7.23003581	 9.994e-01	 123	   156.11829999	    19.71310875	   243.03407167	    16.28105146	 0.99110937
ASCC_100            	m	 8.78245616	    87	   85	 64.40553462	 1.268e+01	   9.98238938	  18.35169551	  18.35169551	 0.46362706	 0.05028742	 0.28587809	 0.03100783	  2.75056451	 0.09145809	 0.00992002	   360.08699368	   360.37172880	    360.65691458	  -7969.88581592	    317.08750232	     99.49355669	 -13.84643490	   8.45267483	   1.54324023	  30	 7.81218910	 0.22926374	  1.47578395	   4.17102233	 1.000e+00	  20	    28.93697097	     4.57849396	    43.17606062	    15.51865753	 0.94047412
ASCC_101            	o	21.06710304	   224	  207	 68.00063836	 1.164e+01	   4.55020220	   3.41942556	  21.07489357	 0.31695743	 0.02203006	 0.43234759	 0.03005023	  2.50979239	 0.11932614	 0.00829374	   397.05171630	   397.29552501	    397.53963333	  -7976.00537292	    360.78716632	    100.61039893	 -18.11557240	   8.43435672	   0.99399847	  72	 8.27605438	 0.09941535	  2.59966536	   7.21104400	 1.000e+00	 138	   147.73062472	    15.40223213	   247.02495414	    17.57273369	 0.99282083
ASCC_104            	m	 3.93737199	    39	   15	 54.82784124	-1.571e+00	   4.13412989	   9.28410137	  10.38731306	 0.31727455	 0.08191994	 0.24083316	 0.06218285	  2.46060966	 0.02651868	 0.00684709	   407.28517363	   407.97304960	    408.66325305	  -7887.08395888	    333.36177513	      9.01431179	 -11.53186859	  14.64646252	   5.97939329	   6	 8.08528948	 0.23151189	  2.23823600	   5.20283300	 0.000e+00	  10	    14.20051233	     6.14377099	    57.91584970	     8.54852970	 0.98859239
ASCC_105            	o	18.42512507	   173	  173	 62.80833477	 2.132e+00	   4.60418777	   2.81194364	  26.00626370	 0.17030809	 0.01294828	 0.20061794	 0.01525270	  1.77588144	 0.05509127	 0.00418851	   552.83546827	   553.35901037	    553.88354502	  -7869.22837856	    491.86248384	     40.73646454	 -16.19158851	   6.80973266	   0.88655168	  59	 7.97047138	 0.29599361	  3.27260124	   8.22218236	 1.000e+00	 126	   222.41665651	    20.37091997	   307.31764775	    22.38994733	 0.99912083
ASCC_106            	o	 9.05015254	    50	   50	 40.31747184	-1.076e+01	   5.39551610	  10.44445407	  14.12209429	 0.19034982	 0.02691953	 0.26823162	 0.03793368	  1.32684764	 0.05757489	 0.00814232	   736.35544612	   738.15506812	    739.96350807	  -7569.39773251	    469.20810418	   -118.40067782	 -15.38444805	   8.08324119	   1.80746768	  20	 8.08850145	 1.21809649	  3.10478404	   5.52045504	 1.000e+00	  26	    73.17398921	    10.25156238	   122.46412637	    26.05633648	 0.99592087
ASCC_107            	o	11.54781008	    88	   84	 58.89091481	-1.896e+00	   2.38464479	   2.27644819	   9.03779385	 0.12962191	 0.01414291	 0.12091092	 0.01319246	  1.11467165	 0.05963672	 0.00650690	   865.31531893	   867.31472195	    869.32338604	  -7674.17805499	    742.17529630	     -9.03313261	 -10.37599586	  16.10940161	   3.51535963	  21	 7.38596678	 1.48093230	  2.32992788	   8.93381352	 1.000e+00	  83	   300.21016357	    31.05833754	   312.26669407	    33.18773817	 0.99727648
ASCC_108            	o	23.70545740	   305	  305	 74.40482717	 6.017e+00	   7.51021338	   6.40649113	  31.13830447	 0.12203498	 0.00698770	 0.15225871	 0.00871831	  0.83731149	 0.05486646	 0.00314164	  1150.40102543	  1152.07895887	   1153.76179421	  -7813.64693691	   1103.55260079	    140.76832009	  -8.81347575	  16.14290714	   2.26045914	  51	 8.27994585	 0.37091950	  5.12063017	  10.59960465	 1.000e+00	 205	   474.12643641	    65.34737382	   766.88292666	    78.58943401	 0.99851540
ASCC_110            	o	13.94851187	   135	  121	 70.40301505	 1.390e+00	   5.18145263	   8.89884158	  14.12539490	 0.08410936	 0.00764631	 0.10653635	 0.00968512	  0.48983675	 0.05132536	 0.00466594	  1885.43180161	  1892.11101437	   1898.83771809	  -7487.42517810	   1781.98573427	     65.06658571	  -5.62738044	  14.89131017	   3.84491975	  15	 8.55005360	 1.32881230	  4.41231396	  10.47957100	 1.000e+00	 106	   489.12023120	    56.61732577	   625.53405457	    53.29901782	 0.98630384
ASCC_111            	o	17.55382944	   163	  144	 74.75722541	 2.018e+00	   3.51321326	   3.93446816	  11.89716376	 0.12734156	 0.01061180	 0.16780699	 0.01398392	  1.15987112	 0.06395430	 0.00532953	   842.69093478	   843.97450001	    845.26198139	  -7900.14595779	    813.77846677	     49.95758228	 -14.19964618	  36.12459869	   6.38598718	  32	 7.89566350	 0.67081201	  3.25851844	   9.23387561	 1.000e+00	 133	   312.11977357	    35.32796718	   392.25891276	    38.57962330	 0.99722368
ASCC_113            	o	32.27412782	   491	  344	 82.82450625	-6.669e+00	   5.60485337	   4.89072657	  22.81463922	 0.17270515	 0.00931164	 0.20201826	 0.01089209	  1.77102656	 0.04477697	 0.00241421	   557.08468374	   557.41869802	    557.75311306	  -8052.98339045	    549.31066521	    -44.11364446	  -6.49254903	   6.23913769	   0.51285396	 148	 8.26482534	 0.10802431	  5.23472163	  11.68613260	 1.000e+00	 403	   608.73430177	    45.92262615	   746.40852377	    46.98122065	 0.99881631
ASCC_114            	o	22.16186415	   249	  249	 97.10953359	 9.942e-01	   3.06890181	   2.87209716	  11.80907699	 0.14651869	 0.00928524	 0.15115095	 0.00957880	  1.06047174	 0.06669148	 0.00422640	   916.42946743	   917.60444455	    918.78243847	  -8235.48307093	    910.41232067	     37.01326471	 -19.55419656	  21.55610840	   3.59268473	  36	 7.51233816	 1.05556548	  3.06890181	  12.32416658	 1.000e+00	 249	   673.21784540	    71.29920233	   673.21784540	    71.29920233	 0.99648201
ASCC_115            	o	13.29149125	   103	  103	 97.47818101	-2.477e+00	   3.95959271	   5.51918497	  11.82312498	 0.15818084	 0.01558602	 0.15716937	 0.01548636	  1.28702126	 0.06716603	 0.00661807	   752.25016251	   753.44408579	    754.64180492	  -8220.02379105	    746.33790484	    -11.50845672	 -16.73561409	   8.96777503	   1.83053941	  24	 7.89088511	 0.79653662	  3.52247669	   8.18064708	 1.000e+00	  86	   198.26387876	    26.96705041	   215.46926341	    36.46043136	 0.99667823
ASCC_123            	m	 5.88631654	    72	   72	104.67202165	-4.028e+00	  22.68353786	  51.76021392	  51.76021392	 0.70768491	 0.08340147	 0.41671708	 0.04911058	  2.17889475	 0.12160190	 0.01433092	   452.52088892	   453.10475515	    453.69012999	  -8236.53543278	    437.24699299	    -10.73599748	  -9.00063523	   9.88943779	   2.21134552	  20	 9.02714157	 0.27044219	  2.79810198	   7.31962621	 0.000e+00	  10	    11.12554736	     3.88175219	    88.93527452	    10.54507011	 0.85216916
ASCC_125            	o	11.85950766	   114	  112	110.17408975	 2.723e+00	   0.83677567	   0.84440421	   3.04381744	 0.16455497	 0.01554898	 0.17047905	 0.01610876	  1.19127287	 0.04511220	 0.00426270	   826.16271673	   828.17745370	    830.20204124	  -8407.16507647	    776.49022637	     60.88131133	 -23.13068919	  23.58392901	   8.33817807	   8	 6.56088281	 3.82475233	  0.84640205	   9.70124779	 1.000e+00	 114	   315.54507692	    57.18685227	   315.54507692	    57.18685227	 0.96678451
ASCC_127            	o	23.63704139	   247	  247	112.46826356	 4.409e+00	   6.46772935	   5.29481880	  27.80250169	 0.27495065	 0.01749469	 0.36567418	 0.02326729	  2.65542162	 0.06037910	 0.00384183	   373.95730880	   374.19344177	    374.42987314	  -8264.48185561	    344.76569307	     49.93209868	 -16.98492958	  18.15184726	   2.49334798	  53	 7.08511949	 0.29403377	  2.57321032	   5.75708368	 9.999e-01	 112	    69.26848375	    11.13026528	   168.61189853	    20.40288610	 0.99412456
ASCC_128            	o	17.25490106	   203	  179	109.93465916	-5.991e+00	   9.30079440	   9.74191374	  32.97100447	 0.25818529	 0.01929767	 0.15574786	 0.01164114	  1.50305436	 0.07131993	 0.00533070	   656.38210799	   657.04403971	    657.70730783	  -8344.94208420	    614.30199858	    -47.20643658	 -14.48548655	   7.79874202	   0.95995878	  66	 8.04449463	 0.32496081	  4.25482047	   6.60961973	 9.983e-01	  62	   102.63798441	    21.12844486	   375.08385875	    40.58505377	 0.99551407
Alessi_2            	o	21.77867105	   249	  233	152.32718371	 6.336e+00	   4.72490792	   5.27379082	  16.03730499	 0.20475316	 0.01341383	 0.17651165	 0.01156366	  1.61778808	 0.06758083	 0.00442737	   603.48726493	   604.13498773	    604.78410242	  -8653.56326657	    278.86022131	     88.83115538	 -10.27452212	   6.37475078	   0.71721550	  79	 8.42129803	 0.57246116	  3.80991220	   9.54682271	 1.000e+00	 198	   289.18652030	    52.76811212	   407.07511379	    57.84797215	 0.99825031
Alessi_3            	o	17.94989568	   186	  173	257.93553227	-1.533e+01	   5.37902286	  11.35999935	  13.73780341	 0.45937201	 0.03492541	 0.51924135	 0.03947719	  3.57475101	 0.15202374	 0.01155815	   276.47215917	   276.57916812	    276.68625993	  -8177.91097051	   -260.84104331	    -52.19979984	   0.31662029	   4.80116288	   0.55073115	  76	 8.79626179	 0.10768729	  2.73850098	   5.40168684	 1.000e+00	  87	    58.94222948	    12.70737426	   130.63031092	    25.14804402	 0.99414527
Alessi_5            	o	22.03612038	   571	  427	288.10772508	-1.974e+00	   2.49047068	   2.03708301	  10.69885244	 0.28407262	 0.01374724	 0.29730333	 0.01438752	  2.49661468	 0.08075620	 0.00390807	   391.63442059	   391.82404231	    392.01384773	  -8000.30022035	   -372.19758233	      6.99111024	  13.40986030	  18.71458959	   1.75278191	 114	 7.75101423	 0.40273076	  2.69540646	  12.04120784	 1.000e+00	 563	   684.43669571	    45.17710957	   657.86715047	    53.62476037	 0.99590063
Alessi_6            	o	20.85475658	   203	  203	313.62142014	-5.545e+00	   3.25010478	   2.45356663	  14.98113710	 0.18572261	 0.01303517	 0.19068227	 0.01338327	  1.12589586	 0.04674590	 0.00328092	   860.23721125	   861.38532994	    862.53651741	  -7530.70854103	   -620.65123774	    -63.95042379	 -14.86233532	   9.76454738	   1.12007040	  76	 8.56290054	 0.66975507	  3.09572274	  10.42626612	 1.000e+00	 192	   496.49387732	    60.91815862	   522.21484388	    63.67018025	 0.99937364
Alessi_8            	o	12.21004577	    93	   90	326.39548226	 4.228e+00	   4.77573952	   5.23195242	  16.41004823	 0.30180652	 0.03181320	 0.19054207	 0.02008490	  1.48175326	 0.03562701	 0.00375542	   653.00385880	   654.17680739	    655.35397734	  -7578.48550796	   -361.07419878	     67.63659167	 -32.54758610	  12.14739107	   1.94513931	  39	 8.00299692	 0.26867563	  2.30072771	   5.46291933	 1.000e+00	  48	    70.79177931	    20.56117476	   154.67044485	    31.44239801	 0.99366587
Alessi_9            	o	25.15507484	   310	  110	344.40010597	-8.718e+00	   3.26014725	   3.71764949	  10.92121952	 0.47774029	 0.04555075	 0.41914073	 0.03996350	  4.77828390	 0.13611355	 0.01297792	   208.26771625	   208.38820511	    208.50883346	  -7923.66215531	    -55.39199599	    -11.29415015	  -8.72934704	   8.80266268	   1.31222348	  45	 8.61408138	 0.11551197	  3.08146455	   7.19887492	 1.000e+00	 149	   150.75878363	    11.43583078	   310.30607867	    17.86177018	 0.98916578
Alessi_10           	o	19.87015680	   194	  188	 31.62290379	-2.105e+01	   3.29114967	   2.00075156	  18.67336311	 0.32096813	 0.02340901	 0.39678422	 0.02893846	  2.21861779	 0.16240234	 0.01184441	   435.72906093	   436.32031951	    436.91318489	  -7775.62576242	    213.51280235	   -136.77868467	 -17.60104437	  14.01799164	   2.16302307	  42	 8.02717400	 0.33750845	  2.37789504	   7.57705106	 1.000e+00	 150	   179.68911977	    17.30598805	   242.03529883	    17.25309808	 0.58335766
Alessi_12           	o	28.83247036	   425	  384	 67.21407330	-1.160e+01	   6.05170192	   6.85487112	  20.35129097	 0.27515608	 0.01404150	 0.20750115	 0.01058900	  1.84312957	 0.09174993	 0.00468209	   538.43663212	   538.85036584	    539.26473588	  -7917.82329543	    486.64867168	    -88.08312886	   1.24427814	  11.38702257	   1.03093258	 122	 8.08630848	 0.13698338	  5.06905724	  10.58192100	 1.000e+00	 340	   470.99240615	    37.86834685	   609.34792663	    42.05823498	 0.99678937
Alessi_13           	m	18.77892090	   167	  163	237.42675241	-5.576e+01	   9.41787136	   9.38258308	  35.79573832	 3.81499547	 0.29881351	 3.09903403	 0.24273508	  9.50232977	 0.70822230	 0.05547225	   104.22200435	   104.24535617	    104.26871845	  -8153.77457006	    -49.43203472	    -65.29443451	  18.01721706	  12.02919164	   1.35338980	  79	 7.39353800	 0.15583833	  2.12347117	   4.05594076	 1.000e+00	  49	    24.83441900	     2.66366518	    85.89343450	    10.91750042	 0.97360393
Alessi_17           	o	 8.93803773	    49	   46	231.35849985	 2.583e+00	   2.19883562	   1.41007486	  11.82585639	 0.06168439	 0.00909487	 0.05238957	 0.00772442	  0.21530321	 0.03484784	 0.00513803	  3823.39462872	  3921.42210836	   4024.60848182	 -10567.74172316	  -3059.78415228	    203.80119429	             	             	             	   0	 8.37977695	 0.88596717	  2.19883562	  11.91990471	 1.000e+00	  46	   326.67940645	    83.74491003	   379.85192607	    83.83233521	 0.99940032
