#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:05:41 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:05:41	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/594/A27/psz2&-out.max=unlimited&-out=INDEX,NAME,GLON,GLAT,RAJ2000,DEJ2000,SNR,PIPEDET,PIPE-DET,VALID,z,MSZ,MSZ_ERR_UP,MSZ_ERR_LOW,MSZERR,Y5R500,e_Y5R500,COSMO,REDSHIFT_ID	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35940027
#Name: J/A+A/594/A27
#Title: Planck Sunyaev-Zeldovich sources (PSZ2) (Planck+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/a+a/594/a27	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/594/a27	    IVOID of underlying data collection
#INFO	creator=Plankc collaboration Ade P.A.R.	    First author or institution
#INFO	cites=bibcode:2016A&A...594A..27P	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/594/A27	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35940027	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-04-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_594_A27_psz2:
#Name: J/A+A/594/A27/psz2
#Title: Second SZ catalogue (PSZ2) (Union catalog)
#Column	Index	(I4)	Index used to cross-reference with individual catalogues (INDEX)	[ucd=meta.id]
#Column	Name	(A18)	Source name (NAME) (1)	[ucd=meta.id;meta.main]
#Column	GLON	(F11.7)	Galactic longitude (GLON)	[ucd=pos.galactic.lon]
#Column	GLAT	(F11.7)	Galactic latitude (GLAT)	[ucd=pos.galactic.lat]
#Column	RAJ2000	(F11.7)	Right ascension (J2000) transformed from (GLON,GLAT) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination (J2000) transformed from (GLON,GLAT) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	SNR	(F8.5)	Signal-to-noise ratio of the detection (SNR)	[ucd=stat.snr]
#Column	z	(F9.6)	Redshift of cluster (REDSHIFT) (5)	[ucd=src.redshift]
#Column	MSZ	(F9.6)	? SZ mass proxy (MSZ) (6)	[ucd=phys.mass]
#Column	E_MSZ	(F9.6)	? Upper bound of 68% SZ mass proxy confidence interval (MSZ_ERR_UP) (6)	[ucd=stat.error;stat.max]
#Column	e_MSZ	(F9.6)	? Lower bound of 68% SZ mass proxy confidence interval (MSZ_ERR_LOW) (6)	[ucd=stat.error]
#Column	Y5R500	(F10.6)	Mean marginal Y5R500 as determined by reference pipeline (Y5R500)	[ucd=stat.snr]
#Column	e_Y5R500	(F9.6)	Uncertainty on Y5R500 as determined by reference pipeline (Y5R500_ERR)	[ucd=stat.error]
#Column	COSMO	(I1)	[0/1] Indicates whether detection is in the cosmology sample (COSMO)	[ucd=meta.code]
#Column	zID	(a25)	External identifier of cluster associated with redshift measurement (REDSHIFT_ID) (5)	[ucd=src.redshift]
Index	Name	GLON	GLAT	RAJ2000	DEJ2000	SNR	z	MSZ	E_MSZ	e_MSZ	Y5R500	e_Y5R500	COSMO	zID
 112	PSZ2 G031.93+78.71	 31.9350310	 78.7172319	205.4709303	+26.3684406	 7.46826	 0.072400	 2.718318	 0.233936	 0.245210	  3.211644	 1.492490	1	RXC J1341.8+2622
 113	PSZ2 G032.12-14.96	 32.1232095	-14.9639703	295.8916172	-07.4624139	 9.11884	-1.000000	         	         	         	  8.037819	 1.919605	0	
 114	PSZ2 G032.13-44.36	 32.1312316	-44.3644376	323.6921253	-19.1306933	 5.48598	-1.000000	         	         	         	  0.893108	 0.160632	0	
 115	PSZ2 G032.31+66.07	 32.3169523	 66.0758455	219.2979138	+24.3892375	 5.13800	-1.000000	         	         	         	  1.962920	 0.819889	0	
 116	PSZ2 G032.77+19.69	 32.7786066	 19.6982408	265.1224844	+08.7112379	 4.78475	-1.000000	         	         	         	  2.416712	 0.979861	0	
 117	PSZ2 G033.27-17.54	 33.2770532	-17.5401237	298.7166445	-07.6030832	 6.85451	-1.000000	         	         	         	  2.347199	 0.708446	0	
 118	PSZ2 G033.46-48.43	 33.4638340	-48.4307392	328.0814429	-19.6129192	11.23937	 0.094300	 4.076925	 0.212101	 0.214247	  8.249814	 1.408035	1	RXCJ2152.4-1933
 119	PSZ2 G033.81+77.18	 33.8178000	 77.1829707	207.2220525	+26.5945953	19.26542	 0.062200	 4.465213	 0.141695	 0.141686	 11.664317	 1.378305	1	RXC J1348.8+2635
 120	PSZ2 G033.83-46.57	 33.8329971	-46.5718181	326.3152120	-18.7555147	 5.52538	-1.000000	         	         	         	  0.901467	 0.164901	0	
 121	PSZ2 G033.97-76.61	 33.9715071	-76.6177687	357.9273591	-26.0953029	12.60114	 0.226400	 7.557539	 0.365168	 0.382711	  4.679183	 0.798332	1	RXCJ2351.6-2605
 122	PSZ2 G034.38+51.57	 34.3804948	 51.5728127	234.8593032	+21.7896687	 6.87962	 0.041100	 1.928021	 0.187336	 0.197362	  9.243526	 2.350831	1	A2107
 123	PSZ2 G034.78+31.71	 34.7865125	 31.7145719	254.6902504	+15.3198423	 4.99950	 0.480000	 6.264102	 0.739205	 0.840229	  1.744326	 0.776079	0	WHL J254.661+15.32
 124	PSZ2 G035.89-61.39	 35.8946836	-61.3936680	341.7593232	-22.2282481	 4.73259	-1.000000	         	         	         	  7.506640	 4.442797	0	
 125	PSZ2 G036.09-17.43	 36.0962639	-17.4326636	299.8263339	-05.1483475	 5.37039	-1.000000	         	         	         	  3.981049	 1.566962	0	
 126	PSZ2 G036.36+16.01	 36.3644018	 16.0156231	269.9844534	+10.1964111	 4.58176	-1.000000	         	         	         	  2.370387	 1.388390	0	
 127	PSZ2 G036.69-15.67	 36.6960246	-15.6776294	298.5192033	-03.8396860	 5.69272	-1.000000	         	         	         	  1.293815	 0.373674	0	
 128	PSZ2 G036.73+14.93	 36.7365515	 14.9378534	271.1293648	+10.0552970	 9.68264	 0.152500	 5.288359	 0.336939	 0.347381	  2.876724	 0.650040	0	RXC J1804.4+1002
 129	PSZ2 G036.77-16.51	 36.7769605	-16.5116103	299.2989290	-04.1504137	 4.62819	-1.000000	         	         	         	  2.363274	 0.946050	0	
 130	PSZ2 G036.80-14.95	 36.8080479	-14.9503281	297.9201625	-03.4116349	 4.72938	-1.000000	         	         	         	  3.618684	 1.510495	0	
 131	PSZ2 G037.05-70.55	 37.0574406	-70.5547706	351.5252236	-24.1206541	 5.05320	 0.088000	 2.216287	 0.268075	 0.277465	  2.574262	 1.296235	0	RXC J2326.2-2406
 132	PSZ2 G037.25-16.27	 37.2512847	-16.2775479	299.2983320	-03.6387063	 5.07099	-1.000000	         	         	         	  2.070435	 0.838942	0	
 133	PSZ2 G037.31-21.54	 37.3106153	-21.5450898	304.0323134	-05.9840183	 4.96123	-1.000000	         	         	         	  1.013029	 0.265203	0	
 134	PSZ2 G037.48+71.52	 37.4812368	 71.5252689	213.6348242	+27.0555020	 7.40165	 0.480965	 7.058753	 0.533575	 0.662772	  3.459252	 1.034107	1	RMJ141438.9+270311.1
 135	PSZ2 G037.67+15.71	 37.6736979	 15.7154841	270.8099351	+11.2055219	 7.09012	-1.000000	         	         	         	  4.041289	 1.014393	0	
 136	PSZ2 G037.69-46.87	 37.6929504	-46.8777548	327.6175442	-16.3991623	 5.90356	 0.263000	 5.173200	 0.494959	 0.585374	  3.366484	 1.320352	0	
 137	PSZ2 G038.68+24.50	 38.6815299	 24.5003847	262.9725511	+15.6778473	 5.44055	 0.083600	 2.475157	 0.284868	 0.317781	  2.162058	 0.924441	0	
 138	PSZ2 G038.95-46.90	 38.9552971	-46.9019908	327.9887435	-15.6133520	 5.55850	 0.061400	 1.956114	 0.250739	 0.257134	  6.047729	 2.044273	0	RXCJ2151.8-1543
 139	PSZ2 G039.21-75.96	 39.2166259	-75.9646172	357.4653192	-24.7552547	 4.56029	 0.243501	 3.896730	 0.560546	 0.599356	  1.525239	 0.790295	0	ABELL 2663
 140	PSZ2 G039.32-59.88	 39.3224244	-59.8806002	340.7698037	-20.1640435	 5.42175	 0.135900	 3.191940	 0.399430	 0.424324	  2.506223	 1.027644	0	RXCJ2243.0-2009
 141	PSZ2 G039.34+73.28	 39.3436825	 73.2889245	211.6932210	+27.7299404	 4.61231	 0.566447	 5.691223	 0.706205	 0.830762	  1.462922	 0.630875	0	RMJ140649.4+274556.8
 142	PSZ2 G039.85-39.96	 39.8539557	-39.9638560	321.7514441	-12.1616651	10.21498	 0.176000	 5.915140	 0.369424	 0.350320	  4.636228	 0.922620	1	RXCJ2127.1-1209
 143	PSZ2 G039.86+18.70	 39.8690344	 18.7049591	268.9272196	+14.3619665	 4.55833	-1.000000	         	         	         	  2.191700	 1.187300	0	
 144	PSZ2 G039.98-53.12	 39.9837302	-53.1201324	334.2369494	-17.4076141	 6.02018	 0.130100	 3.476531	 0.376901	 0.392858	  3.124714	 0.994443	1	RXCJ2216.9-1725
 145	PSZ2 G040.03+74.95	 40.0382152	 74.9543015	209.8162599	+27.9650740	 9.28746	 0.061200	 2.570666	 0.160199	 0.164493	  6.324201	 1.316379	1	RXC J1359.2+2758
 146	PSZ2 G040.11-42.58	 40.1185759	-42.5862249	324.2706321	-13.0963348	 5.08387	-1.000000	         	         	         	  2.759179	 1.001208	0	
 147	PSZ2 G040.28+37.36	 40.2816245	 37.3635019	250.7979348	+21.5437922	 4.77979	 0.153500	 3.169573	 0.395591	 0.422872	  1.975594	 0.878458	0	RXC J1643.3+2131
 148	PSZ2 G040.58+77.12	 40.5844314	 77.1203591	207.3621979	+28.0946094	 7.61657	 0.074800	 2.626682	 0.213464	 0.221667	  5.931287	 1.788779	1	RXC J1349.3+2806
 149	PSZ2 G041.43-66.81	 41.4369013	-66.8127366	348.1084422	-21.5507349	 5.21311	 0.110800	 2.709744	 0.364699	 0.202537	 17.626682	 9.736145	0	RXCJ2312.3-2130
 150	PSZ2 G041.45+29.10	 41.4516310	 29.1006256	259.4664801	+19.6925477	 9.38972	 0.178000	 5.587061	 0.359755	 0.354884	  4.689863	 1.067096	1	RXC J1717.8+1940
 151	PSZ2 G041.69+21.68	 41.6997924	 21.6860807	266.8049624	+17.1309217	 4.50562	 0.479000	 5.828984	 0.784294	 0.821181	  2.047130	 0.968147	0	
 152	PSZ2 G042.19+63.00	 42.1966920	 63.0086092	223.3831236	+28.1217469	 4.89720	 0.256841	 4.272891	 0.487135	 0.530493	  2.148149	 0.809342	0	RMJ145332.1+280358.0
 153	PSZ2 G042.32+17.48	 42.3280433	 17.4855322	271.0698533	+15.9973002	 6.17306	 0.458000	 7.029055	 0.652822	 0.719454	  2.086671	 0.718330	0	
 154	PSZ2 G042.53+35.20	 42.5323187	 35.2033984	253.6242588	+22.5908722	 4.67444	 0.181100	 3.430715	 0.498536	 0.518533	  2.853567	 1.170419	0	WHL J253.734+22.63
 155	PSZ2 G042.54+18.02	 42.5414972	 18.0237468	270.6433998	+16.4013953	 4.78788	-1.000000	         	         	         	  1.245344	 0.471186	0	
 156	PSZ2 G042.81+56.61	 42.8117276	 56.6100857	230.6170706	+27.6947200	12.50101	 0.072300	 4.081120	 0.186302	 0.190091	  7.999072	 1.276980	1	RXC J1522.4+2742
 157	PSZ2 G042.81-82.97	 42.8130097	-82.9734066	005.1724744	-25.7138057	 8.43762	 0.141000	 4.259752	 0.316597	 0.332467	  2.160938	 0.590114	1	RXCJ0020.7-2542
 158	PSZ2 G043.44-41.27	 43.4483901	-41.2781735	324.1836115	-10.2966166	 5.55255	-1.000000	         	         	         	  1.537019	 0.585860	0	
 159	PSZ2 G044.07-59.30	 44.0729912	-59.3048612	341.1382436	-17.7168860	 4.88407	 0.132500	 3.033627	 0.395540	 0.393830	  3.048947	 1.671300	0	RXC J2244.5-1744
 160	PSZ2 G044.20+48.66	 44.2036593	 48.6698970	239.6004710	+27.2122534	28.38608	 0.089400	 8.771307	 0.185857	 0.209354	 33.621746	 2.701004	1	RXC J1558.3+2713
 161	PSZ2 G044.21+52.13	 44.2185981	 52.1365515	235.7544571	+27.8333101	 4.64078	-1.000000	         	         	         	  1.749784	 0.804196	0	
 162	PSZ2 G044.46-65.42	 44.4635036	-65.4240555	347.1738916	-19.9184041	 6.40890	 0.082900	 2.569310	 0.257254	 0.270244	  3.617380	 1.133174	1	ACO 2538
 163	PSZ2 G044.58-20.46	 44.5890757	-20.4642562	306.2812057	+00.5188419	 6.58596	 0.274600	 5.651640	 0.444941	 0.490035	  2.111312	 0.499119	0	WHL J306.303+0.526
 164	PSZ2 G044.77-51.30	 44.7720505	-51.3032814	333.7654656	-13.9876674	 8.27208	 0.502700	 8.359282	 0.611954	 0.622510	  2.225020	 0.531299	1	MACSJ2214.9-1359
 165	PSZ2 G044.83+10.02	 44.8389625	 10.0217292	279.1641070	+15.0804792	 9.27041	-1.000000	         	         	         	  4.635301	 1.915941	0	
 166	PSZ2 G045.04+30.38	 45.0422521	 30.3817681	259.3115246	+23.0598388	 4.63608	 0.160300	 3.238837	 0.460349	 0.395161	  5.755541	 3.305540	0	NSC J171703+230543
 167	PSZ2 G045.10-43.18	 45.1001163	-43.1806085	326.4720469	-10.0924216	 6.89083	 0.080800	 2.804740	 0.255885	 0.273804	  4.383863	 1.322369	1	RXCJ2145.9-1006
 168	PSZ2 G045.13+67.78	 45.1386404	 67.7873847	217.9958390	+29.5566539	 6.62170	 0.219100	 4.825367	 0.445101	 0.454524	  1.775363	 0.412798	1	ACO 1929
 169	PSZ2 G045.20+15.63	 45.2065257	 15.6301546	274.0145937	+17.7621651	 4.65034	-1.000000	         	         	         	  1.523615	 0.744827	0	
 170	PSZ2 G045.32-38.46	 45.3229375	-38.4690489	322.3544372	-07.7089217	 6.34199	 0.594000	 7.650510	 0.639346	 0.685596	  1.288973	 0.302780	0	MACSJ2129.4-0741
 171	PSZ2 G045.47+17.80	 45.4797803	 17.8003587	272.0322170	+18.8742908	 4.66988	-1.000000	         	         	         	  1.467771	 0.606011	0	
 172	PSZ2 G045.50-08.62	 45.5038963	 -8.6229450	296.3535003	+07.0747460	 5.63260	-1.000000	         	         	         	  1.625593	 0.682946	0	
 173	PSZ2 G045.50-37.21	 45.5074058	-37.2178194	321.3199099	-06.9781362	 4.97345	 0.115300	 2.807489	 0.373811	 0.373601	  4.423235	 2.044240	0	RXC J2125.2-0657
 174	PSZ2 G045.51+16.26	 45.5184946	 16.2623979	273.5348711	+18.2928421	 5.53543	 0.240000	 4.112292	 0.518446	 0.542968	  4.049864	 1.508340	0	
 175	PSZ2 G045.87+57.70	 45.8755679	 57.7092154	229.5873723	+29.4695748	 5.41590	 0.611000	 7.029533	 0.657969	 0.707115	  1.645658	 0.556731	0	
 176	PSZ2 G045.96-26.94	 45.9601039	-26.9432068	312.5348829	-01.5905275	 5.10409	-1.000000	         	         	         	  1.731336	 0.705097	0	
 177	PSZ2 G046.10+27.18	 46.1055999	 27.1804284	262.9273037	+22.8751267	 8.99643	 0.389000	 8.269269	 0.536720	 0.541856	  2.367618	 0.599984	1	MACSJ1731.6+2252
 178	PSZ2 G046.13+30.72	 46.1371980	 30.7299361	259.2810682	+24.0645679	 4.94378	 0.569000	 6.394540	 0.801785	 0.838473	  1.239279	 0.494974	0	
 179	PSZ2 G046.26-70.47	 46.2689778	-70.4729212	352.4470700	-21.1698970	 5.06944	 0.143100	 3.017671	 0.395953	 0.426852	  1.409466	 0.539260	0	ABELL 2606
 180	PSZ2 G046.36-06.83	 46.3624806	 -6.8300214	295.1839418	+08.6860484	 5.23598	-1.000000	         	         	         	  2.027041	 0.649945	0	
 181	PSZ2 G046.39+11.71	 46.3997871	 11.7192839	278.2491827	+17.1920439	 4.62333	-1.000000	         	         	         	  0.861951	 0.181103	0	
 182	PSZ2 G046.47-49.44	 46.4742942	-49.4444613	332.5693139	-12.1777218	12.55573	 0.084600	 4.389680	 0.198356	 0.201808	  7.641260	 1.183599	1	RXCJ2210.3-1210
 183	PSZ2 G046.88+56.48	 46.8872887	 56.4836198	231.0468928	+29.9128747	12.92534	 0.114500	 5.307450	 0.221242	 0.239699	 13.281542	 2.215150	1	RXC J1524.1+2955
 184	PSZ2 G047.48+37.37	 47.4879728	 37.3721494	252.5786973	+27.0351194	 4.96519	 0.240000	 4.194511	 0.521058	 0.564068	  2.462126	 0.970784	0	
 185	PSZ2 G047.53+08.55	 47.5387818	  8.5518074	281.7441112	+16.8431644	 6.55390	-1.000000	         	         	         	  2.292235	 0.708727	0	
 186	PSZ2 G047.71-59.47	 47.7163339	-59.4777535	342.1205959	-16.1084427	 5.72031	 0.247200	 4.610344	 0.466116	 0.495147	  1.978025	 0.729621	0	RXCJ2248.5-1606
 187	PSZ2 G047.73-60.15	 47.7362968	-60.1558941	342.7583654	-16.4001504	 6.71279	 0.122100	 3.364438	 0.296297	 0.320481	  3.688753	 1.018491	1	RXCJ2251.0-1624
 188	PSZ2 G048.08-46.63	 48.0817471	-46.6301243	330.5730593	-09.8894681	 5.35043	 0.080900	 2.110695	 0.281710	 0.294328	  7.226728	 2.450007	0	RXCJ2202.0-0949
 189	PSZ2 G048.09+27.18	 48.0935237	 27.1883305	263.5648682	+24.5443469	 4.70094	 0.736080	 6.134852	 0.741854	 0.809794	  0.834058	 0.218578	0	
 190	PSZ2 G048.10+57.16	 48.1074565	 57.1646208	230.3160862	+30.6278283	 9.92657	 0.077700	 3.589891	 0.207678	 0.212202	  8.598615	 1.721112	1	A2061
 191	PSZ2 G048.21-65.00	 48.2197706	-65.0097752	347.4397251	-18.3100163	 4.83178	 0.420000	 5.599690	 0.685159	 0.763234	  1.473462	 0.591299	0	
 192	PSZ2 G048.24-51.59	 48.2477087	-51.5939796	335.0523387	-12.1975324	 6.25937	 0.544000	 7.330888	 0.621788	 0.670642	  1.288829	 0.379616	0	
 193	PSZ2 G048.39-16.78	 48.3967831	-16.7819708	304.8894450	+05.4829465	 4.57623	-1.000000	         	         	         	  1.191904	 0.494848	0	
 195	PSZ2 G048.75+53.18	 48.7574930	 53.1809116	234.9669400	+30.6959593	 4.84985	 0.098000	 2.528186	 0.302826	 0.321014	  3.394389	 1.331867	0	RXC J1539.8+3043
 196	PSZ2 G048.91-25.55	 48.9110188	-25.5517060	312.6791239	+01.3960003	 5.56195	 0.333400	 5.441668	 0.590031	 0.628551	  1.098057	 0.273584	0	RXC J2050.7+0123
 197	PSZ2 G049.09+25.23	 49.0933707	 25.2393398	265.9154753	+24.7403204	 6.09655	 0.141000	 3.682184	 0.370658	 0.369754	  2.683287	 1.089613	1	ACO 2279
 198	PSZ2 G049.18+65.05	 49.1892221	 65.0573954	221.1193584	+31.2333630	 6.14944	 0.234000	 4.729747	 0.468570	 0.518581	  1.286284	 0.377239	1	A1961
 199	PSZ2 G049.22+30.87	 49.2211470	 30.8754373	260.0217248	+26.6315826	11.75388	 0.164400	 5.904146	 0.304454	 0.340976	  5.482796	 0.995559	1	RXC J1720.1+2637
 200	PSZ2 G049.32+44.37	 49.3231322	 44.3711510	245.1403524	+29.8941366	 7.98890	 0.097200	 3.671208	 0.256858	 0.264650	  4.302374	 1.240862	1	RXC J1620.5+2953
 201	PSZ2 G049.69-49.46	 49.6970295	-49.4642645	333.6176062	-10.3524379	 8.15535	 0.098000	 3.631749	 0.299377	 0.303640	  6.083617	 1.538243	1	RXCJ2214.5-1022
 202	PSZ2 G049.80-25.16	 49.8038065	-25.1682865	312.7712805	+02.2844662	 7.59538	 0.321100	 6.392646	 0.491457	 0.577820	  3.286449	 0.913889	1	RXC J2051.1+0216
 203	PSZ2 G050.06-27.32	 50.0678122	-27.3229965	314.7312174	+01.3563281	 6.78541	 0.334000	 6.597796	 0.566938	 0.622365	  2.385978	 0.842997	1	WHL J314.721+1.402
 204	PSZ2 G050.40+31.17	 50.4045287	 31.1722665	260.0323183	+27.6881846	 7.28319	 0.164000	 4.331068	 0.342846	 0.356112	  2.584462	 0.637795	1	RXC J1720.1+2740
 205	PSZ2 G050.46+67.54	 50.4634662	 67.5490111	218.1680322	+31.5878716	 5.57971	 0.131300	 2.923395	 0.326385	 0.353874	  1.080058	 0.274476	0	RXC J1432.4+3137
 206	PSZ2 G050.98-61.48	 50.9818195	-61.4888966	344.7463111	-15.6081384	 5.10084	-1.000000	         	         	         	  1.262851	 0.527741	0	
 207	PSZ2 G051.40-61.15	 51.4037336	-61.1598891	344.5480214	-15.2724286	 4.60461	-1.000000	         	         	         	  5.929797	 3.524784	0	
 208	PSZ2 G051.48-30.87	 51.4858874	-30.8745271	318.3988536	+00.5196467	 4.99205	-1.000000	         	         	         	  0.969870	 0.259417	0	
 209	PSZ2 G052.08+46.13	 52.0875144	 46.1355040	243.4439272	+32.0813820	 4.75720	-1.000000	         	         	         	  1.494057	 0.673686	0	
 210	PSZ2 G052.35-31.98	 52.3571566	-31.9879982	319.7375192	+00.5438782	 5.04271	 0.264975	 4.588255	 0.547460	 0.578942	  1.254182	 0.515869	0	RMJ211849.1+003337.2
 211	PSZ2 G052.93+10.42	 52.9364388	 10.4248439	282.3867612	+22.4540506	 5.84150	-1.000000	         	         	         	  3.136216	 0.894289	0	
 212	PSZ2 G053.44-36.25	 53.4402866	-36.2560745	323.7991587	-01.0448464	 8.49727	 0.330000	 7.453945	 0.453629	 0.480118	  2.269703	 0.595789	1	RXC J2135.2-0102
 213	PSZ2 G053.53+59.52	 53.5338319	 59.5268185	227.5546126	+33.4914783	15.90024	 0.113000	 5.850329	 0.229441	 0.233736	  5.529096	 0.778636	1	RXC J1510.1+3330
 214	PSZ2 G053.55-29.85	 53.5534088	-29.8555124	318.5153992	+02.5707132	 6.44241	 0.049400	 1.796174	 0.182032	 0.184099	 14.974317	 4.985401	1	RXC J2113.8+0233
 215	PSZ2 G053.63-41.84	 53.6334360	-41.8413654	328.5449167	-04.0019404	 4.75624	 0.150900	 3.257652	 0.449043	 0.479402	  2.946597	 1.460565	0	RXCJ2154.2-0400
 216	PSZ2 G053.64-34.48	 53.6404385	-34.4804653	322.4101440	+00.0733036	 4.87367	 0.234700	 4.338452	 0.506086	 0.564183	  5.653016	 2.889123	0	RXC J2129.6+0005
 217	PSZ2 G053.80+36.49	 53.8047366	 36.4941559	254.9007904	+31.7431899	 5.16280	-1.000000	         	         	         	  1.757819	 0.729475	0	
 218	PSZ2 G053.88-64.60	 53.8836047	-64.6032114	348.2366745	-15.9875186	 5.81609	 0.262000	 4.972126	 0.497616	 0.548463	  1.540190	 0.554572	0	
 219	PSZ2 G053.99-45.06	 53.9984313	-45.0662082	331.3918513	-05.5580595	 4.68861	 0.058200	 1.783753	 0.271564	 0.271286	  7.610024	 4.481274	0	RXCJ2205.6-0535
 220	PSZ2 G054.85+54.30	 54.8513128	 54.3011353	233.8283054	+34.3446164	 5.19457	 0.234700	 4.385536	 0.451735	 0.472281	  1.467259	 0.542708	0	WHL J233.831+34.35
 221	PSZ2 G054.95-33.39	 54.9563140	-33.3913723	322.1180283	+01.5874349	 7.30456	 0.392000	 7.323019	 0.580440	 0.619276	  1.667071	 0.475676	1	ACT-CLJ2128.4+0135
 222	PSZ2 G054.99+53.41	 54.9979718	 53.4152473	234.9017843	+34.4313456	 8.39736	 0.229000	 5.727959	 0.383732	 0.370180	  3.066711	 0.616419	1	RXC J1539.7+3424
 223	PSZ2 G055.59+31.85	 55.5929730	 31.8598913	260.6149937	+32.1354073	14.03012	 0.224000	 7.778520	 0.314255	 0.296824	  4.058139	 0.584038	1	RXC J1722.4+3208
 224	PSZ2 G055.80+32.90	 55.8085731	 32.9068123	259.4623560	+32.5608433	 5.24777	 0.105400	 2.578606	 0.298455	 0.311566	  3.152592	 1.455348	0	RXC J1717.8+3235
 225	PSZ2 G055.95-34.89	 55.9541984	-34.8961995	323.8259984	+01.4104545	 9.53946	 0.231000	 6.731695	 0.407560	 0.417823	  4.553880	 1.113348	1	RXC J2135.2+0125
 226	PSZ2 G056.14+28.06	 56.1418110	 28.0651151	265.0747664	+31.6030193	 5.52402	 0.426000	 5.529974	 0.546918	 0.590116	  1.143108	 0.582973	0	WHL J265.066+31.60
 227	PSZ2 G056.38+23.36	 56.3839083	 23.3620926	270.3845214	+30.3961509	 4.84910	-1.000000	         	         	         	  0.905335	 0.292634	0	
 228	PSZ2 G056.62+88.42	 56.6223104	 88.4220886	194.4922607	+27.7527904	 5.55876	 0.045041	 3.295758	 0.002293	 0.133749	105.358192	 0.961341	0	
 229	PSZ2 G056.77+36.32	 56.7737096	 36.3204549	255.6663094	+34.0510722	12.73948	 0.095300	 4.379626	 0.189833	 0.215170	  9.144819	 1.682605	1	RXC J1702.7+3403
 230	PSZ2 G056.79-11.60	 56.7958131	-11.6077246	304.7410482	+15.1262015	 8.05499	 0.122000	 4.006226	 0.317473	 0.333021	  4.445925	 0.959014	0	ZwCl 2016.6+1457
 231	PSZ2 G056.93-55.08	 56.9350518	-55.0841145	340.8340971	-09.5950950	11.81756	 0.447000	 9.992374	 0.439357	 0.439048	  3.134822	 0.508167	1	RXC J2243.3-0935
 232	PSZ2 G057.08-74.45	 57.0890341	-74.4596042	357.7825965	-19.9825014	 6.77588	 0.248000	 4.707928	 0.426243	 0.480199	  3.880997	 1.129763	1	
 233	PSZ2 G057.09+11.19	 57.0969134	 11.1958255	283.5194099	+26.4829979	 4.96353	-1.000000	         	         	         	  1.924904	 0.859610	0	
 234	PSZ2 G057.25-45.34	 57.2541666	-45.3497489	332.9307646	-03.8292289	12.45863	 0.397000	10.503954	 0.501485	 0.494892	  3.896354	 0.646470	1	RXC J2211.7-0349
 235	PSZ2 G057.61+34.93	 57.6183292	 34.9375338	257.4671655	+34.4612867	11.62464	 0.080200	 3.731657	 0.182600	 0.194024	  9.054480	 1.792625	1	RXC J1709.8+3426
 236	PSZ2 G057.73+51.58	 57.7330617	 51.5801684	237.1413130	+36.1033597	 6.85405	 0.238200	 5.586019	 0.503300	 0.522861	  2.107438	 0.657051	1	ACO 2131
 237	PSZ2 G057.78+52.32	 57.7830821	 52.3282080	236.2148559	+36.1219056	 7.21459	 0.065400	 2.379446	 0.211405	 0.219929	  3.716033	 1.059513	1	A2124
 238	PSZ2 G057.80+88.00	 57.8027624	 88.0018408	194.9117967	+27.9536790	35.69822	 0.023100	 7.165297	 0.067439	 0.107314	198.443573	 7.826878	1	RXC J1259.7+2756
 239	PSZ2 G057.92+27.64	 57.9210909	 27.6437242	266.0678139	+32.9986431	 8.03256	 0.075700	 2.683969	 0.213294	 0.212270	  4.570889	 1.352449	1	RXC J1744.2+3259
 240	PSZ2 G057.92-07.40	 57.9269505	 -7.4011750	301.6444232	+18.3115708	 6.74997	-1.000000	         	         	         	  3.735572	 1.609407	0	
 241	PSZ2 G058.29+18.55	 58.2969213	 18.5507161	276.3360462	+30.4319956	15.18053	 0.065000	 3.882002	 0.166707	 0.173117	 15.226457	 2.566992	0	RXC J1825.3+3026
 242	PSZ2 G058.31+41.96	 58.3133792	 41.9689485	249.0507832	+36.0554112	 4.53542	-1.000000	         	         	         	  1.196226	 0.459723	0	
 243	PSZ2 G058.42-33.50	 58.4210991	-33.5004322	323.8823279	+03.8817702	 5.03892	-1.000000	         	         	         	  5.429807	 2.419951	0	
