#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:04:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:04:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/AJ/153/114/table5&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51530114
#Name: J/AJ/153/114
#Title: GCs in 27 nearby ETGs from the SLUGGS survey (Forbes+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/aj/153/114	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/153/114	    IVOID of underlying data collection
#INFO	creator=Forbes D.A.	    First author or institution
#INFO	cites=bibcode:2017AJ....153..114F	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/153/114	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51530114	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-09-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_153_114_table5:
#Name: J/AJ/153/114/table5
#Title: Globular Cluster Radial Velocities (from Erratum, 2017, AJ, 154, 80)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Star	(a14)	Object identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	HRV	(I4)	[-379/2777]? Heliocentric radial velocity (1)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	e_HRV	(I3)	[2/194]? Uncertainty in HRV (1)	[ucd=stat.error]
#Column	Rgal	(F6.2)	[0.02/173]? Galactocentric radius (not in table 2)	[ucd=phys.angSize;pos.galactocentric]
#Column	SimbadName	(f)	Simbad column added by the CDS	[ucd=meta.id]
recno	Star	RAJ2000	DEJ2000	HRV	e_HRV	Rgal	SimbadName
     229	NGC1023_S96   	040.004482	+39.090591	 586	 13	  4.74	[FAB2017] NGC1023 S96
     230	NGC1023_S97   	040.190685	+39.046585	 742	 19	  4.34	[FAB2017] NGC1023 S97
     231	NGC1023_S98   	040.056725	+39.072170	 462	 17	  2.09	[FAB2017] NGC1023 S98
     232	NGC1023_S99   	040.074720	+39.053480	 432	 14	  1.32	[FAB2017] NGC1023 S99
     233	NGC1023_S100  	040.085620	+39.045170	 509	 20	  1.28	[FAB2017] NGC1023 S100
     234	NGC1023_S101  	040.135780	+39.054200	 745	 12	  1.75	[FAB2017] NGC1023 S101
     235	NGC1023_S102  	040.089700	+39.071310	 479	 19	  0.68	[FAB2017] NGC1023 S102
     236	NGC1023_S103  	040.091160	+39.065750	 474	 25	  0.44	[FAB2017] NGC1023 S103
     237	NGC1023_S104  	040.101320	+39.074310	 527	  5	  0.66	[FAB2017] NGC1023 S104
     238	NGC1023_S105  	040.091700	+39.059020	 269	 31	  0.47	[FAB2017] NGC1023 S105
     239	NGC1023_S106  	040.093250	+39.055570	 479	  6	  0.56	[FAB2017] NGC1023 S106
     240	NGC1023_S107  	040.124960	+39.068180	 835	 13	  1.20	[FAB2017] NGC1023 S107
     241	NGC1023_S108  	040.079580	+39.060120	 381	 12	  0.97	[FAB2017] NGC1023 S108
     242	NGC1023_S109  	040.115340	+39.069100	 764	 10	  0.79	[FAB2017] NGC1023 S109
     243	NGC1023_S110  	040.044833	+39.063917	 436	 32	  2.57	[FAB2017] NGC1023 S110
     244	NGC1023_S111  	040.124708	+39.053500	 774	 19	  1.29	[FAB2017] NGC1023 S111
     245	NGC1023_S112  	040.152390	+39.031090	 742	 12	  3.11	[FAB2017] NGC1023 S112
     246	NGC1023_S113  	040.154380	+39.041200	 685	  8	  2.86	[FAB2017] NGC1023 S113
     247	NGC1400_S1    	054.862196	-18.629069	 610	  6	  3.66	[FAB2017] NGC1400 S1
     248	NGC1400_S2    	054.813729	-18.547564	 617	 11	  9.20	[FAB2017] NGC1400 S2
     249	NGC1400_S3    	054.881500	-18.761608	 824	 16	  4.42	[FAB2017] NGC1400 S3
     250	NGC1400_S4    	054.900954	-18.690822	 722	 23	  1.29	[FAB2017] NGC1400 S4
     251	NGC1400_S5    	054.884983	-18.777325	 607	 52	  5.37	[FAB2017] NGC1400 S5
     252	NGC1400_S6    	054.872904	-18.660333	 344	 10	  1.69	[FAB2017] NGC1400 S6
     253	NGC1400_S7    	054.883217	-18.682536	 796	 16	  0.43	[FAB2017] NGC1400 S7
     254	NGC1400_S8    	054.884929	-18.704814	 482	 12	  1.07	[FAB2017] NGC1400 S8
     255	NGC1400_S9    	054.895846	-18.737467	 550	 16	  3.12	[FAB2017] NGC1400 S9
     256	NGC1400_S10   	054.859367	-18.671383	 543	 16	  1.48	[FAB2017] NGC1400 S10
     257	NGC1400_S11   	054.884558	-18.714133	 411	 15	  1.60	[FAB2017] NGC1400 S11
     258	NGC1400_S12   	054.849513	-18.667017	 543	 21	  2.08	[FAB2017] NGC1400 S12
     259	NGC1400_S13   	054.935963	-18.748683	 685	 26	  4.89	[FAB2017] NGC1400 S13
     260	NGC1400_S14   	054.864813	-18.691531	 503	 14	  0.80	[FAB2017] NGC1400 S14
     261	NGC1400_S15   	054.861333	-18.699094	 500	 23	  1.18	[FAB2017] NGC1400 S15
     262	NGC1400_S16   	054.843146	-18.728006	 794	 20	  3.13	[FAB2017] NGC1400 S16
     263	NGC1400_S17   	054.875954	-18.666658	 603	 21	  1.29	[FAB2017] NGC1400 S17
     264	NGC1400_S18   	054.845754	-18.651192	 606	 19	  2.89	[FAB2017] NGC1400 S18
     265	NGC1400_S19   	054.864517	-18.639625	 548	 17	  3.01	[FAB2017] NGC1400 S19
     266	NGC1400_S20   	054.868158	-18.678494	 670	 23	  0.82	[FAB2017] NGC1400 S20
     267	NGC1400_S21   	054.888867	-18.690342	 596	 16	  0.61	[FAB2017] NGC1400 S21
     268	NGC1400_S22   	054.875358	-18.647114	 601	 35	  2.46	[FAB2017] NGC1400 S22
     269	NGC1400_S23   	054.869904	-18.687697	 515	  7	  0.49	[FAB2017] NGC1400 S23
     270	NGC1400_S24   	054.853296	-18.710706	 887	 20	  1.97	[FAB2017] NGC1400 S24
     271	NGC1400_S25   	054.878796	-18.694542	 756	  9	  0.39	[FAB2017] NGC1400 S25
     272	NGC1400_S26   	054.884429	-18.673489	 625	 10	  0.94	[FAB2017] NGC1400 S26
     273	NGC1400_S27   	054.882954	-18.681000	 741	  9	  0.49	[FAB2017] NGC1400 S27
     274	NGC1400_S28   	054.860083	-18.667650	 782	  9	  1.61	[FAB2017] NGC1400 S28
     275	NGC1400_S29   	054.884354	-18.685481	 665	 12	  0.37	[FAB2017] NGC1400 S29
     276	NGC1400_S30   	054.915917	-18.653469	 414	  8	  2.97	[FAB2017] NGC1400 S30
     277	NGC1400_S31   	054.895254	-18.652672	 645	 11	  2.33	[FAB2017] NGC1400 S31
     278	NGC1400_S32   	054.864771	-18.704642	 407	 12	  1.26	[FAB2017] NGC1400 S32
     279	NGC1400_S33   	054.891025	-18.678414	 414	 11	  0.92	[FAB2017] NGC1400 S33
     280	NGC1400_S34   	054.910633	-18.666447	 624	 11	  2.24	[FAB2017] NGC1400 S34
     281	NGC1400_S35   	054.833925	-18.708650	 554	 22	  2.82	[FAB2017] NGC1400 S35
     282	NGC1400_S36   	054.904750	-18.657381	 571	 11	  2.37	[FAB2017] NGC1400 S36
     283	NGC1400_S37   	054.876133	-18.697756	 705	 14	  0.60	[FAB2017] NGC1400 S37
     284	NGC1400_S38   	054.949604	-18.663506	 425	 12	  4.30	[FAB2017] NGC1400 S38
     285	NGC1400_S39   	054.934338	-18.664392	 604	 14	  3.48	[FAB2017] NGC1400 S39
     286	NGC1400_S40   	054.877583	-18.638608	 645	 17	  2.97	[FAB2017] NGC1400 S40
     287	NGC1400_S41   	054.834775	-18.697242	 424	 28	  2.54	[FAB2017] NGC1400 S41
     288	NGC1400_S42   	054.920258	-18.689811	 692	 19	  2.38	[FAB2017] NGC1400 S42
     289	NGC1400_S43   	054.875304	-18.677675	 762	 36	  0.65	[FAB2017] NGC1400 S43
     290	NGC1400_S44   	054.947667	-18.621214	 872	 15	  5.62	[FAB2017] NGC1400 S44
     291	NGC1400_S45   	054.867704	-18.698006	 861	 27	  0.85	[FAB2017] NGC1400 S45
     292	NGC1400_S46   	054.926142	-18.667911	 489	 15	  2.97	[FAB2017] NGC1400 S46
     293	NGC1400_S47   	054.876371	-18.669856	 569	  9	  1.10	[FAB2017] NGC1400 S47
     294	NGC1400_S48   	054.896000	-18.704964	 444	 11	  1.42	[FAB2017] NGC1400 S48
     295	NGC1400_S49   	054.878933	-18.693725	 615	  9	  0.34	[FAB2017] NGC1400 S49
     296	NGC1400_S50   	055.017471	-18.719286	 722	 14	  8.12	[FAB2017] NGC1400 S50
     297	NGC1400_S51   	054.885325	-18.683881	 573	 32	  0.46	[FAB2017] NGC1400 S51
     298	NGC1400_S52   	054.978258	-18.686467	 616	 16	  5.67	[FAB2017] NGC1400 S52
     299	NGC1400_S53   	054.920892	-18.686933	 506	 15	  2.41	[FAB2017] NGC1400 S53
     300	NGC1400_S54   	054.842883	-18.708661	 445	 41	  2.37	[FAB2017] NGC1400 S54
     301	NGC1400_S55   	054.856667	-18.687528	 402	 25	  1.24	[FAB2017] NGC1400 S55
     302	NGC1400_S56   	054.871029	-18.691017	 534	 24	  0.46	[FAB2017] NGC1400 S56
     303	NGC1400_S57   	054.831725	-18.707242	 511	 14	  2.90	[FAB2017] NGC1400 S57
     304	NGC1400_S58   	054.937313	-18.703342	 475	 32	  3.47	[FAB2017] NGC1400 S58
     305	NGC1400_S59   	054.906963	-18.704011	 712	 32	  1.88	[FAB2017] NGC1400 S59
     306	NGC1400_S60   	054.900771	-18.705050	 440	 13	  1.63	[FAB2017] NGC1400 S60
     307	NGC1400_S61   	054.883854	-18.661200	 594	 11	  1.64	[FAB2017] NGC1400 S61
     308	NGC1400_S62   	054.886496	-18.683831	 836	 11	  0.52	[FAB2017] NGC1400 S62
     309	NGC1400_S63   	054.894817	-18.720925	 401	 10	  2.18	[FAB2017] NGC1400 S63
     310	NGC1400_S64   	054.917317	-18.799769	 720	 29	  7.06	[FAB2017] NGC1400 S64
     311	NGC1400_S65   	054.841217	-18.652475	 712	  7	  3.01	[FAB2017] NGC1400 S65
     312	NGC1400_S66   	054.883375	-18.673314	 569	 14	  0.93	[FAB2017] NGC1400 S66
     313	NGC1400_S67   	054.908750	-18.741900	 483	  8	  3.66	[FAB2017] NGC1400 S67
     314	NGC1400_S68   	054.860067	-18.657733	 725	  8	  2.10	[FAB2017] NGC1400 S68
     315	NGC1407_S1    	055.031092	-18.499864	1436	 12	  4.93	[FAB2017] NGC1407 S1
     316	NGC1407_S2    	055.052983	-18.594181	1883	  7	  0.87	[FAB2017] NGC1407 S2
     317	NGC1407_S3    	055.060592	-18.592561	1509	  5	  0.98	[FAB2017] NGC1407 S3
     318	NGC1407_S4    	055.074404	-18.552261	2008	  6	  2.19	[FAB2017] NGC1407 S4
     319	NGC1407_S5    	055.217613	-18.502664	1966	  5	 10.63	[FAB2017] NGC1407 S5
     320	NGC1407_S6    	054.986208	-18.603747	1951	  6	  3.86	[FAB2017] NGC1407 S6
     321	NGC1407_S7    	055.053150	-18.607761	2090	  8	  1.67	[FAB2017] NGC1407 S7
     322	NGC1407_S8    	055.193054	-18.454867	1572	 11	 11.10	[FAB2017] NGC1407 S8
     323	NGC1407_S9    	055.064321	-18.564747	1861	 11	  1.25	[FAB2017] NGC1407 S9
     324	NGC1407_S10   	055.058108	-18.520200	1539	 10	  3.63	[FAB2017] NGC1407 S10
     325	NGC1407_S11   	055.062392	-18.586753	1941	  6	  0.84	[FAB2017] NGC1407 S11
     326	NGC1407_S12   	055.212796	-18.529633	1952	  6	  9.77	[FAB2017] NGC1407 S12
     327	NGC1407_S13   	055.069467	-18.637011	2118	  8	  3.60	[FAB2017] NGC1407 S13
     328	NGC1407_S14   	054.954846	-18.599958	1163	 14	  5.51	[FAB2017] NGC1407 S14
     329	NGC1407_S15   	054.992904	-18.571936	1639	  7	  3.25	[FAB2017] NGC1407 S15
     330	NGC1407_S16   	055.088800	-18.499869	1448	 20	  5.31	[FAB2017] NGC1407 S16
     331	NGC1407_S17   	054.993075	-18.582139	1804	  8	  3.21	[FAB2017] NGC1407 S17
     332	NGC1407_S18   	055.044117	-18.607786	1271	  6	  1.69	[FAB2017] NGC1407 S18
     333	NGC1407_S19   	055.016133	-18.641644	1683	  7	  4.15	[FAB2017] NGC1407 S19
     334	NGC1407_S20   	055.003546	-18.555119	1928	  7	  3.01	[FAB2017] NGC1407 S20
     335	NGC1407_S21   	054.973342	-18.602131	2172	 12	  4.52	[FAB2017] NGC1407 S21
     336	NGC1407_S22   	055.060754	-18.577442	1733	 13	  0.66	[FAB2017] NGC1407 S22
     337	NGC1407_S23   	055.050771	-18.556286	1646	  8	  1.43	[FAB2017] NGC1407 S23
     338	NGC1407_S24   	054.977563	-18.585611	2134	 10	  4.10	[FAB2017] NGC1407 S24
     339	NGC1407_S25   	055.047433	-18.607422	1865	 11	  1.64	[FAB2017] NGC1407 S25
     340	NGC1407_S26   	055.075292	-18.662781	1793	 13	  5.17	[FAB2017] NGC1407 S26
     341	NGC1407_S27   	054.943633	-18.540686	1861	 12	  6.46	[FAB2017] NGC1407 S27
     342	NGC1407_S28   	055.110621	-18.653825	1528	  8	  5.63	[FAB2017] NGC1407 S28
     343	NGC1407_S29   	055.061233	-18.646342	1675	 11	  4.03	[FAB2017] NGC1407 S29
     344	NGC1407_S30   	055.006721	-18.546906	1409	 21	  3.14	[FAB2017] NGC1407 S30
     345	NGC1407_S31   	055.141879	-18.589853	1739	 12	  5.29	[FAB2017] NGC1407 S31
     346	NGC1407_S32   	055.073625	-18.622508	1624	  7	  2.89	[FAB2017] NGC1407 S32
     347	NGC1407_S33   	055.152913	-18.465175	1728	 10	  9.07	[FAB2017] NGC1407 S33
     348	NGC1407_S34   	055.056321	-18.504475	1834	  7	  4.56	[FAB2017] NGC1407 S34
     349	NGC1407_S35   	054.995017	-18.595053	1820	  9	  3.22	[FAB2017] NGC1407 S35
     350	NGC1407_S36   	055.089896	-18.530094	1769	 12	  3.78	[FAB2017] NGC1407 S36
     351	NGC1407_S37   	055.080642	-18.515900	1892	 10	  4.24	[FAB2017] NGC1407 S37
     352	NGC1407_S38   	055.125600	-18.455764	2062	 17	  8.63	[FAB2017] NGC1407 S38
     353	NGC1407_S39   	055.129354	-18.521442	2233	 13	  5.75	[FAB2017] NGC1407 S39
     354	NGC1407_S40   	054.992850	-18.523456	1980	  5	  4.68	[FAB2017] NGC1407 S40
     355	NGC1407_S41   	055.075333	-18.689406	1797	 11	  6.72	[FAB2017] NGC1407 S41
     356	NGC1407_S42   	055.052587	-18.535764	1679	 12	  2.67	[FAB2017] NGC1407 S42
     357	NGC1407_S43   	055.055021	-18.591833	1892	 17	  0.77	[FAB2017] NGC1407 S43
     358	NGC1407_S44   	055.098458	-18.529361	2154	 14	  4.13	[FAB2017] NGC1407 S44
     359	NGC1407_S45   	055.012900	-18.632664	1812	  8	  3.78	[FAB2017] NGC1407 S45
     360	NGC1407_S46   	055.138800	-18.539472	1785	 47	  5.64	[FAB2017] NGC1407 S46
     361	NGC1407_S47   	055.108821	-18.621803	1605	  6	  4.20	[FAB2017] NGC1407 S47
     362	NGC1407_S48   	055.047625	-18.533542	1632	 13	  2.80	[FAB2017] NGC1407 S48
     363	NGC1407_S49   	055.157004	-18.531033	1792	 14	  6.79	[FAB2017] NGC1407 S49
     364	NGC1407_S50   	055.061338	-18.541808	1924	  5	  2.40	[FAB2017] NGC1407 S50
     365	NGC1407_S51   	055.044963	-18.623736	1586	  8	  2.63	[FAB2017] NGC1407 S51
     366	NGC1407_S52   	055.206379	-18.567425	1848	  9	  8.96	[FAB2017] NGC1407 S52
     367	NGC1407_S53   	055.126458	-18.569978	1439	  5	  4.42	[FAB2017] NGC1407 S53
     368	NGC1407_S54   	055.116954	-18.522775	1928	 13	  5.16	[FAB2017] NGC1407 S54
     369	NGC1407_S55   	055.121188	-18.493606	1430	 15	  6.60	[FAB2017] NGC1407 S55
     370	NGC1407_S56   	055.115942	-18.481211	2160	  9	  7.04	[FAB2017] NGC1407 S56
     371	NGC1407_S57   	055.157283	-18.472922	1726	 24	  8.89	[FAB2017] NGC1407 S57
     372	NGC1407_S58   	055.127479	-18.504650	1587	 10	  6.34	[FAB2017] NGC1407 S58
     373	NGC1407_S59   	055.072438	-18.613733	1943	 14	  2.40	[FAB2017] NGC1407 S59
     374	NGC1407_S60   	055.111121	-18.499972	2002	 13	  5.95	[FAB2017] NGC1407 S60
     375	NGC1407_S61   	055.084300	-18.570969	1461	 11	  2.06	[FAB2017] NGC1407 S61
     376	NGC1407_S62   	054.966100	-18.577414	1726	 17	  4.74	[FAB2017] NGC1407 S62
     377	NGC1407_S63   	054.974175	-18.615147	1679	 12	  4.77	[FAB2017] NGC1407 S63
     378	NGC1407_S64   	055.062567	-18.431050	1945	 23	  8.97	[FAB2017] NGC1407 S64
     379	NGC1407_S65   	055.053421	-18.453031	1446	 15	  7.63	[FAB2017] NGC1407 S65
     380	NGC1407_S66   	054.985521	-18.512189	1699	  9	  5.46	[FAB2017] NGC1407 S66
     381	NGC1407_S67   	055.093542	-18.626689	1693	  7	  3.76	[FAB2017] NGC1407 S67
     382	NGC1407_S68   	055.136950	-18.475672	1395	 13	  8.00	[FAB2017] NGC1407 S68
     383	NGC1407_S69   	055.149946	-18.545831	1727	 10	  6.08	[FAB2017] NGC1407 S69
     384	NGC1407_S70   	055.024150	-18.593656	1556	  5	  1.65	[FAB2017] NGC1407 S70
     385	NGC1407_S71   	054.935825	-18.571058	1965	 15	  6.48	[FAB2017] NGC1407 S71
     386	NGC1407_S72   	055.141692	-18.598661	1987	  6	  5.36	[FAB2017] NGC1407 S72
     387	NGC1407_S73   	055.058663	-18.585781	1646	 15	  0.63	[FAB2017] NGC1407 S73
     388	NGC1407_S74   	055.048158	-18.537733	1729	 15	  2.54	[FAB2017] NGC1407 S74
     389	NGC1407_S75   	055.206600	-18.537133	1620	 30	  9.30	[FAB2017] NGC1407 S75
     390	NGC1407_S76   	055.004646	-18.569419	1466	 12	  2.63	[FAB2017] NGC1407 S76
     391	NGC1407_S77   	055.067583	-18.613769	1421	 20	  2.27	[FAB2017] NGC1407 S77
     392	NGC1407_S78   	055.108888	-18.614992	1620	  8	  3.98	[FAB2017] NGC1407 S78
     393	NGC1407_S79   	055.037004	-18.551039	1331	 19	  1.88	[FAB2017] NGC1407 S79
     394	NGC1407_S80   	054.985538	-18.578114	1557	 16	  3.63	[FAB2017] NGC1407 S80
     395	NGC1407_S81   	054.979742	-18.598006	1957	 36	  4.11	[FAB2017] NGC1407 S81
     396	NGC1407_S82   	054.964438	-18.535003	1620	 11	  5.54	[FAB2017] NGC1407 S82
     397	NGC1407_S83   	054.987983	-18.555689	1646	 21	  3.79	[FAB2017] NGC1407 S83
     398	NGC1407_S84   	055.007504	-18.544203	2048	 10	  3.21	[FAB2017] NGC1407 S84
     399	NGC1407_S85   	055.052604	-18.563853	1708	 21	  0.99	[FAB2017] NGC1407 S85
     400	NGC1407_S86   	055.159546	-18.612483	1656	 13	  6.56	[FAB2017] NGC1407 S86
     401	NGC1407_S87   	055.005404	-18.610122	1934	  7	  3.08	[FAB2017] NGC1407 S87
     402	NGC1407_S88   	055.193700	-18.570331	1508	 25	  8.23	[FAB2017] NGC1407 S88
     403	NGC1407_S89   	055.126258	-18.476658	1965	 13	  7.59	[FAB2017] NGC1407 S89
     404	NGC1407_S90   	055.080117	-18.476456	1493	 26	  6.46	[FAB2017] NGC1407 S90
     405	NGC1407_S91   	054.990187	-18.623542	1928	  8	  4.26	[FAB2017] NGC1407 S91
     406	NGC1407_S92   	055.032650	-18.599411	1784	 10	  1.50	[FAB2017] NGC1407 S92
     407	NGC1407_S93   	055.054508	-18.550292	1649	  9	  1.81	[FAB2017] NGC1407 S93
     408	NGC1407_S94   	055.123679	-18.563264	1608	 24	  4.34	[FAB2017] NGC1407 S94
     409	NGC1407_S95   	055.117383	-18.537283	1379	 12	  4.64	[FAB2017] NGC1407 S95
     410	NGC1407_S96   	055.062525	-18.587014	1932	  6	  0.85	[FAB2017] NGC1407 S96
     411	NGC1407_S97   	055.064013	-18.502889	2077	  7	  4.71	[FAB2017] NGC1407 S97
     412	NGC1407_S98   	055.072375	-18.477183	1725	 12	  6.31	[FAB2017] NGC1407 S98
     413	NGC1407_S99   	055.082913	-18.575364	1931	 10	  1.93	[FAB2017] NGC1407 S99
     414	NGC1407_S100  	055.013029	-18.545750	1939	  8	  2.92	[FAB2017] NGC1407 S100
     415	NGC1407_S101  	055.162950	-18.456269	2030	 17	  9.84	[FAB2017] NGC1407 S101
     416	NGC1407_S102  	055.075175	-18.542103	1676	  7	  2.71	[FAB2017] NGC1407 S102
     417	NGC1407_S103  	055.029750	-18.615539	1733	 11	  2.40	[FAB2017] NGC1407 S103
     418	NGC1407_S104  	055.119458	-18.442253	1919	 18	  9.18	[FAB2017] NGC1407 S104
     419	NGC1407_S105  	055.025596	-18.505414	1992	 27	  4.68	[FAB2017] NGC1407 S105
     420	NGC1407_S106  	055.024767	-18.600789	2278	  6	  1.87	[FAB2017] NGC1407 S106
     421	NGC1407_S107  	055.065800	-18.602594	1824	 12	  1.64	[FAB2017] NGC1407 S107
     422	NGC1407_S108  	055.101688	-18.587764	1807	 14	  3.01	[FAB2017] NGC1407 S108
     423	NGC1407_S109  	055.036763	-18.585011	1241	 16	  0.78	[FAB2017] NGC1407 S109
     424	NGC1407_S110  	055.121538	-18.572150	1545	 14	  4.13	[FAB2017] NGC1407 S110
     425	NGC1407_S111  	055.113779	-18.638628	1275	  7	  5.07	[FAB2017] NGC1407 S111
     426	NGC1407_S112  	054.993950	-18.501008	1632	 12	  5.70	[FAB2017] NGC1407 S112
     427	NGC1407_S113  	055.041350	-18.514558	1761	  6	  3.96	[FAB2017] NGC1407 S113
     428	NGC1407_S114  	055.138271	-18.517989	1875	  9	  6.28	[FAB2017] NGC1407 S114
     429	NGC1407_S115  	055.128521	-18.428789	2017	 11	 10.13	[FAB2017] NGC1407 S115
     430	NGC1407_S116  	055.152492	-18.452858	1857	 16	  9.63	[FAB2017] NGC1407 S116
     431	NGC1407_S117  	055.033563	-18.624250	1871	 14	  2.80	[FAB2017] NGC1407 S117
     432	NGC1407_S118  	055.040000	-18.539272	1890	 12	  2.51	[FAB2017] NGC1407 S118
     433	NGC1407_S119  	055.116671	-18.606933	1872	 17	  4.15	[FAB2017] NGC1407 S119
     434	NGC1407_S120  	055.004050	-18.601175	2006	  9	  2.87	[FAB2017] NGC1407 S120
     435	NGC1407_S121  	055.050379	-18.607358	2057	  9	  1.64	[FAB2017] NGC1407 S121
     436	NGC1407_S122  	055.044833	-18.471931	1874	  5	  6.50	[FAB2017] NGC1407 S122
     437	NGC1407_S123  	055.053246	-18.519372	1848	  8	  3.65	[FAB2017] NGC1407 S123
     438	NGC1407_S124  	055.103871	-18.586281	1822	  9	  3.12	[FAB2017] NGC1407 S124
     439	NGC1407_S125  	055.068229	-18.644181	1928	 10	  3.99	[FAB2017] NGC1407 S125
     440	NGC1407_S126  	055.055871	-18.558825	1376	 19	  1.33	[FAB2017] NGC1407 S126
     441	NGC1407_S127  	055.071571	-18.520058	1820	 17	  3.82	[FAB2017] NGC1407 S127
     442	NGC1407_S128  	055.028904	-18.601475	1291	  9	  1.73	[FAB2017] NGC1407 S128
     443	NGC1407_S129  	054.999708	-18.573119	1837	  8	  2.86	[FAB2017] NGC1407 S129
     444	NGC1407_S130  	055.105225	-18.608103	1397	  9	  3.59	[FAB2017] NGC1407 S130
     445	NGC1407_S131  	055.074196	-18.605206	1384	  8	  2.06	[FAB2017] NGC1407 S131
     446	NGC1407_S132  	055.060746	-18.569261	1520	  6	  0.92	[FAB2017] NGC1407 S132
     447	NGC1407_S133  	055.019942	-18.603608	1917	  9	  2.19	[FAB2017] NGC1407 S133
     448	NGC1407_S134  	055.069383	-18.501947	1948	 29	  4.83	[FAB2017] NGC1407 S134
     449	NGC1407_S135  	055.041246	-18.622975	1681	 17	  2.61	[FAB2017] NGC1407 S135
     450	NGC1407_S136  	055.064000	-18.536892	1916	  6	  2.72	[FAB2017] NGC1407 S136
     451	NGC1407_S137  	055.125675	-18.421267	1987	 33	 10.47	[FAB2017] NGC1407 S137
     452	NGC1407_S138  	055.043104	-18.525797	1778	 16	  3.28	[FAB2017] NGC1407 S138
     453	NGC1407_S139  	055.031700	-18.629200	1401	 16	  3.11	[FAB2017] NGC1407 S139
     454	NGC1407_S140  	055.227308	-18.506614	1975	 53	 11.04	[FAB2017] NGC1407 S140
     455	NGC1407_S141  	055.067588	-18.668828	1506	 14	  5.42	[FAB2017] NGC1407 S141
     456	NGC1407_S142  	055.158892	-18.567089	1584	 31	  6.27	[FAB2017] NGC1407 S142
     457	NGC1407_S143  	055.033596	-18.682089	1750	 13	  6.18	[FAB2017] NGC1407 S143
     458	NGC1407_S144  	055.108738	-18.628986	1818	  6	  4.47	[FAB2017] NGC1407 S144
     459	NGC1407_S145  	055.064483	-18.668336	1690	 19	  5.36	[FAB2017] NGC1407 S145
     460	NGC1407_S146  	055.030625	-18.547744	1452	 10	  2.22	[FAB2017] NGC1407 S146
     461	NGC1407_S147  	054.999763	-18.612861	1926	 11	  3.44	[FAB2017] NGC1407 S147
     462	NGC1407_S148  	055.062454	-18.591800	1577	 11	  1.02	[FAB2017] NGC1407 S148
     463	NGC1407_S149  	055.092775	-18.562600	1710	 10	  2.68	[FAB2017] NGC1407 S149
     464	NGC1407_S150  	055.076438	-18.537525	1738	 11	  2.98	[FAB2017] NGC1407 S150
     465	NGC1407_S151  	055.048721	-18.490317	1791	 20	  5.39	[FAB2017] NGC1407 S151
     466	NGC1407_S152  	055.076104	-18.464692	1476	 23	  7.09	[FAB2017] NGC1407 S152
     467	NGC1407_S153  	055.112608	-18.591733	1721	  8	  3.66	[FAB2017] NGC1407 S153
     468	NGC1407_S154  	055.133062	-18.479528	2315	 17	  7.68	[FAB2017] NGC1407 S154
     469	NGC1407_S155  	055.253750	-18.640153	1465	  9	 12.17	[FAB2017] NGC1407 S155
     470	NGC1407_S156  	055.238050	-18.516714	1671	  9	 11.38	[FAB2017] NGC1407 S156
     471	NGC1407_S157  	055.248638	-18.446392	1396	 12	 13.88	[FAB2017] NGC1407 S157
     472	NGC1407_S158  	055.199988	-18.520458	1506	 11	  9.28	[FAB2017] NGC1407 S158
     473	NGC1407_S159  	055.232554	-18.443008	1810	 13	 13.27	[FAB2017] NGC1407 S159
     474	NGC1407_S160  	055.206213	-18.475908	1740	 11	 10.89	[FAB2017] NGC1407 S160
     475	NGC1407_S161  	055.202017	-18.500231	1809	 25	  9.91	[FAB2017] NGC1407 S161
     476	NGC1407_S162  	055.215738	-18.549617	1605	 11	  9.63	[FAB2017] NGC1407 S162
     477	NGC1407_S163  	055.212013	-18.547219	1734	 12	  9.46	[FAB2017] NGC1407 S163
