#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T06:06:54 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T06:06:54	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJS/219/4/galaxies&-out=Name,PA,e_PA,Ell,e_Ell,Flag,_RA,_DE&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_ApJS_219_4_galaxies:
#Name: J/ApJS/219/4/galaxies
#Title: Parameters of the galaxies;  center, outer orientation, sky background; and 1-component Sersic fits
#Column	Name	(a10)	Galaxy name (IDE)	[ucd=meta.id;meta.main]
#Column	PA	(F5.1)	[0.2/180]? Outer isophote position angle	[ucd=pos.posAng]
#Column	e_PA	(F4.1)	[0/63]? Standard deviation in PA	[ucd=stat.error]
#Column	Ell	(F6.3)	[0.008/1]? Outer isophote ellipticity	[ucd=src.ellipticity]
#Column	e_Ell	(F6.3)	[0/0.3]? Standard deviation in Ell	[ucd=stat.error]
#Column	Flag	(A2)	[ok uz] Uncertainty flag (1)	[ucd=meta.code.error]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Name	PA	e_PA	Ell	e_Ell	Flag	_RA	_DE
NGC4561   	 37.6	 3.6	 0.133	 0.013	ok	189.03390	+19.32259
NGC4562   	 48.6	 1.8	 0.644	 0.024	ok	188.89433	+25.84950
NGC4565   	135.1	 0.2	 0.832	 0.002	z 	189.08668	+25.98739
NGC4567   	 84.7	 1.5	 0.337	 0.021	u 	189.13626	+11.25787
NGC4568   	 29.0	 0.7	 0.545	 0.012	u 	189.14288	+11.23863
NGC4569   	 24.8	 0.6	 0.593	 0.007	ok	189.20757	+13.16287
NGC4571   	 84.1	50.7	 0.057	 0.065	ok	189.23488	+14.21736
NGC4572   	 98.1	25.5	 0.191	 0.048	u 	188.94171	+74.24603
NGC4579   	 92.1	 0.8	 0.253	 0.004	ok	189.43165	+11.81809
NGC4580   	155.1	 1.0	 0.242	 0.012	ok	189.45166	+05.36843
NGC4584   	  7.9	 2.9	 0.291	 0.045	ok	189.57430	+13.11002
NGC4586   	115.7	 1.1	 0.655	 0.021	ok	189.61848	+04.31910
NGC4591   	 36.6	 1.2	 0.466	 0.011	ok	189.80183	+06.01221
NGC4592   	 94.6	 0.5	 0.695	 0.007	ok	189.82825	-00.53184
NGC4593   	104.4	 4.0	 0.165	 0.011	ok	189.91455	-05.34421
NGC4594   	 88.8	 0.1	 0.583	 0.004	z 	189.99763	-11.62305
NGC4595   	106.2	 1.7	 0.275	 0.016	ok	189.96629	+15.29780
NGC4596   	119.2	 3.0	 0.186	 0.018	ok	189.98306	+10.17603
NGC4597   	 42.5	 1.8	 0.571	 0.020	ok	190.05388	-05.79929
NGC4599   	144.1	 0.2	 0.623	 0.002	z 	190.11281	+01.19686
NGC4602   	100.7	 1.1	 0.623	 0.004	ok	190.15353	-05.13301
NGC4604   	112.3	 1.7	 0.464	 0.034	ok	190.18724	-05.30254
NGC4605   	115.2	 0.6	 0.781	 0.002	u 	189.99742	+61.60919
NGC4606   	 41.6	 1.3	 0.491	 0.008	ok	190.23982	+11.91219
NGC4607   	  2.6	 0.1	 0.848	 0.003	ok	190.30170	+11.88663
NGC4618   	 13.3	 2.0	 0.256	 0.007	ok	190.38684	+41.15076
NGC4625   	161.1	 5.6	 0.060	 0.008	ok	190.46959	+41.27372
NGC4628   	 45.0	 0.1	 0.715	 0.006	u 	190.60532	-06.97096
NGC4629   	112.3	 6.0	 0.251	 0.042	ok	190.63637	-01.35059
NGC4630   	 15.5	 4.8	 0.233	 0.087	ok	190.62977	+03.96036
NGC4631   	 86.2	 0.3	 0.783	 0.003	z 	190.53337	+32.54151
NGC4632   	 60.5	 0.8	 0.592	 0.029	ok	190.63347	-00.08254
NGC4633   	 39.1	 1.2	 0.538	 0.019	ok	190.65454	+14.35558
NGC4634   	155.3	 0.1	 0.871	 0.002	z 	190.67077	+14.29587
NGC4635   	166.8	 4.7	 0.333	 0.023	ok	190.66356	+19.94523
NGC4636   	144.5	 1.1	 0.262	 0.018	u 	190.70778	+02.68778
NGC4639   	134.5	 0.0	 0.347	 0.000	ok	190.71814	+13.25754
NGC4641   	 70.1	59.3	 0.087	 0.051	ok	190.78190	+12.05111
NGC4642   	 36.8	 0.3	 0.696	 0.005	ok	190.82410	-00.64425
NGC4643   	 57.2	 2.5	 0.200	 0.008	ok	190.83389	+01.97840
NGC4647   	129.1	 2.2	 0.251	 0.055	u 	190.88559	+11.58247
NGC4651   	 77.7	 1.3	 0.420	 0.008	ok	190.92761	+16.39340
NGC4653   	169.5	 2.8	 0.239	 0.025	ok	190.96217	-00.56130
NGC4654   	120.7	 0.7	 0.451	 0.005	ok	190.98599	+13.12635
NGC4656   	 34.3	 0.5	 0.843	 0.003	z 	190.99020	+32.17029
NGC4658   	  1.6	 1.5	 0.430	 0.020	ok	191.15744	-10.08312
NGC4659   	173.5	 1.4	 0.274	 0.013	ok	191.12239	+13.49867
NGC4666   	 41.4	 0.2	 0.778	 0.003	u 	191.28615	-00.46191
NGC4668   	  7.1	 1.2	 0.445	 0.018	ok	191.38309	-00.53399
NGC4680   	 38.4	 3.1	 0.226	 0.016	ok	191.72812	-11.63704
NGC4682   	 83.6	 0.6	 0.507	 0.016	ok	191.81453	-10.06346
NGC4684   	 21.8	 0.2	 0.635	 0.005	ok	191.82286	-02.72754
NGC4688   	144.0	10.0	 0.210	 0.031	ok	191.94359	+04.33607
NGC4689   	163.7	 2.4	 0.195	 0.022	ok	191.93968	+13.76269
NGC4691   	 30.4	 3.8	 0.176	 0.008	ok	192.05667	-03.33269
NGC4694   	143.3	 0.3	 0.477	 0.013	u 	192.06288	+10.98362
NGC4698   	164.2	 1.9	 0.236	 0.015	u 	192.09557	+08.48724
NGC4699   	 38.8	 3.8	 0.145	 0.022	u 	192.25911	-08.66430
NGC4700   	 45.6	 0.3	 0.889	 0.006	z 	192.28395	-11.40986
NGC4701   	 39.5	 5.4	 0.274	 0.023	ok	192.29817	+03.38873
NGC4707   	162.3	 0.0	 0.112	 0.035	u 	192.09575	+51.16608
NGC4710   	 27.4	 0.0	 0.785	 0.001	z 	192.41232	+15.16549
NGC4713   	 92.8	 1.7	 0.350	 0.009	ok	192.49122	+05.31142
NGC4722   	 32.9	 0.4	 0.624	 0.006	ok	192.88500	-13.33007
NGC4723   	 48.5	 7.6	 0.321	 0.046	u 	192.76208	-13.23722
NGC4725   	 34.0	 0.8	 0.316	 0.004	ok	192.61089	+25.50076
NGC4731   	 82.2	 4.4	 0.519	 0.075	u 	192.75456	-06.39305
NGC4733   	 85.7	31.3	 0.085	 0.055	ok	192.77826	+10.91210
NGC4736   	123.5	 3.5	 0.171	 0.004	ok	192.72145	+41.12015
NGC4746   	119.6	 0.6	 0.783	 0.005	ok	192.98071	+12.08303
NGC4747   	 31.9	 0.4	 0.909	 0.015	z 	192.94050	+25.77442
NGC4749   	156.4	 0.3	 0.828	 0.005	z 	192.80000	+71.63679
NGC4750   	166.3	 1.1	 0.208	 0.010	u 	192.53006	+72.87450
NGC4753   	 82.2	 2.0	 0.458	 0.013	ok	193.09213	-01.19969
NGC4754   	 22.4	 0.6	 0.496	 0.007	ok	193.07318	+11.31366
NGC4758   	160.3	 0.6	 0.788	 0.012	z 	193.18417	+15.84839
NGC4762   	 30.2	 0.0	 0.821	 0.009	z 	193.23354	+11.23080
NGC4765   	 55.4	 3.0	 0.317	 0.021	ok	193.31070	+04.46333
NGC4771   	133.7	 0.2	 0.763	 0.007	ok	193.33864	+01.26917
NGC4772   	146.2	 0.5	 0.478	 0.009	ok	193.37155	+02.16834
NGC4775   	 46.8	 4.0	 0.137	 0.040	ok	193.44045	-06.62215
NGC4779   	 68.9	 2.7	 0.198	 0.015	ok	193.46193	+09.70992
NGC4781   	110.8	 1.9	 0.487	 0.016	ok	193.59895	-10.53722
NGC4789A  	 40.7	 3.2	 0.477	 0.008	u 	193.52187	+27.14963
NGC4790   	 86.2	 2.7	 0.272	 0.025	ok	193.71638	-10.24782
NGC4791   	 66.3	 1.7	 0.294	 0.032	ok	193.68307	+08.05316
NGC4793   	 49.2	 1.3	 0.451	 0.003	ok	193.66917	+28.93877
NGC4795   	114.8	 1.8	 0.277	 0.009	ok	193.76207	+08.06542
NGC4799   	 88.2	 0.2	 0.672	 0.012	ok	193.81476	+02.89661
NGC4800   	 25.0	 0.7	 0.244	 0.009	ok	193.65740	+46.53114
NGC4802   	  9.5	 2.9	 0.244	 0.022	ok	193.95680	-12.05535
NGC4806   	 23.1	 7.2	 0.153	 0.025	ok	194.05167	-29.50297
NGC4808   	128.1	 0.6	 0.599	 0.005	ok	193.95392	+04.30409
NGC4809   	 63.4	 1.7	 0.577	 0.021	u 	193.71275	+02.65408
NGC4814   	128.6	 3.0	 0.230	 0.031	ok	193.84143	+58.34397
NGC4818   	  4.5	 0.9	 0.613	 0.016	ok	194.20378	-08.52530
NGC4826   	115.9	 0.9	 0.446	 0.000	ok	194.18207	+21.68266
NGC4845   	 79.7	 0.8	 0.744	 0.012	ok	194.50517	+01.57558
NGC4856   	 38.2	 0.1	 0.637	 0.005	ok	194.83864	-15.04217
NGC4866   	 87.8	 0.3	 0.758	 0.004	u 	194.86308	+14.17105
NGC4880   	162.7	 2.7	 0.207	 0.025	ok	195.04388	+12.48337
NGC4897   	152.9	 8.8	 0.179	 0.035	ok	195.22061	-13.44980
NGC4899   	 15.2	 0.9	 0.409	 0.009	ok	195.23599	-13.94424
NGC4900   	140.8	31.5	 0.051	 0.023	ok	195.16312	+02.50146
NGC4902   	101.4	11.9	 0.070	 0.029	ok	195.24885	-14.51369
NGC4904   	 26.3	 4.2	 0.292	 0.032	ok	195.24445	-00.02745
NGC4920   	158.1	 6.8	 0.241	 0.041	ok	195.51750	-11.37861
NGC4928   	 28.3	 2.8	 0.290	 0.018	ok	195.75233	-08.08499
NGC4941   	 23.5	 3.5	 0.234	 0.044	ok	196.05476	-05.55162
NGC4942   	140.8	 2.6	 0.241	 0.006	ok	196.07962	-07.64944
NGC4948   	143.0	 1.0	 0.609	 0.023	ok	196.23314	-07.94771
NGC4948A  	 26.3	 1.3	 0.183	 0.017	ok	196.27410	-08.16132
NGC4951   	 91.5	 0.8	 0.663	 0.013	ok	196.28207	-06.49382
NGC4958   	  9.7	 0.1	 0.698	 0.005	z 	196.45366	-08.02027
NGC4961   	 99.2	 2.5	 0.298	 0.039	ok	196.44822	+27.73411
NGC4965   	144.1	 4.3	 0.135	 0.043	ok	196.78911	-28.22818
NGC4980   	169.6	 0.5	 0.485	 0.012	ok	197.29201	-28.64179
NGC4981   	152.4	 1.4	 0.384	 0.005	ok	197.20306	-06.77758
NGC4984   	 24.6	 1.9	 0.410	 0.005	ok	197.23839	-15.51630
NGC4995   	 94.2	 0.6	 0.362	 0.001	u 	197.41939	-07.83339
NGC5002   	173.0	 1.5	 0.400	 0.016	ok	197.65910	+36.63422
NGC5005   	 67.0	 0.6	 0.604	 0.004	ok	197.73463	+37.05894
NGC5012   	 12.5	 1.5	 0.437	 0.023	ok	197.90440	+22.91547
NGC5014   	101.0	 1.7	 0.682	 0.004	ok	197.87999	+36.28212
NGC5016   	 63.1	 2.7	 0.251	 0.023	ok	198.02786	+24.09505
NGC5018   	114.0	 3.0	 0.353	 0.005	u 	198.25417	-19.51830
NGC5022   	 23.5	 0.2	 0.781	 0.007	ok	198.37827	-19.54660
NGC5023   	 27.8	 0.1	 0.854	 0.001	z 	198.04916	+44.03802
NGC5033   	171.6	 0.8	 0.465	 0.001	u 	198.36473	+36.59365
NGC5042   	 15.9	 1.8	 0.436	 0.019	ok	198.88043	-23.98239
NGC5054   	156.6	 1.3	 0.389	 0.014	ok	199.24370	-16.63485
NGC5055   	101.4	 0.4	 0.444	 0.006	u 	198.95554	+42.02929
NGC5068   	 99.1	12.5	 0.026	 0.012	ok	199.72836	-21.03910
NGC5073   	149.8	 0.0	 0.814	 0.006	ok	199.83595	-14.84452
NGC5078   	146.7	 0.0	 0.664	 0.007	ok	199.95843	-27.41008
NGC5079   	 28.9	 0.8	 0.482	 0.010	u 	199.90855	-12.69896
NGC5084   	 81.0	 0.4	 0.604	 0.009	z 	200.07051	-21.82758
NGC5085   	 52.1	10.6	 0.091	 0.036	ok	200.07375	-24.44028
NGC5088   	179.1	 0.3	 0.657	 0.011	u 	200.08432	-12.57181
NGC5101   	124.9	47.8	 0.073	 0.024	ok	200.44267	-27.43052
NGC5103   	139.1	 0.2	 0.563	 0.014	z 	200.12523	+43.08401
NGC5105   	135.6	 2.8	 0.258	 0.027	ok	200.45459	-13.20679
NGC5107   	128.7	 0.9	 0.648	 0.014	ok	200.35529	+38.53638
NGC5109   	151.9	 0.9	 0.680	 0.005	ok	200.21810	+57.64474
NGC5112   	119.7	 1.4	 0.335	 0.016	ok	200.48543	+38.73451
NGC5116   	 38.9	 0.4	 0.600	 0.012	ok	200.73182	+26.98070
NGC5117   	152.6	 2.6	 0.461	 0.023	ok	200.73526	+28.31653
NGC5122   	117.7	 0.1	 0.611	 0.016	z 	201.06227	-10.65435
NGC5134   	 79.0	34.0	 0.033	 0.022	ok	201.32735	-21.13417
NGC5145   	 74.4	 2.6	 0.237	 0.015	u 	201.30795	+43.26718
NGC5147   	119.8	 2.2	 0.183	 0.012	ok	201.58211	+02.10076
NGC5169   	 98.9	 0.7	 0.605	 0.012	ok	202.04181	+46.67214
NGC5170   	126.3	 0.2	 0.853	 0.003	z 	202.45346	-17.96649
NGC5173   	 96.0	 2.9	 0.149	 0.013	ok	202.10530	+46.59157
NGC5194   	 39.1	 0.0	 0.160	 0.004	ok	202.46957	+47.19526
NGC5195   	104.3	 4.6	 0.242	 0.021	u 	202.49829	+47.26613
NGC5204   	173.7	 1.8	 0.364	 0.000	ok	202.40212	+58.41873
NGC5205   	166.7	 3.2	 0.456	 0.022	ok	202.51538	+62.51153
NGC5216   	 31.8	 6.1	 0.342	 0.021	u 	203.02846	+62.70082
NGC5218   	128.4	12.6	 0.150	 0.040	u 	203.04342	+62.76777
NGC5229   	168.5	 0.6	 0.751	 0.009	z 	203.51180	+47.91547
NGC5236   	  4.1	10.5	 0.056	 0.019	ok	204.25383	-29.86576
NGC5238   	173.3	 0.0	 0.245	 0.009	ok	203.68250	+51.60917
NGC5240   	 57.9	 0.2	 0.320	 0.005	ok	203.98010	+35.58827
NGC5247   	 61.6	 5.2	 0.132	 0.026	ok	204.51267	-17.88403
NGC5248   	103.9	 1.3	 0.218	 0.007	ok	204.38362	+08.88506
NGC5253   	 42.2	 1.2	 0.531	 0.018	ok	204.98329	-31.64003
NGC5254   	128.0	 0.5	 0.547	 0.004	ok	204.90793	-11.49388
NGC5264   	 59.8	 2.6	 0.204	 0.011	ok	205.40285	-29.91312
NGC5273   	  5.5	 2.1	 0.141	 0.004	ok	205.53494	+35.65424
NGC5289   	 99.5	 0.1	 0.737	 0.004	u 	206.28612	+41.50330
NGC5290   	 94.8	 0.2	 0.792	 0.002	z 	206.32971	+41.71234
NGC5297   	146.3	 0.7	 0.718	 0.006	ok	206.59872	+43.87204
NGC5300   	149.7	 0.7	 0.355	 0.007	ok	207.06702	+03.95090
NGC5301   	151.1	 0.2	 0.799	 0.008	ok	206.60254	+46.10741
NGC5304   	138.4	 4.6	 0.216	 0.036	ok	207.50612	-30.57851
NGC5311   	 90.6	 3.6	 0.186	 0.016	ok	207.23358	+39.98524
NGC5313   	 46.2	 2.3	 0.422	 0.023	ok	207.43481	+39.98460
NGC5320   	 17.5	 1.3	 0.519	 0.016	ok	207.58492	+41.36634
NGC5326   	134.3	 0.3	 0.491	 0.008	u 	207.71130	+39.57491
NGC5334   	 15.1	 2.9	 0.240	 0.027	ok	208.22696	-01.11476
NGC5336   	101.4	 3.1	 0.194	 0.025	ok	208.04060	+43.24278
NGC5337   	 21.9	 0.6	 0.533	 0.013	ok	208.09601	+39.68722
NGC5338   	 93.5	 0.5	 0.517	 0.006	ok	208.36052	+05.20778
NGC5339   	 47.9	 4.8	 0.220	 0.019	ok	208.50116	-07.93062
NGC5346   	158.9	 1.7	 0.541	 0.008	ok	208.25800	+39.58052
NGC5347   	 89.4	35.7	 0.078	 0.058	ok	208.32439	+33.49076
NGC5348   	177.7	 0.3	 0.832	 0.011	z 	208.54689	+05.22720
NGC5350   	 43.7	 5.2	 0.362	 0.007	u 	208.33993	+40.36396
NGC5353   	135.1	 6.8	 0.282	 0.032	u 	208.36142	+40.28312
NGC5354   	 91.2	20.1	 0.101	 0.026	u 	208.36167	+40.30286
NGC5355   	 50.4	 4.4	 0.450	 0.028	ok	208.43985	+40.33879
NGC5356   	 15.4	 0.1	 0.815	 0.004	ok	208.74342	+05.33361
NGC5360   	 70.4	 1.9	 0.790	 0.015	ok	208.91116	+04.98475
NGC5362   	 80.8	18.6	 0.584	 0.064	ok	208.72207	+41.31353
NGC5363   	126.5	 2.0	 0.356	 0.011	ok	209.03018	+05.25470
NGC5364   	 35.6	 5.4	 0.329	 0.135	ok	209.05002	+05.01446
NGC5371   	 15.7	 1.1	 0.200	 0.007	ok	208.91676	+40.46177
NGC5375   	159.3	15.9	 0.132	 0.038	ok	209.23327	+29.16429
NGC5376   	 64.0	 1.2	 0.416	 0.011	ok	208.81694	+59.50670
NGC5377   	 26.4	 0.7	 0.462	 0.009	ok	209.06946	+47.23556
NGC5383   	110.6	 4.9	 0.178	 0.020	ok	209.27075	+41.84600
NGC5403   	138.8	 0.1	 0.773	 0.008	z 	209.96196	+38.18239
NGC5422   	152.8	 0.2	 0.769	 0.006	z 	210.17526	+55.16448
NGC5425   	126.7	 1.7	 0.673	 0.016	ok	210.19864	+48.44384
NGC5426   	169.8	 1.7	 0.498	 0.023	ok	210.85356	-06.06910
NGC5427   	 71.6	29.1	 0.095	 0.033	ok	210.85854	-06.03081
NGC5430   	  3.8	 1.3	 0.338	 0.050	ok	210.19092	+59.32865
NGC5443   	 35.1	 1.4	 0.625	 0.015	ok	210.54927	+55.81404
NGC5448   	110.2	 0.6	 0.583	 0.008	ok	210.70863	+49.17265
NGC5452   	107.6	 3.7	 0.319	 0.016	ok	208.60267	+78.22092
NGC5457   	 37.7	43.1	 0.071	 0.032	ok	210.80243	+54.34875
NGC5464   	 87.1	 1.7	 0.411	 0.016	ok	211.76832	-30.01709
NGC5468   	100.3	 4.2	 0.114	 0.006	ok	211.64532	-05.45316
NGC5470   	 62.2	 0.0	 0.889	 0.001	z 	211.63333	+06.02941
NGC5472   	 36.4	 0.2	 0.616	 0.006	u 	211.72930	-05.46054
NGC5473   	151.8	 2.9	 0.223	 0.007	ok	211.18017	+54.89262
NGC5474   	  6.3	 0.2	 0.280	 0.005	u 	211.25670	+53.66221
NGC5476   	124.1	 3.1	 0.084	 0.015	ok	212.03531	-06.09201
NGC5477   	 81.2	 0.8	 0.282	 0.008	ok	211.38792	+54.46111
NGC5480   	 37.2	 3.6	 0.207	 0.018	ok	211.58967	+50.72500
NGC5481   	103.1	 2.2	 0.282	 0.006	ok	211.67172	+50.72332
NGC5486   	 73.2	 1.2	 0.352	 0.014	ok	211.85428	+55.10292
NGC5492   	148.5	 0.0	 0.745	 0.004	z 	212.64662	+19.61235
NGC5496   	172.5	 0.0	 0.815	 0.004	ok	212.90773	-01.15872
NGC5506   	 86.6	 0.7	 0.642	 0.011	u 	213.31209	-03.20756
NGC5507   	 60.1	 0.3	 0.485	 0.008	ok	213.33282	-03.14886
NGC5520   	 66.8	 2.0	 0.462	 0.010	ok	213.09491	+50.34843
NGC5523   	 93.3	 0.8	 0.723	 0.009	ok	213.71796	+25.31761
NGC5526   	133.8	 0.4	 0.844	 0.004	z 	213.47386	+57.77132
NGC5529   	115.0	 0.1	 0.850	 0.007	z 	213.89261	+36.22698
NGC5534   	119.7	17.6	 0.107	 0.050	ok	214.41774	-07.41751
NGC5560   	117.6	 2.6	 0.606	 0.020	u 	215.01874	+03.99265
NGC5566   	 34.8	 0.4	 0.632	 0.010	ok	215.08312	+03.93359
NGC5569   	109.2	20.3	 0.328	 0.037	u 	215.13399	+03.98318
NGC5574   	 34.1	 1.3	 0.499	 0.010	u 	215.23311	+03.23799
NGC5576   	 83.0	 2.0	 0.230	 0.019	ok	215.26538	+03.27105
NGC5577   	 54.2	 0.3	 0.713	 0.013	ok	215.30462	+03.43577
NGC5584   	156.9	 1.6	 0.276	 0.008	ok	215.59921	-00.38745
NGC5585   	 35.1	 1.7	 0.378	 0.006	ok	214.95085	+56.72905
NGC5587   	162.9	 0.6	 0.646	 0.009	u 	215.54474	+13.91794
NGC5595   	 47.2	 2.9	 0.386	 0.069	ok	216.05517	-16.72297
NGC5597   	112.4	 1.5	 0.247	 0.012	ok	216.11435	-16.76269
NGC5600   	168.0	17.6	 0.074	 0.031	ok	215.95642	+14.63874
NGC5602   	167.8	 0.7	 0.447	 0.013	ok	215.57847	+50.50142
NGC5604   	 20.2	 2.1	 0.373	 0.022	ok	216.17836	-03.21214
NGC5608   	 96.9	 2.2	 0.481	 0.022	ok	215.82404	+41.77536
NGC5624   	 17.6	 4.2	 0.232	 0.027	ok	216.64750	+51.58444
NGC5630   	 92.6	 1.1	 0.634	 0.009	ok	216.90242	+41.25782
NGC5631   	 10.2	16.8	 0.039	 0.026	ok	216.63869	+56.58266
NGC5633   	 18.4	 1.6	 0.242	 0.025	ok	216.86827	+46.14655
NGC5636   	 58.0	 8.8	 0.095	 0.019	u 	217.41273	+03.26622
NGC5645   	 73.8	 2.7	 0.373	 0.029	ok	217.66417	+07.27500
NGC5658   	117.4	 0.1	 0.784	 0.006	z 	218.11887	+00.29415
NGC5660   	  7.9	28.6	 0.081	 0.040	ok	217.45750	+49.62261
NGC5661   	 23.0	 1.5	 0.608	 0.006	u 	217.98917	+06.25047
NGC5665   	154.7	 1.5	 0.380	 0.014	ok	218.10748	+08.07845
NGC5667   	168.7	 1.2	 0.525	 0.018	ok	217.59537	+59.46968
NGC5668   	140.8	 7.2	 0.148	 0.017	ok	218.35138	+04.45049
NGC5669   	 60.7	 1.4	 0.259	 0.014	ok	218.18115	+09.89041
NGC5673   	133.6	 0.2	 0.774	 0.006	ok	217.87885	+49.95881
NGC5676   	 48.1	 0.9	 0.497	 0.011	ok	218.19522	+49.45781
NGC5678   	  2.5	 0.7	 0.454	 0.007	ok	218.02327	+57.92144
NGC5689   	 84.1	 0.2	 0.731	 0.006	ok	218.87362	+48.74149
NGC5690   	141.9	 0.1	 0.755	 0.021	ok	219.42114	+02.29097
NGC5691   	114.6	 6.0	 0.240	 0.042	ok	219.47225	-00.39887
NGC5693   	175.7	 8.5	 0.077	 0.031	ok	219.04646	+48.58453
NGC5701   	 50.2	25.1	 0.035	 0.018	ok	219.79600	+05.36360
NGC5707   	 35.6	 0.3	 0.724	 0.001	z 	219.37912	+51.56161
NGC5708   	176.8	 0.8	 0.617	 0.011	ok	219.56773	+40.45676
NGC5713   	 13.8	 3.6	 0.120	 0.004	ok	220.04803	-00.28921
NGC5714   	 81.3	 0.3	 0.832	 0.007	z 	219.54810	+46.63836
NGC5719   	 99.9	 0.4	 0.648	 0.002	ok	220.23497	-00.31819
NGC5728   	  6.7	 5.7	 0.268	 0.028	ok	220.59970	-17.25317
NGC5729   	164.3	 0.4	 0.745	 0.004	ok	220.52869	-09.00944
NGC5730   	 89.0	 0.1	 0.795	 0.009	ok	219.96745	+42.74234
NGC5731   	114.2	 2.3	 0.732	 0.030	ok	220.03808	+42.77911
NGC5740   	162.2	 1.2	 0.472	 0.016	ok	221.10176	+01.67969
NGC5744   	113.7	 4.7	 0.249	 0.027	ok	220.98272	-18.48390
NGC5746   	169.6	 0.1	 0.808	 0.001	z 	221.23335	+01.95474
NGC5750   	 62.9	 2.1	 0.503	 0.008	ok	221.54627	-00.22305
NGC5756   	 59.9	 0.8	 0.582	 0.019	ok	221.89046	-14.85358
NGC5757   	 30.9	 5.0	 0.158	 0.029	ok	221.94321	-19.07854
NGC5762   	136.0	 9.4	 0.167	 0.013	ok	222.17734	+12.45708
NGC5768   	120.6	47.4	 0.072	 0.049	ok	223.03311	-02.52971
NGC5770   	 38.4	10.4	 0.076	 0.013	ok	223.31265	+03.95972
NGC5774   	122.6	 7.8	 0.185	 0.037	ok	223.42815	+03.58224
NGC5775   	146.3	 0.2	 0.857	 0.007	ok	223.49022	+03.54447
NGC5777   	143.3	 0.1	 0.782	 0.008	z 	222.82416	+58.97781
NGC5781   	 35.0	 1.4	 0.488	 0.026	ok	224.17172	-17.24397
NGC5783   	177.8	 2.5	 0.442	 0.014	ok	223.36833	+52.07583
NGC5789   	 63.0	43.7	 0.033	 0.028	ok	224.14710	+30.23457
NGC5792   	 88.2	 1.2	 0.669	 0.013	u 	224.59462	-01.09108
NGC5798   	 46.8	 2.0	 0.342	 0.011	ok	224.40819	+29.96849
NGC5806   	166.6	 0.7	 0.447	 0.001	ok	225.00180	+01.89127
NGC5809   	147.7	 0.5	 0.591	 0.009	ok	225.21811	-14.16517
NGC5821   	146.1	 3.1	 0.412	 0.033	ok	224.74884	+53.92317
NGC5832   	 48.4	 1.1	 0.366	 0.016	ok	224.44125	+71.68153
NGC5846   	 55.2	 1.2	 0.196	 0.005	u 	226.62189	+01.60564
NGC5850   	169.4	 2.7	 0.191	 0.009	ok	226.78198	+01.54428
NGC5854   	 54.5	 0.3	 0.675	 0.002	ok	226.94885	+02.56856
NGC5861   	145.3	 0.9	 0.374	 0.021	ok	227.31705	-11.32166
NGC5864   	 66.3	 0.3	 0.684	 0.001	ok	227.38979	+03.05274
NGC5866B  	 10.4	 3.2	 0.427	 0.026	u 	228.03029	+55.78464
NGC5878   	  3.3	 0.5	 0.627	 0.008	ok	228.44038	-14.26978
NGC5879   	  3.9	 0.8	 0.615	 0.006	ok	227.44480	+57.00021
NGC5885   	 61.7	 5.3	 0.191	 0.035	ok	228.76729	-10.08615
NGC5892   	107.0	 6.7	 0.112	 0.009	ok	228.45088	-15.46367
NGC5894   	 13.6	 0.3	 0.852	 0.004	ok	227.92056	+59.80882
NGC5899   	 19.6	 0.9	 0.612	 0.013	ok	228.76355	+42.04985
NGC5900   	127.8	 0.2	 0.764	 0.004	z 	228.77090	+42.20985
NGC5907   	155.2	 0.0	 0.890	 0.001	z 	228.97370	+56.32885
NGC5913   	160.9	 1.3	 0.563	 0.016	ok	230.23099	-02.57804
