#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T11:47:57 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T11:47:57	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJ/834/57/table1&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18340057
#Name: J/ApJ/834/57
#Title: Milky Way molecular clouds from ^12^CO (Miville-Deschenes+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/apj/834/57	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/834/57	    IVOID of underlying data collection
#INFO	creator=Miville-Deschenes M.-A.	    First author or institution
#INFO	cites=bibcode:2017ApJ...834...57M	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/834/57	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18340057	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-08-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_ApJ_834_57_table1:
#Name: J/ApJ/834/57/table1
#Title: The molecular clouds catalog
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Cloud	(I4)	[1/8107] Cloud number	[ucd=meta.id;meta.main]
#Column	Ncomp	(I3)	[5/600] Number of Gaussian components	[ucd=meta.number]
#Column	Npix	(I3)	[5/444] Number of pixels on the sky	[ucd=meta.number]
#Column	Area	(D12.5)	[0.07/7] Angular area	[ucd=phys.angArea]
#Column	GLON	(F10.6)	[-179/180] Baricentric Galactic longitude	[ucd=pos.galactic.lon]
#Column	Sigb	(D12.5)	[0.1/1.5] Standard deviation in GLON ({sigma}_l_)	[ucd=phys.angSize;src]
#Column	GLAT	(F10.6)	[-5.2/5] Baricentric Galactic latitude	[ucd=pos.galactic.lat]
#Column	Sigl	(D12.5)	[0.1/1.2] Standard deviation in GLAT ({sigma}_b_)	[ucd=phys.angSize]
#Column	theta	(D12.5)	? Angle with respect to b=0	[ucd=pos.posAng]
#Column	WCO	(D12.5)	[2/13929] Integrated CO emission	[ucd=phot.flux]
#Column	NH2	(D12.5)	Average column density	[ucd=meta.number]
#Column	Sigma	(D12.5)	[1.8/739] Surface density	[ucd=phot.flux.density.sb]
#Column	Vcent	(D12.5)	[-188/185] Centroid velocity	[ucd=spect.dopplerVeloc]
#Column	SigV	(D12.5)	[0.09/17] Velocity standard deviation ({sigma}_V_)	[ucd=phys.veloc.dispersion]
#Column	Rmax	(D12.5)	[0.1/3] Largest eigenvalue of the inertia matrix	[ucd=phys.angSize]
#Column	Rmin	(D12.5)	[0.1/1.5] Smallest eigenvalue of the inertia matrix	[ucd=phys.angSize;src]
#Column	Rang	(D12.5)	[0.1/1.7] Angular radius (1)	[ucd=phys.angSize]
#Column	Rgal	(D12.5)	[0.003/97] Galacto-centric radius	[ucd=phys.size.radius]
#Column	INF	(I1)	Near or far distance flag (0=near; 1=far) (2)	[ucd=meta.code]
#Column	Dnear	(D12.5)	[0.001/88.5] Near kinematic distance	[ucd=pos.distance;pos.heliocentric]
#Column	Dfar	(D12.5)	[0.01/88.5] Far kinematic distance	[ucd=pos.distance;pos.heliocentric]
#Column	znear	(D12.5)	[-2.8/1.6] Near distance to Galactic mid-plane	[ucd=pos.distance;pos.galactocentric]
#Column	zfar	(D12.5)	[-2.8/1.6] Far distance to Galactic mid-plane	[ucd=pos.distance;pos.galactocentric]
#Column	Snear	(D12.5)	[/744960] Near derived physical area	[ucd=phys.area]
#Column	Sfar	(D12.5)	[0.003/744960] Far derived physical area	[ucd=phys.area]
#Column	Rnear	(D12.5)	[0.008/470] Near derived physical size	[ucd=phys.angSize]
#Column	Rfar	(D12.5)	[0.03/470] Far derived physical size	[ucd=phys.angSize]
#Column	Mnear	(D12.5)	[0.0003/] Near derived mass	[ucd=phys.mass]
#Column	Mfar	(D12.5)	[0.01/] Far derived mass	[ucd=phys.mass]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F10.6)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F10.6)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Cloud	Ncomp	Npix	Area	GLON	Sigb	GLAT	Sigl	theta	WCO	NH2	Sigma	Vcent	SigV	Rmax	Rmin	Rang	Rgal	INF	Dnear	Dfar	znear	zfar	Snear	Sfar	Rnear	Rfar	Mnear	Mfar	Simbad	_RA.icrs	_DE.icrs
      35	  35	 50	 42	 6.56250e-01	342.054360	 1.88783e-01	-00.146499	 2.85183e-01	 3.42030e+01	 1.00394e+03	 4.78065e+21	 1.04240e+02	-3.06923e+01	 6.32910e+00	 6.05906e-01	 3.17413e-01	 3.93748e-01	 5.85126e+00	0	 2.85406e+00	 1.33189e+01	-7.29752e-03	-3.40551e-02	 1.62836e+03	 3.54621e+04	 1.96139e+01	 9.15318e+01	 1.69740e+05	 3.69655e+06	Simbad	253.740246	-43.758149
      36	  36	 83	 75	 1.17188e+00	359.404957	 4.83658e-01	-00.358965	 2.43696e-01	-2.20000e+01	 2.64520e+03	 7.05387e+21	 1.53806e+02	-2.09533e+01	 7.78797e+00	 1.04937e+00	 2.68450e-01	 4.22882e-01	 7.72151e-01	0	 7.73261e+00	 9.26681e+00	-4.84454e-02	-5.80573e-02	 2.13447e+04	 3.06548e+04	 5.70729e+01	 6.83966e+01	 3.28294e+06	 4.71489e+06	Simbad	266.400815	-29.631092
      37	  37	 85	 69	 1.07812e+00	353.148286	 3.24437e-01	-00.229765	 3.14499e-01	 2.96041e+01	 1.37482e+03	 3.98499e+21	 8.68906e+01	-1.92687e+01	 2.87987e+00	 8.04921e-01	 4.10826e-01	 5.14072e-01	 4.86669e+00	0	 3.67945e+00	 1.31993e+01	-1.47551e-02	-5.29309e-02	 4.44622e+03	 5.72171e+04	 3.30138e+01	 1.18430e+02	 3.86335e+05	 4.97162e+06	Simbad	262.301104	-34.842229
      38	  38	 48	 33	 5.15625e-01	345.441180	 2.38967e-01	+00.370523	 1.36736e-01	-5.58784e+00	 9.58595e+02	 5.80967e+21	 1.26677e+02	-2.04517e+01	 5.44611e+00	 4.81253e-01	 2.67585e-01	 3.25412e-01	 6.22058e+00	0	 2.38501e+00	 1.40695e+01	 1.54234e-02	 9.09844e-02	 8.93452e+02	 3.10918e+04	 1.35458e+01	 7.99084e+01	 1.13180e+05	 3.93860e+06	Simbad	256.021201	-40.776371
      39	  39	 48	 32	 5.00000e-01	348.412450	 1.45611e-01	-01.096124	 1.73024e-01	 2.24612e+01	 6.45760e+02	 4.03600e+21	 8.80029e+01	-1.72221e+01	 5.10888e+00	 3.76103e-01	 2.51211e-01	 2.87383e-01	 6.12815e+00	0	 2.44170e+00	 1.42149e+01	-4.67093e-02	-2.71927e-01	 9.08054e+02	 3.07760e+04	 1.22471e+01	 7.12992e+01	 7.99114e+04	 2.70837e+06	Simbad	259.857466	-39.244074
      40	  40	132	 74	 1.15625e+00	345.037670	 3.20367e-01	+00.889657	 2.21036e-01	-1.56262e+01	 1.57424e+03	 4.25470e+21	 9.27716e+01	-1.65994e+01	 4.22212e+00	 6.78467e-01	 3.81642e-01	 4.62324e-01	 6.60983e+00	0	 1.97717e+00	 1.44484e+01	 3.06992e-02	 2.24338e-01	 1.37688e+03	 7.35275e+04	 1.59543e+01	 1.16588e+02	 1.27735e+05	 6.82126e+06	Simbad	255.152938	-40.778021
      41	  41	 79	 59	 9.21875e-01	352.445565	 2.46242e-01	-01.167354	 2.41810e-01	-2.90213e+01	 1.12385e+03	 3.80966e+21	 8.30677e+01	-1.57155e+01	 5.02076e+00	 6.10610e-01	 3.21846e-01	 3.98431e-01	 5.49475e+00	0	 3.04694e+00	 1.38090e+01	-6.20745e-02	-2.81328e-01	 2.60709e+03	 5.35492e+04	 2.11885e+01	 9.60285e+01	 2.16565e+05	 4.44821e+06	Simbad	262.786442	-35.945082
      42	  42	111	 79	 1.23438e+00	348.753150	 1.86401e-01	-01.312579	 2.96453e-01	-3.49227e+00	 9.33451e+02	 2.36317e+21	 5.15276e+01	-1.50506e+01	 4.43618e+00	 5.93192e-01	 3.72349e-01	 4.34876e-01	 6.31233e+00	0	 2.24661e+00	 1.44313e+01	-5.14628e-02	-3.30575e-01	 1.89784e+03	 7.83094e+04	 1.70522e+01	 1.09536e+02	 9.77913e+04	 4.03510e+06	Simbad	260.337554	-39.088095
      43	  43	 14	 13	 2.03125e-01	359.204382	 1.25000e-01	-00.129898	 1.35670e-01	-2.25891e+01	 9.66299e+02	 1.48662e+22	 3.24149e+02	-1.15846e+01	 1.19661e+01	 2.88741e-01	 1.90197e-01	 2.18594e-01	 1.68973e+00	1	 6.81359e+00	 1.01848e+01	-1.54474e-02	-2.30905e-02	 2.87258e+03	 6.41838e+03	 2.59953e+01	 3.88572e+01	 9.31142e+05	 2.08051e+06	Simbad	266.055478	-29.682493
      44	  44	 34	 24	 3.75000e-01	345.401980	 1.68259e-01	+01.419832	 1.58153e-01	 1.57016e+01	 5.34790e+02	 4.45658e+21	 9.71734e+01	-1.55141e+01	 3.68820e+00	 3.73039e-01	 2.72278e-01	 3.02407e-01	 6.67701e+00	0	 1.90219e+00	 1.45541e+01	 4.71327e-02	 3.60624e-01	 4.13326e+02	 2.41967e+04	 1.00398e+01	 7.68172e+01	 4.01643e+04	 2.35128e+06	Simbad	254.899604	-40.164334
      45	  45	 30	 24	 3.75000e-01	359.154097	 1.81496e-01	-00.740805	 1.53966e-01	-6.62697e+00	 8.49092e+02	 7.07577e+21	 1.54283e+02	-5.48112e+00	 4.46232e+00	 3.70517e-01	 2.98836e-01	 3.21039e-01	 3.08487e+00	0	 5.41721e+00	 1.15824e+01	-7.00397e-02	-1.49750e-01	 3.35226e+03	 1.53243e+04	 3.03539e+01	 6.48988e+01	 5.17198e+05	 2.36429e+06	Simbad	266.626336	-30.043956
      46	  46	  6	  6	 9.37500e-02	358.933930	 1.25000e-01	-00.424202	 1.25000e-01	-2.35601e+00	 3.70423e+02	 1.23474e+22	 2.69229e+02	-6.75382e+00	 8.74208e+00	 1.83274e-01	 1.25000e-01	 1.42006e-01	 3.13028e+00	1	 5.37239e+00	 1.16251e+01	-3.97753e-02	-8.60684e-02	 8.24258e+02	 3.85943e+03	 1.33154e+01	 2.88126e+01	 2.21914e+05	 1.03907e+06	Simbad	266.181598	-30.066937
      47	  47	 99	 63	 9.84375e-01	351.241672	 2.45818e-01	+00.533578	 2.00683e-01	-1.11475e+01	 1.97051e+03	 6.25559e+21	 1.36400e+02	-5.46935e+00	 3.45554e+00	 5.13611e-01	 3.72835e-01	 4.14849e-01	 7.37399e+00	0	 1.14141e+00	 1.56611e+01	 1.06295e-02	 1.45845e-01	 3.90662e+02	 7.35462e+04	 8.26450e+00	 1.13396e+02	 5.32863e+04	 1.00317e+07	Simbad	260.212274	-35.991265
      48	  48	 51	 34	 5.31250e-01	002.754730	 1.97708e-01	+00.117562	 3.31275e-01	 4.78056e+01	 9.08286e+02	 5.34286e+21	 1.16498e+02	 6.94941e-01	 4.39274e+00	 7.21546e-01	 2.73309e-01	 3.77738e-01	 8.07763e+00	0	 4.22887e-01	 1.65575e+01	 8.67699e-04	 3.39735e-02	 2.89403e+01	 4.43654e+04	 2.78803e+00	 1.09161e+02	 3.37150e+03	 5.16850e+06	Simbad	267.896419	-26.515437
      49	  49	 74	 50	 7.81250e-01	352.996940	 2.49544e-01	+00.300092	 2.53253e-01	-3.31962e+01	 1.65972e+03	 6.63889e+21	 1.44758e+02	-4.17358e+00	 4.29899e+00	 6.44854e-01	 2.99667e-01	 3.86883e-01	 7.42492e+00	0	 1.08436e+00	 1.57890e+01	 5.67941e-03	 8.26963e-02	 2.79829e+02	 5.93278e+04	 7.32212e+00	 1.06615e+02	 4.05073e+04	 8.58815e+06	Simbad	261.662484	-34.673774
      50	  50	  7	  6	 9.37500e-02	356.044926	 1.39086e-01	+00.541999	 1.25000e-01	-1.41977e+01	 2.72074e+02	 9.06914e+21	 1.97748e+02	-4.74860e+00	 1.16143e+01	 2.88892e-01	 1.25000e-01	 1.65267e-01	 6.50132e+00	1	 2.00501e+00	 1.49553e+01	 1.89665e-02	 1.41470e-01	 1.14805e+02	 6.38727e+03	 5.78336e+00	 4.31377e+01	 2.27025e+04	 1.26307e+06	Simbad	263.430365	-31.996533
      51	  51	 80	 53	 8.28125e-01	353.066739	 2.22643e-01	+00.991256	 3.21119e-01	-4.48668e+01	 1.36222e+03	 5.14045e+21	 1.12085e+02	-4.59604e+00	 3.05597e+00	 7.27955e-01	 2.84307e-01	 3.88949e-01	 7.31005e+00	0	 1.20034e+00	 1.56779e+01	 2.07657e-02	 2.71224e-01	 3.63463e+02	 6.20049e+04	 8.14856e+00	 1.06430e+02	 4.07387e+04	 6.94981e+06	Simbad	261.015935	-34.228427
      52	  52	109	 73	 1.14062e+00	078.074410	 3.91767e-01	-01.298674	 1.77739e-01	-9.15622e+00	 1.42118e+03	 3.89366e+21	 8.48992e+01	-1.41393e+00	 3.43974e+00	 7.95765e-01	 3.27180e-01	 4.40000e-01	 8.69026e+00	0	 4.27860e+00	 4.27860e+00	-9.69711e-02	-9.69711e-02	 6.36068e+03	 6.36068e+03	 3.28580e+01	 3.28580e+01	 5.40016e+05	 5.40016e+05	Simbad	308.819169	+38.344122
      53	  53	 79	 48	 7.50000e-01	078.040310	 2.74319e-01	-00.929224	 1.75072e-01	 4.36643e+00	 8.48340e+02	 3.53475e+21	 7.70734e+01	-2.05836e+00	 3.47890e+00	 5.51287e-01	 3.45959e-01	 4.04088e-01	 8.71762e+00	0	 4.37911e+00	 4.37911e+00	-7.10174e-02	-7.10174e-02	 4.38117e+03	 4.38117e+03	 3.08849e+01	 3.08849e+01	 3.37672e+05	 3.37672e+05	Simbad	308.414994	+38.537613
      54	  54	 55	 44	 6.87500e-01	359.726259	 2.22263e-01	-00.567426	 2.41821e-01	 1.98115e+01	 1.27296e+03	 5.78618e+21	 1.26165e+02	-2.04010e+00	 1.17531e+01	 5.37793e-01	 3.77216e-01	 4.24553e-01	 2.80873e+00	1	 5.69175e+00	 1.13089e+01	-5.63670e-02	-1.11995e-01	 6.78453e+03	 2.67836e+04	 4.21758e+01	 8.37988e+01	 8.55968e+05	 3.37915e+06	Simbad	266.797453	-29.464891
      55	  55	 54	 42	 6.56250e-01	002.952168	 1.99769e-01	+00.240739	 2.26837e-01	 2.20508e+00	 1.16514e+03	 5.54827e+21	 1.20977e+02	 7.18143e-01	 9.79902e+00	 4.54559e-01	 3.98531e-01	 4.16394e-01	 8.09616e+00	1	 4.04402e-01	 1.65732e+01	 1.69917e-03	 6.96351e-02	 3.26929e+01	 5.49082e+04	 2.93903e+00	 1.20447e+02	 3.95509e+03	 6.64265e+06	Simbad	267.890735	-26.282783
      56	  56	287	239	 3.73438e+00	203.324900	 4.45939e-01	+01.936891	 3.87951e-01	-1.89585e+01	 2.03299e+03	 1.70125e+21	 3.70948e+01	 5.41606e+00	 2.46532e+00	 9.94280e-01	 6.39435e-01	 7.40799e-01	 9.22681e+00	0	 7.86235e-01	 7.86235e-01	 2.65737e-02	 2.65737e-02	 7.03201e+02	 7.03201e+02	 1.01661e+01	 1.01661e+01	 2.60851e+04	 2.60851e+04	Simbad	100.188249	+09.430811
      57	  57	132	 92	 1.43750e+00	002.214075	 3.72759e-01	-00.206265	 3.88300e-01	-3.65338e+01	 3.49167e+03	 7.59060e+21	 1.65509e+02	 8.43208e+00	 1.11163e+01	 9.95946e-01	 4.08653e-01	 5.49939e-01	 4.21272e+00	1	 4.29378e+00	 1.26936e+01	-1.54576e-02	-4.56969e-02	 8.07318e+03	 7.05563e+04	 4.12141e+01	 1.21840e+02	 1.33618e+06	 1.16777e+07	Simbad	267.899079	-27.145647
      58	  58	 82	 72	 1.12500e+00	000.647631	 3.53463e-01	-00.128946	 2.70639e-01	-9.06106e+00	 4.02966e+03	 1.11935e+22	 2.44069e+02	 9.65408e+00	 1.18755e+01	 7.25877e-01	 5.15585e-01	 5.77858e-01	 1.65728e+00	0	 6.84498e+00	 1.01540e+01	-1.54048e-02	-2.28518e-02	 1.60566e+04	 3.53331e+04	 6.90375e+01	 1.02412e+02	 3.91890e+06	 8.62369e+06	Simbad	266.913953	-28.449624
      59	  59	  6	  6	 9.37500e-02	001.833769	 1.25000e-01	-00.136313	 1.25000e-01	 4.41072e+01	 3.54577e+02	 1.18192e+22	 2.57712e+02	 6.14359e+00	 1.35267e+01	 2.15572e-01	 1.25000e-01	 1.49901e-01	 4.49263e+00	1	 4.01127e+00	 1.29801e+01	-9.54325e-03	-3.08810e-02	 4.59506e+02	 4.81151e+03	 1.04946e+01	 3.39594e+01	 1.18420e+05	 1.23999e+06	Simbad	267.612528	-27.436639
      60	  60	 27	 24	 3.75000e-01	003.828397	 2.12648e-01	-00.038895	 1.57666e-01	-3.77569e+00	 6.05843e+02	 5.04869e+21	 1.10084e+02	 5.60344e+00	 6.65840e+00	 4.27306e-01	 3.12604e-01	 3.46931e-01	 6.16594e+00	1	 2.34126e+00	 1.46208e+01	-1.58935e-03	-9.92524e-03	 6.26164e+02	 2.44191e+04	 1.41767e+01	 8.85313e+01	 6.89308e+04	 2.68816e+06	Simbad	268.653899	-25.670172
      61	  61	274	153	 2.39062e+00	189.869200	 3.34122e-01	-00.061253	 3.77937e-01	 1.34661e+01	 1.74660e+03	 2.28313e+21	 4.97826e+01	 6.11708e+00	 2.86509e+00	 7.95455e-01	 6.20600e-01	 6.74134e-01	 1.03766e+01	0	 1.89962e+00	 1.89962e+00	-2.03082e-03	-2.03082e-03	 2.62787e+03	 2.62787e+03	 2.23518e+01	 2.23518e+01	 1.30822e+05	 1.30822e+05	Simbad	091.815498	+20.374504
      62	  62	 23	 21	 3.28125e-01	001.232835	 2.15267e-01	-00.778998	 1.98243e-01	-3.56556e+01	 5.18939e+02	 4.94228e+21	 1.07764e+02	 9.71673e+00	 9.72957e+00	 5.52269e-01	 1.93806e-01	 2.74765e-01	 2.70179e+00	1	 5.80298e+00	 1.11947e+01	-7.88953e-02	-1.52199e-01	 3.36587e+03	 1.25261e+04	 2.78287e+01	 5.36850e+01	 3.62719e+05	 1.34986e+06	Simbad	267.889465	-28.281739
      63	  63	 53	 39	 6.09375e-01	006.472665	 2.73590e-01	-00.304105	 2.10525e-01	 2.70917e+01	 1.16872e+03	 5.99346e+21	 1.30684e+02	 9.10922e+00	 7.20210e+00	 6.35000e-01	 2.71038e-01	 3.59980e-01	 6.23248e+00	1	 2.28747e+00	 1.46044e+01	-1.21410e-02	-7.75144e-02	 9.71298e+02	 3.95921e+04	 1.43720e+01	 9.17583e+01	 1.26933e+05	 5.17406e+06	Simbad	270.361160	-23.513104
      64	  64	 56	 48	 7.50000e-01	009.831929	 2.88241e-01	+00.022647	 2.48332e-01	 1.23835e+01	 1.03428e+03	 4.30949e+21	 9.39661e+01	 1.21929e+01	 8.02339e+00	 6.11647e-01	 4.52654e-01	 5.00431e-01	 6.44186e+00	1	 2.09894e+00	 1.46514e+01	 8.29639e-04	 5.79118e-03	 1.00651e+03	 4.90427e+04	 1.83330e+01	 1.27971e+02	 9.45780e+04	 4.60835e+06	Simbad	271.832121	-20.425853
      65	  65	 24	 18	 2.81250e-01	007.762680	 1.33998e-01	-00.632812	 1.47594e-01	 1.73507e+01	 6.11290e+02	 6.79212e+21	 1.48099e+02	 1.46752e+01	 6.95828e+00	 3.21230e-01	 2.36154e-01	 2.61659e-01	 5.68406e+00	1	 2.85538e+00	 1.39899e+01	-3.15360e-02	-1.54510e-01	 6.98516e+02	 1.67678e+04	 1.30401e+01	 6.38894e+01	 1.03449e+05	 2.48328e+06	Simbad	271.361835	-22.551833
      66	  66	 21	 18	 2.81250e-01	006.126990	 1.82087e-01	-00.499979	 1.25000e-01	-1.89091e+01	 6.62430e+02	 7.36034e+21	 1.60488e+02	 1.40381e+01	 5.77871e+00	 3.92021e-01	 1.86033e-01	 2.38504e-01	 5.29955e+00	0	 3.23025e+00	 1.36733e+01	-2.81877e-02	-1.19316e-01	 8.93964e+02	 1.60175e+04	 1.34466e+01	 5.69179e+01	 1.43471e+05	 2.57062e+06	Simbad	270.360187	-23.910409
      67	  67	360	222	 3.46875e+00	013.671270	 4.76370e-01	-00.431498	 3.88892e-01	 2.13040e+01	 7.71815e+03	 6.95328e+21	 1.51613e+02	 1.76135e+01	 6.25940e+00	 1.06832e+00	 6.09380e-01	 7.34784e-01	 6.37094e+00	0	 2.21334e+00	 1.43055e+01	-1.66686e-02	-1.07734e-01	 5.17635e+03	 2.16239e+05	 2.83863e+01	 1.83469e+02	 7.84802e+05	 3.27846e+07	Simbad	274.203705	-17.277659
      68	  68	212	145	 2.26562e+00	008.468991	 2.73303e-01	-00.920087	 4.92870e-01	-2.24822e+01	 2.62966e+03	 3.62712e+21	 7.90873e+01	 1.62601e+01	 4.58256e+00	 9.96838e-01	 5.26096e-01	 6.51005e-01	 5.65271e+00	0	 2.89533e+00	 1.39215e+01	-4.64928e-02	-2.23549e-01	 5.78549e+03	 1.33756e+05	 3.28987e+01	 1.58185e+02	 4.57559e+05	 1.05784e+07	Simbad	272.005059	-22.075161
      69	  69	 27	 27	 4.21875e-01	001.311946	 1.56822e-01	-00.223048	 1.67902e-01	 8.86816e+00	 2.00022e+03	 1.48165e+22	 3.23066e+02	 2.22600e+01	 1.35613e+01	 3.50029e-01	 2.97685e-01	 3.14200e-01	 1.48677e+00	1	 7.02385e+00	 9.97183e+00	-2.73433e-02	-3.88195e-02	 6.34001e+03	 1.27788e+04	 3.85179e+01	 5.46843e+01	 2.04824e+06	 4.12838e+06	Simbad	267.394122	-27.928995
      70	  70	 24	 22	 3.43750e-01	010.144490	 1.50655e-01	-00.051311	 1.92467e-01	 1.19232e+01	 5.42893e+02	 4.93539e+21	 1.07614e+02	 1.64742e+01	 3.88549e+00	 3.92414e-01	 2.91502e-01	 3.21867e-01	 5.96938e+00	0	 2.58853e+00	 1.41457e+01	-2.31813e-03	-1.26681e-02	 7.01624e+02	 2.09531e+04	 1.45416e+01	 7.94663e+01	 7.55044e+04	 2.25484e+06	Simbad	272.063046	-20.188659
      71	  71	 91	 72	 1.12500e+00	015.027720	 2.67087e-01	-00.837966	 2.84749e-01	-3.43675e+01	 1.25949e+03	 3.49859e+21	 7.62850e+01	 1.88426e+01	 3.05847e+00	 7.07776e-01	 3.29732e-01	 4.25343e-01	 6.41303e+00	0	 2.18711e+00	 1.42332e+01	-3.19860e-02	-2.08158e-01	 1.63927e+03	 6.94252e+04	 1.62366e+01	 1.05665e+02	 1.25052e+05	 5.29610e+06	Simbad	275.247804	-16.274837
      72	  72	 32	 29	 4.53125e-01	008.629116	 1.67528e-01	-00.160535	 2.24321e-01	 3.73873e+00	 8.42762e+02	 5.81215e+21	 1.26731e+02	 1.83688e+01	 6.02413e+00	 4.49310e-01	 3.34159e-01	 3.68822e-01	 5.44611e+00	0	 3.10911e+00	 1.36985e+01	-8.71131e-03	-3.83814e-02	 1.33428e+03	 2.59013e+04	 2.00141e+01	 8.81808e+01	 1.69094e+05	 3.28250e+06	Simbad	271.374721	-21.565135
      73	  73	 10	 10	 1.56250e-01	003.144187	 1.25000e-01	+00.065072	 1.25000e-01	-9.90969e+00	 2.89216e+02	 5.78431e+21	 1.26124e+02	 1.88548e+01	 2.69862e+00	 2.07528e-01	 1.28903e-01	 1.51078e-01	 3.24151e+00	0	 5.27940e+00	 1.16950e+01	 5.99593e-03	 1.32823e-02	 1.32662e+03	 6.50996e+03	 1.39208e+01	 3.08376e+01	 1.67318e+05	 8.21062e+05	Simbad	268.168363	-26.207121
      74	  74	 68	 42	 6.56250e-01	014.403690	 1.65960e-01	+00.125845	 2.41444e-01	-2.33910e+01	 1.07752e+03	 5.13104e+21	 1.11880e+02	 2.30299e+01	 7.58950e+00	 4.99481e-01	 3.06382e-01	 3.60591e-01	 5.98831e+00	1	 2.63023e+00	 1.38354e+01	 5.77707e-03	 3.03884e-02	 1.38297e+03	 3.82659e+04	 1.65536e+01	 8.70746e+01	 1.54726e+05	 4.28118e+06	Simbad	274.055376	-16.368316
      75	  75	 14	 13	 2.03125e-01	010.444420	 1.39422e-01	-00.146424	 1.25000e-01	 1.39811e+01	 6.74756e+02	 1.03809e+22	 2.26349e+02	 2.31945e+01	 8.72378e+00	 2.92189e-01	 1.69042e-01	 2.02870e-01	 5.35622e+00	1	 3.22938e+00	 1.34890e+01	-8.25293e-03	-3.44722e-02	 6.45296e+02	 1.12585e+04	 1.14345e+01	 4.77613e+01	 1.46062e+05	 2.54835e+06	Simbad	272.306454	-19.972462
      76	  76	 14	 12	 1.87500e-01	000.343376	 1.25000e-01	-00.175501	 1.60765e-01	 4.31346e+01	 9.81371e+02	 1.63562e+22	 3.56638e+02	 2.25074e+01	 1.32348e+01	 3.74650e-01	 1.47258e-01	 2.01030e-01	 4.24540e-01	1	 8.07841e+00	 8.92136e+00	-2.47447e-02	-2.73267e-02	 3.72743e+03	 4.54590e+03	 2.83444e+01	 3.13020e+01	 1.32934e+06	 1.62124e+06	Simbad	266.779863	-28.734011
      77	  77	 46	 27	 4.21875e-01	016.832390	 1.55242e-01	+00.403879	 2.00302e-01	 2.56673e+01	 7.68910e+02	 5.69563e+21	 1.24190e+02	 2.22256e+01	 2.73747e+00	 4.29848e-01	 2.68541e-01	 3.14132e-01	 6.32111e+00	0	 2.31367e+00	 1.39584e+01	 1.63090e-02	 9.83922e-02	 6.87928e+02	 2.50386e+04	 1.26851e+01	 7.65294e+01	 8.54339e+04	 3.10955e+06	Simbad	274.994496	-14.097893
      78	  78	 46	 38	 5.93750e-01	002.929008	 1.65736e-01	+00.272121	 1.98776e-01	-2.38002e+01	 2.06253e+03	 1.08554e+22	 2.36696e+02	 2.58471e+01	 1.24542e+01	 4.33679e-01	 2.82566e-01	 3.25939e-01	 2.49197e+00	1	 6.03514e+00	 1.09428e+01	 2.86632e-02	 5.19718e-02	 6.58770e+03	 2.16581e+04	 3.43325e+01	 6.22514e+01	 1.55929e+06	 5.12640e+06	Simbad	267.847451	-26.286664
      79	  79	 69	 46	 7.18750e-01	014.765290	 1.41298e-01	-00.003912	 4.77241e-01	-5.86844e+01	 1.01257e+03	 4.40248e+21	 9.59938e+01	 2.57145e+01	 5.18639e+00	 9.65026e-01	 2.44177e-01	 3.86056e-01	 5.82691e+00	0	 2.81007e+00	 1.36286e+01	-1.91880e-04	-9.30597e-04	 1.72889e+03	 4.06662e+04	 1.89344e+01	 9.18299e+01	 1.65963e+05	 3.90370e+06	Simbad	274.353280	-16.111829
