#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:04:39 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:04:39	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/AJ/160/271/table1&-out.max=unlimited&-out=AGC,Flag,RAJ2000,DEJ2000,RVel,Dist,e_Dist,b/a,e_b/a,imag	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51600271
#Name: J/AJ/160/271
#Title: A catalog of ~30000 galaxies with ALFALFA-SDSS (Durbala+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/160/271	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/160/271	    IVOID of underlying data collection
#INFO	creator=Durbala A.	    First author or institution
#INFO	cites=bibcode:2020AJ....160..271D	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/160/271	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51600271	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_160_271_table1:
#Name: J/AJ/160/271/table1
#Title: Basic optical properties of cross-listed objects in the ALFALFA-SDSS catalog
#Column	AGC	(I6)	[1/749512] AGC catalog identifier	[ucd=meta.id;meta.main]
#Column	Flag	(I1)	[0/3] Photometry flag (1)	[ucd=meta.code.error]
#Column	RAJ2000	(F10.6)	[0.003/360] Right Ascension (J2000) (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-0.21/36.4] Declination (J2000) (2)	[ucd=pos.eq.dec;meta.main]
#Column	RVel	(I5)	[-430/17823] HI profile midpoint heliocentric radial velocity	[ucd=spect.dopplerVeloc;spect.line;pos.heliocentric]
#Column	Dist	(F5.1)	[0.3/260] Distance from Haynes+, 2018, J/ApJ/861/49	[ucd=pos.distance]
#Column	e_Dist	(F4.1)	[0/30.9] Uncertainty in Dist	[ucd=stat.error]
#Column	b/a	(F5.2)	[0.05/1]? Axial ratio b/a from SDSS r band	[ucd=phys.angSize;arith.ratio]
#Column	e_b/a	(F6.2)	[0.01/865]? Uncertainty in b/a (4)	[ucd=stat.error]
#Column	imag	(F5.2)	[9.58/30.89]? SDSS i band cmodel magnitude	[ucd=phot.mag;em.opt.I]
AGC	Flag	RAJ2000	DEJ2000	RVel	Dist	e_Dist	b/a	e_b/a	imag
   418	1	009.906670	+08.96528	 4434	 69.5	13.8	 0.36	  0.01	13.56
   419	1	009.895000	+00.86000	 4403	 58.9	 4.3	 0.66	  0.01	12.65
   420	1	009.895000	+02.88722	 5144	 73.8	 4.4	 0.52	  0.01	12.38
   425	1	010.045000	+22.71528	 5844	 82.2	 2.4	 0.84	  0.01	13.66
   433	1	010.265420	+31.73306	 4652	 76.6	14.7	 0.19	  0.01	13.59
   436	1	010.291670	+16.46861	 5446	 76.4	 2.3	 0.57	  0.01	12.42
   437	1	010.322080	+03.50333	 4679	 65.3	 2.4	 0.69	  0.01	15.48
   438	1	010.365830	+25.50000	 4537	 60.0	12.3	 0.73	  0.01	11.75
   441	1	010.420000	+10.82639	11776	163.4	 2.2	 0.78	  0.01	14.43
   442	1	010.465830	+32.99083	 4927	 80.2	16.0	 0.70	  0.01	15.11
   443	1	010.532500	+33.40611	 6251	 52.7	10.6	 0.30	  0.01	15.20
   446	1	010.615000	+33.18583	 6251	 88.3	 2.4	 0.35	  0.01	15.54
   448	1	010.592080	+29.64139	 4859	 72.4	 4.3	 0.87	  0.01	12.81
   449	1	010.593330	+29.69833	 5285	 72.4	 4.3	 0.28	  0.01	14.22
   450	1	010.565830	+00.84556	 5345	 97.7	20.3	 0.63	  0.01	12.71
   453	1	010.665420	+29.87500	 4857	 69.5	13.3	 0.27	  0.01	15.51
   457	1	010.722080	+33.52278	 6215	 76.9	16.1	 0.23	  0.01	14.21
   458	1	010.727080	+23.50361	 7420	101.3	 2.2	 0.69	  0.01	13.16
   459	1	010.725420	+32.58083	 4828	 66.0	 4.3	 0.83	  0.01	13.42
   461	1	010.865830	-00.12528	 4167	 56.5	11.6	 0.63	  0.01	12.61
   462	1	010.864580	+02.95778	 5643	 79.1	 2.2	 0.91	  0.01	13.00
   463	1	010.885000	+14.34250	 4458	 62.1	 2.3	 0.94	  0.01	12.02
   465	1	010.961670	+32.85333	 4774	 66.0	 4.2	 0.50	  0.01	13.11
   466	1	010.966250	+00.80167	 5460	 53.2	11.2	 0.44	  0.01	13.88
   467	1	011.018750	+28.87472	 4822	 67.4	 2.3	 0.53	  0.02	16.56
   468	1	010.983750	+01.84972	 4560	 63.6	 2.4	 0.79	  0.01	13.43
   469	1	011.015420	+26.20750	10083	139.4	 2.3	 0.34	  0.01	13.68
   470	1	011.052080	+26.84583	 5188	 72.7	 2.3	 0.41	  0.01	14.22
   472	1	011.227500	+16.93722	 4684	 65.3	 2.2	 0.51	  0.01	15.68
   474	1	011.306670	+10.50250	11942	165.8	 2.2	 0.22	  0.01	15.21
   477	1	011.554170	+19.48917	 2647	 35.2	 7.1	 0.30	  0.01	14.01
   478	1	011.607500	+30.23806	 5004	 72.2	 4.3	 0.46	  0.01	12.94
   479	1	011.617500	+31.80861	 6254	 88.2	 2.3	 0.54	  0.01	13.43
   482	1	011.621670	+08.43278	11851	164.5	 2.2	 0.95	  0.01	14.63
   483	1	011.709580	+26.47611	 4951	 77.3	15.2	 0.36	  0.01	15.04
   484	1	011.733750	+32.67528	 4861	 62.2	12.5	 0.20	  0.01	13.27
   485	1	011.785000	+30.34139	 5244	 58.9	12.7	 0.12	  0.01	13.55
   487	1	011.816670	+07.90972	 5262	 47.2	 9.1	 0.63	  0.01	13.39
   488	1	011.830420	+14.70306	11782	163.5	 2.4	 0.69	  0.01	13.75
   489	1	011.827500	+27.82722	 4740	 70.2	 4.4	 0.68	  0.01	13.00
   490	1	011.975000	+19.59667	 4555	 56.2	11.5	 0.64	  0.01	12.28
   491	1	012.005830	+27.62472	 4938	 66.1	14.3	 0.73	  0.01	11.59
   493	1	012.006250	+08.29667	 5278	 67.3	12.4	 0.63	  0.01	11.99
   494	1	012.099580	+04.09139	 1957	 26.8	 2.3	 0.38	  0.01	14.39
   497	1	012.144170	+27.69333	 5213	 70.1	 4.3	 0.83	  0.01	13.69
   499	1	012.196250	+31.95695	 4540	 65.9	 4.3	 0.88	  0.01	12.76
   500	1	012.200420	+11.36972	12008	166.7	 2.3	 0.83	  0.01	13.72
   501	1	012.258330	+28.21750	 5090	 73.8	14.9	 0.20	  0.01	13.76
   503	1	012.325420	+04.53139	12196	169.4	 2.2	 0.65	  0.01	16.30
   504	1	012.356670	+12.18056	11297	156.6	 2.2	 0.67	  0.01	15.58
   507	1	012.398330	+01.11500	 5281	 80.9	15.2	 0.17	  0.01	13.54
   508	1	012.449580	+32.27750	 4648	 65.8	 4.4	 0.63	  0.01	11.61
   509	1	012.440830	+31.60111	 5134	 67.9	14.0	 0.41	  0.01	15.08
   510	1	012.493330	+21.71972	 4533	 54.2	10.0	 0.30	  0.01	14.23
   511	1	012.540830	+31.73083	 4601	 71.5	14.0	 0.30	  0.01	14.59
   512	1	012.511250	+07.91833	 5382	 76.2	16.3	 0.56	  0.01	14.30
   513	1	012.594170	+11.71000	11905	165.3	 2.3	 0.61	  0.01	14.20
   515	1	012.676250	+12.09583	11803	163.8	 2.4	 0.71	  0.02	15.68
   518	1	012.706250	+30.16389	10377	143.8	 2.3	 0.82	  0.01	13.68
   521	1	012.800830	+12.02472	  673	  9.6	 2.3	 0.68	  0.01	15.30
   524	1	012.895830	+29.40111	10782	149.6	 2.3	 0.57	  0.01	13.85
   525	1	012.893750	+29.71639	 4928	 68.8	 2.4	 0.47	  0.01	14.14
   526	1	012.932080	+03.17167	 5416	 75.8	 2.2	 0.37	  0.01	15.88
   527	1	012.957500	+03.10500	 1953	 26.7	 2.3	 0.49	  0.33	15.14
   531	1	013.019170	+02.43028	12645	175.9	 2.4	 0.44	  0.01	14.63
   533	1	013.116670	+14.51805	 5470	 69.8	13.0	 0.34	  0.01	14.46
   534	1	013.125830	+24.35111	10165	140.6	 2.3	 0.53	  0.01	13.01
   535	1	013.131250	+26.13250	14788	206.7	 2.3	 0.88	  0.01	13.93
   536	1	013.146250	+29.20722	 4856	 68.5	13.9	 0.50	  0.01	14.89
   537	2	013.128330	+06.02000	 5202	 72.7	 2.3	 0.62	  0.03	20.89
   540	1	013.242920	+29.03222	 4974	 56.8	11.6	 0.56	  0.01	13.61
   541	1	013.288750	+21.92639	 7304	 99.7	 2.4	 0.21	  0.01	15.08
   542	1	013.361250	+29.27000	 4510	 53.0	10.6	 0.32	  0.01	12.85
   543	1	013.362500	+05.77028	 5190	 72.5	 2.2	 0.79	  0.01	13.99
   544	1	013.386250	+02.92417	 4908	 84.7	17.4	 0.20	  0.01	13.97
   546	1	013.425420	+18.09667	 4506	 62.6	 2.2	 0.35	  0.01	14.95
   548	1	013.595420	+31.66500	 6604	 90.0	 2.3	 0.83	  0.01	13.19
   550	1	013.678330	+21.52222	 2675	 36.7	 2.3	 0.44	  0.01	13.51
   554	1	013.694580	+28.71639	11114	154.3	 2.2	 0.41	  0.01	13.16
   556	1	013.709580	+29.24639	 4638	107.7	21.6	 0.49	  0.01	13.38
   557	1	013.695830	+31.36556	 4496	 72.1	14.0	 0.47	  0.01	14.35
   558	1	013.705830	+10.53722	11738	162.9	 2.2	 0.37	  0.01	13.70
   560	2	013.698750	+13.65806	 5431	 76.0	 2.2	 0.70	  0.08	17.64
   561	1	013.746250	+30.80472	 4688	 65.2	 2.2	 0.93	  0.01	13.81
   562	1	013.781250	+31.54222	 5467	 55.5	11.0	 0.42	  0.01	12.26
   564	1	013.808750	+35.43389	10959	152.3	 2.4	 0.62	  0.01	15.06
   565	1	013.840420	+31.67694	 5638	 51.5	 9.6	 0.31	  0.01	14.20
   566	1	013.826670	+31.72972	 6299	 88.8	 2.2	 0.75	  0.01	13.84
   569	1	013.806250	+09.44833	13347	185.9	 2.2	 0.61	  0.01	14.42
   571	1	013.994170	+12.12333	12324	171.3	 2.1	 0.49	  0.01	14.35
   572	1	014.008330	+14.23000	11925	165.6	 2.2	 0.86	  0.01	14.60
   574	1	014.063750	+04.40944	 5280	 73.7	 2.3	 0.68	  0.02	16.08
   575	1	014.038750	+31.07417	 4660	 70.2	13.3	 0.17	  0.01	14.28
   581	1	014.117920	+11.85750	11624	161.3	 2.3	 0.62	  0.01	14.77
   586	1	014.255830	+07.32917	11681	162.1	 2.2	 0.30	  0.01	15.16
   590	1	014.272080	+14.90833	14899	208.1	 2.3	 0.56	  0.01	14.51
   591	1	014.331670	+23.89028	 4832	 70.1	 4.3	 0.56	  0.01	14.31
   597	1	014.454170	+30.35278	 4974	 69.6	 4.1	 0.71	  0.01	10.77
   598	1	014.458330	+31.48417	 5029	 70.1	 2.3	 0.46	  0.01	12.72
   603	1	014.605830	+11.55750	14159	197.6	 2.3	 0.58	  0.01	15.24
   607	1	014.687080	+12.74806	11642	161.6	 2.4	 0.92	  0.01	13.64
   611	1	014.703750	+00.58694	 5441	 76.0	 2.3	 0.98	  0.01	13.25
   612	1	014.752920	+23.85306	 5052	 70.1	 4.3	 0.38	  0.01	13.04
   614	1	014.900830	+35.56055	 2354	 34.8	 7.1	 0.47	  0.01	13.48
   615	1	014.917080	+15.33083	 5495	 79.8	15.1	 0.62	  0.01	13.17
   616	1	014.912920	+18.84306	11287	156.6	 2.2	 0.53	  0.01	13.99
   617	1	014.955830	+18.00805	 5482	 76.6	 2.2	 0.62	  0.01	13.43
   618	1	014.925420	+00.91639	 5285	 73.8	 2.2	 0.87	  0.01	14.15
   619	1	014.952920	+14.72361	12210	169.8	 2.5	 0.18	  0.01	15.23
   623	1	015.135420	+30.79667	 4844	 85.1	18.1	 0.41	  0.01	13.50
   624	1	015.152080	+30.66861	 4777	 78.3	15.6	 0.46	  0.01	11.96
   627	1	015.252920	+13.46778	11769	163.5	 2.4	 0.61	  0.01	13.74
   628	1	015.216670	+19.47583	 5446	 76.1	 2.2	 0.64	  0.01	15.09
   629	1	015.257080	+29.60139	 4999	 69.6	 2.5	 0.88	  0.01	13.77
   630	1	015.255000	+29.94722	 4876	 67.8	 2.4	 0.80	  0.01	14.34
   631	1	015.260420	+09.72472	 6044	 91.6	19.2	 0.13	  0.01	14.75
   633	1	015.338330	+31.50722	 5578	 87.1	17.7	 0.32	  0.01	13.40
   634	1	015.354580	+07.62583	 2212	 26.3	 5.6	 0.92	  0.07	18.68
   637	1	015.442080	+03.08167	 4367	 59.7	11.7	 0.49	  0.01	15.27
   640	1	015.565000	+09.09833	11608	161.2	 2.3	 0.81	  0.01	13.88
   643	1	015.773330	+24.97194	 9041	124.7	 2.3	 0.76	  0.01	14.14
   644	1	015.825420	+14.03722	12285	170.9	 2.3	 0.43	  0.01	14.06
   645	1	015.818750	+22.34222	 4660	 64.7	 2.2	 0.63	  0.01	13.00
   649	1	015.897500	+06.41611	14465	202.0	 2.2	 0.52	  0.01	13.78
   652	1	015.960830	+22.02695	 5666	105.7	20.0	 0.44	  0.01	15.84
   653	1	015.953330	+31.19833	 6261	 88.1	 2.0	 0.21	  0.01	15.20
   656	1	015.936250	+02.28278	 5521	 77.1	 2.4	 0.57	  0.01	14.49
   657	1	015.996250	+32.96305	 4972	 69.2	 2.4	 0.80	  0.02	14.92
   659	1	016.078330	+18.69639	 5452	 76.1	 2.4	 0.23	  0.01	14.73
   660	1	016.089170	+06.64639	12297	171.0	 2.4	 0.95	  0.02	15.89
   667	3	016.240420	+05.65278	 6073	 85.1	 2.4	     	      	
   668	3	016.192090	+02.11750	 -231	  0.7	 0.1	     	      	
   669	1	016.329170	+31.68167	 5839	 53.7	10.1	 0.24	  0.01	13.99
   673	1	016.540420	+31.40583	 6245	 89.5	16.6	 0.36	  0.01	14.72
   674	1	016.585830	+21.37333	 5642	 78.9	 2.1	 0.90	  0.01	14.86
   675	1	016.530000	+00.77583	 5201	 72.5	 2.1	 0.89	  0.03	16.32
   677	1	016.607080	+14.57083	12100	168.3	 2.3	 0.62	  0.01	13.84
   678	1	016.558330	+03.57417	 5525	 77.2	 2.3	 0.89	  0.01	13.78
   679	1	016.765420	+32.38945	 5106	 54.7	10.3	 0.22	  0.01	15.57
   681	1	016.809170	+13.95472	11493	159.6	 2.3	 0.57	  0.01	13.59
   684	1	016.798750	+10.83639	12313	171.3	 2.3	 0.78	  0.01	13.54
   685	1	016.843330	+16.68389	  156	  4.7	 0.5	 0.70	  0.01	13.23
   691	1	016.885830	+32.09250	14706	205.9	 2.4	 0.39	  0.01	14.40
   692	1	016.904580	+32.93917	 5780	 81.0	 2.3	 0.76	  0.01	13.95
   695	1	016.943750	+01.06361	  627	  8.6	 2.3	 0.91	  0.01	14.59
   696	1	017.017080	+21.12028	 5059	 70.4	 2.4	 0.72	  0.01	13.31
   698	1	016.983750	+02.54528	10061	139.1	 2.4	 0.44	  0.01	13.80
   699	1	017.057500	+21.09806	 5021	 69.8	 2.5	 0.39	  0.02	17.47
   705	1	017.104580	+06.48361	12106	168.3	 2.2	 0.67	  0.01	14.18
   708	1	017.144170	+16.90000	12244	170.4	 2.3	 0.62	  0.01	13.93
   709	1	017.167080	+01.35667	 5376	 75.0	 2.2	 0.39	  0.01	15.19
   710	1	017.185420	+33.46417	12454	173.7	 2.3	 0.29	  0.01	13.88
   711	1	017.155000	+01.64056	 1982	 20.6	 4.3	 0.72	  0.07	18.58
   714	1	017.308330	+32.15139	 4634	 56.2	10.5	 0.70	  0.01	13.17
   717	1	017.341670	+14.34222	11532	160.2	 2.3	 0.99	  0.01	12.98
   721	1	017.374580	+01.81167	 5754	 80.4	 2.3	 0.36	  0.01	14.47
   722	1	017.440000	+13.30806	 4204	 58.1	 2.3	 0.65	  0.01	15.41
   723	1	017.483330	+20.77167	 5094	 56.5	11.0	 0.12	  0.01	14.53
   724	1	017.497500	+32.36833	 5177	 70.4	 4.1	 0.85	  0.01	12.80
   732	1	017.684580	+33.55833	 5437	 57.0	12.1	 0.58	  0.01	13.47
   733	1	017.662500	+16.59694	12312	171.3	 2.3	 0.72	  0.01	14.09
   737	1	017.712080	+00.19806	 5295	 73.8	 2.4	 0.58	  0.01	14.34
   738	1	017.770420	+33.83556	 4551	 63.0	 2.3	 0.87	  0.01	14.36
   742	1	017.822500	+31.74000	 5756	 80.6	 2.3	 0.96	  0.01	14.59
   747	1	017.847920	+01.27806	 6833	 93.1	 2.3	 0.28	  0.01	15.01
   748	1	017.931670	+35.27611	 4851	 67.3	 2.3	 0.28	  0.01	14.08
   749	1	017.878750	+01.32111	 6773	 92.2	 2.3	 0.37	  0.01	14.02
   752	1	018.040420	+32.12305	 5013	 51.3	10.1	 0.93	  0.01	11.91
   756	1	018.180000	+32.96944	 5338	 70.4	 4.1	 0.78	  0.01	13.82
   757	1	018.140420	+00.29278	 5656	 79.0	 2.3	 0.56	  0.01	14.75
   763	1	018.232080	+00.98083	 1151	 11.3	 2.3	 0.67	  0.01	11.49
   764	1	018.302080	+34.96556	 4738	 84.3	16.9	 0.18	  0.01	15.92
   768	1	018.290420	+02.28722	13892	193.9	 2.2	 0.81	  0.01	13.77
   769	1	018.321250	+12.77056	 9967	137.8	 2.5	 0.77	  0.01	14.77
   770	1	018.354580	+02.63167	14085	196.7	 2.3	 0.97	  0.01	15.12
   772	2	018.414590	+00.87500	 1162	 15.7	 2.3	 0.49	  0.12	18.14
   775	1	018.470830	+19.17694	12174	169.4	 2.3	 0.26	  0.01	14.50
   779	1	018.499580	+02.07111	10258	142.0	 2.4	 0.39	  0.01	13.58
   785	1	018.560420	+15.89778	11308	157.0	 2.3	 0.58	  0.01	13.55
   790	1	018.655830	+01.18083	 4634	 64.3	 2.4	 0.89	  0.01	13.76
   791	1	018.660840	+01.82917	10230	141.6	 2.3	 0.58	  0.01	13.72
   796	1	018.781670	+33.37722	 4786	 70.3	 4.2	 0.81	  0.01	12.94
   798	1	018.799580	+30.19472	 4899	 71.7	 4.3	 0.52	  0.01	13.39
   799	1	018.760830	+06.85778	 5524	 80.9	15.6	 0.39	  0.01	15.52
   800	1	018.830420	+28.48944	 4806	 66.6	 2.3	 0.84	  0.01	14.51
   802	1	018.840000	+07.35528	12020	167.2	 2.3	 0.58	  0.01	15.64
   803	1	018.845000	+08.09917	 2347	 31.9	 2.2	 0.69	  0.01	15.41
   804	1	018.907080	+33.06750	 5599	 70.3	 4.2	 0.77	  0.01	12.73
   805	1	018.874170	+06.88361	 5524	 84.0	16.6	 0.58	  0.01	16.13
   808	1	018.908750	+09.30639	11660	162.0	 2.3	 0.70	  0.01	12.85
   809	1	018.966250	+33.81055	 4202	 68.2	14.1	 0.21	  0.01	13.95
   810	1	018.957080	+31.08028	 4836	 47.2	 8.8	 0.24	  0.01	13.71
   817	1	019.027080	+01.56722	10189	141.1	 2.3	 0.53	  0.01	13.94
   818	1	019.015000	+04.29389	 5470	 73.7	 4.4	 0.82	  0.01	12.40
   819	1	019.002080	+06.63694	 2419	 29.1	 5.6	 0.32	  0.01	16.25
   820	1	019.062080	+31.03361	 4965	 56.8	11.4	 0.46	  0.01	12.27
   823	1	019.150000	+01.20167	 5086	 70.8	 2.4	 0.76	  0.02	16.34
   824	1	019.246670	+13.02444	 6158	 88.3	17.5	 0.38	  0.01	13.18
   828	1	019.440000	+21.41583	11904	165.7	 2.4	 0.42	  0.01	14.36
   829	1	019.440420	+10.19667	10232	141.7	 2.3	 0.64	  0.01	14.12
   832	1	019.534160	+17.56194	12708	177.1	 2.2	 0.80	  0.01	14.33
   833	1	019.537080	+11.38139	 5192	 70.2	13.8	 0.78	  0.01	12.99
   834	1	019.600000	+04.75194	14122	197.3	 2.3	 0.62	  0.01	14.27
   835	1	019.667500	+31.03583	 6835	 93.5	 2.4	 0.71	  0.01	13.96
   838	1	019.691250	+14.99306	 6884	 93.9	 2.2	 0.88	  0.01	13.34
   839	1	019.750420	+12.93944	 5144	 71.5	 2.3	 0.90	  0.01	15.00
   840	1	019.742500	+16.32556	 6360	 86.4	 2.4	 0.52	  0.01	13.34
   841	1	019.792080	+33.03000	 5575	 64.3	13.1	 0.24	  0.01	14.13
   843	1	019.736250	+05.55611	 5272	 73.4	 2.3	 0.90	  0.01	14.71
   845	1	019.821670	+21.76222	 9423	130.2	 2.2	 0.74	  0.01	14.11
   847	1	019.768750	-00.13889	 5242	 79.8	15.3	 0.10	  0.01	15.12
   849	1	019.850420	+12.44694	14296	199.8	 2.5	 0.72	  0.01	13.47
   850	1	019.875000	+21.15028	17345	243.4	 2.3	 0.79	  0.01	14.07
   851	1	019.887920	+19.71167	12913	180.1	 2.2	 0.57	  0.01	14.57
   852	1	019.909160	+17.56444	 8816	121.5	 2.3	 0.28	  0.01	14.29
   854	1	019.880410	+03.90806	 5049	 70.2	 2.4	 0.44	  0.01	15.19
   855	1	019.904580	+08.17250	 9561	132.1	 2.3	 0.77	  0.01	13.39
   857	1	019.972920	+32.46695	 4877	 68.7	 4.2	 0.96	  0.01	13.27
   858	1	019.937080	+03.40944	 2373	 41.3	 8.3	 0.68	  0.01	11.76
   859	1	019.979580	+16.54417	 2133	 34.0	 4.3	 0.69	  0.01	11.87
   860	1	019.997080	+12.92472	 5799	 81.0	 2.3	 0.83	  0.01	13.99
   861	1	019.998330	+14.78611	 4171	 57.4	 2.2	 0.90	  0.01	12.84
   864	1	020.027920	+03.41528	 2333	 32.2	 4.4	 0.79	  0.01	11.23
   869	1	020.082920	+30.75917	10288	142.8	 2.3	 0.36	  0.01	13.89
   871	1	020.100000	+05.82722	 2159	 29.3	 2.4	 0.81	  0.02	15.73
   872	1	020.159580	+29.69889	 7044	 96.5	 2.3	 0.71	  0.01	12.80
   873	1	020.167080	+30.39361	15143	212.2	 2.3	 0.83	  0.01	14.51
   875	1	020.191250	+01.44528	 5425	 74.5	 4.3	 0.73	  0.01	14.42
   876	1	020.190830	+04.18000	 5085	 70.7	 2.3	 0.14	  0.01	16.24
   877	1	020.243750	+29.23139	 9636	133.5	 2.3	 0.21	  0.01	14.49
   878	1	020.262500	+33.89833	 4310	 68.7	 4.2	 0.56	  0.01	12.53
   882	1	020.231250	+06.57417	 2330	 31.6	 2.2	 0.59	  0.01	15.08
   883	1	020.253750	+17.07333	 2496	 33.8	 2.2	 0.52	  0.02	15.27
   884	1	020.244580	+25.54861	 9039	124.9	 2.4	 0.81	  0.01	14.04
   885	1	020.260000	+02.95972	 5349	 74.1	14.8	 0.37	  0.01	15.26
   887	1	020.285420	+05.14083	14245	199.0	 2.3	 0.89	  0.03	17.50
   888	1	020.276250	+05.42833	 2437	 33.1	 2.3	 0.65	  0.02	15.55
   889	1	020.294170	+17.86833	 8512	117.2	 2.4	 0.55	  0.01	14.70
   890	1	020.283330	+01.37278	 4972	 52.7	10.4	 0.30	  0.01	13.06
   891	3	020.329580	+12.41167	  645	  9.0	 2.3	     	      	
   893	1	020.315830	+03.86194	 5233	 72.8	 2.2	 0.81	  0.01	13.89
   894	1	020.338750	+00.09000	 3798	 44.5	 9.2	 0.42	  0.01	14.37
   895	1	020.365000	+07.01778	 2248	 31.9	 6.3	 0.32	  0.01	13.04
   897	1	020.370000	+15.94694	 8977	123.8	 2.4	 0.98	  0.01	14.74
   898	1	020.383330	+19.87472	 9866	136.6	 2.4	 0.66	  0.01	14.80
   899	1	020.404170	+20.91944	 9211	127.2	 2.2	 0.50	  0.01	14.09
   903	1	020.450000	+17.59222	 2518	 48.1	 9.9	 0.28	  0.01	12.79
   904	1	020.457920	+18.26722	 8309	114.3	 2.4	 0.54	  0.01	13.60
   905	1	020.446670	+23.78083	11447	159.2	 2.3	 0.77	  0.01	14.16
   907	1	020.445000	+05.25611	 2270	 30.8	 2.3	 0.82	  0.01	10.12
   908	1	020.474580	+09.20667	 2517	 41.5	 7.7	 0.32	  0.01	12.20
   910	1	020.492920	+15.79472	 6346	 86.2	 2.2	 0.84	  0.01	13.75
   911	1	020.541250	+32.21556	10525	146.3	 2.4	 0.57	  0.01	13.89
   913	1	020.562500	+34.66889	 5140	 68.6	 4.3	 0.53	  0.01	13.81
   914	1	020.539590	+00.94639	 2380	 21.9	 4.4	 0.28	  0.01	12.19
   917	1	020.678330	+19.03194	11239	156.2	 2.2	 0.67	  0.01	13.64
   918	1	020.697500	+19.30889	 9362	129.4	 2.3	 0.38	  0.01	14.61
   919	1	020.730420	+33.17389	 5372	 68.6	 4.1	 0.56	  0.01	12.06
   923	1	020.726250	+13.12694	11235	156.1	 2.3	 0.26	  0.01	14.90
   927	1	020.798330	+33.52889	 6006	 68.6	 4.1	 0.58	  0.01	13.17
   933	1	020.848330	+15.21444	10257	142.1	 2.2	 0.67	  0.01	13.75
   934	1	020.868330	+30.78417	10457	145.3	 2.3	 0.57	  0.01	13.49
   936	1	020.877920	+11.29056	11163	155.0	 2.1	 0.81	  0.01	13.07
   937	1	020.906250	+32.63000	 4743	 70.6	 4.2	 0.78	  0.01	13.81
   940	1	020.907920	+34.56916	 6987	 95.8	 2.2	 0.65	  0.01	14.17
   941	2	020.885000	+06.96028	 2725	 37.1	 2.2	 0.77	  0.04	15.01
   942	1	020.932080	+06.69139	 2335	 31.7	 2.3	 0.81	  0.02	15.35
   943	1	020.944170	+11.50889	14811	207.2	 2.2	 0.57	  0.01	14.23
   944	1	020.999170	+33.90778	 4856	 88.3	17.9	 0.32	  0.01	12.62
   947	1	021.016250	+12.91722	 2471	 25.7	 5.1	 0.79	  0.01	12.36
   948	1	021.017080	+27.04611	 4916	 68.0	 2.1	 0.28	  0.01	16.50
   949	1	021.036250	+09.93000	 2395	 37.7	 7.4	 0.58	  0.01	13.73
   951	1	021.062500	+01.04861	 5529	 77.1	 2.2	 0.47	  0.01	13.83
   955	1	021.124580	+15.76667	 5048	 74.8	15.9	 0.20	  0.01	14.91
   957	1	021.101670	+03.88250	 2143	 29.0	 2.3	 0.70	  0.02	15.98
   958	1	021.142920	+16.53639	 2420	 32.8	 6.2	 0.22	  0.01	14.96
   961	1	021.158330	-00.06306	 8320	114.5	 2.3	 0.25	  0.01	14.51
   962	1	021.140420	+01.73083	 5023	 72.8	 4.4	 0.73	  0.01	12.11
   964	1	021.145830	+07.72083	 2735	 58.1	11.2	 0.22	  0.01	14.18
   966	1	021.147080	+03.79250	 2163	 29.3	 2.4	 0.44	  0.01	11.50
   970	1	021.190830	+09.99472	 2731	 34.7	 7.2	 0.22	  0.01	12.41
   971	1	021.202500	+01.03639	 4734	 65.6	 2.1	 0.13	  0.01	17.41
   975	1	021.315420	+34.35917	 4894	 55.5	10.7	 0.60	  0.01	13.98
   978	1	021.305000	+14.87222	 6370	 86.6	 2.2	 0.82	  0.01	13.85
   979	1	021.336250	+34.02472	 4761	 68.6	 4.4	 0.37	  0.01	13.22
   981	1	021.287920	+02.30278	 6122	 85.6	 2.3	 0.60	  0.01	14.19
   982	1	021.321670	+09.26361	 2358	 31.8	 6.2	 0.41	  0.01	11.97
   983	1	021.342500	+14.83861	 6577	 89.6	 2.2	 0.48	  0.01	13.36
   985	1	021.348330	+14.51972	11090	154.0	 2.2	 0.32	  0.01	13.31
   987	1	021.381250	+32.13583	 4653	 56.2	11.5	 0.41	  0.01	12.71
