#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-05T23:06:22 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-05T23:06:22	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/199/26&-out=RAJ2000,DEJ2000,cz,Ktmag&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21990026
#Name: J/ApJS/199/26
#Title: The 2MASS Redshift Survey (2MRS) (Huchra+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	creator=Huchra J.P.	    First author or institution
#INFO	cites=bibcode:2012ApJS..199...26H	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/199/26	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21990026	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_199_26_table3:
#Name: J/ApJS/199/26/table3
#Title: 2MRS catalog
#Column	RAJ2000	(F9.5)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	cz	(I5)	? Redshift, corrected to solar system barycenter reference frame	[ucd=phys.veloc;pos.heliocentric]
#Column	Ktmag	(F6.3)	Extinction-corrected total extrapolated Ks mag	[ucd=phot.mag;em.IR.K]
RAJ2000	DEJ2000	cz	Ktmag
191.82291	-02.72749	 1570	 8.378
185.38660	+14.60607	 1124	 8.453
193.37155	+02.16833	 1040	 8.348
227.97354	-72.85941	 3025	 8.375
209.06944	+47.23562	 1793	 8.352
078.01389	-15.68780	 2029	 8.362
054.13202	-35.29519	 1729	 8.418
189.13626	+11.25787	 2271	 8.291
132.34122	+19.07496	 4343	 8.344
017.74534	+33.15200	 5294	 8.359
190.77321	-41.35891	 3328	 8.374
330.59009	-18.91650	 2642	 8.374
029.08016	+73.28278	 2935	 8.338
191.04164	-41.74994	 2594	 8.392
186.53149	+13.11279	  236	 8.475
021.50248	-01.34514	 5468	 8.476
349.72839	-42.23906	 1512	 8.402
224.69260	-19.26686	 3350	 8.401
171.93314	+17.22410	 1156	 8.479
228.55595	-46.80920	  522	 8.268
133.89479	+58.73441	  883	 8.332
204.98344	-31.64018	  407	 8.229
204.84782	-30.77407	 4334	 8.386
185.07399	+75.37090	 1757	 8.404
306.27789	-24.80943	 3205	 8.279
191.93971	+13.76272	 1604	 7.953
312.17746	-37.99743	 2713	 8.384
180.55077	+62.13728	 1209	 8.408
212.01311	-33.31506	 4462	 8.391
130.90872	+50.20554	 3336	 8.389
211.79720	+55.00156	 1904	 8.396
257.60373	+72.30438	 1198	 8.374
219.89645	-45.01900	 2767	 8.267
184.29126	+07.19163	 2410	 8.389
220.04803	-00.28921	 1899	 8.317
206.32976	+41.71236	 2549	 8.434
177.00423	-10.96206	 1789	 8.344
164.85846	-66.33280	 1831	 8.428
008.56449	-27.80360	 1534	 8.506
148.61916	-25.70345	 2394	 8.317
010.14592	-13.87280	 1605	 8.379
173.98877	+70.53558	 2696	 8.447
017.48158	-45.93120	 7191	 8.392
349.50558	-04.65031	 3539	 8.447
109.15722	-62.34372	 3321	 8.440
061.26641	+70.99652	 1089	 8.513
189.37729	+09.55510	 2273	 8.397
132.29947	+60.22112	 1338	 8.441
358.82928	+05.91582	 3808	 8.431
145.80006	+31.92879	 1538	 8.424
212.87242	-05.04362	 2693	 8.454
157.71584	-36.73697	 3161	 8.398
195.98743	-11.49658	 3238	 8.405
201.19003	-37.68221	 1453	 8.431
147.50327	-32.88282	 2885	 8.457
102.15536	-64.27332	 3499	 8.424
140.87587	-23.16143	 2603	 8.429
226.02922	+01.21991	 1630	 8.416
323.93619	-63.90282	 3080	 8.408
046.37880	+42.83542	 2740	 8.427
193.35808	-41.20284	 4335	 8.454
103.47482	-40.86261	 1142	 8.447
243.95898	-60.80305	 3378	 8.389
168.54575	+48.31838	 2105	 8.372
187.33797	-23.16664	 1741	 8.427
021.14613	+03.79241	 2281	 8.364
321.09171	-40.53773	 5355	 8.440
327.69427	-70.33414	 3698	 8.463
024.77722	-07.51260	 2043	 8.428
162.01817	-31.53337	 2991	 8.456
276.97348	-71.60987	 3642	 8.417
047.18517	+65.66212	 2473	 8.428
185.77576	+05.25041	 1667	 8.473
195.03378	+27.97698	 6446	 8.404
208.22217	-28.48932	 4713	 8.467
352.18094	-41.33348	 1504	 8.357
067.66637	+00.66168	 3694	 8.489
349.83810	-42.25684	 1681	 8.388
356.08807	+09.93409	 1710	 8.394
216.63867	+56.58264	 1979	 8.459
058.66220	-20.50245	 1698	 8.469
160.69394	-36.35268	 3130	 8.437
183.07185	+13.20531	 2273	 8.424
185.66057	+11.80088	 1431	 8.455
252.76140	-60.80869	 3285	 8.464
055.54806	-29.89351	 1564	 8.308
172.13052	+58.56161	 3064	 8.416
278.65277	+22.90966	 4236	 8.470
102.53611	+60.84575	 1840	 8.455
053.32116	-13.66414	 1965	 8.402
086.69774	-16.78266	 2142	 8.474
280.46902	-63.86209	 4504	 8.458
157.30568	-44.12291	 2935	 8.464
055.62212	-13.48817	 2119	 8.485
254.76230	-60.21602	 1144	 8.127
319.58975	-63.76067	 3144	 8.500
036.82047	+33.57888	  553	 7.846
137.86462	-14.81665	 2017	 8.479
158.78433	-43.69184	 2891	 8.442
027.82320	+22.35797	 3090	 8.457
165.85577	+18.13539	  979	 8.375
186.11812	+75.52891	 1677	 8.481
074.49630	+68.32352	  890	 8.444
015.84117	-06.33921	 2347	 8.434
058.61853	-35.96715	 1343	 8.478
016.85396	+32.41256	 5098	 8.456
195.25330	-32.44135	 5109	 8.475
193.36386	-48.74919	 3678	 8.509
218.50519	-78.38750	 2699	 8.508
221.54631	-00.22301	 1659	 8.424
007.31275	+02.86405	 4241	 8.511
198.74739	-16.59031	 1887	 8.571
231.89603	-64.17095	 3260	 8.294
331.70898	-64.31625	 2881	 8.498
193.95685	-12.05530	  941	 8.481
159.23349	+21.88213	 1321	 8.514
330.13718	-43.38972	 2417	 8.519
348.70209	-43.59994	 1557	 8.449
194.30101	-13.66485	 4358	 8.487
107.08556	+18.78025	 2206	 8.475
225.00172	+01.89129	 1355	 8.431
202.86783	-34.79443	 2425	 8.500
234.13190	+16.60785	 1967	 8.514
119.21788	+60.34938	 1442	 8.515
339.44534	+23.78669	 1313	 8.549
213.89261	+36.22698	 2870	 8.511
176.45442	+13.76670	 3186	 8.490
304.59702	-41.05016	 5628	 8.474
095.38657	+59.12668	 3111	 8.598
152.21068	-67.03085	 1397	 8.488
159.14854	-27.51843	 4039	 8.434
181.11276	+01.89601	 5911	 8.479
133.63544	-32.93748	 2156	 8.528
054.84709	-31.32143	 1034	 8.604
068.76662	+73.26243	 4221	 8.506
252.72760	-61.81264	 4706	 8.521
333.90833	-45.85007	 1915	 8.541
291.70728	-54.95131	 3165	 8.501
317.96689	-49.28373	 2766	 8.527
198.49191	-49.47871	 3487	 8.529
145.92125	-20.47719	 1994	 8.524
159.44725	-27.08125	 2990	 8.508
319.63770	+26.44691	 4672	 8.531
179.03102	-19.89618	 1723	 8.449
186.32538	+04.92506	 2559	 8.504
316.28058	+66.77304	 2502	 8.497
152.71733	-66.64742	 1918	 8.549
197.20309	-06.77754	 1680	 8.472
198.58429	-46.12486	 3091	 8.492
328.33432	-47.88245	 1840	 8.499
134.25465	-24.67375	 2578	 8.540
189.61842	+04.31915	  780	 8.455
216.03163	+34.85887	 3892	 8.524
217.91092	-43.41844	 1973	 8.543
185.89561	+06.08174	 1289	 8.527
190.15353	-05.13301	 2539	 8.530
149.98143	-29.61780	 2424	 8.478
185.50935	-35.79274	 2926	 8.628
166.69789	+72.56853	 2649	 8.497
023.77366	-07.34030	 1823	 8.544
029.38636	+33.20928	 5171	 8.542
164.08678	-50.56024	 2823	 8.557
034.05539	+70.68877	 3605	 8.558
218.90013	-45.96696	 2852	 8.546
076.36300	-11.87138	 2299	 8.467
177.20985	+59.41562	 3223	 8.544
184.84270	+06.09876	 1776	 8.530
191.08163	-40.73181	 2896	 8.518
289.59448	-60.50109	 3686	 8.463
039.63658	-06.67755	 1453	 8.429
114.11740	-47.63555	  972	 8.213
307.14090	-36.02712	 2215	 8.595
108.57268	+84.38227	 2222	 8.564
245.45258	-02.28344	 1581	 8.647
108.88035	-29.35903	 2098	 8.573
192.05698	-03.33292	 1126	 8.528
138.38165	-63.62642	 1903	 8.574
051.55865	+66.59373	 1848	 8.544
237.85513	+62.31003	  827	 8.466
208.14957	+00.81835	 4443	 8.653
170.42955	+20.16957	 4248	 8.476
228.76353	+42.04987	 2562	 8.573
217.33083	-33.45512	 2922	 8.565
059.90612	-67.63477	 1341	 8.605
311.14056	-68.74773	 3114	 8.498
054.45708	+72.57133	 2215	 8.573
190.38647	+07.31482	 1783	 8.553
186.34239	+10.01672	  948	 8.324
193.28012	-10.49428	 4430	 8.539
354.45810	-47.72778	 2844	 8.563
174.75716	-37.73857	 2817	 8.606
196.05995	-10.33961	 3188	 8.421
234.98912	+58.07939	 3010	 8.491
163.22357	-32.92762	 3274	 8.580
323.14688	-44.06756	 2688	 8.566
178.50642	-19.56877	 1623	 8.673
158.39934	-27.45445	 3375	 8.560
171.30370	-26.73688	 1987	 8.485
101.84758	-26.73626	 1632	 8.626
224.73444	-42.01337	 2998	 8.528
054.29891	-35.74611	  883	 8.628
340.46823	-44.76716	 1747	 8.523
356.06552	+10.76709	 1663	 8.612
041.60494	-00.49872	 1523	 8.680
179.87570	-19.26522	 1671	 8.481
110.92501	-29.65234	 1970	 8.570
074.92458	-07.75518	 3995	 8.581
146.42519	-14.32636	 2332	 8.575
334.03790	-36.84372	 3342	 8.614
182.04018	+10.37872	 1651	 8.483
209.65811	+37.42455	 3471	 8.565
021.38085	+01.75903	 5549	 8.410
028.19365	+36.15182	 4855	 8.542
042.07262	+50.80029	 4903	 8.607
276.03152	+73.18324	 1821	 8.571
055.51548	-21.24436	 4338	 8.601
242.49454	+00.70929	 2004	 8.695
271.49683	+18.58724	 2209	 8.556
039.58149	+02.11925	 6658	 8.565
152.54112	-12.43377	 3652	 8.597
184.14072	+07.46208	 2584	 8.600
304.90973	+66.72832	 2501	 8.565
079.89718	-77.72868	 4844	 8.606
134.24686	+51.34739	 4942	 8.597
212.60429	-43.32462	 1802	 8.429
054.36798	-24.50130	 1510	 8.561
201.59056	-33.86848	 3893	 8.597
227.31714	-11.32182	 1877	 8.539
100.72079	-23.47599	 2596	 8.643
252.17039	-62.60599	 2471	 8.608
248.08734	+19.82655	 2375	 8.650
342.65054	-01.54483	 3186	 8.594
184.29758	+15.32399	  863	 8.597
178.42393	+47.85876	  800	 8.596
307.12024	+25.72341	 4337	 8.680
169.83998	+57.75774	 1553	 8.569
185.52344	+09.04357	 1092	 8.716
209.02632	+59.74199	 1842	 8.608
248.71898	-60.61881	 3263	 8.642
045.42646	+35.20563	 4945	 8.577
342.95309	-20.60809	 3131	 8.628
056.20813	-21.92057	 1670	 8.561
148.63701	-28.29819	  930	 8.606
171.88287	+56.87671	 1709	 8.661
173.97173	-37.99737	 2702	 8.660
130.66588	+14.28554	 2060	 8.649
155.86255	+19.89844	 1151	 8.562
173.45557	+53.12550	 1060	 8.725
178.48810	-23.16426	 1510	 8.726
045.97701	-11.99180	 3986	 8.558
193.27370	-09.20399	 4259	 8.616
027.35358	+21.99730	 2835	 8.671
177.45961	-38.78448	 2716	 8.643
046.54964	-09.54141	 4356	 8.671
188.87752	+12.22092	  381	 8.678
056.34296	-18.63363	 1737	 8.639
300.17673	+66.22752	 2739	 8.648
166.82530	-19.47154	 3653	 8.657
253.07637	-69.12514	 4767	 8.638
173.88547	-37.95638	 2715	 8.600
027.29515	-10.42649	 1745	 8.640
343.09421	+01.09251	 4925	 8.665
180.14476	-17.84262	 1579	 8.681
203.43324	-48.15117	  528	 8.443
034.49852	+14.54404	 3913	 8.624
208.34000	+40.36396	 2311	 8.618
288.68265	-62.27261	 4338	 8.660
142.39415	+62.49060	 1608	 8.665
299.31253	+05.89040	 3271	 8.650
055.70461	-22.10837	 1443	 8.665
325.05377	-42.53940	 2542	 8.676
003.68583	-07.34528	 5475	 8.560
308.20926	+09.92643	 4707	 8.701
012.44917	+32.27771	 4661	 8.648
244.41554	-34.36594	 4468	 8.671
197.39482	-51.96857	 3896	 8.667
052.02740	-32.28612	 1279	 8.688
126.04198	-18.77556	 2448	 8.402
193.59897	-10.53720	 1279	 8.596
195.17894	+37.31528	 4663	 8.642
159.64003	-07.17073	 2182	 8.629
202.97292	-33.23440	 3711	 8.665
300.20984	-38.57505	 6008	 8.637
101.82238	+33.56719	 5072	 8.645
282.99780	+11.87610	 2603	 8.633
233.51024	+56.68560	 3377	 8.602
266.24036	-60.73981	 4625	 8.637
003.87870	+17.32841	 5440	 8.654
227.38982	+03.05274	 1885	 8.696
209.27075	+41.84600	 2270	 8.534
021.14082	+01.73118	 5018	 8.484
354.08551	+75.64813	 1967	 8.733
145.22466	+05.16585	 1966	 8.646
174.19997	+54.29365	 1285	 8.775
187.47310	+14.06863	 1588	 8.685
062.07887	-21.05196	 4243	 8.664
245.47890	-60.66915	 3249	 8.707
138.90179	-63.06964	 2857	 8.699
330.74188	+41.05899	 4378	 8.709
335.61450	+36.20983	 5083	 8.648
207.33025	-30.30944	 4836	 8.784
288.33850	-60.86015	 4391	 8.785
149.10693	-26.09492	 2475	 8.706
047.81098	-08.92214	 4220	 8.607
181.04663	+18.44345	  913	 8.552
210.85854	-06.03081	 2737	 8.580
101.80820	+74.23653	 5252	 8.624
159.26054	-27.56502	 2886	 8.637
250.42458	-69.37215	 4880	 8.720
018.44692	-31.74722	 5739	 8.684
049.83872	+41.49064	 3815	 8.634
094.11669	-21.37585	 2765	 8.529
109.13010	-29.32471	 1698	 8.699
234.98819	-30.55279	 5428	 8.611
307.91278	-30.83189	 2848	 8.783
150.13196	-31.24500	 2436	 8.705
248.18118	-57.85265	 5120	 8.711
136.88972	+60.47933	 1280	 8.794
205.12874	-51.07089	 4001	 8.741
193.63507	-06.85942	 4543	 8.704
284.58704	-62.11842	 4430	 8.698
097.32312	-17.35887	 2796	 8.729
248.16333	+78.19817	 1362	 8.661
057.00317	+33.11160	 4225	 8.697
202.18372	-48.91681	 2988	 8.682
141.42722	+11.43216	 3196	 8.713
100.67207	-27.45949	 2097	 8.685
020.02790	+03.41527	 2325	 8.543
258.44598	-77.53619	 2985	 8.384
154.23134	-48.88107	 2746	 8.559
305.99194	-43.99527	 2954	 8.716
040.84277	+04.96842	 4088	 8.717
182.13472	+68.76762	 2326	 8.740
209.16469	-44.00925	 2745	 8.806
152.55388	-67.00507	 1780	 8.721
073.12981	-03.10609	 4407	 8.670
020.79780	+33.46012	 4399	 8.710
199.89960	-55.93134	 3645	 8.697
300.89322	-48.28451	 3058	 8.752
121.40851	-11.42704	 1611	 8.810
026.81729	+35.56329	 4674	 8.811
192.51947	-14.73343	 3915	 8.660
018.05886	-58.24798	 4924	 8.734
039.79984	+10.84682	 3531	 8.696
227.45599	+00.47004	 2085	 8.714
138.42996	+76.47530	 1476	 8.714
356.77011	+29.48344	 5168	 8.576
162.01509	-20.84921	 4036	 8.481
177.28937	+27.02206	 1798	 8.693
300.69687	-56.09030	 4392	 8.700
154.07785	-33.56382	 2884	 8.660
037.63802	-01.10847	 1488	 8.740
038.58377	+32.50561	 4855	 8.737
133.37427	-59.21711	 2800	 8.726
206.91698	-30.93953	 4494	 8.670
076.32513	-09.14724	 3269	 8.735
139.94527	+33.74979	 6948	 8.692
051.10652	-21.54404	 1548	 8.619
178.98869	+06.74938	 2497	 8.752
011.86505	-31.42175	 1525	 8.720
337.14969	-24.84413	 4677	 8.825
048.38349	-25.72518	 1686	 8.371
128.45844	-13.17466	 1634	 8.756
354.43503	-47.50636	 3172	 8.692
150.02428	-31.55287	 2725	 8.653
196.60887	-40.41460	 4501	 8.767
140.60388	-61.04953	 2152	 8.773
179.63019	-18.34684	 1617	 8.717
199.59843	-35.45867	 3207	 8.796
033.86517	+06.00262	 1562	 8.511
060.70106	+01.96573	 3813	 8.755
313.00974	-57.06877	 3524	 8.728
205.53491	+35.65427	 1064	 8.661
028.30543	+04.19584	 1733	 8.726
094.84039	+76.81168	 2443	 8.729
027.55840	+27.64567	 3535	 8.765
180.72481	-16.37361	 1766	 8.836
002.26786	+27.72941	 3100	 8.766
310.15771	-54.30306	 3264	 8.706
333.73303	-66.84941	 1741	 8.728
133.42607	+73.49095	 3486	 8.713
195.16307	+02.50143	  961	 8.630
037.67844	-02.93901	 5726	 8.789
190.71846	+13.25723	 1018	 8.737
197.90437	+22.91549	 2606	 8.757
043.42226	+13.01415	 3640	 8.755
064.90806	+02.40993	 3714	 8.727
210.17517	+55.16446	 1820	 8.757
167.82736	-36.87551	 2370	 8.783
120.60277	+09.41358	 4665	 8.733
195.36763	-04.54645	 3030	 8.764
286.76575	+29.00647	 3916	 8.756
304.32202	-52.79675	 2707	 8.854
186.40723	-39.31967	 2974	 8.775
214.22060	+10.80737	 7408	 8.755
186.31143	+15.60747	 1069	 8.757
194.05971	+56.87345	12642	 8.810
184.28204	+07.62438	 2275	 8.776
344.01190	+36.36136	 5325	 8.772
183.68799	-35.50979	 2670	 8.722
354.70270	-06.51786	 2015	 8.670
054.05647	+67.56464	 3135	 8.751
137.02582	+78.08516	 1339	 8.586
245.18517	-70.14260	 3419	 8.797
180.67606	+01.97676	 1961	 8.743
202.30795	-33.17384	 2396	 8.612
334.58542	+13.62373	 7473	 8.597
218.61938	-27.51855	 3547	 8.778
189.23488	+14.21736	  331	 8.501
316.94724	+16.33587	 4968	 8.756
012.67441	-01.91024	 3947	 8.745
048.05966	-10.48112	 3942	 8.787
197.51846	-46.43734	 3106	 8.744
306.11725	-43.65353	 2796	 8.598
227.44478	+57.00019	  761	 8.788
193.65240	-12.55801	 3995	 8.624
052.64574	-34.85395	 1510	 8.783
124.47288	+23.47214	 4158	 8.751
091.14261	+57.62774	 3019	 8.782
182.25116	-31.51988	 1986	 8.783
293.32901	-58.11424	 4427	 8.816
010.39125	-10.02140	 3932	 8.690
155.42163	-34.69678	 3008	 8.794
226.94881	+02.56858	 1737	 8.797
186.30133	+14.76220	 1375	 8.816
086.96430	-17.60240	 2844	 8.790
228.71930	-63.80566	 3092	 8.706
289.13583	-40.20918	 5610	 8.780
008.51153	-09.70534	 3732	 8.742
133.90215	-03.18394	 1869	 8.838
141.80243	-11.64345	 3337	 8.753
200.06911	-24.44620	 2060	 8.886
311.82950	+00.32081	 4200	 8.750
131.82077	-20.03568	 4660	 8.817
207.43475	+39.98467	 2539	 8.817
305.80768	-27.71457	 5738	 8.785
194.40054	-49.75121	 4412	 8.781
105.07308	-30.16377	 1737	 8.813
188.56604	+13.07551	   90	 8.744
170.72757	+16.59014	 1501	 8.820
280.08255	+24.19997	 4023	 8.813
067.98782	+59.42981	 4630	 8.782
170.07079	+02.96417	 1485	 8.828
154.89098	-26.69888	 2422	 8.836
047.22961	+70.56324	 4276	 8.845
195.38390	-32.29105	 4611	 8.814
234.62489	+12.18660	 1957	 8.801
202.26506	-41.99623	 2190	 8.840
345.27716	+16.38841	 2022	 8.830
106.42512	+50.58106	 5944	 8.825
354.67166	+15.95479	 4003	 8.805
089.36231	+11.94919	 3585	 8.826
131.81593	+72.98563	 3735	 8.835
062.25779	-45.51754	 1494	 8.865
344.15067	-37.03008	 1417	 8.518
143.44221	+10.15239	 3231	 8.619
154.65230	-17.98252	 3517	 8.798
198.14764	-17.54240	 2736	 8.821
170.16486	-10.25735	 1761	 8.839
194.36627	-19.69128	 3357	 8.819
199.99556	-47.28182	 2880	 8.913
165.31738	+03.62801	 1130	 8.915
168.77588	+14.78708	 1193	 8.688
189.45166	+05.36844	 1035	 8.765
190.43497	+74.42094	 1414	 8.843
179.11728	+55.12532	 1113	 8.845
201.43358	-29.83368	 4109	 8.809
120.69614	-12.31784	 1476	 8.804
153.46045	+38.76491	 6921	 8.791
210.70857	+49.17263	 2012	 8.789
259.50385	-59.17208	 2681	 8.856
286.95316	-61.36810	 4376	 8.853
120.09856	+39.83041	 3910	 8.812
209.60466	-34.51732	 4980	 8.860
161.64566	+13.75078	 2943	 8.745
204.73808	-25.84571	 2480	 8.841
247.87682	-58.09985	 5252	 8.833
214.03218	+35.34376	 3866	 8.796
095.27316	-20.04842	 1994	 8.792
144.46359	-62.15109	 2759	 8.900
021.32225	+09.26411	 2361	 8.801
133.61281	-03.06704	 1787	 8.849
179.57098	+28.19250	 3620	 8.822
237.06639	-75.67294	 2889	 8.676
036.45925	+18.49900	 1507	 8.931
026.23375	+10.42302	 5420	 8.844
299.45444	-31.81069	 5809	 8.830
263.88626	-05.08323	 1656	 8.851
157.22308	-31.60894	 4303	 8.819
203.98611	-33.45382	 4165	 8.853
214.54398	-48.01007	 4424	 8.845
290.99133	-59.92251	 3995	 8.847
351.34061	+28.49523	 6949	 8.847
110.53925	-29.23554	 3026	 8.811
188.90260	-39.90929	 3515	 8.836
258.11560	-23.36966	 8862	 8.756
302.88025	-45.59322	 5208	 8.822
002.47255	+25.92379	 4566	 8.862
031.92703	+75.16137	 2846	 8.864
186.76060	+15.46136	 1551	 8.787
188.90822	+12.26399	 1172	 8.858
238.57980	+00.54303	 1889	 8.898
210.85060	+35.13207	 3948	 8.836
072.15498	-06.31988	 4795	 8.871
192.73848	-14.33295	 7495	 8.861
343.94064	-42.64202	 1710	 8.585
175.32771	+36.54674	 1465	 8.857
284.89484	+19.10597	 4914	 8.852
323.88620	+35.39834	 4392	 8.861
350.12555	+17.22556	 1633	 8.865
035.27655	-33.72068	 4666	 8.816
155.93314	+12.56781	 3135	 8.869
107.63564	+75.32665	 3826	 8.867
175.48900	-06.15567	 1671	 8.854
196.37244	-43.59113	 3079	 8.860
040.95794	+32.47489	 4346	 8.817
163.14896	+22.93414	 1256	 8.871
270.70145	-66.43064	 4253	 8.825
333.95779	+19.23237	 1447	 8.955
338.52823	+05.57034	 4533	 8.890
285.91821	-64.89448	 4625	 8.890
193.89873	-26.82507	 4875	 8.861
207.71127	+39.57488	 2520	 8.878
040.12132	-11.27755	 4606	 8.854
156.07065	-32.48266	 2967	 8.820
058.26801	+35.59195	 5802	 8.962
052.88081	-51.90483	 1064	 8.740
346.77045	-36.27536	 2699	 8.852
016.75928	-80.30775	 5047	 8.890
330.67325	-51.29659	  122	 8.579
167.65160	-37.54757	 2779	 8.918
193.66922	+28.93871	 2491	 8.888
065.37265	+36.94921	 5748	 8.864
207.20699	-30.51112	 3569	 8.825
201.20947	-30.30778	 4035	 8.906
236.56822	+02.41547	 3839	 8.913
303.30197	-46.16163	 2990	 8.898
344.86127	-37.70290	 1285	 8.750
155.58336	+21.56959	 4110	 8.861
334.21039	+41.50283	 4219	 8.874
026.97718	+27.43278	  429	 8.485
185.63066	+15.53792	  157	 8.784
185.97484	-03.44288	 2004	 8.899
296.00955	-28.40066	 6010	 8.850
348.81702	+18.96140	 5072	 8.864
309.58426	-52.11046	 4580	 8.872
330.53082	-51.74309	 2760	 8.871
285.21170	-57.75944	 4390	 8.868
056.24358	+45.96748	 4884	 8.884
101.09383	-26.10884	 2453	 8.872
149.58775	+32.37000	 1451	 8.899
202.54749	+46.67079	 2533	 8.887
282.25491	+19.33111	 4765	 8.877
318.78131	-47.22049	 4938	 8.799
134.03354	-03.36012	 1989	 8.874
317.83371	-64.02533	 3201	 8.874
345.81531	+08.87369	 4892	 8.823
093.90173	+71.03753	 4050	 8.903
157.62152	-35.61064	 2418	 8.898
185.43280	+75.32259	 1476	 8.846
208.76816	-26.78068	 3454	 8.789
034.77158	-06.79091	 5306	 8.886
065.46690	+36.12701	 6238	 8.832
145.51385	+00.33647	 1894	 8.848
053.12239	-15.22113	 1717	 8.892
138.35303	+79.18732	 1960	 8.936
203.81746	-77.64118	 2639	 8.942
220.89137	-24.46089	 3573	 8.823
038.85361	+40.86972	 5737	 8.941
221.94327	-19.07856	 2608	 8.858
175.07042	+17.72792	 3473	 8.872
283.00848	-57.32075	 3402	 8.859
138.52133	+40.11375	 2543	 8.865
186.97319	+12.29323	  724	 8.896
327.44171	-34.87627	 2611	 8.842
022.61895	-22.66721	 1628	 8.581
221.10178	+01.67973	 1566	 8.865
196.52002	-29.75429	 3489	 8.871
141.44725	+11.42454	 3754	 8.823
181.39722	-26.52263	 3275	 8.888
287.85733	-50.64219	 3257	 8.831
290.09372	-60.38916	 3923	 8.899
028.30249	-49.56035	 6172	 8.875
028.79253	+35.28189	 5359	 8.864
193.33864	+01.26920	 1125	 9.000
196.33417	-35.33743	 2386	 9.000
061.65723	+30.37625	 5382	 8.874
195.10974	-15.28345	 4921	 8.927
107.79503	+50.17469	 5925	 8.856
019.93688	+03.40995	 2374	 8.825
210.75429	+34.75785	 3689	 8.887
129.14565	-20.47047	 3575	 9.006
162.60873	-12.84508	 4937	 8.899
040.87518	+37.34126	  518	 9.007
357.76654	+20.15041	 4211	 8.905
070.56051	-20.43479	 1626	 8.883
194.44806	-39.76170	 3749	 8.894
262.29025	-62.44574	 4661	 8.761
132.73344	-34.53757	 2368	 8.755
136.33885	+18.31311	 4190	 8.914
192.32903	-09.10842	 4370	 9.017
353.91412	+15.30205	 4057	 8.884
188.52527	+11.32126	 1342	 8.952
201.84909	-57.48951	 2918	 8.962
206.59872	+43.87204	 2409	 8.886
212.48880	+17.54548	 4855	 8.910
163.04755	+32.95042	 1586	 8.888
231.53320	+41.67605	 2633	 8.930
349.72440	-07.58045	 3456	 8.896
055.90451	-35.85302	 1359	 9.024
180.88092	-43.65386	 4525	 8.823
149.72112	-30.35771	 2788	 8.934
218.11345	+49.90471	 2383	 8.944
325.33032	-63.90870	 3080	 8.938
208.99811	-30.34143	 4869	 8.915
186.33810	-47.47408	 5242	 8.924
197.64844	-39.60442	 2921	 8.918
200.16679	-43.69995	 3896	 8.907
289.65552	-60.49646	 3794	 8.843
142.08981	-36.16660	 4614	 8.931
245.33293	-60.78296	 5142	 8.926
101.46997	-18.21080	  841	 8.690
174.84319	+56.27071	 2391	 9.032
192.94284	-41.13225	 3344	 8.904
339.77307	-22.66668	 4394	 8.505
158.23105	+28.51173	 1408	 8.917
302.54520	-48.28705	 2903	 8.928
340.10092	-66.47898	 3228	 8.864
074.85788	-10.98071	 3741	 8.929
120.40511	+15.70983	 4563	 8.921
042.12881	+50.75453	 4944	 8.870
032.35250	-10.13587	 4175	 8.938
149.87306	-22.82624	 2405	 8.891
246.45941	-60.75260	 5264	 8.908
196.02194	-41.41159	 2589	 8.791
219.42113	+02.29098	 1753	 8.952
027.67384	+21.75992	 2665	 8.797
039.20672	+33.32726	 4534	 8.948
069.15562	-00.14360	 3483	 8.897
186.15082	+39.38300	 1045	 8.906
178.08578	-26.90589	 2010	 9.044
185.91252	+07.05398	  751	 9.016
008.00903	-64.25338	 2616	 9.010
050.73037	+37.03329	 4787	 8.796
227.92064	+59.80883	 2463	 9.046
182.64023	+30.40153	  226	 8.982
185.91119	+06.95398	  994	 8.957
