#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-16T12:34:24 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-16T12:34:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/416/2840/catalog&-out.max=999999&-out=Name&-out=Ksmag&-out=Vcmb&-out=c11.5&-out=c12.5&-out=M1&-out=M2&-out=Ref&-out=_RA&-out=_DE	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74162840
#Name: J/MNRAS/416/2840
#Title: The 2M++ galaxy redshift catalogue (Lavaux+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/mnras/416/2840	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/416/2840	    IVOID of underlying data collection
#INFO	creator=Lavaux G.	    First author or institution
#INFO	cites=bibcode:2011MNRAS.416.2840L	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/416/2840	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74162840	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-07-15	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_416_2840_catalog:
#Name: J/MNRAS/416/2840/catalog
#Title: *The 2M++ catalogue
#Column	Name	(A16)	Name of the galaxy as given in the 2MASS-XSC database (Cat. VII/233), or ZOA fake galaxy	[ucd=meta.id;meta.main]
#Column	Ksmag	(F5.2)	Apparent magnitude in band K_S as defined in Section 2.2.	[ucd=phot.mag;em.IR.K]
#Column	Vcmb	(I5)	Total apparent velocity in CMB rest frame (G1)	[ucd=phys.veloc;pos.cmb]
#Column	c11.5	(F5.2)	Redshift incompleteness at magnitude K2M++<=11.5	[ucd=stat.fit.param]
#Column	c12.5	(F5.2)	? Redshift incompleteness at magnitude KM2++<=12.5 (2)	[ucd=stat.fit.param]
#Column	M1	(I1)	[0/1] Flag to indicate whether this galaxy lies in the non-exclusion region covered by the SDSS	[ucd=meta.code]
#Column	M2	(I1)	[0/1] Flag to indicate whether this galaxy lies in the non-exclusion region covered by the 6dFGRS	[ucd=meta.code]
#Column	Ref	(A19)	Reference bibcode ("zoa" for fake galaxies in the Zone of Avoidance)	[ucd=meta.bib.bibcode]
#Column	_RA	(F9.5)	Simbad column added by the CDS	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Simbad column added by the CDS	[ucd=pos.eq.dec;meta.main]
Name	Ksmag	Vcmb	c11.5	c12.5	M1	M2	Ref	_RA	_DE
16230223-8252129	12.18	22218	 1.00	 0.55	0	1	20096dF...C...0000J	245.75929	-82.87025
16333948-8250323	12.45	22284	 1.00	 0.50	0	1	20096dF...C...0000J	248.41450	-82.84231
03141316-8249593	12.23	18651	 1.00	 0.75	0	1	20096dF...C...0000J	048.55483	-82.83314
16040600-8249546	11.52	21244	 1.00	 0.56	0	1	none               	241.02500	-82.83183
22522500-8249051	12.31	13367	 1.00	 0.71	0	1	20096dF...C...0000J	343.10417	-82.81808
00004249-8247535	12.50	26709	 1.00	 0.65	0	1	20096dF...C...0000J	000.17704	-82.79819
20250450-8247190	12.00	17613	 1.00	 0.88	0	1	20096dF...C...0000J	306.26875	-82.78861
16150310-8247066	11.53	12409	 1.00	 0.58	0	1	20112MRS.CTIO.0000H	243.76292	-82.78517
05313976-8246587	11.37	12492	 1.00	 0.69	0	1	2006MNRAS.366..267F	082.91567	-82.78297
05503334-8246566	12.02	17617	 1.00	 0.85	0	1	20096dF...C...0000J	087.63892	-82.78239
16370264-8244354	11.76	21807	 1.00	 0.59	0	1	20112MRS.CTIO.0000H	249.26100	-82.74317
21050350-8243367	12.49	29307	 1.00	 0.88	0	1	20096dF...C...0000J	316.26458	-82.72686
19284833-8241204	10.87	 5369	 1.00	 0.91	0	1	20096dF...C...0000J	292.20137	-82.68900
05492579-8241113	12.02	17785	 1.00	 0.85	0	1	none               	087.35746	-82.68647
23243032-8240444	12.30	11274	 1.00	 0.75	0	1	20096dF...C...0000J	351.12633	-82.67900
08085588-8240287	11.91	19970	 1.00	 0.86	0	1	20096dF...C...0000J	122.23283	-82.67464
17062679-8239281	12.33	13145	 1.00	 0.55	0	1	20096dF...C...0000J	256.61162	-82.65781
06270598-8239139	12.31	19957	 1.00	 1.00	0	1	20096dF...C...0000J	096.77492	-82.65386
10110857-8237514	10.95	12095	 1.00	 1.00	0	1	20096dF...C...0000J	152.78571	-82.63094
01085835-8235410	11.47	15753	 1.00	 0.50	0	1	20096dF...C...0000J	017.24312	-82.59472
20353279-8233412	12.28	14881	 1.00	 0.91	0	1	20096dF...C...0000J	308.88662	-82.56144
22003134-8231589	12.47	11447	 1.00	 1.00	0	1	20096dF...C...0000J	330.13058	-82.53303
19210507-8231120	12.43	25409	 1.00	 0.78	0	1	20096dF...C...0000J	290.27112	-82.52000
02292541-8230407	12.47	17095	 1.00	 1.00	0	1	20096dF...C...0000J	037.35587	-82.51131
18465132-8230004	11.99	19547	 1.00	 0.75	0	1	20096dF...C...0000J	281.71383	-82.50011
20464354-8229197	11.36	 5400	 1.00	 1.00	0	1	20096dF...C...0000J	311.68142	-82.48881
09433980-8227105	12.44	21579	 1.00	 0.75	0	1	20096dF...C...0000J	145.91583	-82.45292
17254316-8221424	12.12	21412	 1.00	 0.71	0	1	20096dF...C...0000J	261.42983	-82.36178
20232024-8220458	12.07	13595	 1.00	 0.91	0	1	20096dF...C...0000J	305.83433	-82.34606
04040868-8220300	10.87	 4924	 1.00	 0.00	0	1	20096dF...C...0000J	061.03617	-82.34167
08371374-8220158	12.35	12124	 1.00	 0.83	0	1	20096dF...C...0000J	129.30725	-82.33772
16364690-8220024	11.24	 8766	 1.00	 0.59	0	1	20096dF...C...0000J	249.19542	-82.33400
08001992-8220023	10.58	 4543	 1.00	 0.83	0	1	20096dF...C...0000J	120.08300	-82.33397
21421542-8219476	12.43	18097	 1.00	 0.86	0	1	20096dF...C...0000J	325.56425	-82.32989
08361569-8218571	12.39	11873	 1.00	 0.83	0	1	20096dF...C...0000J	129.06537	-82.31586
23284086-8217580	12.07	12329	 1.00	 0.89	0	1	20096dF...C...0000J	352.17025	-82.29944
17001997-8217458	11.88	12710	 1.00	 0.64	0	1	20096dF...C...0000J	255.08321	-82.29606
22303544-8217026	12.01	11486	 1.00	 0.82	0	1	20096dF...C...0000J	337.64767	-82.28406
20360741-8216456	12.09	14686	 1.00	 1.00	0	1	20096dF...C...0000J	309.03087	-82.27933
17091820-8216359	12.31	13285	 1.00	 0.59	0	1	none               	257.32583	-82.27664
10580410-8216199	11.33	12417	 1.00	 0.86	0	1	20096dF...C...0000J	164.51708	-82.27219
17134445-8214395	12.47	21184	 1.00	 0.59	0	1	20096dF...C...0000J	258.43521	-82.24431
03513399-8213103	11.17	18504	 1.00	 0.00	0	1	20112MRS.CTIO.0000H	057.89162	-82.21953
07504798-8212309	12.27	 5507	 1.00	 0.86	0	1	20096dF...C...0000J	117.69992	-82.20858
10032512-8212245	11.96	12620	 1.00	 0.80	0	1	20096dF...C...0000J	150.85467	-82.20681
07474398-8211480	11.18	 5252	 1.00	 0.86	0	1	20096dF...C...0000J	116.93325	-82.19667
17335397-8211311	11.34	12923	 1.00	 0.72	0	1	20096dF...C...0000J	263.47487	-82.19197
00244952-8210526	12.18	12827	 1.00	 0.56	0	1	20096dF...C...0000J	006.20633	-82.18128
21110191-8208539	12.25	23200	 1.00	 0.80	0	1	20096dF...C...0000J	317.75796	-82.14831
22292704-8208523	12.23	17925	 1.00	 0.83	0	1	20096dF...C...0000J	337.36267	-82.14786
05405723-8207096	 9.19	 4825	 1.00	 0.71	0	1	20096dF...C...0000J	085.23846	-82.11933
18074686-8204001	11.46	28662	 1.00	 0.75	0	1	none               	271.94525	-82.06669
17001493-8203118	10.83	13114	 1.00	 0.66	0	1	20112MRS.CTIO.0000H	255.06221	-82.05328
21382586-8203016	11.83	23365	 1.00	 0.86	0	1	20096dF...C...0000J	324.60775	-82.05044
19215717-8202483	12.25	13476	 1.00	 0.78	0	1	20096dF...C...0000J	290.48821	-82.04675
16584191-8159529	11.92	12918	 1.00	 0.66	0	1	20096dF...C...0000J	254.67462	-81.99803
18073253-8159351	11.81	18002	 1.00	 0.75	0	1	20096dF...C...0000J	271.88554	-81.99308
05400210-8158532	11.56	 4848	 1.00	 0.71	0	1	20096dF...C...0000J	085.00875	-81.98144
17062992-8158500	11.60	18158	 1.00	 0.71	0	1	20096dF...C...0000J	256.62467	-81.98056
22212221-8158406	11.82	 8574	 1.00	 0.91	0	1	20096dF...C...0000J	335.34254	-81.97794
00004596-8158024	11.88	12646	 1.00	 0.62	0	1	20096dF...C...0000J	000.19150	-81.96733
02303853-8157445	11.66	16766	 1.00	 1.00	0	1	20096dF...C...0000J	037.66054	-81.96236
17315233-8157160	12.18	13232	 1.00	 0.65	0	1	20096dF...C...0000J	262.96804	-81.95444
00011823-8156323	10.80	12654	 1.00	 0.62	0	1	20112MRS.CTIO.0000H	000.32596	-81.94231
08354749-8155161	12.32	20001	 1.00	 0.83	0	1	20096dF...C...0000J	128.94787	-81.92114
18564303-8154512	11.89	 5208	 1.00	 0.86	0	1	20096dF...C...0000J	284.17929	-81.91422
23262765-8154417	 9.84	 3672	 1.00	 1.00	0	1	20096dF...C...0000J	351.61521	-81.91158
23255541-8152406	12.16	 3393	 1.00	 1.00	0	1	20096dF...C...0000J	351.48087	-81.87794
07331296-8151536	12.35	12149	 1.00	 1.00	0	1	20096dF...C...0000J	113.30400	-81.86489
16350847-8149283	11.79	18220	 1.00	 0.64	0	1	20096dF...C...0000J	248.78529	-81.82453
19374229-8149148	11.32	 5393	 1.00	 0.88	0	1	20096dF...C...0000J	294.42621	-81.82078
03103486-8146229	12.24	13759	 1.00	 0.86	0	1	20096dF...C...0000J	047.64525	-81.77303
10352232-8144420	11.88	11825	 1.00	 0.75	0	1	20096dF...C...0000J	158.84300	-81.74500
10363532-8144270	11.98	11825	 1.00	 0.86	0	1	none               	159.14717	-81.74083
07382858-8143317	11.23	11993	 1.00	 1.00	0	1	20096dF...C...0000J	114.61908	-81.72547
17485876-8143145	12.00	 5027	 1.00	 0.84	0	1	20096dF...C...0000J	267.24483	-81.72069
20340407-8142339	12.21	10114	 1.00	 1.00	0	1	20096dF...C...0000J	308.51696	-81.70942
04481621-8141004	11.19	 4743	 1.00	 0.64	0	1	20096dF...C...0000J	072.06754	-81.68344
00580474-8140329	11.18	12665	 1.00	 0.00	0	1	20112MRS.CTIO.0000H	014.51975	-81.67581
17522169-8139578	11.46	 5102	 1.00	 0.88	0	1	20112MRS.CTIO.0000H	268.09037	-81.66606
18525782-8139403	12.25	17057	 1.00	 0.80	0	1	20096dF...C...0000J	283.24092	-81.66119
22085449-8138479	12.49	11570	 1.00	 0.86	0	1	20096dF...C...0000J	332.22704	-81.64664
23132742-8137400	11.63	 4030	 1.00	 1.00	0	1	20096dF...C...0000J	348.36425	-81.62778
23133292-8137300	10.62	 4030	 1.00	 1.00	0	1	20096dF...C...0000J	348.38717	-81.62500
17553949-8135512	12.17	17155	 1.00	 0.84	0	1	20096dF...C...0000J	268.91454	-81.59756
04342799-8135235	12.10	17439	 1.00	 0.67	0	1	20096dF...C...0000J	068.61662	-81.58986
20250221-8134310	11.88	 2906	 1.00	 1.00	0	1	20096dF...C...0000J	306.25921	-81.57528
05041437-8134215	11.28	 5568	 1.00	 0.57	0	1	20112MRS.CTIO.0000H	076.05987	-81.57264
00404165-8134004	11.97	13736	 1.00	 0.65	0	1	20096dF...C...0000J	010.17354	-81.56678
22160244-8133118	11.00	11520	 1.00	 0.87	0	1	20096dF...C...0000J	334.01017	-81.55328
05075144-8132257	11.35	 8478	 1.00	 0.50	0	1	20112MRS.CTIO.0000H	076.96433	-81.54047
12163873-8131583	12.22	 4879	 1.00	 1.00	0	1	20096dF...C...0000J	184.16137	-81.53286
21522643-8131507	 9.24	 2554	 1.00	 0.89	0	1	20096dF...C...0000J	328.11012	-81.53075
10141923-8131222	12.19	25450	 1.00	 0.86	0	1	20096dF...C...0000J	153.58012	-81.52283
17031608-8130363	12.44	12804	 1.00	 0.73	0	1	none               	255.81700	-81.51008
06361446-8129568	12.28	12295	 1.00	 1.00	0	1	20096dF...C...0000J	099.06025	-81.49911
00422476-8129073	12.17	13671	 1.00	 0.61	0	1	none               	010.60317	-81.48536
08202909-8128597	10.88	12056	 1.00	 0.86	0	1	20096dF...C...0000J	125.12121	-81.48325
16472890-8126239	11.06	 8871	 1.00	 0.71	0	1	20096dF...C...0000J	251.87042	-81.43997
17035136-8126202	12.29	12804	 1.00	 0.74	0	1	20096dF...C...0000J	255.96400	-81.43894
19082055-8124587	12.40	16664	 1.00	 0.62	0	1	20096dF...C...0000J	287.08562	-81.41631
22550966-8124264	12.15	16820	 1.00	 0.94	0	1	none               	343.79025	-81.40733
17143972-8124176	12.32	21888	 1.00	 0.73	0	1	20096dF...C...0000J	258.66550	-81.40489
11235248-8123421	12.20	13301	 1.00	 1.00	0	1	20096dF...C...0000J	170.96867	-81.39503
05521634-8123257	12.26	 3954	 1.00	 0.88	0	1	20096dF...C...0000J	088.06808	-81.39047
00315278-8120574	11.58	 8387	 1.00	 0.59	0	1	20096dF...C...0000J	007.96992	-81.34928
05045805-8118385	10.03	 4949	 1.00	 0.62	0	1	20096dF...C...0000J	076.24187	-81.31069
08224461-8117598	12.04	12037	 1.00	 1.00	0	1	20096dF...C...0000J	125.68587	-81.29994
22490602-8117443	11.67	15269	 1.00	 0.94	0	1	20096dF...C...0000J	342.27508	-81.29564
02460830-8116592	12.20	12143	 1.00	 0.67	0	1	20096dF...C...0000J	041.53458	-81.28311
03141399-8116323	12.31	15630	 1.00	 0.83	0	1	20096dF...C...0000J	048.55829	-81.27564
19430287-8115585	11.83	16633	 1.00	 0.67	0	1	20096dF...C...0000J	295.76196	-81.26625
07273110-8115380	12.23	11815	 1.00	 1.00	0	1	20096dF...C...0000J	111.87958	-81.26056
22170988-8114451	11.86	11759	 1.00	 0.85	0	1	20096dF...C...0000J	334.29117	-81.24586
17273489-8113379	12.32	21000	 1.00	 0.86	0	1	20096dF...C...0000J	261.89537	-81.22719
22263533-8113226	11.57	11696	 1.00	 0.92	0	1	20096dF...C...0000J	336.64721	-81.22294
17155679-8113064	11.75	20174	 1.00	 0.81	0	1	none               	258.98662	-81.21844
22161924-8112527	11.97	11456	 1.00	 0.85	0	1	20096dF...C...0000J	334.08017	-81.21464
00244958-8112216	12.47	17009	 1.00	 0.60	0	1	20096dF...C...0000J	006.20658	-81.20600
17011054-8112105	12.03	11979	 1.00	 0.78	0	1	20096dF...C...0000J	255.29392	-81.20292
17573784-8111006	11.99	 9606	 1.00	 0.88	0	1	20096dF...C...0000J	269.40767	-81.18350
00113420-8110423	11.89	37803	 1.00	 0.58	0	1	none               	002.89250	-81.17842
17152745-8110251	11.87	20174	 1.00	 0.81	0	1	none               	258.86437	-81.17364
17002081-8109468	11.46	12172	 1.00	 0.83	0	1	20096dF...C...0000J	255.08671	-81.16300
17153069-8108461	12.16	20174	 1.00	 0.81	0	1	none               	258.87787	-81.14614
17082131-8107324	11.52	12697	 1.00	 0.80	0	1	20096dF...C...0000J	257.08879	-81.12567
17171495-8107024	12.48	20174	 1.00	 0.85	0	1	none               	259.31229	-81.11733
00214773-8107018	12.47	 4010	 1.00	 0.55	0	1	20096dF...C...0000J	005.44887	-81.11717
05125512-8106398	12.37	19619	 1.00	 0.64	0	1	20096dF...C...0000J	078.22967	-81.11106
15093292-8106048	12.21	20182	 0.75	 0.64	0	1	none               	227.38717	-81.10133
10380093-8105512	10.64	 2105	 1.00	 0.71	0	1	20096dF...C...0000J	159.50387	-81.09756
10375961-8105312	11.79	 2113	 1.00	 0.71	0	1	20096dF...C...0000J	159.49837	-81.09200
15093041-8105218	12.41	20182	 0.75	 0.64	0	1	none               	227.37671	-81.08939
22432812-8105025	12.01	15514	 1.00	 0.94	0	1	20096dF...C...0000J	340.86717	-81.08403
22361119-8103536	10.54	 4254	 1.00	 0.92	0	1	20096dF...C...0000J	339.04662	-81.06489
03583151-8103470	 9.40	 4912	 1.00	 0.62	0	1	20096dF...C...0000J	059.63129	-81.06306
16561528-8103230	12.47	14722	 1.00	 0.87	0	1	20096dF...C...0000J	254.06367	-81.05639
00201285-8103133	12.49	16610	 1.00	 0.58	0	1	20096dF...C...0000J	005.05354	-81.05369
19373088-8102377	11.96	 5313	 1.00	 0.60	0	1	20096dF...C...0000J	294.37867	-81.04381
17550636-8102369	12.23	 8589	 1.00	 0.87	0	1	20096dF...C...0000J	268.77650	-81.04358
16405024-8102192	11.92	12331	 1.00	 0.88	0	1	20096dF...C...0000J	250.20933	-81.03867
03564406-8102077	10.68	 5065	 1.00	 0.60	0	1	2008ApJ...685.1320C	059.18358	-81.03547
00190049-8101396	12.22	16842	 1.00	 0.58	0	1	none               	004.75204	-81.02767
16401664-8101019	11.68	12331	 1.00	 0.88	0	1	none               	250.06933	-81.01719
22283207-8059549	12.41	 4253	 1.00	 0.84	0	1	20096dF...C...0000J	337.13362	-80.99858
22313806-8059521	12.04	 8318	 1.00	 0.84	0	1	20096dF...C...0000J	337.90858	-80.99781
19400462-8059430	12.34	16393	 1.00	 0.64	0	1	20096dF...C...0000J	295.01925	-80.99528
21082104-8059209	11.70	12119	 1.00	 1.00	0	1	20096dF...C...0000J	317.08767	-80.98914
23102898-8057553	11.51	 8180	 1.00	 1.00	0	1	20096dF...C...0000J	347.62075	-80.96536
20111258-8057229	12.26	 5580	 1.00	 1.00	0	1	20096dF...C...0000J	302.80242	-80.95636
17532720-8056542	12.33	16933	 1.00	 0.86	0	1	20096dF...C...0000J	268.36333	-80.94839
17505057-8056417	12.14	12854	 1.00	 0.82	0	1	20096dF...C...0000J	267.71071	-80.94492
03194165-8055458	12.41	15430	 1.00	 0.86	0	1	20096dF...C...0000J	049.92354	-80.92939
17550473-8055439	12.12	17661	 1.00	 0.86	0	1	20096dF...C...0000J	268.76971	-80.92886
03071290-8054498	12.28	17923	 1.00	 0.78	0	1	20096dF...C...0000J	046.80375	-80.91383
07555259-8052261	12.11	12017	 1.00	 1.00	0	1	20096dF...C...0000J	118.96912	-80.87392
21111253-8050481	10.55	 8712	 1.00	 1.00	0	1	20096dF...C...0000J	317.80221	-80.84669
22515949-8050090	12.11	 7986	 1.00	 0.94	0	1	20096dF...C...0000J	342.99787	-80.83583
17442140-8050017	11.58	17058	 1.00	 0.83	0	1	20096dF...C...0000J	266.08917	-80.83381
00194076-8048535	12.40	16985	 1.00	 0.56	0	1	none               	004.91983	-80.81486
23015981-8048362	12.33	17065	 1.00	 1.00	0	1	20096dF...C...0000J	345.49921	-80.81006
21172918-8048085	11.24	 8737	 1.00	 1.00	0	1	20096dF...C...0000J	319.37158	-80.80236
00471816-8048016	10.66	 4160	 1.00	 0.00	0	1	20096dF...C...0000J	011.82567	-80.80044
17485394-8047365	12.41	31739	 1.00	 0.83	0	1	20096dF...C...0000J	267.22475	-80.79347
00002208-8047344	10.26	 7887	 1.00	 0.70	0	1	20096dF...C...0000J	000.09200	-80.79289
20372025-8046520	11.43	11249	 1.00	 1.00	0	1	20096dF...C...0000J	309.33437	-80.78111
13470601-8046481	11.48	12676	 1.00	 1.00	0	1	20096dF...C...0000J	206.77504	-80.78003
14492884-8046136	11.42	12508	 0.80	 0.67	0	1	20112MRS.CTIO.0000H	222.37017	-80.77044
20595397-8046077	12.46	12262	 1.00	 1.00	0	1	20096dF...C...0000J	314.97487	-80.76881
19563318-8045550	12.36	20630	 1.00	 0.82	0	1	20096dF...C...0000J	299.13825	-80.76528
20111844-8045380	12.47	25017	 1.00	 1.00	0	1	20096dF...C...0000J	302.82683	-80.76056
19350587-8045072	10.59	16204	 1.00	 0.73	0	1	20096dF...C...0000J	293.77446	-80.75200
19102200-8044092	11.48	13318	 1.00	 0.67	0	1	20096dF...C...0000J	287.59167	-80.73589
05305267-8043004	11.05	12864	 1.00	 0.75	0	1	2006MNRAS.366..267F	082.71946	-80.71678
14133844-8042489	12.39	20047	 1.00	 0.80	0	1	20096dF...C...0000J	213.41017	-80.71358
15053923-8042152	11.63	20540	 0.75	 0.65	0	1	20096dF...C...0000J	226.41346	-80.70422
11535718-8042066	12.35	13266	 1.00	 1.00	0	1	20096dF...C...0000J	178.48825	-80.70183
05295852-8041390	12.43	12395	 1.00	 0.75	0	1	none               	082.49383	-80.69417
04350763-8041349	12.35	18583	 1.00	 0.67	0	1	20096dF...C...0000J	068.78179	-80.69303
23100646-8040178	11.92	 9614	 1.00	 1.00	0	1	20096dF...C...0000J	347.52692	-80.67161
22412130-8040106	11.98	 7732	 1.00	 0.86	0	1	20096dF...C...0000J	340.33875	-80.66961
08275716-8040000	12.39	12061	 1.00	 1.00	0	1	none               	126.98817	-80.66667
22261943-8039535	12.38	17790	 1.00	 0.81	0	1	20096dF...C...0000J	336.58096	-80.66486
07142833-8039384	12.47	11829	 1.00	 0.60	0	1	20096dF...C...0000J	108.61804	-80.66067
23090682-8039321	12.03	 9473	 1.00	 1.00	0	1	20096dF...C...0000J	347.27842	-80.65892
20135931-8039069	12.34	41168	 1.00	 1.00	0	1	20096dF...C...0000J	303.49712	-80.65192
05332807-8038010	12.39	29150	 1.00	 0.77	0	1	none               	083.36696	-80.63361
22500101-8037307	11.62	 9110	 1.00	 0.91	0	1	20096dF...C...0000J	342.50421	-80.62519
17521116-8037178	11.92	12123	 1.00	 0.80	0	1	20096dF...C...0000J	268.04650	-80.62161
18141188-8036568	12.00	13043	 1.00	 1.00	0	1	20096dF...C...0000J	273.54950	-80.61578
15450251-8036520	12.02	18890	 1.00	 0.67	0	1	20096dF...C...0000J	236.26046	-80.61444
07401003-8036414	12.33	17117	 1.00	 1.00	0	1	20096dF...C...0000J	115.04179	-80.61150
12135826-8036167	12.34	19682	 1.00	 1.00	0	1	20096dF...C...0000J	183.49275	-80.60464
23113729-8036065	12.48	16935	 1.00	 1.00	0	1	20096dF...C...0000J	347.90537	-80.60181
15021880-8036031	12.41	19829	 0.75	 0.65	0	1	none               	225.57833	-80.60086
15023132-8035126	12.48	19829	 0.75	 0.65	0	1	none               	225.63050	-80.58683
04210599-8033494	12.37	17141	 1.00	 0.88	0	1	20096dF...C...0000J	065.27496	-80.56372
15025462-8033428	11.58	20362	 0.75	 0.65	0	1	20112MRS.CTIO.0000H	225.72758	-80.56189
22162494-8033306	11.47	11412	 1.00	 0.75	0	1	20096dF...C...0000J	334.10392	-80.55850
04211907-8032355	12.20	17394	 1.00	 0.83	0	1	20096dF...C...0000J	065.32946	-80.54319
17180574-8030253	12.14	12342	 1.00	 0.84	0	1	none               	259.52392	-80.50703
17005178-8030017	12.45	15687	 1.00	 0.88	0	1	none               	255.21575	-80.50047
20361612-8029466	11.86	10847	 1.00	 1.00	0	1	20096dF...C...0000J	309.06717	-80.49628
05382438-8029102	12.27	12329	 1.00	 0.75	0	1	20096dF...C...0000J	084.60158	-80.48617
20430357-8028593	12.29	12278	 1.00	 1.00	0	1	20096dF...C...0000J	310.76487	-80.48314
20504307-8028482	12.12	10792	 1.00	 1.00	0	1	20096dF...C...0000J	312.67946	-80.48006
17135476-8028236	12.32	17158	 1.00	 0.85	0	1	none               	258.47817	-80.47322
17140041-8028096	12.22	17158	 1.00	 0.85	0	1	20096dF...C...0000J	258.50171	-80.46933
14242324-8027573	10.99	 4604	 1.00	 0.86	0	1	20096dF...C...0000J	216.09683	-80.46592
22212797-8026536	11.72	15887	 1.00	 0.72	0	1	20096dF...C...0000J	335.36654	-80.44822
22282096-8026398	10.57	11899	 1.00	 0.75	0	1	20096dF...C...0000J	337.08733	-80.44439
22241661-8026098	11.64	11342	 1.00	 0.74	0	1	20096dF...C...0000J	336.06921	-80.43606
00442015-8025463	11.38	13022	 1.00	 0.00	0	1	20112MRS.CTIO.0000H	011.08396	-80.42953
09173672-8025356	12.15	11602	 1.00	 0.67	0	1	none               	139.40300	-80.42656
16575341-8025251	12.29	12532	 1.00	 0.93	0	1	20096dF...C...0000J	254.47254	-80.42364
10034406-8025178	 9.52	 2114	 1.00	 0.75	0	1	20096dF...C...0000J	150.93358	-80.42161
11200866-8024299	12.15	11691	 1.00	 1.00	0	1	20096dF...C...0000J	170.03608	-80.40831
16513724-8023453	12.42	31909	 1.00	 0.93	0	1	none               	252.90517	-80.39592
02590969-8022115	12.46	17855	 1.00	 0.67	0	1	20096dF...C...0000J	044.79037	-80.36986
00033247-8021398	12.48	16675	 1.00	 0.68	0	1	20096dF...C...0000J	000.88529	-80.36106
21401463-8021029	11.98	 3657	 1.00	 0.60	0	1	20096dF...C...0000J	325.06096	-80.35081
04162308-8020556	11.50	 4777	 1.00	 0.78	0	1	20096dF...C...0000J	064.09617	-80.34878
12143613-8020341	12.45	21287	 1.00	 1.00	0	1	20096dF...C...0000J	183.65054	-80.34281
17055495-8020252	12.35	12869	 1.00	 0.86	0	1	20096dF...C...0000J	256.47896	-80.34033
18403663-8020031	11.32	12253	 1.00	 1.00	0	1	20096dF...C...0000J	280.15262	-80.33419
22233372-8019543	11.99	11345	 1.00	 0.74	0	1	20096dF...C...0000J	335.89050	-80.33175
17203147-8018443	12.16	14653	 1.00	 0.80	0	1	20096dF...C...0000J	260.13112	-80.31231
01070231-8018277	 9.18	 5037	 1.00	 0.00	0	1	20096dF...C...0000J	016.75962	-80.30769
19113035-8018243	10.32	 2806	 1.00	 0.75	0	1	20096dF...C...0000J	287.87646	-80.30675
07500657-8017503	12.43	12300	 1.00	 1.00	0	1	20096dF...C...0000J	117.52737	-80.29731
03083327-8016109	12.49	29794	 1.00	 0.73	0	1	none               	047.13862	-80.26969
14205760-8016096	12.02	12663	 1.00	 0.83	0	1	20096dF...C...0000J	215.24000	-80.26933
06383795-8014493	12.28	 4811	 1.00	 1.00	0	1	20096dF...C...0000J	099.65812	-80.24703
16473818-8014220	12.37	 8654	 1.00	 0.91	0	1	20096dF...C...0000J	251.90908	-80.23944
05342595-8013272	11.87	12412	 1.00	 0.87	0	1	20096dF...C...0000J	083.60812	-80.22422
22235657-8013236	11.29	11284	 1.00	 0.72	0	1	20112MRS.CTIO.0000H	335.98571	-80.22322
09152536-8013174	12.12	11733	 1.00	 0.71	0	1	20096dF...C...0000J	138.85567	-80.22150
22310394-8013169	11.96	11611	 1.00	 0.73	0	1	20096dF...C...0000J	337.76642	-80.22136
07420919-8012465	12.14	 6040	 1.00	 1.00	0	1	20096dF...C...0000J	115.53829	-80.21292
22241861-8012228	12.02	12261	 1.00	 0.72	0	1	none               	336.07754	-80.20633
22220683-8012089	11.07	11663	 1.00	 0.71	0	1	20112MRS.CTIO.0000H	335.52846	-80.20247
21421948-8011476	11.80	17903	 1.00	 0.80	0	1	20096dF...C...0000J	325.58117	-80.19656
17260372-8011424	10.32	 4913	 1.00	 0.82	0	1	20096dF...C...0000J	261.51550	-80.19511
22242651-8011078	12.36	10816	 1.00	 0.72	0	1	20096dF...C...0000J	336.11046	-80.18550
14464371-8010512	12.47	27869	 1.00	 0.69	0	1	none               	221.68212	-80.18089
09274044-8010479	10.98	 5226	 1.00	 0.71	0	1	20096dF...C...0000J	141.91850	-80.17997
