name,z,sigma,sigma_err,sigma_flag,logMstar,logMstar_err,IMF,logMgas,logMdyn,re_kpc,v_over_sigma,kinematic_type,tracer,instrument,sigma_definition,rotation_removed,source_arXiv,table_or_section,notes
DEIMOS_COSMOS_818760,4.5613,117.2,5.5,det,10.634,0.103,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=276+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.539,10.745], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
DEIMOS_COSMOS_834764,4.5058,107.9,7.2,det,9.975,0.135,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=254+/-17 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.833,10.104], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated); [CII] size 3.17+/-0.89 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_842313,4.5537,106.2,6.4,det,10.84,0.133,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=250+/-15 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.704,10.970], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
DEIMOS_COSMOS_843045,5.8473,67.1,5.9,det,9.961,0.129,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=158+/-14 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.814,10.072], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
DEIMOS_COSMOS_845652,5.3071,143.9,7.2,det,10.456,0.037,Chabrier,,,,,unclear,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=339+/-17 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.418,10.492], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 5 (too faint to classify)"
DEIMOS_COSMOS_848185,5.2931,116.8,5.5,det,10.37,0.137,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=275+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.176,10.450], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated)"
DEIMOS_COSMOS_859732,4.5318,138.4,6.8,det,9.771,0.147,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=326+/-16 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.619,9.913], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
DEIMOS_COSMOS_873321,5.1542,85.4,5.5,det,9.967,0.146,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=201+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.803,10.094], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
DEIMOS_COSMOS_873756,4.5457,223.4,5.5,det,10.254,0.089,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=526+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.153,10.331], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger); [CII] size 2.36+/-0.11 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_880016,4.5415,116.3,5.9,det,9.747,0.149,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=274+/-14 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.597,9.895], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated); [CII] size 2.41+/-0.50 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
DEIMOS_COSMOS_881725,4.5777,84.1,5.5,det,9.959,0.133,Chabrier,,,,,rotation,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=198+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.851,10.117], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 1 (rotator); [CII] size 2.26+/-0.33 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
vuds_cosmos_5100537582,4.5501,87.5,6.4,det,9.758,0.139,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=206+/-15 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.611,9.889], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated); [CII] size 1.73+/-0.53 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
vuds_cosmos_5100541407,4.563,75.2,5.5,det,10.12,0.147,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=177+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.966,10.261], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
vuds_cosmos_5100559223,4.5627,60.7,5.5,det,9.729,0.139,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=143+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.600,9.878], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated); [CII] size 2.86+/-0.77 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
vuds_cosmos_5100822662,4.5205,88.3,5.5,det,10.174,0.131,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=208+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.039,10.300], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger); [CII] size 2.59+/-0.37 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
vuds_cosmos_5100969402,4.5785,123.6,5.9,det,10.004,0.128,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=291+/-14 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.862,10.119], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated); [CII] size 1.62+/-0.33 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
vuds_cosmos_5100994794,4.5802,97.7,5.5,det,9.725,0.138,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=230+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.596,9.873], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated); [CII] size 1.86+/-0.32 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
vuds_cosmos_5101210235,4.5761,61.6,5.5,det,9.779,0.135,Chabrier,,,,,rotation,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=145+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.628,9.899], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 1 (rotator)"
vuds_cosmos_5101218326,4.5739,97.2,5.5,det,11.014,0.058,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=229+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.964,11.080], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated); [CII] size 2.37+/-0.15 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
vuds_cosmos_5101244930,4.5803,245,14.9,det,9.667,0.144,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=577+/-35 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.534,9.822], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
vuds_cosmos_5101288969,5.7209,126.5,7.6,det,9.562,0.14,Chabrier,,,,,unclear,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=298+/-18 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.413,9.692], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 5 (too faint to classify)"
vuds_cosmos_510596653,4.5681,26.3,5.5,det,,,unstated,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=62+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); no M* in ALPINE DR1 catalogue; kinematic_type from Le Fevre+2020 morpho-kinematic class 3 (extended dispersion-dominated); [CII] size 1.79+/-0.76 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc); Sect. 5.4 text: FWHM 62 km/s; too faint for a reliable M*"
vuds_cosmos_510605533,4.5019,214,13.2,det,9.469,0.153,Chabrier,,,,,unclear,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=504+/-31 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.302,9.608], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 5 (too faint to classify)"
vuds_cosmos_510786441,4.4635,95.1,5.5,det,9.99,0.161,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=224+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.823,10.146], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger); [CII] size 2.94+/-0.52 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
vuds_cosmos_5110377875,4.5505,99.4,5.5,det,10.168,0.165,Chabrier,,,,,rotation,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=234+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.958,10.288], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 1 (rotator); [CII] size 2.63+/-0.23 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
vuds_cosmos_5180966608,4.5296,103.2,5.5,det,10.822,0.122,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=243+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.695,10.940], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
vuds_efdcs_530029038,4.4298,155.8,5.9,det,9.933,0.163,Chabrier,,,,,rotation,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=367+/-14 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.813,10.139], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 1 (rotator)"
