#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T05:40:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T05:40:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A+A/627/A4&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36270004
#Name: J/A+A/627/A4
#Title: Praesepe (NGC 2632) and its tidal tails (Roeser+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/627/a4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/627/a4	    IVOID of underlying data collection
#INFO	creator=Roeser S.	    First author or institution
#INFO	cites=bibcode:2019A&A...627A...4R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/627/A4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36270004	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-02-05	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_627_A4_stars:
#Name: J/A+A/627/A4/stars
#Title: All the stars shown in Figures 2 and 3
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Source	(I19)	Gaia DR2 source id (source_id)	[ucd=meta.id;meta.main]
#Column	RAICRS	(F12.8)	Gaia DR2 right ascension (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	Gaia DR2 declination (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F8.4)	G-band mean magnitude (Vega) (phot_g_mean_mag)	[ucd=phot.mag;em.opt.V]
#Column	dvpar	(F6.2)	Velocity parallel to the convergent point (1)	[ucd=phys.veloc]
#Column	vpero	(F6.2)	Velocity perpendicular to the convergent point (2)	[ucd=phys.veloc]
#Column	pcont	(E9.2)	Probability of being contaminated (3)	[ucd=stat.fit.goodness]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Source	RAICRS	DEICRS	Gmag	dvpar	vpero	pcont	Simbad	_RA.icrs	_DE.icrs
     716	 661185755383916160	130.11747101	+18.93575779	 14.9770	 -0.70	  0.95	 0.00e+00	Simbad	130.11747101	+18.93575779
     717	 661185789743653888	130.12159478	+18.95258152	 14.1880	 -3.74	 -0.94	 0.00e+00	Simbad	130.12159478	+18.95258152
     718	 661320067600915328	130.12727582	+19.93294431	 16.0460	  0.72	 -0.48	 0.00e+00	Simbad	130.12727582	+19.93294431
     719	 659467871542951552	130.12928598	+18.43221608	 15.9368	 -0.94	  0.16	 0.00e+00	Simbad	130.12928598	+18.43221608
     720	 665139697978259200	130.13095552	+21.67847565	 18.0260	  1.33	 -0.27	 0.00e+00	Simbad	130.13095552	+21.67847565
     721	 661297458893183232	130.13110050	+19.69523831	 14.4249	 -0.63	 -0.41	 0.00e+00	Simbad	130.13110050	+19.69523831
     722	 661317250102374528	130.13186671	+19.85022827	 11.4309	 -1.23	 -0.14	 0.00e+00	Simbad	130.13186671	+19.85022827
     723	 664422683254834304	130.13251643	+20.20161268	 11.3389	 -0.79	  0.49	 0.00e+00	Simbad	130.13251643	+20.20161268
     724	 661199911596105600	130.13716463	+19.19426728	  8.5907	 -0.27	  0.66	 0.00e+00	Simbad	130.13716463	+19.19426728
     725	 661293812462666240	130.13926738	+19.63353494	 11.9735	  0.71	  0.54	 0.00e+00	Simbad	130.13926738	+19.63353494
     726	 659490510313883264	130.13982678	+18.67443893	 11.4533	  1.12	 -0.57	 0.00e+00	Simbad	130.13982678	+18.67443893
     727	 659464122035016320	130.14218773	+18.35912589	 17.5352	  0.10	 -0.62	 0.00e+00	Simbad	130.14218773	+18.35912589
     728	 664451609857973376	130.14545749	+20.60100658	 18.0647	 -0.89	 -0.29	 0.00e+00	Simbad	130.14545749	+20.60100658
     729	 665129291274350976	130.15080951	+21.56165699	 11.5398	 -0.10	 -0.45	 0.00e+00	Simbad	130.15080951	+21.56165699
     730	 659370461684793216	130.15090418	+17.95007828	 16.4083	  1.51	 -0.11	 0.00e+00	Simbad	130.15090418	+17.95007828
     731	 664429005446645376	130.15769433	+20.33824311	 14.3892	  0.55	 -0.15	 0.00e+00	Simbad	130.15769433	+20.33824311
     732	 661200083394793216	130.16333759	+19.22823695	  7.7580	 -1.44	 -0.60	 0.00e+00	Simbad	130.16333759	+19.22823695
     733	 661303471844671104	130.16407338	+19.71537640	 16.5739	 -1.75	  0.11	 0.00e+00	Simbad	130.16407338	+19.71537640
     734	 660996020906770560	130.16451171	+18.81822562	 13.6540	 -0.83	 -0.34	 0.00e+00	Simbad	130.16451171	+18.81822562
     735	 661294327858739712	130.16616676	+19.66915591	 10.6971	  0.23	  2.03	 1.46e-02	Simbad	130.16616676	+19.66915591
     736	 661292511090872960	130.17684159	+19.56595047	 11.1684	 -0.63	  0.44	 0.00e+00	Simbad	130.17684159	+19.56595047
     737	 661300551269631360	130.17985841	+19.71926341	  6.7861	  0.27	 -0.72	 0.00e+00	Simbad	130.17985841	+19.71926341
     738	 659489518178180864	130.18481775	+18.65646895	 12.6370	 -0.65	  0.41	 0.00e+00	Simbad	130.18481775	+18.65646895
     739	 661214136527890944	130.19185902	+19.30954412	  9.4507	  1.52	  0.37	 0.00e+00	Simbad	130.19185902	+19.30954412
     740	 658399588621005312	130.19186204	+16.81870306	 18.2625	 -2.80	 -0.44	 0.00e+00	Simbad	130.19186204	+16.81870306
     741	 664438248216250880	130.19893869	+20.47990295	 15.9894	  1.10	  0.25	 0.00e+00	Simbad	130.19893869	+20.47990295
     742	 661319483485360000	130.20118894	+19.92186717	 10.8629	 -1.43	 -0.50	 0.00e+00	Simbad	130.20118894	+19.92186717
     743	 661319620924311296	130.21594669	+19.94167313	 15.9695	 -0.73	  0.35	 0.00e+00	Simbad	130.21594669	+19.94167313
     744	 664424641759918720	130.21849702	+20.26646468	  8.4189	  0.67	 -0.01	 0.00e+00	Simbad	130.21849702	+20.26646468
     745	 661242861268936704	130.21868826	+19.48315924	 10.1724	  0.04	 -0.11	 0.00e+00	Simbad	130.21868826	+19.48315924
     746	 660992344414836992	130.22175188	+18.74825675	 17.7779	  0.93	  0.26	 0.00e+00	Simbad	130.22175188	+18.74825675
     747	 661413800965826816	130.22397670	+19.99888389	 16.4785	  1.91	  0.61	 0.00e+00	Simbad	130.22397670	+19.99888389
     748	 661238635021126656	130.22408529	+19.37883653	 14.9131	  0.27	  0.69	 0.00e+00	Simbad	130.22408529	+19.37883653
     749	 661413800965826688	130.22454705	+19.99862809	 16.6070	 -0.52	 -0.29	 0.00e+00	Simbad	130.22454705	+19.99862809
     750	 661418405170762368	130.22472925	+20.09005442	 16.5768	  0.44	 -0.51	 0.00e+00	Simbad	130.22472925	+20.09005442
     751	 661194856416193024	130.22547733	+19.08194213	 18.8199	  2.36	 -0.28	 0.00e+00	Simbad	130.22547733	+19.08194213
     752	 657785717535594112	130.22665116	+16.01683815	 18.9552	  0.01	  0.21	 0.00e+00	Simbad	130.22665116	+16.01683815
     753	 661319547906688896	130.22847327	+19.93511708	 11.8771	  0.17	  0.55	 0.00e+00	Simbad	130.22847327	+19.93511708
     754	 659477217391773696	130.23029940	+18.58300955	 13.9274	 -0.82	  0.30	 0.00e+00	Simbad	130.23029940	+18.58300955
     755	 660996295784743680	130.23199749	+18.82611736	 17.3425	  2.25	 -0.73	 0.00e+00	Simbad	130.23199749	+18.82611736
     756	 661246022364851072	130.23439835	+19.58028173	  6.7268	  0.65	  1.04	 0.00e+00	Simbad	130.23439835	+19.58028173
     757	 661300993647979776	130.23605241	+19.73472169	 11.9794	 -0.34	 -0.47	 0.00e+00	Simbad	130.23605241	+19.73472169
     758	 661319552204833024	130.23706483	+19.93479801	  8.6459	 -0.15	  0.24	 0.00e+00	Simbad	130.23706483	+19.93479801
     759	 664437561021480192	130.23946747	+20.47811632	 18.4405	 -0.72	 -1.18	 0.00e+00	Simbad	130.23946747	+20.47811632
     760	 666127888351163136	130.24077922	+23.12131257	 18.4080	 -6.88	  1.17	 5.61e-01	Simbad	130.24077922	+23.12131257
     761	 661421939927520384	130.24181036	+20.21392966	 18.2280	  0.39	 -0.43	 0.00e+00	Simbad	130.24181036	+20.21392966
     762	 660996330144479616	130.24336058	+18.84613543	 17.0110	 -1.24	  0.41	 0.00e+00	Simbad	130.24336058	+18.84613543
     763	 661201389064841088	130.24528635	+19.23791525	 18.3932	 -2.37	  0.91	 0.00e+00	Simbad	130.24528635	+19.23791525
     764	 659463610935469440	130.24848010	+18.36782434	 11.7132	  3.62	  1.29	 5.72e-04	Simbad	130.24848010	+18.36782434
     765	 665356129970723072	130.25415369	+22.64179929	 18.6787	 -1.75	  0.01	 0.00e+00	Simbad	130.25415369	+22.64179929
     766	 659364448730632448	130.25721362	+17.81427009	 17.5615	  3.01	  0.29	 0.00e+00	Simbad	130.25721362	+17.81427009
     767	 664437286143573760	130.26076025	+20.45765129	 12.0929	  0.87	  0.53	 0.00e+00	Simbad	130.26076025	+20.45765129
     768	 659409764929410048	130.26084870	+18.16849198	 18.1139	  2.55	 -0.87	 0.00e+00	Simbad	130.26084870	+18.16849198
     769	 660999491240341888	130.26289994	+18.93189049	 16.9157	  1.91	 -0.65	 0.00e+00	Simbad	130.26289994	+18.93189049
     770	 661202282418030080	130.26293898	+19.30250035	 18.3696	  0.32	  0.09	 0.00e+00	Simbad	130.26293898	+19.30250035
     771	 664437320503310336	130.27198826	+20.47342034	 14.4189	  0.74	  0.03	 0.00e+00	Simbad	130.27198826	+20.47342034
     772	 658600455651464704	130.27385917	+17.54104007	 15.8060	  3.12	 -0.56	 0.00e+00	Simbad	130.27385917	+17.54104007
     773	 661195303092794624	130.27676500	+19.10285555	 18.4114	  0.20	  1.30	 0.00e+00	Simbad	130.27676500	+19.10285555
     774	 661239390935361024	130.27855984	+19.44354187	 16.6526	  0.36	  0.17	 0.00e+00	Simbad	130.27855984	+19.44354187
     775	 661239390935360512	130.28002275	+19.44686331	 12.1804	  0.38	 -0.98	 0.00e+00	Simbad	130.28002275	+19.44686331
     776	 658423610374223872	130.28468453	+16.87831269	 16.5895	  3.48	  0.77	 0.00e+00	Simbad	130.28468453	+16.87831269
     777	 658602070559194496	130.28844968	+17.57132333	 17.9982	  2.68	  0.27	 0.00e+00	Simbad	130.28844968	+17.57132333
     778	 661306319407420160	130.28984808	+19.85512306	 10.5175	  0.44	  0.69	 0.00e+00	Simbad	130.28984808	+19.85512306
     779	 661401431460014976	130.29064758	+19.93529233	 13.2064	  0.18	 -1.20	 0.00e+00	Simbad	130.29064758	+19.93529233
     780	 661244270018200192	130.29159591	+19.50885586	  9.9825	 -0.87	 -0.54	 0.00e+00	Simbad	130.29159591	+19.50885586
     781	 661200663212002304	130.29220683	+19.20361733	 18.2178	 -1.95	  0.88	 0.00e+00	Simbad	130.29220683	+19.20361733
     782	 659415129344636544	130.29366468	+18.26858903	 15.5448	 -0.74	  0.38	 0.00e+00	Simbad	130.29366468	+18.26858903
     783	 661401431460014720	130.29368080	+19.93513168	 15.7234	  0.23	  0.10	 0.00e+00	Simbad	130.29368080	+19.93513168
     784	 661305838371084288	130.29432480	+19.82948170	  8.9449	  0.17	  0.41	 0.00e+00	Simbad	130.29432480	+19.82948170
     785	 661006019590629760	130.29464936	+19.03153915	 16.8872	  1.07	 -0.02	 0.00e+00	Simbad	130.29464936	+19.03153915
     786	 664431548067327616	130.29593781	+20.37729542	 15.1677	  1.49	  0.75	 0.00e+00	Simbad	130.29593781	+20.37729542
     787	 661244647975316736	130.29694494	+19.52958491	 15.4895	 -0.96	  0.26	 0.00e+00	Simbad	130.29694494	+19.52958491
     788	 661401358444641152	130.30722298	+19.92193882	  8.2761	 -0.16	  0.10	 0.00e+00	Simbad	130.30722298	+19.92193882
     789	 661005538554352000	130.30785694	+18.96908701	 15.3033	 -1.24	  0.83	 0.00e+00	Simbad	130.30785694	+18.96908701
     790	 664477968073854720	130.30837654	+20.74152941	 16.0430	 -0.12	  0.57	 0.00e+00	Simbad	130.30837654	+20.74152941
     791	 664537032463944960	130.31005332	+20.99615636	 17.7517	  1.04	  0.37	 0.00e+00	Simbad	130.31005332	+20.99615636
     792	 658587467670294784	130.31198327	+17.46010958	 18.0125	 -0.93	 -0.22	 0.00e+00	Simbad	130.31198327	+17.46010958
     793	 661414213282680960	130.31407110	+20.03769966	 13.7468	 -0.08	 -0.58	 0.00e+00	Simbad	130.31407110	+20.03769966
     794	 661194310958749696	130.31411260	+19.08615575	 15.8052	  1.30	  0.65	 0.00e+00	Simbad	130.31411260	+19.08615575
     795	 664481743348692352	130.31778519	+20.81516680	 18.7484	 -1.30	  0.15	 0.00e+00	Simbad	130.31778519	+20.81516680
     796	 664461578478588672	130.32271372	+20.54244639	 17.0920	  0.44	 -0.53	 0.00e+00	Simbad	130.32271372	+20.54244639
     797	 658436014239681536	130.32400728	+17.05568425	 17.3208	 -0.73	  0.82	 0.00e+00	Simbad	130.32400728	+17.05568425
     798	 661224581888230400	130.32649051	+19.26093750	  7.9893	  2.44	 -0.02	 0.00e+00	Simbad	130.32649051	+19.26093750
     799	 661195788427497472	130.33189544	+19.09836026	 18.1565	  0.79	 -0.28	 0.00e+00	Simbad	130.33189544	+19.09836026
     800	 661251966599576576	130.33284783	+19.63458865	 13.1613	  0.18	 -0.71	 0.00e+00	Simbad	130.33284783	+19.63458865
     801	 661004713920630656	130.33459004	+18.96184794	 17.1026	 -1.35	  0.86	 0.00e+00	Simbad	130.33459004	+18.96184794
     802	 661251210685333120	130.33502744	+19.62284731	 15.0402	  0.91	 -0.06	 0.00e+00	Simbad	130.33502744	+19.62284731
     803	 664431204469943808	130.33679155	+20.34650312	 15.7498	  1.54	  0.48	 0.00e+00	Simbad	130.33679155	+20.34650312
     804	 661004400386393984	130.34390974	+18.93382055	 12.6619	  0.95	  0.09	 0.00e+00	Simbad	130.34390974	+18.93382055
     805	 659411796450014464	130.35058469	+18.23404390	 14.8801	  0.77	  0.29	 0.00e+00	Simbad	130.35058469	+18.23404390
     806	 661417305659127296	130.35175303	+20.13035814	 15.3867	  0.09	  0.59	 0.00e+00	Simbad	130.35175303	+20.13035814
     807	 661401122222444288	130.35751606	+19.94351507	 10.5789	  0.11	 -0.27	 0.00e+00	Simbad	130.35751606	+19.94351507
     808	 661402084295115904	130.35826785	+19.98746210	 16.8577	  1.06	  0.01	 0.00e+00	Simbad	130.35826785	+19.98746210
     809	 664946836767421696	130.35826896	+21.57363235	 18.1183	 -2.44	  0.01	 0.00e+00	Simbad	130.35826896	+21.57363235
     810	 658615440793299712	130.35880803	+17.80347466	 16.5641	 -0.06	 -0.10	 0.00e+00	Simbad	130.35880803	+17.80347466
     811	 661397308291492608	130.36148414	+19.87677255	 17.8800	  1.34	 -0.46	 0.00e+00	Simbad	130.36148414	+19.87677255
     812	 661247671632285312	130.36224558	+19.54240923	  9.7172	  0.57	 -0.11	 0.00e+00	Simbad	130.36224558	+19.54240923
     813	 661224547528488064	130.36484773	+19.27754658	 15.1136	 -0.77	 -0.34	 0.00e+00	Simbad	130.36484773	+19.27754658
     814	 664539094048241536	130.36535349	+21.06130102	 16.6773	  1.34	 -0.18	 0.00e+00	Simbad	130.36535349	+21.06130102
     815	 661254303061774976	130.36951309	+19.71352419	 18.0421	  2.29	  0.21	 0.00e+00	Simbad	130.36951309	+19.71352419
     816	 661402015575639680	130.36988304	+19.97553105	 15.7659	  3.03	  0.73	 0.00e+00	Simbad	130.36988304	+19.97553105
     817	 660981619879849728	130.37064038	+18.75963964	 18.4174	  1.25	  0.18	 0.00e+00	Simbad	130.37064038	+18.75963964
     818	 660995230632845184	130.37777876	+18.87181433	 12.5283	 -0.49	 -0.05	 0.00e+00	Simbad	130.37777876	+18.87181433
     819	 659472235229782912	130.38124248	+18.50056278	 10.2612	  0.57	  0.72	 0.00e+00	Simbad	130.38124248	+18.50056278
     820	 660978669238963200	130.38464594	+18.66959464	 16.6270	 -0.50	  0.16	 0.00e+00	Simbad	130.38464594	+18.66959464
     821	 661416274866976384	130.38531447	+20.10182277	 17.6428	 -3.06	  0.62	 0.00e+00	Simbad	130.38531447	+20.10182277
     822	 664922411288014080	130.38857927	+21.32190959	 19.4122	 -4.31	  0.88	 0.00e+00	Simbad	130.38857927	+21.32190959
     823	 661247602912908032	130.38962307	+19.55000170	 17.7025	  0.33	  0.68	 0.00e+00	Simbad	130.38962307	+19.55000170
     824	 661401225301656192	130.39079754	+19.96903027	 11.5089	 -0.10	  0.60	 0.00e+00	Simbad	130.39079754	+19.96903027
     825	 660981349298550272	130.39854901	+18.74299794	 15.9771	 -0.19	 -0.17	 0.00e+00	Simbad	130.39854901	+18.74299794
     826	 664922102051593472	130.39923085	+21.29356323	 17.3564	  0.05	  0.20	 0.00e+00	Simbad	130.39923085	+21.29356323
     827	 661008527851529728	130.39980737	+19.10702244	 13.6367	 -1.00	  0.61	 0.00e+00	Simbad	130.39980737	+19.10702244
     828	 664461853356491264	130.40192481	+20.56783657	 17.1682	  3.29	 -0.27	 0.00e+00	Simbad	130.40192481	+20.56783657
     829	 665337717447180800	130.40226815	+22.41276679	 16.0503	  0.69	  0.38	 0.00e+00	Simbad	130.40226815	+22.41276679
     830	 661001243587055616	130.40241293	+18.90423916	 16.1912	  0.28	 -0.33	 0.00e+00	Simbad	130.40241293	+18.90423916
     831	 661424143247274624	130.40554018	+20.21017900	 17.1637	 -0.06	  0.30	 0.00e+00	Simbad	130.40554018	+20.21017900
     832	 661246675199973504	130.40569857	+19.52048355	 13.1577	 -0.02	 -0.57	 0.00e+00	Simbad	130.40569857	+19.52048355
     833	 664458791043242368	130.40640416	+20.53343617	 18.5991	  5.35	  0.43	 0.00e+00	Simbad	130.40640416	+20.53343617
     834	1014666305485854976	130.40938799	+48.08643456	 17.6764	 -0.30	  0.15	 0.00e+00	Simbad	130.40938799	+48.08643456
     835	 658607950370340608	130.41020914	+17.63997443	 14.5263	  0.09	 -0.01	 0.00e+00	Simbad	130.41020914	+17.63997443
     836	 661221828810801408	130.41244349	+19.26572586	 12.7699	  0.38	 -0.95	 0.00e+00	Simbad	130.41244349	+19.26572586
     837	 661253272269624576	130.41323340	+19.67443992	 15.9972	 -0.08	 -0.08	 0.00e+00	Simbad	130.41323340	+19.67443992
     838	 664464808293984000	130.41655005	+20.67214122	  9.5228	  0.96	  0.24	 0.00e+00	Simbad	130.41655005	+20.67214122
     839	 661396140060387456	130.42374676	+19.83256017	 17.4904	 -0.34	 -0.55	 0.00e+00	Simbad	130.42374676	+19.83256017
     840	 661429292911672320	130.42377339	+20.31895978	 18.6279	 -0.89	 -0.25	 0.00e+00	Simbad	130.42377339	+20.31895978
     841	 664459031561436544	130.42511886	+20.56886033	 17.9489	  0.83	 -0.62	 0.00e+00	Simbad	130.42511886	+20.56886033
     842	 661252997391718272	130.42606499	+19.66048087	  9.4688	  0.25	  1.73	 0.00e+00	Simbad	130.42606499	+19.66048087
     843	 659416705596732032	130.42626291	+18.21328868	 18.6280	  2.35	 -0.62	 0.00e+00	Simbad	130.42626291	+18.21328868
     844	 664922956749165696	130.43042115	+21.36164746	 18.0411	  0.77	  0.76	 0.00e+00	Simbad	130.43042115	+21.36164746
     845	 664942404361149568	130.43077461	+21.49726523	 18.1560	  0.33	  2.18	 1.46e-02	Simbad	130.43077461	+21.49726523
     846	 665195188956482432	130.43142908	+22.27026355	 18.7295	 -2.08	 -0.27	 0.00e+00	Simbad	130.43142908	+22.27026355
     847	 661402423595631232	130.43185830	+19.96208828	 12.1081	  3.30	 -0.51	 0.00e+00	Simbad	130.43185830	+19.96208828
     848	 661424074527577600	130.43240050	+20.22681643	 10.3508	 -0.43	  0.50	 0.00e+00	Simbad	130.43240050	+20.22681643
     849	 661222073627319296	130.43269703	+19.30221998	 14.7431	 -0.49	 -0.25	 0.00e+00	Simbad	130.43269703	+19.30221998
     850	 664463502623929088	130.43374849	+20.60440860	 16.8687	  0.07	  0.17	 0.00e+00	Simbad	130.43374849	+20.60440860
     851	 690273438572842624	130.43386992	+23.98791803	 18.8004	  1.73	  0.07	 0.00e+00	Simbad	130.43386992	+23.98791803
     852	 661221760091324544	130.43938534	+19.26723328	 10.0420	  0.40	  0.26	 0.00e+00	Simbad	130.43938534	+19.26723328
     853	 661430705957076096	130.44948558	+20.38958749	 18.3721	  2.36	 -1.08	 0.00e+00	Simbad	130.44948558	+20.38958749
     854	 661402664114086912	130.44952401	+19.99716920	 18.7986	 -0.03	 -0.09	 0.00e+00	Simbad	130.44952401	+19.99716920
     855	 661404317678099456	130.45593102	+20.07665539	 15.7652	  3.38	  0.97	 0.00e+00	Simbad	130.45593102	+20.07665539
     856	 661253027453650432	130.45839936	+19.65955980	 15.2700	 -0.46	 -0.14	 0.00e+00	Simbad	130.45839936	+19.65955980
     857	 661234679353175296	130.46061473	+19.49424802	 18.2469	 -0.13	 -0.34	 0.00e+00	Simbad	130.46061473	+19.49424802
     858	 661429675164926464	130.46614275	+20.34659144	 15.6543	  0.05	 -0.60	 0.00e+00	Simbad	130.46614275	+20.34659144
     859	 661422837576998784	130.46645216	+20.16693328	 11.8205	 -0.58	 -0.60	 0.00e+00	Simbad	130.46645216	+20.16693328
     860	 659393929386140288	130.46767756	+18.05185686	 14.3494	 -0.50	  0.48	 0.00e+00	Simbad	130.46767756	+18.05185686
     861	 661422764560767360	130.47124948	+20.15938159	  8.4666	  0.47	  0.05	 0.00e+00	Simbad	130.47124948	+20.15938159
     862	 661220974115692416	130.47213412	+19.26541315	 17.9799	  1.00	  0.24	 0.00e+00	Simbad	130.47213412	+19.26541315
     863	 661249595777725568	130.47313311	+19.60842839	 17.6518	 -1.20	  0.97	 0.00e+00	Simbad	130.47313311	+19.60842839
     864	 664460685125455360	130.47337407	+20.62106496	 18.2171	 -0.94	  0.47	 0.00e+00	Simbad	130.47337407	+20.62106496
     865	 661220969817342848	130.47641810	+19.25733236	 11.2199	 -0.16	  0.34	 0.00e+00	Simbad	130.47641810	+19.25733236
     866	 661249694558990848	130.47803912	+19.61681376	 18.8716	  0.35	  0.31	 0.00e+00	Simbad	130.47803912	+19.61681376
     867	 717221369059984000	130.48018649	+34.56552986	 18.2298	 -0.31	  0.95	 0.00e+00	Simbad	130.48018649	+34.56552986
     868	 661253478428045568	130.48262973	+19.68962272	 10.8961	 -0.14	  0.43	 0.00e+00	Simbad	130.48262973	+19.68962272
     869	 657708824736752896	130.48453407	+15.62977013	 14.6945	  1.18	  0.14	 0.00e+00	Simbad	130.48453407	+15.62977013
     870	 661410360695218048	130.49500999	+20.10746319	 12.8706	  0.33	  1.46	 0.00e+00	Simbad	130.49500999	+20.10746319
     871	 664486798525148160	130.49668202	+20.91859999	 11.1044	  0.27	 -0.28	 0.00e+00	Simbad	130.49668202	+20.91859999
     872	 661347727189029504	130.49712536	+19.74579459	 15.2536	  0.29	 -1.04	 0.00e+00	Simbad	130.49712536	+19.74579459
     873	 661233584139655040	130.50650367	+19.44607145	 17.1318	  0.54	 -0.12	 0.00e+00	Simbad	130.50650367	+19.44607145
     874	 664916570133718272	130.51351311	+21.17257722	 18.1664	 -0.90	 -0.38	 0.00e+00	Simbad	130.51351311	+21.17257722
     875	 664487623160237184	130.52142066	+20.96565434	 15.0005	  0.30	 -0.20	 0.00e+00	Simbad	130.52142066	+20.96565434
     876	 661233137463057152	130.52690185	+19.41120463	  7.9117	  0.64	 -0.65	 0.00e+00	Simbad	130.52690185	+19.41120463
     877	 665190039291682560	130.53254926	+22.18469384	 16.8561	  0.30	  0.02	 0.00e+00	Simbad	130.53254926	+22.18469384
     878	 660983891919259776	130.54269883	+18.76669855	 17.8043	 -1.86	  0.46	 0.00e+00	Simbad	130.54269883	+18.76669855
     879	 660990592068154752	130.54487539	+18.93433056	  7.8568	 -1.44	 -0.39	 0.00e+00	Simbad	130.54487539	+18.93433056
     880	 661222279785743616	130.54774400	+19.27695703	 11.9281	 -0.14	 -0.13	 0.00e+00	Simbad	130.54774400	+19.27695703
     881	 661034155919816960	130.55125968	+19.21346366	 13.2599	  0.11	 -0.67	 0.00e+00	Simbad	130.55125968	+19.21346366
     882	 660976676374207616	130.55282802	+18.68355709	 17.4440	  0.76	  0.29	 0.00e+00	Simbad	130.55282802	+18.68355709
     883	 661222962682863616	130.55452573	+19.31459928	 18.7249	 -3.55	  0.16	 0.00e+00	Simbad	130.55452573	+19.31459928
     884	 661350750845994240	130.55665561	+19.83568455	 15.4783	  0.77	  0.32	 0.00e+00	Simbad	130.55665561	+19.83568455
     885	 661344188136057984	130.56438695	+19.68759795	  9.7720	 -0.19	  0.48	 0.00e+00	Simbad	130.56438695	+19.68759795
     886	 661348517463001216	130.56439954	+19.81595097	 16.2770	  0.89	  0.27	 0.00e+00	Simbad	130.56439954	+19.81595097
     887	 661409609077800960	130.56920482	+20.09231366	 13.6993	 -0.50	 -0.22	 0.00e+00	Simbad	130.56920482	+20.09231366
     888	 658641996575437440	130.57294256	+17.98745732	 16.6757	 -0.35	 -0.08	 0.00e+00	Simbad	130.57294256	+17.98745732
     889	 659419905348245888	130.57624211	+18.39217202	 16.6990	  0.49	  0.33	 0.00e+00	Simbad	130.57624211	+18.39217202
     890	 661453688325924736	130.57829868	+20.40968174	 12.1560	 -0.90	  1.02	 0.00e+00	Simbad	130.57829868	+20.40968174
     891	 661026738512909440	130.57997864	+19.03738609	 16.1460	 -0.45	 -0.50	 0.00e+00	Simbad	130.57997864	+19.03738609
     892	 661031480156796544	130.58352658	+19.15152648	 13.0963	 -0.08	 -0.72	 0.00e+00	Simbad	130.58352658	+19.15152648
     893	 664974015320042752	130.58406893	+21.74543291	 18.7990	  0.02	 -0.43	 0.00e+00	Simbad	130.58406893	+21.74543291
     894	 661406546764571392	130.58777622	+20.05573733	 17.2127	  2.36	 -0.25	 0.00e+00	Simbad	130.58777622	+20.05573733
     895	 661412495295816960	130.58988327	+20.18159352	  9.1248	  2.43	  0.45	 0.00e+00	Simbad	130.58988327	+20.18159352
     896	 660983750184396672	130.59162769	+18.76822299	 18.1802	 -2.23	 -0.10	 0.00e+00	Simbad	130.59162769	+18.76822299
     897	 609665939038899456	130.59632094	+15.53566840	 15.9235	  3.14	 -0.57	 0.00e+00	Simbad	130.59632094	+15.53566840
     898	 661229976367125504	130.59910675	+19.38673611	 17.5430	 -0.23	 -0.31	 0.00e+00	Simbad	130.59910675	+19.38673611
     899	3079215062713234560	130.60296979	+02.64957683	 18.4392	  3.32	 -1.30	 5.61e-01	Simbad	130.60296979	+02.64957683
     900	 703205756901106176	130.61614562	+26.59930487	 17.8655	  1.91	  0.28	 0.00e+00	Simbad	130.61614562	+26.59930487
