#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T05:40:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T05:40:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A+A/621/L2&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36219002
#Name: J/A+A/621/L2
#Title: Hyades tidal tails revealed by Gaia DR2 (Roeser+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/621/l2	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/621/l2	    IVOID of underlying data collection
#INFO	creator=Roeser S.	    First author or institution
#INFO	cites=bibcode:2019A&A...621L...2R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/621/L2	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36219002	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-05-04	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_621_L2_stars:
#Name: J/A+A/621/L2/stars
#Title: All the star shown in Figures 3a to 3c
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Source	(I19)	Gaia DR2 source id (source_id)	[ucd=meta.id;meta.main]
#Column	RAICRS	(F12.8)	Gaia DR2 right ascension (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	Gaia DR2 declination (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F10.6)	G-band mean magnitude (Vega) (phot_g_mean_mag)	[ucd=phot.mag;em.opt]
#Column	Member	(A8)	Membership to subgroups (1)	[ucd=meta.code.member]
#Column	Comment	(a8)	Comment may take the values (2)	[ucd=meta.note;stat.value]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Source	RAICRS	DEICRS	Gmag	Member	Comment	Simbad	_RA.icrs	_DE.icrs
     823	3000249477638617472	096.27639491	-12.43686380	 15.197105	Tr_tail 	 -      	Simbad	096.27639491	-12.43686380
     824	3435429411044173696	096.34351177	+29.75196655	 15.398696	Tr_tail 	 Contam.	Simbad	096.34351177	+29.75196655
     825	3006412996226400896	096.46917687	-08.08989239	 12.853823	Tr_tail 	 -      	Simbad	096.46917687	-08.08989239
     826	3000485116724033792	096.50945841	-11.25914149	 14.955748	Tr_tail 	 -      	Simbad	096.50945841	-11.25914149
     827	3006353691318025472	096.52659343	-08.32495237	 14.066086	Tr_tail 	 -      	Simbad	096.52659343	-08.32495237
     828	3006353691318024576	096.52735997	-08.32272260	 14.937880	Tr_tail 	 -      	Simbad	096.52735997	-08.32272260
     829	3116672125340837120	096.63333459	-03.73139911	 16.315094	Tr_tail 	 Contam.	Simbad	096.63333459	-03.73139911
     830	 965258547902055168	096.64352280	+44.91938525	 13.684600	other   	 -      	Simbad	096.64352280	+44.91938525
     831	3369759081913153536	096.95504460	+17.53205332	 18.619700	Tr_tail 	 Contam.	Simbad	096.95504460	+17.53205332
     832	2940150824900129664	097.11974279	-19.28439115	 16.907090	Tr_tail 	 -      	Simbad	097.11974279	-19.28439115
     833	3132064463496643712	097.12978343	+05.92416886	 12.825281	Tr_tail 	 -      	Simbad	097.12978343	+05.92416886
     834	3120409571521092352	097.29191685	+00.95435938	 14.640156	Tr_tail 	 Contam.	Simbad	097.29191685	+00.95435938
     835	2895632320645959296	097.44475062	-28.51625493	 17.309616	Tr_tail 	 -      	Simbad	097.44475062	-28.51625493
     836	2937175512078811136	097.54754024	-21.76058272	 15.901956	Tr_tail 	 -      	Simbad	097.54754024	-21.76058272
     837	2950265438523915520	097.68022086	-15.39570606	 14.774104	Tr_tail 	 -      	Simbad	097.68022086	-15.39570606
     838	5574048727580099200	097.72057521	-37.96717476	 14.672486	Tr_tail 	 -      	Simbad	097.72057521	-37.96717476
     839	2950166276319909760	097.78338441	-15.95459711	 14.996936	Tr_tail 	 -      	Simbad	097.78338441	-15.95459711
     840	3435968515338951168	097.81703057	+30.86458068	 14.352684	Tr_tail 	 -      	Simbad	097.81703057	+30.86458068
     841	2923128495117338880	097.91687791	-26.31021669	 14.505725	Tr_tail 	 -      	Simbad	097.91687791	-26.31021669
     842	 958297608506090880	097.96137484	+41.49507081	 13.064631	Pr_tail 	 -      	Simbad	097.96137484	+41.49507081
     843	2939096255807760640	098.00114096	-20.26828075	 10.955363	Tr_tail 	 -      	Simbad	098.00114096	-20.26828075
     844	 957362817463946496	098.01139372	+40.40182846	  9.038874	Pr_tail 	 -      	Simbad	098.01139372	+40.40182846
     845	2924626992026580864	098.02096513	-23.81852658	 15.938452	Tr_tail 	 -      	Simbad	098.02096513	-23.81852658
     846	5581976550014928896	098.34254807	-34.28836559	 14.226446	Tr_tail 	 -      	Simbad	098.34254807	-34.28836559
     847	3120489595348240256	098.54068237	+00.58944849	 16.167477	other   	 -      	Simbad	098.54068237	+00.58944849
     848	3356887820841090048	098.62320114	+14.90337718	 16.880713	Tr_tail 	 -      	Simbad	098.62320114	+14.90337718
     849	2939544787837377792	098.70895079	-19.33331261	 15.976811	Tr_tail 	 -      	Simbad	098.70895079	-19.33331261
     850	3352156862823822592	098.84655074	+11.81796597	 11.807067	Tr_tail 	 -      	Simbad	098.84655074	+11.81796597
     851	2938745649042188160	099.05147150	-21.18422293	 15.346740	Tr_tail 	 -      	Simbad	099.05147150	-21.18422293
     852	2951798192092949760	099.05625099	-13.09730051	 13.555068	Tr_tail 	 -      	Simbad	099.05625099	-13.09730051
     853	3001817381221966976	099.10131419	-11.06834225	 16.127361	Tr_tail 	 Contam.	Simbad	099.10131419	-11.06834225
     854	2953751268343308416	099.20846819	-11.42505640	  7.427961	Tr_tail 	 -      	Simbad	099.20846819	-11.42505640
     855	3106882761002981120	099.37612791	-01.62192926	  8.003653	other   	 -      	Simbad	099.37612791	-01.62192926
     856	5583442989288473728	099.45978737	-33.19799755	 17.356937	Tr_tail 	 -      	Simbad	099.45978737	-33.19799755
     857	3106701169785557504	099.47057498	-02.36237986	 12.788873	other   	 -      	Simbad	099.47057498	-02.36237986
     858	3326608099542283136	099.75120493	+09.42319905	 15.446988	Tr_tail 	 Contam.	Simbad	099.75120493	+09.42319905
     859	3130595206723798400	099.91668676	+04.06157162	 10.730692	Tr_tail 	 -      	Simbad	099.91668676	+04.06157162
     860	3106900898645872896	099.93800276	-01.43166654	 12.510680	other   	 -      	Simbad	099.93800276	-01.43166654
     861	2953244599640280064	099.97770948	-13.05753566	 13.898417	Tr_tail 	 -      	Simbad	099.97770948	-13.05753566
     862	3351859002551512832	100.10236941	+11.35157532	 14.402589	Tr_tail 	 -      	Simbad	100.10236941	+11.35157532
     863	3103756230969954688	100.17278512	-04.96243813	 12.130286	Tr_tail 	 -      	Simbad	100.17278512	-04.96243813
     864	3119777833371688576	100.24783505	+00.61334653	 14.223559	other   	 -      	Simbad	100.24783505	+00.61334653
     865	 966561537900256512	100.30331786	+47.73805738	 14.844803	Pr_tail 	 WD     	Simbad	100.30331786	+47.73805738
     866	3126799589506513664	100.57978051	+02.35883130	 16.034956	other   	 -      	Simbad	100.57978051	+02.35883130
     867	2953892486866011008	100.63084304	-11.39453711	 15.834865	Tr_tail 	 -      	Simbad	100.63084304	-11.39453711
     868	5556273541569781504	100.71603610	-44.08240932	 15.131462	Tr_tail 	 -      	Simbad	100.71603610	-44.08240932
     869	3106561355710428800	100.86275483	-02.32188646	 17.426010	other   	 -      	Simbad	100.86275483	-02.32188646
     870	2927299251961894656	100.97668157	-19.94919485	 15.291740	Tr_tail 	 -      	Simbad	100.97668157	-19.94919485
     871	2945478749017604864	101.00367671	-18.60229624	 16.131607	Tr_tail 	 -      	Simbad	101.00367671	-18.60229624
     872	2918888503402675968	101.27742854	-27.49983248	 15.343635	Tr_tail 	 -      	Simbad	101.27742854	-27.49983248
     873	2953812703554018560	101.29361061	-11.74707009	 12.932855	Tr_tail 	 -      	Simbad	101.29361061	-11.74707009
     874	3125619671789947904	101.47431712	+00.95482176	 12.088939	other   	 -      	Simbad	101.47431712	+00.95482176
     875	5577212464913452032	101.47828223	-37.73020204	  9.614821	Tr_tail 	 Contam.	Simbad	101.47828223	-37.73020204
     876	5577212950247271552	101.53613091	-37.68918439	 13.979095	Tr_tail 	 -      	Simbad	101.53613091	-37.68918439
     877	3106984014850874240	101.60213278	-01.71476832	 11.969937	other   	 -      	Simbad	101.60213278	-01.71476832
     878	3127410192116942080	101.82254033	+03.55136425	 15.241517	other   	 -      	Simbad	101.82254033	+03.55136425
     879	2918480992605879424	101.91249952	-29.09545045	 12.174744	Tr_tail 	 -      	Simbad	101.91249952	-29.09545045
     880	2947197732362141440	102.11173591	-16.01217602	 11.923500	Tr_tail 	 -      	Simbad	102.11173591	-16.01217602
     881	3125705639858380672	102.28912457	+01.34988609	 16.627552	other   	 -      	Simbad	102.28912457	+01.34988609
     882	3385147095037717504	102.32422307	+26.96255000	 14.320353	Tr_tail 	 -      	Simbad	102.32422307	+26.96255000
     883	 944572026899000704	102.49860248	+39.43435320	 13.668243	Pr_tail 	 -      	Simbad	102.49860248	+39.43435320
     884	3113665338996760960	102.50326236	+00.92764042	 15.786116	other   	 -      	Simbad	102.50326236	+00.92764042
     885	2949241655762051200	102.51831433	-13.75126343	 15.002654	Tr_tail 	 -      	Simbad	102.51831433	-13.75126343
     886	3365344753181121536	102.71373255	+18.68997703	 16.489841	Tr_tail 	 Contam.	Simbad	102.71373255	+18.68997703
     887	5609035492519586432	103.08172551	-28.69095457	 15.054186	Tr_tail 	 -      	Simbad	103.08172551	-28.69095457
     888	3366299365495875456	103.30462645	+21.32010690	  9.444997	Tr_tail 	 Contam.	Simbad	103.30462645	+21.32010690
     889	3366298235922949504	103.37767213	+21.28511940	 13.257892	Tr_tail 	 -      	Simbad	103.37767213	+21.28511940
     890	5582919621754804608	103.41683276	-33.27847781	 15.757051	Tr_tail 	 -      	Simbad	103.41683276	-33.27847781
     891	2921903776605684352	103.53450805	-24.77023516	 14.924430	Tr_tail 	 -      	Simbad	103.53450805	-24.77023516
     892	3380479015342121600	103.67827304	+24.24514093	  6.697859	Tr_tail 	 -      	Simbad	103.67827304	+24.24514093
     893	3364194973258392064	103.97682129	+17.11873381	 11.948040	Tr_tail 	 -      	Simbad	103.97682129	+17.11873381
     894	5579458496588947712	104.22822312	-34.78457000	 16.216050	Tr_tail 	 -      	Simbad	104.22822312	-34.78457000
     895	2920743757478135680	104.63236484	-26.33537145	 14.686792	Tr_tail 	 -      	Simbad	104.63236484	-26.33537145
     896	5607892520120136192	105.08399378	-29.85295135	 14.909228	Tr_tail 	 -      	Simbad	105.08399378	-29.85295135
     897	5508134998360905984	105.34880967	-49.66612726	 17.315603	Tr_tail 	 Contam.	Simbad	105.34880967	-49.66612726
     898	5610363324609417856	105.57766698	-28.40759987	 16.828169	Tr_tail 	 -      	Simbad	105.57766698	-28.40759987
     899	5607611934198841856	105.67521435	-30.50882034	 15.781637	Tr_tail 	 Contam.	Simbad	105.67521435	-30.50882034
     900	3361677950624311808	105.90261773	+17.85490056	 12.360164	Tr_tail 	 -      	Simbad	105.90261773	+17.85490056
     901	3361678053703522560	105.90849997	+17.85812640	 10.013279	Tr_tail 	 -      	Simbad	105.90849997	+17.85812640
     902	3361271509279682176	105.97062927	+17.41425875	 15.478888	Tr_tail 	 -      	Simbad	105.97062927	+17.41425875
     903	3128591106262731264	106.04329434	+05.21297991	  8.835050	Tr_tail 	 -      	Simbad	106.04329434	+05.21297991
     904	5609535912048504320	106.04685271	-28.97311894	 15.115552	Tr_tail 	 Contam.	Simbad	106.04685271	-28.97311894
     905	5610504994109489024	106.11451134	-27.80968613	 15.077929	Tr_tail 	 -      	Simbad	106.11451134	-27.80968613
     906	3368231241785671168	106.43253095	+22.82036712	 12.598794	Tr_tail 	 -      	Simbad	106.43253095	+22.82036712
     907	5604267327205402112	106.55323315	-31.88463249	 15.661155	Tr_tail 	 -      	Simbad	106.55323315	-31.88463249
     908	3361881905733082752	106.59918049	+18.88247022	  8.900733	other   	 -      	Simbad	106.59918049	+18.88247022
     909	 952512523780954880	106.77977207	+41.90581463	 12.076956	other   	 -      	Simbad	106.77977207	+41.90581463
     910	 952512528076375040	106.78032001	+41.90505007	 15.283024	other   	 -      	Simbad	106.78032001	+41.90505007
     911	3367377986403020288	106.94746617	+21.99923756	 10.480794	other   	 -      	Simbad	106.94746617	+21.99923756
     912	5604219910765767680	107.02233525	-32.22786626	 17.188147	Tr_tail 	 -      	Simbad	107.02233525	-32.22786626
     913	 949589751291317120	107.92846387	+42.52581038	 12.024073	other   	 -      	Simbad	107.92846387	+42.52581038
     914	3367354385559914368	107.98169013	+22.29519717	 12.705400	other   	 -      	Simbad	107.98169013	+22.29519717
     915	3367354316840437376	107.98361366	+22.29357816	 15.122723	other   	 -      	Simbad	107.98361366	+22.29357816
     916	3367021852011898496	108.15994177	+20.96734950	  8.113258	other   	 -      	Simbad	108.15994177	+20.96734950
     917	5603521858322348672	108.31120111	-32.06855035	  9.706288	Tr_tail 	 -      	Simbad	108.31120111	-32.06855035
     918	5603479458405174528	108.49906960	-32.34629046	 15.628319	Tr_tail 	 Contam.	Simbad	108.49906960	-32.34629046
     919	3156365560254222464	108.79241822	+10.15238775	 16.281555	other   	 -      	Simbad	108.79241822	+10.15238775
     920	 974835088021117440	109.07061835	+46.68114064	 11.888846	other   	 -      	Simbad	109.07061835	+46.68114064
     921	3168265196643176832	109.52303863	+16.54023072	  3.430293	Tr_tail 	 -      	Simbad	109.52303863	+16.54023072
     922	3168265196642972288	109.52464496	+16.54249439	  9.526896	Tr_tail 	 -      	Simbad	109.52464496	+16.54249439
     923	 869226996173936000	109.53030048	+22.51925023	 14.289558	other   	 -      	Simbad	109.53030048	+22.51925023
     924	 949761549983094656	109.59756811	+42.79545881	 11.836101	Pr_tail 	 -      	Simbad	109.59756811	+42.79545881
     925	3156674381285101184	110.19167719	+10.64207322	 17.523752	other   	 -      	Simbad	110.19167719	+10.64207322
     926	 949114968426891904	110.62514622	+43.09001975	 15.350724	other   	 -      	Simbad	110.62514622	+43.09001975
     927	5589172372585321728	110.90916472	-36.99032309	 15.618165	Tr_tail 	 -      	Simbad	110.90916472	-36.99032309
     928	3162786364562414336	111.03781070	+11.80954199	 16.376148	other   	 -      	Simbad	111.03781070	+11.80954199
     929	5591592290299368832	111.34726950	-34.20212278	 12.391626	Tr_tail 	 -      	Simbad	111.34726950	-34.20212278
     930	3161887273288805376	111.46167555	+10.77492408	 15.019960	other   	 -      	Simbad	111.46167555	+10.77492408
     931	3166862082366437120	111.52609366	+14.74962440	 10.900965	other   	 -      	Simbad	111.52609366	+14.74962440
     932	3170376185952736768	111.59289523	+18.41499927	 16.743390	other   	 -      	Simbad	111.59289523	+18.41499927
     933	3362657787281910144	111.92748055	+19.25301173	 16.257841	other   	 -      	Simbad	111.92748055	+19.25301173
     934	3166778588202533504	112.30277622	+14.37346494	  8.211154	other   	 -      	Simbad	112.30277622	+14.37346494
     935	 973413934882525568	112.69110946	+44.00807759	 13.378809	other   	 -      	Simbad	112.69110946	+44.00807759
     936	3163282690982599424	112.78952276	+12.80409173	 15.982152	other   	 -      	Simbad	112.78952276	+12.80409173
     937	3163263896206036736	113.09637272	+12.66673747	  9.025704	other   	 -      	Simbad	113.09637272	+12.66673747
     938	 895582736567362944	114.22925665	+36.73852929	 14.382113	Tr_tail 	 -      	Simbad	114.22925665	+36.73852929
     939	5493855503413548544	114.47712112	-50.77483290	 15.757198	Tr_tail 	 -      	Simbad	114.47712112	-50.77483290
     940	5493936038342574464	114.72008640	-50.32419487	 17.469418	Tr_tail 	 -      	Simbad	114.72008640	-50.32419487
     941	 868959986646418560	115.26525582	+25.91183454	 16.873072	Tr_tail 	 -      	Simbad	115.26525582	+25.91183454
     942	 675007406816259712	118.24795298	+22.55611613	 10.364239	Tr_tail 	 -      	Simbad	118.24795298	+22.55611613
     943	5488365607496188160	118.63883828	-54.60124838	 17.261560	Tr_tail 	 -      	Simbad	118.63883828	-54.60124838
     944	5513947016827330816	118.77420066	-50.73345211	 15.129683	Tr_tail 	 Contam.	Simbad	118.77420066	-50.73345211
     945	5512765351065779584	119.26738028	-52.88262878	 14.612977	Tr_tail 	 -      	Simbad	119.26738028	-52.88262878
     946	 877096132174037504	119.42999893	+28.92408156	 13.888747	Tr_tail 	 -      	Simbad	119.42999893	+28.92408156
     947	 933080034444328320	120.89959883	+48.63679878	 15.962052	other   	 -      	Simbad	120.89959883	+48.63679878
     948	 933079725206707712	120.92259259	+48.61160469	  8.126227	other   	 -      	Simbad	120.92259259	+48.61160469
     949	 936197149908841856	121.34362293	+51.60685208	 14.834818	other   	 -      	Simbad	121.34362293	+51.60685208
     950	 934959580852589056	121.83079745	+50.28220256	 14.996321	other   	 -      	Simbad	121.83079745	+50.28220256
     951	 935384404657992192	122.46978943	+51.15377674	 16.063347	other   	 -      	Simbad	122.46978943	+51.15377674
     952	 935384404657992064	122.47029821	+51.15493747	 14.721997	other   	 -      	Simbad	122.47029821	+51.15493747
     953	 931626789310003072	123.24938353	+48.95340607	 13.419735	other   	 -      	Simbad	123.24938353	+48.95340607
     954	3093787676294667520	125.33844093	+06.06379271	 12.033778	other   	 -      	Simbad	125.33844093	+06.06379271
     955	3093122162523123200	125.96683556	+05.19455602	 17.776636	other   	 -      	Simbad	125.96683556	+05.19455602
     956	3093865741620542592	126.60158089	+06.47433129	 17.748917	other   	 -      	Simbad	126.60158089	+06.47433129
     957	3093682024395120640	127.05406400	+06.37364113	 14.072626	other   	 -      	Simbad	127.05406400	+06.37364113
     958	 595678635009941760	127.64533176	+06.48738664	 14.871914	other   	 -      	Simbad	127.64533176	+06.48738664
     959	3092298460809958528	127.99526521	+03.86101140	 15.324499	other   	 -      	Simbad	127.99526521	+03.86101140
     960	6336469056854460800	228.30830392	-03.07809458	 16.452726	other   	 -      	Simbad	228.30830392	-03.07809458
     961	6334914313053354880	229.60436580	-05.55748077	 14.938395	other   	 -      	Simbad	229.60436580	-05.55748077
     962	6314738618281154560	231.68659650	-12.32972820	  9.303371	other   	 -      	Simbad	231.68659650	-12.32972820
     963	4400376449259147904	232.32391831	-06.06790087	 17.322762	other   	 -      	Simbad	232.32391831	-06.06790087
     964	6321593111208064384	232.50320394	-07.08364403	 11.117619	other   	 -      	Simbad	232.50320394	-07.08364403
     965	6321593106912540288	232.50356803	-07.08287459	 11.825148	other   	 -      	Simbad	232.50356803	-07.08287459
     966	4400429294536850432	232.53927161	-05.62043112	 17.426920	other   	 -      	Simbad	232.53927161	-05.62043112
     967	5971366217874667392	253.90380757	-37.47008562	 14.005307	other   	 -      	Simbad	253.90380757	-37.47008562
     968	4112733624685663744	256.14628207	-24.43654635	 16.309969	other   	 -      	Simbad	256.14628207	-24.43654635
     969	5972238096240195456	259.15347050	-39.52888701	 14.424458	other   	 -      	Simbad	259.15347050	-39.52888701
     970	4109180033118179584	259.66779603	-25.75248858	 15.966712	other   	 -      	Simbad	259.66779603	-25.75248858
     971	4111092534874572288	260.36908196	-24.36787818	 15.211923	other   	 -      	Simbad	260.36908196	-24.36787818
     972	4108094922588127360	260.98144467	-27.13877324	 16.894712	other   	 -      	Simbad	260.98144467	-27.13877324
     973	4108094922588125952	260.98710666	-27.13567064	 12.698756	other   	 -      	Simbad	260.98710666	-27.13567064
     974	4109646294767903232	261.48486844	-26.42572112	 16.968376	other   	 -      	Simbad	261.48486844	-26.42572112
     975	5962156605398695680	262.32630283	-37.86376474	 12.224359	other   	 -      	Simbad	262.32630283	-37.86376474
     976	5962156605402849664	262.32827207	-37.85767751	 18.125547	other   	 -      	Simbad	262.32827207	-37.85767751
     977	5960802492459563008	263.65978572	-40.76435690	 15.334252	other   	 -      	Simbad	263.65978572	-40.76435690
     978	5962280476614905984	264.06804524	-38.05929131	 15.065131	other   	 -      	Simbad	264.06804524	-38.05929131
     979	5962277556037140736	264.08667009	-38.05434498	 15.495783	other   	 -      	Simbad	264.08667009	-38.05434498
     980	5960664641134990208	265.30555461	-40.70038437	 15.629930	other   	 -      	Simbad	265.30555461	-40.70038437
     981	4053873640493679232	265.47590219	-33.78277446	 16.178864	other   	 -      	Simbad	265.47590219	-33.78277446
     982	4039804495898692864	266.78033330	-38.11229382	  6.384850	other   	 -      	Simbad	266.78033330	-38.11229382
     983	4039862976189389184	267.18764370	-37.36982661	 15.511040	other   	 -      	Simbad	267.18764370	-37.36982661
     984	4040596522215180160	267.59674628	-36.06628840	 14.096397	other   	 -      	Simbad	267.59674628	-36.06628840
     985	4036446862295987456	268.03353319	-39.38862996	 14.143519	other   	 -      	Simbad	268.03353319	-39.38862996
     986	5956305657355645440	268.27621673	-43.83073000	 18.309183	other   	 -      	Simbad	268.27621673	-43.83073000
     987	4148810319178758784	268.72240298	-14.26980207	 16.121580	other   	 -      	Simbad	268.72240298	-14.26980207
     988	4043145976097452288	269.00523755	-33.62820881	  8.699107	other   	 -      	Simbad	269.00523755	-33.62820881
     989	4062535112089588864	269.32893390	-29.10920339	 14.131648	other   	 -      	Simbad	269.32893390	-29.10920339
     990	4037016061330561664	269.63111251	-37.71773048	 11.325352	other   	 -      	Simbad	269.63111251	-37.71773048
     991	4042455658953785344	270.17179307	-33.68072880	 13.523561	other   	 -      	Simbad	270.17179307	-33.68072880
     992	4037391617704051456	270.24846717	-36.46397343	 11.635993	other   	 -      	Simbad	270.24846717	-36.46397343
     993	4036140235985529216	270.38850678	-39.02113403	 11.435315	other   	 -      	Simbad	270.38850678	-39.02113403
     994	4038916983923038464	270.61719004	-35.83715209	 15.072027	other   	 -      	Simbad	270.61719004	-35.83715209
     995	6725100851968612480	270.65653651	-42.36626612	 17.071629	other   	 -      	Simbad	270.65653651	-42.36626612
     996	4036204621746668672	270.85164270	-38.10540749	  7.968251	other   	 -      	Simbad	270.85164270	-38.10540749
     997	4038699349330477568	270.91127064	-36.27857576	 11.550423	other   	 -      	Simbad	270.91127064	-36.27857576
     998	4038702918327378816	271.18993179	-36.21470138	 15.157157	other   	 -      	Simbad	271.18993179	-36.21470138
     999	4063240414439790464	271.43129890	-26.99643301	 15.589379	other   	 -      	Simbad	271.43129890	-26.99643301
    1000	4036264686959919488	271.51278641	-38.00033234	 16.642294	other   	 -      	Simbad	271.51278641	-38.00033234
    1001	4038832591978376832	271.59955778	-35.76310784	 16.051940	other   	 -      	Simbad	271.59955778	-35.76310784
    1002	4037835231856994816	271.65172030	-37.32032468	 12.029740	other   	 -      	Simbad	271.65172030	-37.32032468
    1003	4063053905426415104	271.75680928	-27.10215332	  8.920245	other   	 -      	Simbad	271.75680928	-27.10215332
    1004	4066540254982043392	271.76566246	-23.56755688	 10.779813	other   	 -      	Simbad	271.76566246	-23.56755688
    1005	4036279422901945088	271.78234799	-37.65640121	 15.807474	other   	 -      	Simbad	271.78234799	-37.65640121
    1006	4049092031897317376	271.83011422	-31.53035054	 13.948153	other   	 -      	Simbad	271.83011422	-31.53035054
    1007	4043011255869066880	271.86176540	-32.17719378	 17.062254	other   	 -      	Simbad	271.86176540	-32.17719378
    1008	4039070262619219328	271.89277517	-35.07559512	 15.985298	other   	 -      	Simbad	271.89277517	-35.07559512
    1009	4039500446614073600	272.26280407	-34.38222470	 14.462962	other   	 -      	Simbad	272.26280407	-34.38222470
    1010	4037822866732172416	272.60187989	-37.01557822	 12.578805	other   	 -      	Simbad	272.60187989	-37.01557822
    1011	4065810896473986688	272.60219253	-24.67713230	 12.972302	other   	 -      	Simbad	272.60219253	-24.67713230
    1012	4037617116232319232	272.77524268	-37.25293104	 14.118218	other   	 -      	Simbad	272.77524268	-37.25293104
    1013	6725590753118798848	272.80358765	-41.31901353	 12.363517	other   	 -      	Simbad	272.80358765	-41.31901353
    1014	4172819598642875520	272.82797420	-05.97379720	 17.127106	other   	 -      	Simbad	272.82797420	-05.97379720
    1015	4037969170495945088	273.15158636	-36.12872362	 15.687737	other   	 -      	Simbad	273.15158636	-36.12872362
    1016	6724728980838829952	273.25755443	-42.28852188	  7.962865	other   	 -      	Simbad	273.25755443	-42.28852188
    1017	4037541872762215424	273.28626335	-37.71792651	 14.781379	other   	 -      	Simbad	273.28626335	-37.71792651
    1018	4037541872762763904	273.28887674	-37.71482179	 14.763116	other   	 -      	Simbad	273.28887674	-37.71482179
    1019	4157724433557564800	273.58954231	-09.62387107	 12.808731	other   	 -      	Simbad	273.58954231	-09.62387107
    1020	4037633437113480064	273.71313582	-37.48798121	 13.685399	other   	 -      	Simbad	273.71313582	-37.48798121
    1021	4037633441459004288	273.71579972	-37.48784860	 11.666275	other   	 -      	Simbad	273.71579972	-37.48784860
    1022	4045652209775030656	273.72001557	-33.16436848	 15.624594	other   	 -      	Simbad	273.72001557	-33.16436848
    1023	4039372967587862016	273.73984070	-34.09682534	 13.529842	other   	 -      	Simbad	273.73984070	-34.09682534
    1024	6727651757647477632	273.79237167	-38.26411584	 15.868499	other   	 -      	Simbad	273.79237167	-38.26411584
    1025	4038485592980978176	273.88947959	-35.33134038	 14.672765	other   	 -      	Simbad	273.88947959	-35.33134038
    1026	4045851912981369600	273.90451114	-32.34287797	  7.386022	other   	 -      	Simbad	273.90451114	-32.34287797
    1027	4049744424634656000	273.91280762	-29.67213197	 13.932982	other   	 -      	Simbad	273.91280762	-29.67213197
    1028	4049821935855466880	273.94884121	-29.11196584	 14.953217	other   	 -      	Simbad	273.94884121	-29.11196584
    1029	4049743252023565952	273.96534644	-29.72861873	 15.134361	other   	 -      	Simbad	273.96534644	-29.72861873
    1030	4049743256403254784	273.96558469	-29.72560040	 14.511012	other   	 -      	Simbad	273.96558469	-29.72560040
    1031	6721168246785848064	274.03051727	-43.98167213	 15.532786	other   	 -      	Simbad	274.03051727	-43.98167213
    1032	6727761193408968192	274.03159315	-37.82554722	 14.344020	other   	 -      	Simbad	274.03159315	-37.82554722
    1033	4173596128731880192	274.03826767	-04.38739526	 17.122948	other   	 -      	Simbad	274.03826767	-04.38739526
    1034	6706459358175336832	274.13852396	-49.22662713	 11.034747	other   	 -      	Simbad	274.13852396	-49.22662713
    1035	4049753701699399168	274.14758066	-29.46341260	 13.953534	other   	 -      	Simbad	274.14758066	-29.46341260
    1036	4157939564193609856	274.21996860	-08.67319715	 10.585331	other   	 -      	Simbad	274.21996860	-08.67319715
    1037	4065492106822031616	274.22896664	-24.35405764	 13.282720	other   	 -      	Simbad	274.22896664	-24.35405764
    1038	4045497453513668352	274.26868608	-32.91581889	 11.673772	other   	 -      	Simbad	274.26868608	-32.91581889
    1039	4045468080338936576	274.29083730	-33.29187610	 14.984503	other   	 -      	Simbad	274.29083730	-33.29187610
